MDTU,|Tr(Lx)|,|Tr(Ly)|
1,1.92559,2.0076
2,1.56186,2.0365
3,1.41174,1.63078
4,1.29279,1.92078
5,1.18272,1.89455
6,0.920042,1.23001
7,1.32237,1.20054
8,1.29239,2.1602
9,1.29239,2.1602
10,1.04332,1.85825
11,1.18173,1.68806
12,1.79172,2.08671
13,1.72065,1.64649
14,1.46249,1.22438
15,1.00605,0.772114
16,1.09104,1.27135
17,1.0534,1.00021
18,1.0534,1.00021
19,1.2791,1.05753
20,1.2076,1.20292
21,1.31069,1.17729
22,0.730454,0.819829
23,1.21711,0.821747
24,1.40424,0.778205
25,0.68996,0.947225
26,0.685564,0.747772
27,1.34566,0.794915
28,0.97356,0.460434
29,1.70491,0.359879
30,1.46138,0.543866
31,2.08484,0.29322
32,1.93909,0.54107
33,1.93909,0.54107
34,1.48554,0.359535
35,1.28273,0.262798
36,1.35101,0.211973
37,1.1963,0.444098
38,1.5218,0.457635
39,1.24096,0.327286
40,1.10488,0.625254
41,2.01757,0.879139
42,2.83007,0.563574
43,2.57952,0.288077
44,2.20182,0.599331
45,3.2149,0.573143
46,3.4655,0.462919
47,2.82958,0.48354
48,2.39025,0.704867
49,3.56086,0.797127
50,4.16385,0.626363
51,3.00277,0.542166
52,2.49086,0.769446
53,1.75571,0.778918
54,1.90897,0.816523
55,2.10804,0.794617
56,2.06191,1.05341
57,2.42094,0.935263
58,2.57592,1.0337
59,2.78109,1.15919
60,2.67116,0.609749
61,1.71213,1.60697
62,2.01336,1.06577
63,1.91464,0.774737
64,1.49684,0.790291
65,1.21621,0.587557
66,1.65144,0.337293
67,1.79129,0.347575
68,1.41999,0.475181
69,1.71747,0.118701
70,1.10975,0.0646075
71,1.25096,0.216133
72,1.24874,0.530687
73,1.24874,0.530687
74,0.656006,0.364253
75,0.975071,0.700514
76,0.839846,1.0417
77,1.15873,0.97542
78,1.56335,0.713972
79,1.07806,0.748883
80,1.2122,0.529948
81,1.2122,0.529948
82,1.2122,0.529948
83,1.45008,0.865551
84,1.02205,0.999437
85,1.34643,1.01642
86,1.74183,1.40803
87,1.32275,0.957397
88,1.49763,1.39094
89,0.829438,1.25465
90,1.17146,1.44358
91,1.90033,1.35459
92,1.35952,1.50555
93,1.06111,1.40096
94,1.41611,1.05248
95,1.19167,0.878956
96,1.26486,1.11802
97,1.32023,1.69883
98,1.64626,1.83097
99,2.11364,1.75901
100,1.64572,2.58141
101,1.64572,2.58141
102,1.86478,1.03818
103,2.25733,1.41091
104,2.50147,0.795938
105,1.82899,1.14493
106,1.60365,0.964245
107,2.10314,0.654158
108,2.09631,0.442303
109,1.51632,0.48059
110,1.96968,0.804787
111,1.92654,0.0893554
112,2.19096,0.438048
113,1.98882,0.426567
114,1.98564,0.610793
115,1.46938,1.02811
116,1.36555,0.922766
117,1.28009,0.484344
118,1.15444,0.809518
119,1.15444,0.809518
120,0.561962,0.441137
121,0.814905,1.01884
122,0.75385,0.933827
123,1.45109,1.40914
124,1.01016,0.919464
125,1.10038,0.788102
126,1.19103,1.03357
127,1.25886,1.26618
128,1.46459,1.0445
129,1.77456,0.83801
130,1.44743,1.16988
131,1.21373,1.01749
132,1.03246,1.22394
133,1.81175,1.36644
134,1.62695,0.494441
135,1.96794,1.41553
136,1.95354,0.988843
137,1.81104,1.54841
138,1.82715,1.22742
139,1.56525,1.47536
140,1.4023,1.09382
141,1.796,1.10373
142,2.0258,1.12628
143,2.07424,1.04139
144,1.33709,1.34406
145,1.59036,1.30723
146,2.10725,1.35464
147,2.44101,1.03114
148,1.50717,0.625773
149,1.8301,1.07522
