MDTU,min_min,min_max,max_min,max_max5
1,-0.946828,0.265503,-0.266126,0.510332
2,-1.5233,0.26233,-0.362184,0.554451
3,-3.33143,0.349545,-0.239604,0.583608
4,-2.31172,0.314047,-0.293064,0.648087
5,-2.38603,0.336746,-0.421719,0.627251
6,-2.19615,0.313732,-0.550868,0.572927
7,-2.15057,0.30167,-0.321732,0.550096
8,-2.63335,0.355904,-0.318501,0.617399
9,-2.63335,0.355904,-0.318501,0.617399
10,-2.69771,0.277578,-0.411977,0.602648
11,-2.2662,0.348362,-0.369458,0.584737
12,-3.24091,0.345254,-0.507556,0.604409
13,-2.25802,0.288598,-0.483672,0.588822
14,-3.1241,0.34958,-0.358158,0.591342
15,-4.59176,0.299414,-0.44107,0.55852
16,-2.5657,0.321219,-0.377251,0.567157
17,-2.2963,0.339196,-0.383018,0.571547
18,-2.2963,0.339196,-0.383018,0.571547
19,-1.8853,0.418268,-0.324526,0.607161
20,-3.48369,0.328262,-0.337323,0.608302
21,-2.51062,0.319501,-0.334054,0.593817
22,-3.06316,0.279904,-0.439895,0.603501
23,-3.58909,0.375966,-0.389082,0.676589
24,-3.37691,0.31987,-0.555379,0.674599
25,-3.39882,0.305086,-0.354182,0.580706
26,-2.03713,0.303781,-0.453435,0.58071
27,-2.51264,0.356088,-0.401168,0.606696
28,-2.94551,0.331304,-0.381893,0.630943
29,-2.20442,0.433386,-0.479803,0.592976
30,-2.11046,0.358349,-0.483713,0.624695
31,-2.18,0.350338,-0.437213,0.588771
32,-2.2718,0.344739,-0.673622,0.614724
33,-2.2718,0.344739,-0.673622,0.614724
34,-3.08115,0.337888,-0.314211,0.608384
35,-2.37714,0.383456,-0.475809,0.615422
36,-2.46934,0.322095,-0.421444,0.617483
37,-2.37986,0.305407,-0.444523,0.587618
38,-2.20257,0.289555,-0.438869,0.601362
39,-2.34557,0.285489,-0.393217,0.563949
40,-3.66577,0.354027,-0.424728,0.594245
41,-3.2586,0.371523,-0.368769,0.598918
42,-1.72602,0.360908,-0.330396,0.582351
43,-3.63841,0.319621,-0.499326,0.61135
44,-3.76036,0.345841,-0.486384,0.582788
45,-2.42188,0.309599,-0.45742,0.616983
46,-2.10474,0.299464,-0.351247,0.64609
47,-2.08492,0.30824,-0.410456,0.625515
48,-3.65894,0.366329,-0.353826,0.578967
49,-2.58771,0.336657,-0.352072,0.607713
50,-2.36393,0.298537,-0.492103,0.585586
51,-2.98613,0.317175,-0.488196,0.626118
52,-2.29451,0.323709,-0.34093,0.597688
53,-2.64967,0.294583,-0.523197,0.590639
54,-4.09578,0.29075,-0.368183,0.587727
55,-2.13088,0.288006,-0.569676,0.626262
56,-2.65742,0.305558,-0.47277,0.636541
57,-2.21892,0.329715,-0.28037,0.633549
58,-2.86255,0.305115,-0.449541,0.620542
59,-3.11619,0.297229,-0.453025,0.614992
60,-2.53675,0.289471,-0.366112,0.625103
61,-2.01439,0.298826,-0.47101,0.572622
62,-2.66292,0.326582,-0.390003,0.606138
63,-3.00643,0.300076,-0.458045,0.603684
64,-2.02799,0.30987,-0.497539,0.593454
65,-3.3694,0.281654,-0.410324,0.583415
66,-3.78793,0.283989,-0.582158,0.581397
67,-2.40536,0.327539,-0.63217,0.6099
68,-2.69509,0.287722,-0.444961,0.581451
69,-3.00171,0.326848,-0.437074,0.611896
70,-1.8061,0.294863,-0.46968,0.561761
71,-2.08893,0.310401,-0.48012,0.637154
72,-1.72119,0.336097,-0.382556,0.619986
73,-1.72119,0.336097,-0.382556,0.619986
74,-2.54279,0.331009,-0.49855,0.65837
75,-2.44566,0.317367,-0.344093,0.571648
76,-1.96882,0.340443,-0.380811,0.649089
77,-3.01352,0.314845,-0.326653,0.660545
78,-2.0852,0.306417,-0.437723,0.61766
79,-1.81331,0.326937,-0.427552,0.638987
80,-2.23945,0.357005,-0.431035,0.606743
81,-2.23945,0.357005,-0.431035,0.606743
82,-2.23945,0.357005,-0.431035,0.606743
83,-2.10984,0.302183,-0.41689,0.632212
84,-3.29708,0.324719,-0.29534,0.588649
85,-2.09352,0.285913,-0.487085,0.634437
86,-2.04336,0.333691,-0.494971,0.615395
87,-2.54628,0.304178,-0.492086,0.610041
88,-2.61439,0.283428,-0.337437,0.570874
89,-3.41466,0.293446,-0.442619,0.591885
90,-2.00684,0.294079,-0.505145,0.621415
91,-2.91884,0.345544,-0.501353,0.625671
92,-1.86855,0.357091,-0.45925,0.590679
93,-2.14522,0.323091,-0.525849,0.589711
94,-2.16326,0.304879,-0.351502,0.566468
95,-2.50249,0.355981,-0.385929,0.602927
96,-1.82837,0.320986,-0.44437,0.614759
97,-2.37785,0.314272,-0.476656,0.604235
98,-1.70013,0.349724,-0.318487,0.608859
99,-2.15343,0.286309,-0.445338,0.667039
100,-3.04169,0.297979,-0.52439,0.629552
101,-3.04169,0.297979,-0.52439,0.629552
102,-2.54203,0.402121,-0.325987,0.582904
103,-2.25178,0.336307,-0.408813,0.585351
104,-2.12467,0.300209,-0.523185,0.607078
105,-1.99992,0.325215,-0.43561,0.581634
106,-2.70861,0.318738,-0.443637,0.617475
107,-2.27261,0.283011,-0.43802,0.589571
108,-1.89554,0.338982,-0.523846,0.620937
109,-2.53924,0.286539,-0.353931,0.604567
110,-1.78522,0.35627,-0.508835,0.585616
111,-2.45873,0.386262,-0.487381,0.647729
112,-2.09846,0.303352,-0.389169,0.585706
113,-1.99174,0.333521,-0.419937,0.686232
114,-2.56719,0.333175,-0.49395,0.592738
115,-2.27426,0.375177,-0.374653,0.563807
116,-2.48466,0.300686,-0.406571,0.614287
117,-2.15102,0.316057,-0.426524,0.594784
118,-2.09973,0.339986,-0.465941,0.594342
119,-2.09973,0.339986,-0.465941,0.594342
120,-4.72532,0.261965,-0.398624,0.593988
121,-1.81005,0.324644,-0.396709,0.595984
122,-2.73971,0.313915,-0.460376,0.57006
123,-2.74126,0.300171,-0.314828,0.592449
124,-1.91713,0.296862,-0.376827,0.626436
125,-1.92009,0.302026,-0.539545,0.568084
126,-2.39482,0.305136,-0.327327,0.577084
127,-2.21019,0.330161,-0.335967,0.577399
128,-2.4947,0.317544,-0.531663,0.610992
129,-2.41025,0.341667,-0.38202,0.595449
130,-1.70909,0.37111,-0.38927,0.617507
131,-2.43211,0.317431,-0.425175,0.641886
132,-2.63905,0.339996,-0.396544,0.612791
133,-2.76547,0.359558,-0.491481,0.617665
134,-3.79104,0.347184,-0.497427,0.552155
135,-2.64327,0.316396,-0.411512,0.582483
136,-4.10015,0.328989,-0.541343,0.59157
137,-2.37853,0.312118,-0.393856,0.599704
138,-2.20473,0.299458,-0.503427,0.630462
139,-3.55071,0.344142,-0.440578,0.635417
140,-3.46271,0.355093,-0.37597,0.578752
141,-1.91521,0.317223,-0.377771,0.596589
142,-2.28608,0.317136,-0.360371,0.642237
143,-2.44155,0.347131,-0.452859,0.602273
144,-1.60803,0.341301,-0.323646,0.616563
145,-3.16154,0.300757,-0.378304,0.611441
146,-2.54322,0.317413,-0.307184,0.598992
147,-1.79032,0.335688,-0.481852,0.612088
148,-2.92723,0.311859,-0.359043,0.602324
149,-2.3001,0.413425,-0.463546,0.630993
150,-2.3001,0.413425,-0.463546,0.630993
151,-2.3001,0.413425,-0.463546,0.630993
152,-2.86777,0.301302,-0.399452,0.610308
153,-2.09093,0.305163,-0.682606,0.632123
154,-2.40594,0.300265,-0.419791,0.560224
155,-2.40594,0.300265,-0.419791,0.560224
156,-3.01935,0.351431,-0.41415,0.604179
157,-3.01935,0.351431,-0.41415,0.604179
158,-2.48507,0.33059,-0.339181,0.59491
159,-2.97588,0.3002,-0.431086,0.585771
160,-2.69518,0.350235,-0.38045,0.603933
161,-2.46199,0.312639,-0.405921,0.612705
162,-2.17109,0.34625,-0.341342,0.596626
163,-3.42558,0.332573,-0.357357,0.585626
164,-2.52005,0.317435,-0.425591,0.57864
165,-3.07426,0.337829,-0.355955,0.668367
166,-2.63171,0.361394,-0.385176,0.586838
167,-1.97876,0.378931,-0.50035,0.60543
168,-1.50347,0.294166,-0.390045,0.56038
169,-1.85905,0.337517,-0.399746,0.650823
170,-2.60519,0.328751,-0.333412,0.574842
171,-1.76657,0.313606,-0.465414,0.570439
172,-2.83548,0.320688,-0.392457,0.597973
173,-3.38509,0.347535,-0.384204,0.585636
174,-2.03818,0.299336,-0.393536,0.558832
175,-2.0882,0.283822,-0.355,0.619442
176,-2.33492,0.366701,-0.555068,0.558547
177,-2.33492,0.366701,-0.555068,0.558547
178,-2.85148,0.350505,-0.437175,0.596232
179,-2.01033,0.332631,-0.540108,0.59358
180,-2.03691,0.301498,-0.39714,0.589954
181,-2.83763,0.296535,-0.457122,0.578764
182,-1.96591,0.350621,-0.39986,0.615073
183,-2.53653,0.290349,-0.379919,0.591219
184,-2.29709,0.285859,-0.370371,0.604021
185,-2.52926,0.351569,-0.397001,0.621059
186,-2.66662,0.353878,-0.368747,0.581499
187,-2.0796,0.362594,-0.379622,0.585221
188,-2.36742,0.339227,-0.474854,0.610575
189,-2.17187,0.281062,-0.501219,0.617295
190,-1.83644,0.355538,-0.394226,0.595535
191,-1.83644,0.355538,-0.394226,0.595535
192,-1.91029,0.364034,-0.474783,0.5928
193,-3.59063,0.300445,-0.394398,0.593421
194,-2.01019,0.290374,-0.389081,0.676022
195,-2.21829,0.336147,-0.389082,0.576349
196,-2.8519,0.350024,-0.535124,0.609381
197,-3.08486,0.337422,-0.420663,0.592652
198,-2.61984,0.299229,-0.375944,0.600994
199,-2.83792,0.330508,-0.397963,0.629918
200,-2.00786,0.335812,-0.345569,0.603416
201,-2.67342,0.262812,-0.381583,0.612038
202,-2.88836,0.360367,-0.357236,0.622189
203,-3.64917,0.366968,-0.707677,0.550932
204,-2.17876,0.353737,-0.380905,0.596517
205,-2.952,0.341647,-0.327155,0.617009
206,-2.95821,0.301547,-0.359295,0.582577
207,-2.61232,0.277679,-0.375081,0.623532
208,-2.03982,0.31548,-0.412108,0.645886
209,-1.96828,0.280313,-0.285143,0.597971
210,-4.24355,0.31387,-0.318026,0.588953
211,-2.67109,0.33612,-0.404756,0.578445
212,-1.81776,0.357892,-0.372634,0.672545
213,-3.12364,0.316643,-0.356037,0.597612
214,-1.64766,0.307801,-0.478448,0.612744
215,-2.25664,0.32752,-0.375459,0.579066
216,-4.6555,0.307364,-0.322954,0.594051
217,-2.19343,0.291848,-0.619714,0.579721
218,-2.45123,0.35676,-0.319357,0.580628
219,-2.20255,0.306967,-0.428181,0.604306
220,-2.28041,0.350553,-0.31464,0.636163
221,-3.3596,0.31912,-0.476544,0.656052
222,-3.15603,0.299799,-0.367398,0.621494
223,-2.43718,0.300973,-0.362835,0.587284
224,-2.12534,0.342455,-0.3467,0.603038
225,-3.19047,0.294929,-0.478547,0.668338
226,-2.11671,0.378085,-0.342442,0.602528
227,-2.11671,0.378085,-0.342442,0.602528
228,-2.43105,0.328096,-0.401046,0.599604
229,-2.43105,0.328096,-0.401046,0.599604
230,-2.48215,0.337262,-0.315417,0.610929
231,-2.43783,0.299544,-0.392158,0.602375
232,-2.05993,0.27031,-0.375064,0.63815
233,-3.06391,0.29102,-0.645802,0.624186
234,-2.16031,0.328889,-0.383469,0.637022
235,-2.71556,0.276135,-0.52527,0.618431
236,-2.35781,0.315494,-0.547148,0.659415
237,-2.26234,0.309178,-0.551183,0.628128
238,-2.77782,0.31663,-0.449362,0.621762
239,-2.34657,0.280063,-0.331556,0.612101
240,-4.06566,0.289485,-0.317047,0.622673
241,-2.65282,0.353683,-0.331953,0.629946
242,-3.59059,0.333987,-0.307437,0.598359
243,-2.37455,0.335754,-0.317866,0.638495
244,-2.37455,0.335754,-0.317866,0.638495
245,-2.97173,0.33353,-0.347336,0.57942
246,-3.33656,0.297572,-0.324463,0.623488
247,-2.54086,0.323471,-0.313318,0.612179
248,-2.89035,0.310894,-0.446153,0.59779
249,-1.96853,0.322298,-0.359072,0.58897
250,-1.97691,0.299644,-0.311779,0.612315
251,-2.93918,0.309798,-0.416221,0.611253
252,-2.20285,0.32301,-0.571663,0.61564
253,-2.33073,0.283442,-0.36933,0.593354
254,-2.40919,0.361076,-0.401612,0.726393
255,-2.39658,0.325547,-0.416147,0.608813
256,-4.10638,0.344778,-0.363986,0.630769
257,-2.96118,0.374949,-0.348718,0.612407
258,-2.60493,0.298997,-0.358478,0.590043
259,-2.43897,0.292618,-0.428085,0.607764
260,-2.07302,0.334541,-0.369584,0.611331
261,-1.81468,0.297875,-0.322485,0.60364
262,-2.83479,0.341919,-0.314533,0.619668
263,-2.83479,0.341919,-0.314533,0.619668
264,-4.58832,0.296477,-0.410193,0.608342
265,-2.76091,0.340358,-0.30733,0.641763
266,-5.51515,0.316295,-0.372304,0.601438
267,-2.2956,0.301497,-0.355262,0.600689
268,-3.32969,0.325983,-0.54227,0.658789
269,-2.29766,0.337952,-0.393425,0.646873
270,-2.36847,0.318578,-0.294245,0.593087
271,-3.9936,0.316079,-0.334976,0.597369
272,-2.36493,0.348555,-0.450059,0.589748
273,-2.72636,0.260436,-0.460484,0.621466
274,-3.36219,0.285108,-0.378191,0.605042
275,-2.29201,0.332441,-0.743831,0.599401
276,-3.35619,0.315262,-0.513318,0.631508
277,-1.89079,0.329623,-0.33379,0.618031
278,-3.25073,0.310184,-0.401964,0.596432
279,-2.52569,0.334543,-0.447136,0.615513
280,-2.29709,0.286616,-0.343577,0.612957
281,-2.29709,0.286616,-0.343577,0.612957
282,-2.29709,0.286616,-0.343577,0.612957
283,-2.29709,0.286616,-0.343577,0.612957
284,-2.27526,0.416089,-0.382506,0.587905
285,-3.95927,0.380052,-0.435956,0.611816
286,-2.65997,0.346363,-0.335401,0.612655
287,-2.48974,0.316006,-0.511532,0.601213
288,-2.9853,0.34118,-0.53783,0.629388
289,-2.66572,0.314649,-0.380318,0.584207
290,-2.31763,0.334275,-0.723684,0.562151
291,-2.78227,0.341954,-0.355895,0.598123
292,-1.98974,0.315777,-0.345432,0.626914
293,-1.648,0.305644,-0.443176,0.630489
294,-2.96571,0.29528,-0.408206,0.631757
295,-2.05409,0.281264,-0.324815,0.627289
296,-4.06545,0.335611,-0.343011,0.587326
297,-2.95692,0.287842,-0.361872,0.611071
298,-2.48452,0.291639,-0.407518,0.642503
299,-2.85126,0.335265,-0.452309,0.639209
300,-4.83731,0.303631,-0.352176,0.597692
301,-2.33891,0.338749,-0.465506,0.588726
302,-2.60108,0.313133,-0.354506,0.587535
303,-2.06943,0.330884,-0.418545,0.622274
304,-2.31393,0.302958,-0.330627,0.610665
305,-2.16349,0.348675,-0.359812,0.593763
306,-2.60358,0.320634,-0.449019,0.565926
307,-2.56292,0.324554,-0.359126,0.599064
308,-2.02083,0.312771,-0.326308,0.598742
309,-1.85837,0.267683,-0.489199,0.580279
310,-2.1655,0.342701,-0.311979,0.59364
311,-1.64244,0.348025,-0.432701,0.566627
312,-3.09806,0.328784,-0.582807,0.608786
313,-2.61692,0.31119,-0.514332,0.601265
314,-4.48628,0.377205,-0.437544,0.645966
315,-4.10541,0.374417,-0.487618,0.616878
316,-2.42535,0.338311,-0.575893,0.574661
317,-2.35984,0.365302,-0.412549,0.610365
318,-2.21496,0.295959,-0.346826,0.654752
319,-2.21496,0.295959,-0.346826,0.654752
320,-2.4555,0.31997,-0.3432,0.690392
321,-2.70359,0.317341,-0.355996,0.590203
322,-2.40309,0.33313,-0.434379,0.619255
323,-2.92217,0.39047,-0.369381,0.646695
324,-2.03191,0.360898,-0.591556,0.595441
325,-2.63927,0.334735,-0.431364,0.600387
326,-3.2902,0.32146,-0.41542,0.593753
327,-2.53207,0.33917,-0.504659,0.610359
328,-2.41169,0.31782,-0.406986,0.633372
329,-2.21794,0.349768,-0.620875,0.574484
330,-2.33861,0.303146,-0.295962,0.607827
331,-2.45493,0.373755,-0.358079,0.602677
332,-4.1571,0.299744,-0.429704,0.616317
333,-2.45971,0.312969,-0.436432,0.62004
334,-2.62983,0.31456,-0.552804,0.601552
335,-2.06664,0.385591,-0.464188,0.586536
336,-2.02578,0.295986,-0.311451,0.581385
337,-2.19989,0.340067,-0.511661,0.660415
338,-2.39713,0.315088,-0.410272,0.623074
339,-2.02597,0.303653,-0.348672,0.597296
340,-2.29975,0.344835,-0.41323,0.589708
341,-3.02264,0.337156,-0.359351,0.637594
342,-3.17029,0.338987,-0.472071,0.60792
343,-2.55025,0.311411,-0.45199,0.594118
344,-2.06295,0.306952,-0.377073,0.607591
345,-4.2687,0.431318,-0.3264,0.683056
346,-2.31402,0.32504,-0.346133,0.602084
347,-2.43345,0.371357,-0.408844,0.604164
348,-1.71055,0.310634,-0.391641,0.642883
349,-1.9224,0.290131,-0.414972,0.607113
350,-2.25536,0.322889,-0.437663,0.579412
351,-2.16314,0.307003,-0.341171,0.586416
352,-3.30933,0.343672,-0.493666,0.597405
353,-2.41158,0.323534,-0.373197,0.573464
354,-2.56044,0.281111,-0.399286,0.655447
355,-1.86438,0.340898,-0.429448,0.620407
356,-2.36404,0.329412,-0.365509,0.603399
357,-2.33006,0.314975,-0.365636,0.586256
358,-1.94828,0.307793,-0.513891,0.584758
359,-2.40475,0.349278,-0.35177,0.596366
360,-2.949,0.372638,-0.428215,0.613688
361,-2.88351,0.30117,-0.43108,0.587092
362,-3.01306,0.292445,-0.40819,0.600614
363,-2.74065,0.309044,-0.458885,0.602569
364,-2.16243,0.296999,-0.402723,0.615524
365,-2.68549,0.325232,-0.466485,0.578843
366,-2.96348,0.3489,-0.40436,0.589092
367,-2.15403,0.301319,-0.320873,0.63888
368,-2.66094,0.302267,-0.354743,0.566683
369,-3.40143,0.297269,-0.42728,0.617575
370,-2.59916,0.313951,-0.457572,0.586477
371,-2.42718,0.315792,-0.388399,0.582473
372,-2.94795,0.353954,-0.328555,0.628471
373,-3.66655,0.316694,-0.380701,0.578541
374,-3.66655,0.316694,-0.380701,0.578541
375,-2.96936,0.304763,-0.467158,0.642834
376,-2.34619,0.344531,-0.522364,0.577404
377,-1.84439,0.309663,-0.373325,0.636442
378,-3.49888,0.30206,-0.536859,0.623048
379,-1.99742,0.277639,-0.582109,0.627034
380,-2.66422,0.276321,-0.390947,0.590806
381,-2.47549,0.31228,-0.389036,0.599282
382,-4.69825,0.291407,-0.435443,0.612864
383,-3.53917,0.334975,-0.373133,0.610504
384,-4.38829,0.311854,-0.499766,0.627797
385,-3.62653,0.300602,-0.508667,0.601041
386,-2.74602,0.386513,-0.501426,0.57745
387,-2.74602,0.386513,-0.501426,0.57745
388,-2.08869,0.358103,-0.590271,0.603863
389,-3.00195,0.351722,-0.431389,0.604168
390,-2.11077,0.295616,-0.454688,0.601049
391,-5.89878,0.34636,-0.423519,0.604704
392,-2.50299,0.33741,-0.368272,0.586968
393,-3.49504,0.37899,-0.364326,0.561972
394,-2.07014,0.34694,-0.359039,0.6045
395,-2.42867,0.329013,-0.409108,0.569665
396,-2.50547,0.317127,-0.370397,0.589161
397,-2.64829,0.348529,-0.364067,0.613039
398,-2.0034,0.315504,-0.515609,0.713984
399,-1.84769,0.30164,-0.392864,0.596166
400,-2.39369,0.330977,-0.575373,0.694716
401,-2.17239,0.355186,-0.340036,0.611381
402,-2.11,0.343722,-0.521696,0.668603
403,-3.03599,0.307498,-0.337746,0.618459
404,-3.85975,0.349217,-0.59222,0.61996
405,-4.04298,0.379718,-0.487893,0.591836
406,-2.1637,0.288612,-0.487144,0.601175
407,-2.13333,0.345985,-0.467854,0.607976
408,-2.22741,0.390078,-0.487688,0.588393
409,-2.50875,0.323398,-0.374521,0.646371
410,-2.20474,0.334344,-0.433913,0.615734
411,-2.39322,0.31871,-0.587438,0.596671
412,-2.45572,0.346749,-0.505352,0.581458
413,-2.5067,0.355848,-0.400918,0.582665
414,-2.07589,0.329676,-0.4603,0.587839
415,-2.51261,0.326352,-0.360057,0.608939
416,-3.03639,0.277499,-0.583479,0.607466
417,-2.61522,0.301693,-0.339151,0.561739
418,-2.46178,0.347589,-0.330724,0.580344
419,-2.96913,0.303921,-0.42063,0.615318
420,-3.29851,0.300561,-0.945259,0.570508
421,-2.42627,0.368589,-0.396085,0.583293
422,-2.60136,0.313077,-0.391409,0.581036
423,-3.96001,0.324778,-0.40093,0.624144
424,-2.15713,0.326876,-0.517592,0.673709
425,-2.58642,0.291273,-0.360271,0.558274
426,-2.36874,0.325368,-0.367248,0.595545
427,-2.17644,0.29561,-0.341645,0.584732
428,-2.42112,0.334939,-0.34392,0.600449
429,-1.72914,0.303422,-0.389921,0.569796
430,-2.9676,0.296974,-0.663632,0.580034
431,-1.72428,0.313802,-0.375278,0.62447
432,-3.68843,0.292312,-0.412847,0.588417
433,-2.0534,0.294875,-0.341,0.611108
