MDTU,0,2,4,6,8,10
10,16.4034,16.3422,16.2937,16.2344,16.1165,16.0006
20,16.2621,16.1211,16.0852,16.0514,16.0121,15.9889
30,16.9956,16.873,16.8275,16.7013,16.2243,16.1609
40,16.3908,16.2009,16.1751,16.114,16.0849,16.0562
50,17.2167,17.1663,17.0734,16.9369,16.7123,16.6941
60,16.8748,16.574,16.4373,16.3185,16.3081,16.223
70,16.9166,16.3234,16.3009,16.2059,16.1852,16.1234
80,16.7144,16.6337,16.5651,16.5352,16.181,16.117
90,16.2027,16.0715,16.0574,16.0396,16.0192,15.9969
100,17.2687,16.4995,16.3778,16.2412,16.2108,16.1754
110,16.9894,16.7087,16.2733,16.1997,16.1627,16.1204
120,16.7206,16.6494,16.5468,16.5072,16.4471,16.4029
130,16.6116,16.5201,16.4155,16.3809,16.1484,16.1091
140,16.9278,16.6846,16.4467,16.3553,16.3299,16.3205
150,16.2377,16.0662,16.025,16.0001,15.9367,15.9271
160,16.6227,16.4389,16.2071,16.0774,16.0694,16.0236
170,16.8238,16.6371,16.3086,16.1511,16.1118,16.0718
180,16.978,16.8114,16.3477,16.2855,16.2507,16.1423
190,16.3793,16.1713,16.0181,15.8701,15.8435,15.8339
200,16.7906,16.65,16.5569,16.4153,16.2863,16.1359
210,16.3036,16.2293,16.1251,16.1218,16.0668,16.064
220,16.8626,16.5248,16.4849,16.4214,16.3323,16.3302
230,17.3671,16.9064,16.8082,16.7312,16.6748,16.6369
240,17.6943,17.5821,17.4635,17.3839,17.3517,17.2539
250,17.3044,17.2147,17.1164,17.037,16.8131,16.7272
260,17.6905,17.5653,17.5069,17.4715,17.1253,17.093
270,16.7433,16.5775,16.4965,16.411,16.4006,16.2896
280,17.1243,17.0666,16.9695,16.9478,16.7737,16.6811
290,17.2326,17.0947,17.0834,17.0235,16.8709,16.8394
300,16.8111,16.693,16.6264,16.5018,16.3745,16.3066
310,17.1683,17.0147,16.9083,16.8752,16.7955,16.7834
320,17.2968,17.155,16.9904,16.8847,16.8749,16.8661
330,17.1586,17.0805,16.8587,16.7759,16.661,16.6539
340,16.9063,16.6518,16.6248,16.5729,16.399,16.3907
350,16.7785,16.6661,16.5746,16.428,16.3872,16.3035
360,17.0359,16.9368,16.6857,16.6708,16.6545,16.628
370,17.4144,17.3256,17.0847,17.03,16.8579,16.7043
380,17.1153,16.9258,16.7403,16.6903,16.493,16.4212
390,16.8129,16.6348,16.4925,16.441,16.4309,16.3535
400,16.6586,16.6158,16.5793,16.5423,16.4015,16.3616
410,16.477,16.4434,16.3532,16.3341,16.2533,16.2121
420,16.7914,16.6712,16.5445,16.4362,16.284,16.1866
430,16.7597,16.5747,16.0391,15.9928,15.9748,15.9563
440,16.5237,16.3418,16.1674,16.1504,16.0861,16.0519
450,16.2098,16.1879,16.0991,16.0596,16.0282,16.0201
460,16.3122,16.2023,16.1859,16.0221,16.0197,15.9692
470,16.6225,16.5771,16.3652,16.0907,15.9254,15.8247
480,16.425,16.3062,16.1106,16.0794,16.0493,16.0398
490,16.2877,16.1208,16.0712,16.0526,15.9983,15.9001
500,16.3353,16.2269,16.2151,16.1839,16.1298,15.9842
510,16.5968,16.5316,16.4257,16.2345,16.2119,16.1514
520,16.6855,16.5712,16.2926,16.271,16.2335,16.1981
530,16.7202,16.6375,16.5501,16.3155,16.3005,16.2299
540,nan,nan,nan,nan,nan,nan
