MDTU,S_F
1,0.966307
2,0.999062
3,1.00106
4,1.00033
5,1.00491
6,0.999178
7,0.997809
8,1.00283
9,1.00163
10,0.998467
11,1.0041
12,0.999536
13,0.997627
14,1.00111
15,0.996207
16,0.99973
17,0.992691
18,1.00322
19,0.994967
20,0.995447
21,0.993709
22,1.00181
23,0.996587
24,1.00512
25,0.998846
26,0.997866
27,0.996119
28,0.994757
29,0.997027
30,1.00051
31,1.00031
32,1.00151
33,0.99832
34,0.999973
35,1.00167
36,0.999787
37,1.00059
38,1.00116
39,0.998183
40,0.995836
41,1.00085
42,1.00357
43,0.993696
44,0.999979
45,1.00083
46,0.998368
47,1.00036
48,1.00056
49,0.999447
50,0.997835
51,0.999725
52,0.99807
53,1.00172
54,0.994337
55,1.00242
56,0.998839
57,0.997693
58,0.996559
59,0.995193
60,1.00175
61,1.0005
62,1.00113
63,1.00073
64,0.996598
65,1.0016
66,0.995276
67,0.99878
68,1.00387
69,0.997782
70,0.997371
71,1.00299
72,1.00261
73,1.00443
74,0.999097
75,0.996379
76,1.00758
77,1.00317
78,0.99953
79,1.00046
80,1.00237
81,1.00262
82,0.998601
83,0.995921
84,0.999805
85,1.00193
86,0.999918
87,0.995082
88,0.998357
89,0.998677
90,1.00035
91,0.994855
92,1.00147
93,1.00361
94,0.997146
95,1.00204
96,0.998639
97,1.00263
98,1.00085
99,0.997438
100,1.00215
101,1.00062
102,1.00102
103,0.999364
104,0.999073
105,1.0002
106,0.999958
107,1.00245
108,1.00102
109,0.997116
110,0.996606
111,0.998088
112,0.996854
113,0.999934
114,0.997416
115,1.00007
116,1.00276
117,1.00079
118,1.00051
119,1.00088
120,0.998735
121,1.0036
122,1.00041
123,0.997647
124,1.00091
125,0.999534
126,0.998499
127,0.998747
128,0.998769
129,0.995981
130,1.00173
131,1.00232
132,1.00313
133,0.998492
134,1.0023
135,0.993516
136,1.00723
137,0.999381
138,0.998192
139,1.00242
140,1.00085
141,0.9998
142,1.00077
143,0.998975
144,1.00147
145,0.997209
146,1.00144
147,1.00357
148,1.00232
149,1.00276
150,0.998614
151,0.996835
152,0.999441
153,1.00651
154,1.00111
155,1.00301
156,1.00375
157,0.99694
158,0.996571
159,0.999426
160,0.999991
161,1.00291
162,0.998138
163,0.995275
164,0.998788
165,0.99797
166,1.00176
167,1.00241
168,1.00203
169,0.996756
170,0.999468
171,1.00108
172,1.00394
173,0.997747
174,1.00275
175,1.00096
176,0.996269
177,0.999473
178,0.99415
179,1.00033
180,0.997529
181,0.997897
182,0.99775
183,0.99797
184,0.997773
185,0.998557
186,1.00221
187,1.00331
188,0.999467
189,0.99482
190,1.00156
191,0.996991
192,1.00091
193,0.995269
194,0.998352
195,0.999855
196,1.00209
197,0.993994
198,0.998418
199,0.995335
200,1.00042
201,0.996766
202,0.995979
203,0.997951
204,1.00251
205,0.9988
206,0.996711
207,1.00323
208,0.994107
209,1.00212
210,0.996081
211,1.00287
212,1.00202
213,1.00379
214,0.999687
215,1.00322
216,1.00128
217,0.998046
218,0.996969
219,1.0011
220,1.00197
221,0.997988
222,1.00335
223,0.999836
224,1.00333
225,1.00572
226,1.00017
227,0.993954
228,0.9996
229,1.00039
230,0.999257
231,0.998619
232,0.999707
233,0.998002
234,1.00143
235,0.996358
236,1.00167
237,0.995426
238,1.00051
239,1.00318
240,0.999986
241,1.00158
242,0.998929
243,1.00209
244,0.997246
245,0.997835
246,0.995543
247,1.00121
248,1.00553
249,1.0001
250,0.996157
251,1.00071
252,0.998923
253,1.0023
254,1.0044
255,1.00315
256,0.998067
257,0.99425
258,0.998983
259,1.00078
260,1.00104
261,1.00058
262,1.00108
263,1.00204
264,0.994653
265,1.0024
266,0.996336
267,0.998174
268,0.996648
269,0.998958
270,1.00198
271,0.999439
272,1.00041
273,0.999391
274,1.00031
275,0.996652
276,0.999121
277,1.00569
278,1.00103
279,1.00307
280,0.99957
281,1.00061
282,1.00444
283,1.00233
284,0.999517
285,1.00029
286,0.999512
287,1.00218
288,1.00206
289,0.999009
290,1.00003
291,0.999983
292,1.00196
293,0.997802
294,1.0036
295,1.00139
296,1.00316
297,1.00144
298,0.996247
299,0.998507
300,1.00022
301,1.00171
302,0.999002
303,1.00078
304,0.99996
305,1.00109
306,0.999422
307,1.00071
308,1.00301
309,1.00166
310,0.997239
311,1.00189
312,1.00198
313,1.00076
314,1.00248
315,1.00047
316,1.00085
317,0.995523
318,1.00479
319,1.00587
320,1.00335
321,0.998273
322,1.00255
323,0.999779
324,1.00251
325,0.998713
326,0.997817
327,0.998847
328,0.998378
329,1.001
330,1.00258
331,0.997043
332,0.999677
333,0.99984
334,1.00082
335,1.00549
336,1.00112
337,1.00123
338,0.997384
339,1.00298
340,1.00259
341,1.00701
342,0.997124
343,1.00308
344,1.00168
345,1.00243
346,0.996446
347,1.00325
348,1.00205
349,1.00136
350,1.00144
351,1.0018
352,1
353,0.994204
354,1.00094
355,0.997867
356,0.999116
357,0.998061
358,0.999608
359,1.00343
360,0.996765
361,1.00791
362,0.999161
363,1.001
364,0.998567
365,1.00093
366,1.00013
367,0.999531
368,0.998697
369,0.998329
370,1.00103
371,0.991351
372,1.00244
373,0.999966
374,0.99994
375,1.00164
376,0.999877
377,0.999988
378,0.999255
379,1.00239
380,1.00141
381,0.99904
382,1.00264
383,1.00314
384,0.998438
385,0.999055
386,1.00169
387,0.996271
388,1.00508
389,1.00171
390,0.999376
391,0.999093
392,0.997722
393,0.998741
394,1.00035
395,0.998831
396,1.00118
397,0.998707
398,0.998994
399,1.00167
400,1.00168
401,1.00774
402,0.998766
403,0.996466
404,0.999597
405,1.00338
406,0.999653
407,1.00036
408,1.00663
409,0.997551
410,0.997763
411,0.998119
412,0.995056
413,1.00321
414,0.997018
415,1.00445
416,1.00165
417,1.00165
418,1.00433
419,0.996551
420,1.00159
421,1.00024
422,1.00153
423,0.998188
424,1.0019
425,0.994768
426,0.999661
427,1.00527
428,0.998987
429,1.00363
430,1.00174
431,1.00057
432,1.00199
433,1.00199
434,0.999834
435,1.00252
436,0.995906
437,1.00078
438,0.998134
439,0.997571
440,1.00215
441,1.00306
442,1.00547
443,1.00583
444,0.997486
445,0.99921
446,0.999263
447,1.00291
448,1.0001
449,0.999834
450,0.999049
451,0.996646
452,0.996023
453,1.00364
454,0.999279
455,1.00063
456,0.997698
457,1.00372
458,1.00277
459,1.00155
460,1.00198
461,0.998908
462,1.00351
463,0.996746
464,0.9986
465,1.00532
466,0.999271
467,1.00023
468,1.00066
469,0.999263
470,1.0016
471,0.999124
472,0.999333
473,1.00087
474,0.999404
475,0.997304
476,1.00263
477,1.00359
478,1.00252
479,0.997797
480,1.00571
481,0.997502
482,1.00056
483,1.00204
484,0.998309
485,1.00059
486,0.998909
487,0.996194
488,0.998314
489,0.998018
490,1.00239
491,1.00241
492,0.999679
493,0.997645
494,1.00023
495,1.00417
496,1.00503
497,0.999029
498,0.996295
499,1.0008
500,1.00048
501,1.00039
502,1.00784
503,1.00355
504,0.997164
505,1.00118
506,1.00226
507,0.995034
508,1.00327
509,1.0005
510,1.00268
511,0.996394
512,0.994222
513,0.997644
514,1.00394
515,1.00621
516,1.00048
517,1.00185
518,0.99873
519,0.998961
520,1.0024
521,1.00037
522,0.999651
523,1.00599
524,1.00144
525,0.999313
526,1.00153
527,1.00186
528,1.00225
529,1.00778
530,0.997359
531,0.998473
532,1.00093
533,0.998942
534,0.996653
535,0.999452
536,0.995708
537,1.00071
538,0.999589
539,1.00629
540,0.997681
541,1.00178
542,0.998658
543,0.997896
544,1
545,0.998766
546,0.996059
547,0.998962
548,1.00123
549,1.00026
550,1.00561
551,1.00229
552,0.996938
553,0.998344
554,0.999098
555,0.999368
556,1.00558
557,0.999588
558,0.998871
559,1.00042
560,0.998959
561,0.995178
562,0.999575
563,1.00365
564,0.993996
565,1.00056
566,1.00332
567,0.996992
568,1.00507
569,1.00242
570,1.00051
571,1.00231
572,0.99783
573,0.990017
574,1.00069
575,0.998764
576,0.996487
577,0.99779
578,0.999097
579,0.997512
580,0.999394
581,0.999417
582,1.00571
583,1.00058
584,1.00363
585,1.00053
586,1.0009
587,0.997046
588,1.0003
589,0.998644
590,1.00391
591,0.996382
592,0.999586
593,1.00257
594,1.00603
595,1.00292
596,1.0018
597,1.00158
598,0.993578
599,1.00344
600,1.00306
601,0.998028
602,0.999235
603,0.999726
604,0.993162
605,0.996955
606,1.00112
607,0.998981
608,1.00517
609,0.998309
610,0.999466
611,0.996892
612,0.997855
613,1.00045
614,0.999952
615,0.999878
616,0.996404
617,0.997258
618,1.00278
619,1.00062
620,0.997641
621,1.00061
622,0.999362
623,1.00012
624,0.994493
625,0.999804
626,0.997514
627,1.00323
628,0.997798
629,1.00296
630,1.00035
631,1.00217
632,0.997422
633,1.002
634,1.00318
635,1.0007
636,1.00324
637,1.00004
638,0.998851
639,0.996609
640,1.00187
641,1.00825
642,0.997468
643,1.00282
644,1.00316
645,1.00029
646,1.00064
647,0.999005
648,0.994585
649,0.99775
650,1.00316
651,1.0002
652,1.00012
653,1.0023
654,1.00087
655,1.00344
656,1.00066
657,0.998867
658,0.998225
659,1.00178
660,1.00021
661,1.00169
662,1.00252
663,0.99876
664,0.999204
665,1.00248
666,1.00192
667,1.00193
668,1.00354
669,1.00057
670,0.999883
671,1.00227
672,1.00029
673,1.00044
674,0.99994
675,1.00729
676,1.00132
677,1.00352
678,0.996611
679,0.996888
680,0.998226
681,0.997093
682,1.00172
683,1.00216
684,1.00126
685,0.995195
686,1.00137
687,0.997236
688,0.996968
689,0.994405
690,0.998959
691,0.997931
692,0.999369
693,0.99857
694,0.998427
695,0.998135
696,0.999261
697,0.998069
698,0.99929
699,1.00507
700,1.00139
701,0.998767
702,1.00177
703,0.996752
704,1.00457
705,1.00401
706,0.996495
707,1.00096
708,0.999209
709,0.998721
710,0.999617
711,1.00113
712,0.997225
713,0.999082
714,1.00029
715,0.995447
716,1.00318
717,0.997492
718,1.00181
719,0.997454
720,1.00148
721,1.00234
722,0.999184
723,0.997745
724,0.997241
725,1.00402
726,0.997301
727,1.00134
728,1.00229
729,1.00361
730,0.998611
731,0.999355
732,0.998214
733,0.999242
734,1.00057
735,1.00001
736,1.00106
737,0.997465
738,1.0001
739,0.996893
740,0.999498
741,0.995856
742,0.998751
743,0.997617
744,0.999922
745,1.00114
746,1.00116
747,1.00171
748,1.00214
749,0.997313
750,0.995626
751,1.0044
752,0.996989
753,1.0011
754,1.00074
755,1.00339
756,0.997344
757,1.00362
758,1.0008
759,0.996454
760,1.0005
761,0.99744
762,0.997043
763,0.997578
764,1.00353
765,0.99837
766,0.996725
767,1.00397
768,0.999886
769,0.999696
770,1.00338
771,1.00284
772,0.998221
773,0.997295
774,1.00193
775,1.00108
776,1.0017
777,0.99799
778,1.00347
779,1.00121
780,1.00057
781,1.00096
782,1.00283
783,1.00231
784,1.00045
785,0.998421
786,0.995831
787,0.999866
788,1.00113
789,0.992439
790,1.00199
791,0.997703
792,1.00067
793,1.00154
794,1.005
795,1.00018
796,0.996994
797,1.00164
798,1.00057
799,0.999113
800,0.998789
801,0.993514
802,0.993312
803,1.00309
804,1.00408
805,1.00373
806,0.99875
807,1.00212
808,1.00091
809,0.993985
810,1.00319
811,0.992374
812,1.00275
813,0.999946
814,1.00459
815,0.999572
816,0.999728
817,1.0037
818,1.00116
819,1.00469
820,1.00331
821,0.999119
822,0.996855
823,1.00109
824,0.999234
825,1.00281
826,1.00172
827,0.998135
828,1.00655
829,0.998937
830,0.99868
831,0.997632
832,1.00286
833,0.99938
834,0.997597
835,1.00079
836,0.999765
837,0.999165
838,1.00122
839,1.00342
840,0.998201
841,0.996679
842,0.998323
843,0.99701
844,0.997372
845,0.999079
846,1.00219
847,0.999751
848,1.00166
849,1.00287
850,1.0027
851,0.998015
852,0.999714
853,1.00004
854,1.00561
855,1.00038
856,0.99796
857,1.00428
858,0.997575
859,1.00136
860,0.99445
861,0.997806
862,1.00274
863,1.00342
864,1.00324
865,0.997161
866,1.00209
867,1.00017
868,1.00374
869,0.999791
870,1.00008
871,1.00276
872,0.995857
873,1.00357
874,0.998755
875,0.998086
876,1.0029
877,1.00109
878,0.999378
879,0.996518
880,0.992473
881,1.00173
882,0.99492
883,0.997359
884,1.00043
885,1.00519
886,0.99804
887,1.00045
888,1.00624
889,0.999997
890,0.996752
891,0.999359
892,0.997743
893,1.00097
894,0.999386
895,1.00353
896,0.995283
897,1.00239
898,0.998802
899,0.997803
900,0.995874
901,1.00262
902,0.995393
903,1.00115
904,1.00022
905,1.00418
906,0.998952
907,0.998659
908,1.00032
909,1.00156
910,1.00025
911,0.999563
912,1.0024
913,1.0015
914,0.99998
915,0.999294
916,0.998467
917,1.00196
918,0.998197
919,1.00132
920,0.996289
921,0.996057
922,0.996479
923,1.00077
924,1.00116
925,1.00238
926,0.995148
927,0.999499
928,1.00336
929,0.997091
930,0.996048
931,1.00201
932,1.00079
933,0.998799
934,0.997705
935,0.995659
936,1.001
937,1.00344
938,1.00165
939,0.997061
940,1.00181
941,0.999472
942,0.997228
943,0.997999
944,1.00219
945,0.99645
946,1.00355
947,1.00173
948,0.998919
949,1.00164
950,0.998796
951,1.00002
952,1.00244
953,0.995537
954,1.00271
955,1.00138
956,0.998353
957,0.998897
958,1.00163
959,0.996219
960,1.00158
961,1.00255
962,0.998498
963,0.999735
964,1.00223
965,0.999897
966,0.997632
967,1.00172
968,0.998942
969,1.00106
970,1.00389
971,1.00022
972,1.00083
973,0.999374
974,0.998855
975,0.997385
976,0.993791
977,1.00294
978,1.0003
979,1.00301
980,1.00292
981,1.00203
982,1.00153
983,0.997285
984,0.995068
985,0.997303
986,0.99795
987,1.00077
988,1.00267
989,1.00428
990,1.00113
991,1.00075
992,1.00045
993,1.0017
994,1.0004
995,1.00144
996,1.00089
997,1.0048
998,1.00288
999,1.00253
1000,0.997305
1001,1.00025
1002,0.994058
1003,1.00307
1004,0.998781
1005,0.997912
1006,1.00105
1007,0.998126
1008,0.995326
1009,1.00111
1010,0.999846
1011,0.99741
1012,1.00242
1013,0.999538
1014,1.00041
1015,0.997519
1016,0.994383
1017,0.996937
1018,1.00229
1019,0.997333
1020,0.999774
1021,1.00103
1022,0.99903
1023,0.999081
1024,1.00137
1025,1.00066
1026,0.994656
1027,0.994949
1028,1.00219
1029,0.99802
1030,0.9999
1031,1.00195
1032,1.00477
1033,0.99564
1034,1.00304
1035,1.00259
1036,0.997378
1037,1.00181
1038,1.0004
1039,1.00218
1040,1.00161
1041,0.998934
1042,0.999341
1043,0.996034
1044,1.00099
1045,1.00035
1046,1.00076
1047,0.998972
1048,0.99868
1049,1.00051
1050,0.999076
1051,1.00513
1052,1.00181
1053,1.00355
1054,1.00192
1055,0.995882
1056,1.0004
1057,0.999426
1058,1.00361
1059,1.00117
1060,1.00109
1061,1.00003
1062,1.00396
1063,0.996534
1064,0.998589
1065,0.998463
1066,0.998886
1067,0.999623
1068,1.0002
1069,1.0006
1070,1.00447
1071,0.998073
1072,1.00431
1073,1.00245
1074,0.997142
1075,0.996015
1076,1.00077
1077,1.00125
1078,0.995353
1079,1.00047
1080,1.00314
1081,0.998643
1082,1.00528
1083,0.999898
1084,1.00747
1085,1.00112
1086,0.999954
1087,1.00212
1088,1.00135
1089,0.99871
1090,0.994938
1091,1.00053
1092,1.00142
1093,1.0045
1094,0.999305
1095,1.00402
1096,1.00066
1097,1.00429
1098,0.999447
1099,0.999833
1100,1.00362
1101,0.998574
1102,1.00271
1103,1.00191
1104,1.00319
1105,0.99327
1106,0.999378
1107,1.00405
1108,1.0035
1109,0.998878
1110,1.00279
1111,1.0008
1112,0.999334
1113,1.00255
1114,1.00232
1115,1.0032
1116,1.00143
1117,0.998004
1118,0.996845
1119,0.999243
1120,0.995424
1121,1.00241
1122,0.99968
1123,0.999986
1124,1.0035
1125,0.998966
1126,0.998998
1127,0.995308
1128,0.998835
1129,1.00458
1130,1.00396
1131,1.00297
1132,1.00391
1133,0.999589
1134,0.995845
1135,0.998765
1136,0.998539
1137,1.00292
1138,1.0014
1139,0.996589
1140,0.99722
1141,0.998949
1142,1.00257
1143,0.999901
1144,0.99839
1145,0.997026
1146,1.00091
1147,0.997841
1148,0.99916
1149,1.00212
1150,0.997492
1151,1.00493
1152,1.00395
1153,0.998719
1154,0.996959
1155,1.0033
1156,1.00548
1157,0.997739
1158,1.00038
1159,0.997415
1160,1.00311
1161,1.00089
1162,1.00082
1163,0.997933
