MDTU,0,2,4,6,8,10
10,0.000775147,0.00119734,0.00156681,0.00260843,0.00288109,0.00358868
20,0.00153159,0.00197992,0.00271671,0.00310382,0.00404734,0.00460996
30,0.00107582,0.00179947,0.00280819,0.00297072,0.00325437,0.00377759
40,0.00112368,0.00164511,0.00245744,0.00320825,0.00348442,0.00419658
50,0.00240711,0.00328176,0.00396553,0.00509334,0.00554628,0.00608819
60,0.00195166,0.00294698,0.00331974,0.00493802,0.00541337,0.00572519
70,0.00166709,0.0025733,0.00330403,0.00439217,0.00486957,0.00500456
80,0.00228096,0.00270716,0.00316597,0.00332952,0.00457727,0.00540577
90,0.00169271,0.00226529,0.00295004,0.00352875,0.00421141,0.00479232
100,0.00236379,0.00325154,0.0035162,0.00419456,0.0055198,0.00596519
110,0.00101551,0.00141748,0.00202996,0.003141,0.00390993,0.00430111
120,0.00157446,0.00217084,0.00236496,0.00276341,0.00340323,0.00400572
130,0.000826624,0.00146709,0.00190252,0.00205824,0.00323067,0.00367869
140,0.0023403,0.00257154,0.00396601,0.00446671,0.00538025,0.00576401
150,0.00222693,0.00283048,0.00324892,0.00392345,0.00486352,0.00546503
160,0.00194775,0.00239275,0.00329329,0.00387229,0.00478145,0.00503354
170,0.00249862,0.00267507,0.00378088,0.00432077,0.00478464,0.00535319
180,0.00199784,0.00254477,0.00274236,0.00343504,0.00417238,0.00522348
190,0.000898373,0.00200393,0.00296207,0.00343619,0.00456166,0.00543457
200,0.00162354,0.00252279,0.00338488,0.00433975,0.00496769,0.00557424
210,0.00258623,0.00289162,0.00379863,0.00430116,0.00501525,0.00551117
220,0.00283651,0.00364496,0.00457085,0.00560281,0.00619371,0.00665557
230,0.00324441,0.00388311,0.00444089,0.00528491,0.00618437,0.00656128
240,0.00377107,0.00456736,0.00503153,0.00579074,0.00638047,0.00671472
250,0.00309788,0.00356368,0.00455967,0.00511923,0.00581745,0.00642606
260,0.00359999,0.00408026,0.00438211,0.0052502,0.00657609,0.00663748
270,0.00308148,0.00376512,0.00485385,0.00547634,0.00607834,0.0062381
280,0.00296204,0.00331243,0.00423191,0.00445936,0.00564935,0.00593082
290,0.0031538,0.00380384,0.00428721,0.0049661,0.00571868,0.00592342
300,0.00325738,0.00393461,0.00453479,0.00611804,0.00661361,0.00691241
310,0.00274559,0.00311241,0.00428009,0.00507887,0.00612735,0.00665968
320,0.00295598,0.00359248,0.004641,0.00555302,0.00659252,0.00681428
330,0.00385729,0.00478695,0.00516177,0.00553219,0.0063285,0.0067352
340,0.0032369,0.00405895,0.00472564,0.00512247,0.00613037,0.00642964
350,0.00286417,0.00387814,0.00439351,0.00479812,0.0055872,0.00631499
360,0.0030386,0.00353528,0.00386413,0.00417713,0.00510918,0.00542229
370,0.00309697,0.00336727,0.00414801,0.00511819,0.00625419,0.00646845
380,0.00269369,0.00324129,0.00402607,0.00436667,0.00505864,0.00563385
390,0.00245292,0.00343141,0.00458205,0.0050495,0.00577821,0.00621918
400,0.00236602,0.00314136,0.00432696,0.00486317,0.00539444,0.00669725
410,0.00217183,0.00347371,0.00398943,0.00504311,0.00578426,0.00624513
420,0.00182677,0.00251024,0.00299977,0.00333378,0.00447901,0.00586943
430,0.00113455,0.00223368,0.00290474,0.00400256,0.00449549,0.00562571
440,0.00166141,0.00188291,0.00234676,0.00307288,0.00357795,0.00433363
450,0.0018707,0.00210228,0.00442858,0.00462144,0.0053375,0.00576102
460,9.55369e-05,0.000805671,0.00182474,0.00311349,0.00334798,0.0039287
470,0.00144911,0.00212338,0.003546,0.00371293,0.00449448,0.00486479
480,0.00168484,0.00200698,0.00298303,0.00311248,0.00388679,0.00426495
490,0.000716807,0.00102161,0.00154182,0.00204741,0.00255258,0.00367491
500,0.000601327,0.00147769,0.00176131,0.00226826,0.00278625,0.00297797
510,0.00191399,0.00241698,0.00284995,0.00403465,0.00475207,0.00543147
520,0.000434878,0.00121074,0.00150774,0.00233013,0.0029499,0.00313038
530,0.00144509,0.00169022,0.00245805,0.00346986,0.00417301,0.00451662
540,nan,nan,nan,nan,nan,nan
