MDTU,	ReAvg,ImAvg,Sum,Sum-ReAvg
640,	1.15519,-0.00139503,1.11055,-0.0446367
650,	1.14576,0.000605063,1.18577,0.040008
660,	1.16103,-0.001224,1.09284,-0.0681908
670,	1.14857,0.00432665,1.09903,-0.0495469
680,	1.1547,0.00134682,1.08975,-0.0649518
690,	1.15481,0.00138442,1.01002,-0.14479
700,	1.15288,0.00270297,1.01867,-0.134219
710,	1.15698,-0.0045464,1.11593,-0.0410473
720,	1.15358,0.000709145,1.09637,-0.0572133
730,	1.13764,-0.000720881,1.19238,0.0547362
740,	1.1487,0.00566247,1.19356,0.0448593
750,	1.14494,0.00620552,1.19732,0.0523735
760,	1.1488,5.65761e-05,1.15239,0.00359512
770,	1.15428,-0.00509758,1.02588,-0.128395
780,	1.14838,-0.00227123,1.12134,-0.0270424
790,	1.14871,0.00350982,1.12595,-0.0227595
800,	1.13628,0.00320941,1.05747,-0.0788024
810,	1.14528,0.00233197,1.02347,-0.121812
820,	1.14721,0.000262604,1.16503,0.0178201
830,	1.14278,0.00108471,1.14349,0.000706721
840,	1.14605,0.000164193,1.08303,-0.0630267
850,	1.14688,0.000694248,1.04541,-0.101475
860,	1.15352,-0.00196417,1.05903,-0.0944933
870,	1.14826,0.00030726,1.13235,-0.0159096
880,	1.14988,0.00306633,1.12622,-0.0236531
890,	1.15182,-7.47633e-05,1.09902,-0.052792
900,	1.14143,-0.00551586,1.11446,-0.0269708
910,	1.14464,0.00318013,1.14197,-0.00267293
920,	1.14354,4.55861e-05,1.07378,-0.0697609
930,	1.15171,0.00463288,1.16745,0.0157433
940,	1.14374,0.0036391,1.14024,-0.00349832
950,	1.15427,0.00156754,1.10324,-0.0510365
960,	1.15125,-0.00315793,1.22351,0.0722617
970,	1.15168,0.00596671,1.17743,0.0257532
980,	1.15291,-0.00246904,1.08679,-0.066115
990,	1.1522,0.00245004,1.1513,-0.000901365
1000,	1.14767,0.0057086,1.22206,0.0743896
1010,	1.15161,-0.00291477,0.961309,-0.190298
1020,	1.15509,-0.00192025,1.21291,0.0578251
1030,	1.15186,-0.00503192,1.07521,-0.0766438
1040,	1.14578,-0.00359481,1.19109,0.0453109
1050,	1.15249,0.0044631,1.21981,0.0673179
1060,	1.15461,-0.00601524,1.18578,0.0311689
1070,	1.14255,-0.0040493,1.05524,-0.0873104
1080,	1.15706,-0.000541138,1.10581,-0.0512511
1090,	1.15032,-0.00347053,1.16825,0.017928
1100,	1.15642,0.000264158,1.10915,-0.04727
1110,	1.15809,0.00201557,1.16555,0.00745416
1120,	1.15611,-0.00565682,1.15486,-0.00125286
1130,	1.16138,-0.00805479,1.15427,-0.00711272
1140,	1.14767,0.000466675,1.09948,-0.0481894
1150,	1.15199,-0.00657557,1.10768,-0.0443084
1160,	1.15251,-0.00749334,1.11039,-0.0421191
1170,	1.15602,-0.000919416,1.08392,-0.0720953
1180,	1.15407,-0.00260858,1.15705,0.00298161
1190,	1.14853,0.00169889,1.13801,-0.0105254
1200,	1.16042,-0.000811776,1.1021,-0.0583241
1210,	1.15934,0.004508,1.13247,-0.0268741
1220,	1.15568,0.00151516,1.04018,-0.115505
1230,	1.15441,-0.00194976,1.06834,-0.0860759
1240,	1.14808,-0.000531775,1.09291,-0.055175
1250,	1.15491,0.00832277,0.98171,-0.173196
1260,	1.1511,-0.000951293,1.16645,0.0153427
1270,	1.15144,-0.00325821,1.05392,-0.0975186
1280,	1.15413,-0.000716131,1.09698,-0.0571553
1290,	1.15105,-5.14624e-06,1.11388,-0.0371686
1300,	1.14119,-0.00124032,1.00719,-0.134001
1310,	1.14986,-0.0032605,1.09873,-0.0511322
1320,	1.15288,-0.00182528,1.07988,-0.073001
1330,	1.1514,0.00142737,1.12811,-0.0232913
1340,	1.1519,0.00336592,1.13223,-0.0196767
1350,	1.15176,0.00424077,1.10205,-0.0497123
1360,	1.15137,0.00397973,1.14003,-0.0113402
1370,	1.15274,0.00139625,1.00134,-0.151403
1380,	1.15961,0.000875924,0.992216,-0.167393
1390,	1.15183,-0.000210035,1.17641,0.024581
1400,	1.14887,-0.00123809,1.10446,-0.0444045
1410,	1.14546,0.00239194,1.18206,0.0366036
1420,	1.14884,0.00416608,1.11788,-0.0309592
1430,	1.1484,-0.00101438,1.14277,-0.0056316
1440,	1.16117,0.0052984,1.01753,-0.143643
1450,	1.15827,-0.0027,1.11532,-0.0429496
1460,	1.15129,0.00595392,1.0685,-0.0827938
1470,	1.15587,-0.00189773,1.14768,-0.00818161
1480,	1.1489,-0.00243433,1.12946,-0.0194352
1490,	1.15754,4.83143e-05,1.1256,-0.0319418
1500,	1.14387,0.0103412,1.04912,-0.0947542
1510,	1.15144,-0.000638163,1.13298,-0.0184644
1520,	1.14611,-0.000619268,1.11226,-0.0338466
1530,	1.14347,0.00447508,1.19136,0.0478898
1540,	1.14811,-0.00665952,1.11102,-0.0370874
1550,	1.15054,-0.00201042,0.973847,-0.176694
1560,	1.1609,-0.00120389,1.03738,-0.123521
1570,	1.15457,0.00277147,1.07814,-0.0764283
1580,	1.15385,0.00327219,1.14355,-0.0102976
1590,	1.14942,-0.000665887,1.08836,-0.0610619
1600,	1.15662,-0.00366901,1.05352,-0.103104
1610,	1.14887,-0.00159347,1.14298,-0.00588969
1620,	1.14295,-0.00117678,1.12411,-0.0188404
1630,	1.15108,-0.000600201,1.13545,-0.0156327
1640,	1.15146,0.00207774,1.13965,-0.0118091
1650,	1.14535,0.0019877,1.04699,-0.098357
1660,	1.1494,0.00247955,1.09506,-0.0543401
1670,	1.15005,-0.000451074,1.16202,0.0119671
1680,	1.15147,0.00112337,1.08708,-0.0643925
1690,	1.1529,-0.000463289,1.06034,-0.0925631
1700,	1.15016,0.0010963,0.973393,-0.176763
1710,	1.14973,0.00225046,1.10397,-0.045763
1720,	1.15549,0.00151708,1.06678,-0.0887108
1730,	1.15909,0.0030425,1.18246,0.0233663
1740,	1.15248,0.00528709,1.1899,0.0374227
1750,	1.15124,0.00271935,1.05897,-0.0922697
1760,	1.14042,-0.00116883,1.00766,-0.132759
1770,	1.15556,-0.00163573,1.10945,-0.046106
1780,	1.15281,0.0018601,1.04237,-0.110445
1790,	1.15614,-0.00251582,1.11094,-0.0451931
1800,	1.15326,0.0015427,1.18962,0.0363624
1810,	1.15488,-0.000256068,1.04415,-0.110735
1820,	1.15325,-0.00333847,1.08704,-0.0662126
1830,	1.1503,-0.00500312,1.19214,0.0418393
1840,	1.15443,0.00248266,1.04736,-0.10707
1850,	1.15801,-0.00333071,0.988421,-0.169587
1860,	1.14924,0.00417642,1.09706,-0.0521792
1870,	1.14589,0.00542799,1.13809,-0.00779488
1880,	1.1515,-0.000716004,1.1349,-0.0165973
1890,	1.14633,0.0023325,1.16001,0.0136735
1900,	1.15667,0.00337968,1.11836,-0.0383106
1910,	1.15678,0.00251824,1.0872,-0.0695865
1920,	1.14765,0.0030232,1.10532,-0.0423328
1930,	1.15306,-0.0014935,1.11652,-0.0365437
1940,	1.1512,0.00110902,1.01604,-0.135154
1950,	1.15333,0.000560943,1.06761,-0.0857238
1960,	1.15908,0.00166249,1.0717,-0.0873789
1970,	1.15775,-0.00112164,1.26443,0.106674
1980,	1.14692,-0.00195209,1.07098,-0.0759361
1990,	1.15025,0.00498299,1.12182,-0.0284346
2000,	1.14365,-0.00021666,1.09669,-0.0469518
2010,	1.15299,0.00914542,1.15456,0.0015698
2020,	1.15737,0.00483972,1.1829,0.0255262
2030,	1.14307,-0.000292061,1.08751,-0.0555657
2040,	1.15113,0.00385956,1.11224,-0.0388919
2050,	1.16049,-0.00304149,1.07369,-0.086794
2060,	1.15031,-0.000454576,1.0997,-0.0506079
2070,	1.1618,-0.00092274,1.0809,-0.0809007
2080,	1.14956,-0.000600679,1.14198,-0.00757783
2090,	1.14748,0.00105519,1.10929,-0.0381976
2100,	1.14983,0.00726506,1.2629,0.113066
2110,	1.15318,0.00367321,1.09394,-0.059245
2120,	1.15679,0.00397359,1.02158,-0.135206
2130,	1.15846,0.000879205,1.01001,-0.148444
2140,	1.14796,-0.00340953,1.16599,0.0180322
2150,	1.14988,-0.00345068,1.07345,-0.0764311
2160,	1.15475,0.00139753,1.15125,-0.00349623
2170,	1.14714,0.012302,1.17087,0.0237311
2180,	1.15363,-0.00489465,1.17263,0.0190005
2190,	1.14789,0.00144598,1.19335,0.0454559
2200,	1.14518,0.00603801,1.18771,0.0425285
2210,	1.15166,-0.00517106,1.17267,0.0210128
2220,	1.15635,0.00905982,1.13111,-0.025237
2230,	1.14703,-0.000310724,1.04031,-0.106727
2240,	1.1539,-0.000931424,1.17129,0.0173985
2250,	1.15636,-0.00151216,1.08592,-0.0704347
2260,	1.15176,-0.00173459,1.062,-0.0897656
2270,	1.14687,-0.00391149,1.10572,-0.0411438
2280,	1.1513,0.000910701,0.991862,-0.159441
2290,	1.1454,-0.00225857,1.16719,0.0217876
2300,	1.15533,0.00519874,1.12546,-0.0298723
2310,	1.15659,0.00281569,1.08025,-0.0763386
2320,	1.15164,0.0010803,1.02909,-0.122551
2330,	1.15172,-0.00238482,1.11473,-0.0369861
2340,	1.14544,0.00308437,1.16973,0.0242926
2350,	1.1615,0.00300848,1.11631,-0.0451907
2360,	1.15635,-0.0088689,1.14335,-0.0129986












































































































































































