ReTr(Lx),ReTr(Ly),ImTr(Lx),ImTr(Ly)
1.08288,null,-0.413658,null,null
2.10485,1.64461,null,null,null
0.60974,null,0.00333414,null,null
1.31842,1.09232,null,null,null
1.60563,null,-0.065607,null,null
1.52059,1.31963,null,null,null
0.98727,null,-0.401452,null,null
1.47732,1.21794,null,null,null
0.69653,null,-0.33921,null,null
0.53952,1.39623,null,null,null
0.777225,null,-0.143112,null,null
0.57674,1.07076,null,null,null
0.573855,null,-0.126151,null,null
0.653535,1.51662,null,null,null
0.264023,null,0.209901,null,null
0.831985,1.58636,null,null,null
0.347523,null,-0.00602445,null,null
0.272137,1.39366,null,null,null
0.4489,null,0.155836,null,null
0.127488,1.71273,null,null,null
0.116779,null,-0.0212751,null,null
0.124785,1.10271,null,null,null
0.0113822,null,-0.063597,null,null
0.273105,1.22078,null,null,null
0.190471,null,-0.102147,null,null
0.852875,0.912115,null,null,null
0.50651,null,-0.158356,null,null
0.852875,0.912115,null,null,null
0.50651,null,-0.158356,null,null
0.515675,0.40549,null,null,null
-0.0481871,null,-0.361052,null,null
0.788825,0.573165,null,null,null
0.682525,null,0.157733,null,null
0.74132,0.394697,null,null,null
1.00869,null,-0.26018,null,null
1.09445,0.380564,null,null,null
0.9178,null,0.330284,null,null
0.957785,1.2356,null,null,null
0.598855,null,0.388752,null,null
0.66385,0.84942,null,null,null
0.73744,null,-0.130415,null,null
0.89219,0.82062,null,null,null
0.50888,null,-0.14794,null,null
0.89219,0.82062,null,null,null
0.50888,null,-0.14794,null,null
0.89219,0.82062,null,null,null
0.50888,null,-0.14794,null,null
1.27862,0.684005,null,null,null
0.804,null,-0.320566,null,null
0.84041,0.581625,null,null,null
0.997425,null,-0.0633775,null,null
1.04266,0.85191,null,null,null
0.884725,null,-0.50037,null,null
1.47046,0.93365,null,null,null
1.32668,null,-0.471656,null,null
1.0657,0.78355,null,null,null
0.825075,null,-0.485654,null,null
0.947185,1.16006,null,null,null
0.9625,null,-1.00414,null,null
0.381819,0.73633,null,null,null
1.22029,null,-0.291608,null,null
0.739055,0.908915,null,null,null
0.91615,null,-1.11561,null,null
0.77237,1.73629,null,null,null
1.20203,null,-0.624525,null,null
1.18067,0.67404,null,null,null
0.98146,null,-1.14167,null,null
0.86963,0.608035,null,null,null
1.2686,null,-0.59442,null,null
0.615705,1.27526,null,null,null
0.86382,null,-0.601275,null,null
0.90289,0.777735,null,null,null
0.588965,null,-0.652445,null,null
0.958465,0.825355,null,null,null
0.278091,null,-1.08289,null,null
1.19034,0.57104,null,null,null
0.750875,null,-1.52388,null,null
1.17867,1.14931,null,null,null
0.602405,null,-1.72904,null,null
0.937695,1.89425,null,null,null
0.317588,null,-1.73011,null,null
1.03387,1.28043,null,null,null
1.09177,null,-2.33916,null,null
1.03387,1.28043,null,null,null
1.09177,null,-2.33916,null,null
0.350321,1.83158,null,null,null
0.384085,null,-0.964515,null,null
0.145481,2.25264,null,null,null
1.29364,null,-0.56318,null,null
1.10261,2.24534,null,null,null
0.760535,null,-0.234741,null,null
1.44578,1.12024,null,null,null
1.12468,null,-0.214397,null,null
1.1644,1.10267,null,null,null
0.869255,null,0.41733,null,null
1.43847,1.53426,null,null,null
0.645945,null,0.103332,null,null
1.86382,0.959525,null,null,null
0.431346,null,-0.0978415,null,null
1.05493,1.08919,null,null,null
0.442003,null,0.188677,null,null
1.72925,0.943045,null,null,null
0.459455,null,-0.660745,null,null
1.80778,0.66594,null,null,null
-0.0491653,null,0.0746135,null,null
1.69246,1.39136,null,null,null
0.418023,null,-0.130934,null,null
1.93792,0.447101,null,null,null
0.358664,null,-0.230911,null,null
1.90219,0.56958,null,null,null
0.600145,null,-0.113554,null,null
1.2894,0.70466,null,null,null
1.00446,null,-0.219267,null,null
1.01963,0.90835,null,null,null
0.915925,null,-0.112152,null,null
1.18588,0.481986,null,null,null
0.483177,null,-0.0335883,null,null
0.89691,0.726835,null,null,null
0.79703,null,0.141643,null,null
0.89691,0.726835,null,null,null
0.79703,null,0.141643,null,null
0.458931,0.324321,null,null,null
0.349042,null,0.269761,null,null
0.64428,0.498972,null,null,null
0.98708,null,0.252414,null,null
0.71445,0.240522,null,null,null
0.8056,null,0.472272,null,null
1.37203,0.472434,null,null,null
1.39203,null,0.218943,null,null
0.64296,0.77912,null,null,null
0.878595,null,0.271081,null,null
0.892805,0.643215,null,null,null
0.678925,null,0.400207,null,null
0.767305,0.91093,null,null,null
0.769835,null,0.68965,null,null
0.434428,1.18152,null,null,null
1.19894,null,0.407154,null,null
0.567965,1.34998,null,null,null
1.04294,null,0.0570885,null,null
0.741785,1.61208,null,null,null
0.80958,null,-0.216428,null,null
0.79988,1.20633,null,null,null
1.06851,null,-0.476353,null,null
1.04977,0.609215,null,null,null
1.0122,null,0.103583,null,null
0.624815,0.821935,null,null,null
1.2145,null,0.151722,null,null
0.624265,1.7008,null,null,null
1.30724,null,-0.397859,null,null
0.976655,1.3012,null,null,null
0.494042,null,0.0198503,null,null
1.20678,1.55451,null,null,null
1.14052,null,-0.83841,null,null
1.57715,1.15279,null,null,null
0.848785,null,-0.50732,null,null
0.68915,1.67479,null,null,null
1.35857,null,0.74289,null,null
0.95011,1.56069,null,null,null
1.13376,null,-0.470268,null,null
0.968665,1.22951,null,null,null
1.40655,null,-0.445327,null,null
0.6092,1.26306,null,null,null
1.08395,null,0.146629,null,null
1.05685,1.45214,null,null,null
0.90869,null,0.6265,null,null
1.01645,1.75233,null,null,null
0.92548,null,0.641865,null,null
1.6702,1.22999,null,null,null
0.978065,null,0.357594,null,null
1.06507,0.80835,null,null,null
1.18623,null,0.631955,null,null
1.01884,1.22115,null,null,null
1.11496,null,0.68243,null,null
1.04744,1.82848,null,null,null
1.08482,null,0.811305,null,null
0.378038,2.41156,null,null,null
0.80786,null,0.640795,null,null
0.355583,1.46463,null,null,null
0.560965,null,0.277326,null,null
1.20264,1.37946,null,null,null
1.02971,null,0.309503,null,null
1.20264,1.37946,null,null,null
1.02971,null,0.309503,null,null
1.20264,1.37946,null,null,null
1.02971,null,0.309503,null,null
0.43882,1.54338,null,null,null
0.82596,null,0.330246,null,null
0.318306,1.46609,null,null,null
0.71537,null,0.4354,null,null
0.20173,0.653395,null,null,null
0.368015,null,0.809035,null,null
0.20173,0.653395,null,null,null
0.368015,null,0.809035,null,null
0.214378,0.779745,null,null,null
0.42326,null,0.461252,null,null
0.214378,0.779745,null,null,null
0.42326,null,0.461252,null,null
-0.157893,0.74149,null,null,null
0.64043,null,0.994885,null,null
0.0405416,0.855885,null,null,null
0.6766,null,0.75331,null,null
-0.250586,0.871095,null,null,null
0.0983635,null,0.295511,null,null
0.48294,0.90765,null,null,null
0.824425,null,0.682475,null,null
0.59713,0.68431,null,null,null
0.85797,null,0.939835,null,null
0.583325,0.574045,null,null,null
0.474386,null,0.94596,null,null
0.557765,0.454078,null,null,null
0.106037,null,0.930245,null,null
0.404679,0.571175,null,null,null
-0.00497402,null,0.81063,null,null
0.351135,0.30238,null,null,null
0.215143,null,0.82688,null,null
0.514735,0.9199,null,null,null
0.282145,null,1.3521,null,null
-0.04834,1.07859,null,null,null
-0.00270487,null,1.22734,null,null
0.09978,1.2,null,null,null
-0.0373913,null,0.97332,null,null
0.262353,1.19805,null,null,null
-0.315773,null,0.8585,null,null
0.82712,1.47217,null,null,null
0.12416,null,0.6067,null,null
0.79304,1.44061,null,null,null
0.204118,null,0.456744,null,null
0.998345,1.02815,null,null,null
-0.698295,null,0.728875,null,null
0.734835,0.78482,null,null,null
-0.91799,null,0.0484345,null,null
0.870935,1.11423,null,null,null
-0.513125,null,0.615225,null,null
0.92595,0.63516,null,null,null
-0.65863,null,1.04321,null,null
0.92595,0.63516,null,null,null
-0.65863,null,1.04321,null,null
0.429073,0.68574,null,null,null
-0.497005,null,1.00581,null,null
0.570205,0.59327,null,null,null
-0.0148532,null,0.491241,null,null
0.70708,0.545455,null,null,null
-0.293003,null,0.86998,null,null
0.60329,0.222158,null,null,null
-0.184826,null,0.88476,null,null
0.825985,0.246523,null,null,null
0.097691,null,1.18842,null,null
0.557005,0.207256,null,null,null
-0.23016,null,0.827895,null,null
0.239591,0.096783,null,null,null
0.770635,null,1.08997,null,null
0.229498,0.0808925,null,null,null
0.260661,null,2.09435,null,null
0.305395,0.359781,null,null,null
-0.404702,null,2.56475,null,null
0.54817,0.436957,null,null,null
-0.5032,null,2.52044,null,null
0.55872,-0.0306616,null,null,null
0.108699,null,2.00353,null,null
0.76046,0.56394,null,null,null
-0.31326,null,1.94365,null,null
0.634095,0.488974,null,null,null
-0.186006,null,0.916835,null,null
0.634095,0.488974,null,null,null
-0.186006,null,0.916835,null,null
0.75364,0.446599,null,null,null
-0.243229,null,1.02882,null,null
0.79383,0.410433,null,null,null
-0.71002,null,0.670695,null,null
0.603165,0.616895,null,null,null
-0.323064,null,0.853505,null,null
0.66243,0.621615,null,null,null
-0.205545,null,1.23395,null,null
0.57458,0.555755,null,null,null
-0.715365,null,0.597585,null,null
0.71278,0.730085,null,null,null
-0.242256,null,0.654855,null,null
1.03337,0.593115,null,null,null
-0.399157,null,0.397913,null,null
1.27572,0.279093,null,null,null
-0.053018,null,0.445055,null,null
0.99321,0.281537,null,null,null
-0.366821,null,0.567405,null,null
1.00051,0.074488,null,null,null
-0.075331,null,0.37957,null,null
1.25751,-0.222313,null,null,null
-0.137628,null,0.345707,null,null
1.37993,0.2276,null,null,null
-0.0179925,null,0.590205,null,null
1.39505,0.285852,null,null,null
-0.0080572,null,0.519735,null,null
1.61549,0.926925,null,null,null
-0.106096,null,0.449875,null,null
2.2305,0.338502,null,null,null
-0.125848,null,0.755075,null,null
1.82607,0.160314,null,null,null
0.000418166,null,0.40132,null,null
3.36695,-0.14823,null,null,null
-0.161483,null,0.536995,null,null
1.93205,0.65786,null,null,null
0.10583,null,0.457536,null,null
1.45018,0.218889,null,null,null
0.356421,null,0.38956,null,null
2.50927,0.124535,null,null,null
-0.0357954,null,0.309613,null,null
2.80597,0.476351,null,null,null
-0.0588665,null,0.387694,null,null
3.18045,0.776405,null,null,null
-0.115391,null,0.32369,null,null
3.13664,0.934005,null,null,null
-0.0744645,null,0.452101,null,null
2.56263,-0.146796,null,null,null
0.0526525,null,0.28048,null,null
3.26002,0.417836,null,null,null
-0.330686,null,0.248318,null,null
3.02677,0.385972,null,null,null
0.198601,null,0.485509,null,null
3.41641,0.112837,null,null,null
-0.327598,null,0.89,null,null
3.50905,0.063465,null,null,null
0.084716,null,0.412805,null,null
2.67666,-0.0061445,null,null,null
0.147214,null,0.194211,null,null
2.03214,-0.137419,null,null,null
-0.14299,null,0.503215,null,null
2.75102,-0.14691,null,null,null
-0.245588,null,0.75154,null,null
3.53651,-0.500085,null,null,null
0.160837,null,0.83765,null,null
4.57301,-1.30722,null,null,null
-0.170395,null,0.415569,null,null
2.53553,-0.22149,null,null,null
-0.394367,null,0.404986,null,null
4.46012,0.176897,null,null,null
-0.54656,null,0.415301,null,null
4.46012,0.176897,null,null,null
-0.54656,null,0.415301,null,null
4.2748,-0.735645,null,null,null
-0.56675,null,0.444465,null,null
4.2748,-0.735645,null,null,null
-0.56675,null,0.444465,null,null
4.20383,0.141307,null,null,null
-0.59651,null,0.466028,null,null
5.37745,-1.10252,null,null,null
-0.395172,null,0.31346,null,null
10.1837,-0.461033,null,null,null
-0.83241,null,0.401518,null,null
9.113,-2.34862,null,null,null
-0.698005,null,0.342263,null,null
7.7464,0.0301699,null,null,null
-0.947125,null,0.64292,null,null
7.90325,-2.77161,null,null,null
-0.426098,null,0.451772,null,null
8.3316,-2.58028,null,null,null
-0.598375,null,0.224963,null,null
10.434,-2.05931,null,null,null
-0.424086,null,0.224871,null,null
10.1088,-2.54182,null,null,null
-0.56045,null,0.088538,null,null
7.1793,-3.02909,null,null,null
-0.69633,null,0.163985,null,null
7.02915,-2.72607,null,null,null
-0.448955,null,0.178812,null,null
8.17095,-1.52798,null,null,null
-0.430742,null,0.253745,null,null
7.2714,-0.689435,null,null,null
-0.591775,null,0.31098,null,null
6.7912,-0.634895,null,null,null
-0.378933,null,0.225231,null,null
6.7912,-0.634895,null,null,null
-0.378933,null,0.225231,null,null
4.7586,-0.53186,null,null,null
-0.377011,null,0.378203,null,null
4.623,-3.07647,null,null,null
-0.498091,null,0.197792,null,null
5.4408,-3.64247,null,null,null
-0.382611,null,0.47808,null,null
5.72845,-2.54802,null,null,null
-0.239564,null,0.321292,null,null
5.70325,-0.70916,null,null,null
-0.0206621,null,0.709085,null,null
5.1918,0.0335761,null,null,null
-0.320405,null,0.477242,null,null
6.18665,1.33076,null,null,null
-0.371547,null,0.668725,null,null
4.9756,1.82899,null,null,null
-0.0661625,null,0.771875,null,null
7.0007,2.19161,null,null,null
-0.20247,null,0.876635,null,null
6.76085,2.1816,null,null,null
-0.6611,null,0.5266,null,null
5.30025,1.57414,null,null,null
-0.60914,null,0.595595,null,null
4.57859,-0.714745,null,null,null
-0.575725,null,0.297252,null,null
6.20925,-1.42786,null,null,null
-0.568935,null,0.704185,null,null
6.70075,0.637675,null,null,null
-0.414208,null,0.497594,null,null
6.9626,1.29124,null,null,null
-0.50079,null,0.60352,null,null
5.3138,0.160313,null,null,null
-0.578435,null,0.720895,null,null
4.76705,1.2714,null,null,null
-0.234352,null,0.54474,null,null
4.00413,1.40112,null,null,null
-0.542745,null,0.304869,null,null
4.00413,1.40112,null,null,null
-0.542745,null,0.304869,null,null
4.06886,1.90729,null,null,null
-0.73987,null,0.499986,null,null
3.91156,2.1229,null,null,null
-0.845685,null,0.328618,null,null
3.5179,1.93484,null,null,null
-0.98295,null,0.60471,null,null
4.5384,1.41844,null,null,null
-0.0555875,null,0.33722,null,null
5.1518,-0.0222285,null,null,null
-0.673715,null,0.550345,null,null
5.35825,-0.90534,null,null,null
-0.394186,null,0.0426559,null,null
3.95798,-1.00687,null,null,null
-0.524155,null,0.364017,null,null
4.9824,0.299725,null,null,null
-0.545,null,0.409717,null,null
4.1864,-1.04357,null,null,null
-0.281737,null,0.456902,null,null
3.48517,0.403568,null,null,null
-0.266962,null,0.68523,null,null
4.01137,0.0479639,null,null,null
-0.465074,null,0.206554,null,null
4.2405,-0.856,null,null,null
-0.426204,null,0.488467,null,null
4.24836,-0.266692,null,null,null
-0.57084,null,0.38412,null,null
4.99142,-2.79299,null,null,null
-0.455912,null,0.313752,null,null
4.07479,-0.386197,null,null,null
-0.202136,null,0.528,null,null
3.50028,-2.10222,null,null,null
-0.242396,null,0.272293,null,null
3.47818,-0.64099,null,null,null
-0.518315,null,0.0363595,null,null
3.47818,-0.64099,null,null,null
-0.518315,null,0.0363595,null,null
3.47818,-0.64099,null,null,null
-0.518315,null,0.0363595,null,null
3.47818,-0.64099,null,null,null
-0.518315,null,0.0363595,null,null
2.01632,0.486826,null,null,null
-0.669325,null,0.433684,null,null
2.32151,0.981165,null,null,null
-0.392408,null,0.094662,null,null
2.48873,1.54978,null,null,null
-0.305916,null,0.247681,null,null
2.00744,1.01253,null,null,null
-0.163243,null,0.289787,null,null
1.38044,1.24737,null,null,null
0.00871215,null,0.274415,null,null
2.17015,0.889445,null,null,null
-0.168014,null,0.358727,null,null
2.82897,0.377791,null,null,null
-0.6143,null,0.53938,null,null
1.84062,0.596385,null,null,null
-0.478127,null,0.467745,null,null
2.38706,0.740905,null,null,null
-0.564495,null,0.591215,null,null
3.455,0.0137913,null,null,null
-0.257259,null,0.451755,null,null
4.71546,0.268396,null,null,null
-0.58441,null,0.453948,null,null
4.14166,-1.16634,null,null,null
-0.18923,null,0.153397,null,null
3.38715,-1.21677,null,null,null
-0.50875,null,0.133882,null,null
3.88062,-1.49263,null,null,null
-0.280131,null,0.311968,null,null
3.41214,-1.21505,null,null,null
-0.272183,null,0.425293,null,null
3.09469,-1.33637,null,null,null
-0.365001,null,0.233743,null,null
2.51659,-1.43956,null,null,null
-0.230235,null,0.488736,null,null
2.52255,-1.74413,null,null,null
0.390215,null,0.371573,null,null
2.05289,-2.43919,null,null,null
0.272958,null,0.60049,null,null
2.87798,-2.72189,null,null,null
0.33778,null,0.599565,null,null
1.94295,-1.93934,null,null,null
0.0800325,null,0.453682,null,null
2.98411,-1.23098,null,null,null
0.0708145,null,0.56926,null,null
2.58223,-1.07292,null,null,null
0.160697,null,0.439221,null,null
2.064,-1.65921,null,null,null
0.446058,null,0.58065,null,null
2.2156,-1.37067,null,null,null
0.498138,null,0.857135,null,null
2.52625,-0.81519,null,null,null
-0.12104,null,0.061452,null,null
2.69429,-1.74961,null,null,null
0.326527,null,0.270464,null,null
2.54518,-1.75701,null,null,null
0.26376,null,0.342637,null,null
3.08322,-2.02249,null,null,null
-0.120579,null,0.533105,null,null
2.45667,-1.6758,null,null,null
0.61075,null,0.60511,null,null
3.31357,-1.86658,null,null,null
0.289556,null,0.71103,null,null
3.641,-0.90986,null,null,null
0.257873,null,0.498725,null,null
3.92848,-1.54798,null,null,null
0.0355202,null,0.514595,null,null
3.59463,-0.993455,null,null,null
-0.0450094,null,0.37037,null,null
3.82366,-0.66066,null,null,null
-0.319207,null,0.326742,null,null
3.82366,-0.66066,null,null,null
-0.319207,null,0.326742,null,null
4.7294,-1.32428,null,null,null
-0.25461,null,0.376577,null,null
3.60362,-1.52462,null,null,null
-0.294917,null,0.450043,null,null
5.55035,-1.79207,null,null,null
-0.144152,null,0.527185,null,null
4.53953,-0.155273,null,null,null
-0.168853,null,0.51046,null,null
4.29652,-0.170827,null,null,null
-0.394497,null,0.84741,null,null
5.28845,-0.132618,null,null,null
-0.224258,null,0.403778,null,null
5.4813,-0.82072,null,null,null
-0.24475,null,0.281978,null,null
6.5755,-1.71067,null,null,null
-0.382014,null,0.351237,null,null
4.82843,-1.65512,null,null,null
-0.262199,null,0.674315,null,null
4.96762,-1.52178,null,null,null
0.0614315,null,0.436556,null,null
4.52585,-2.74896,null,null,null
-0.282764,null,0.9042,null,null
4.89645,-1.89287,null,null,null
-0.39145,null,0.974025,null,null
4.26512,-3.25845,null,null,null
-0.374412,null,0.84818,null,null
5.36385,-2.63774,null,null,null
-0.368497,null,0.966095,null,null
3.69636,-2.00692,null,null,null
-0.338419,null,0.844095,null,null
4.60438,-1.6746,null,null,null
0.0640255,null,0.671935,null,null
4.37185,-0.549,null,null,null
-0.190185,null,0.93499,null,null
3.84632,-2.50661,null,null,null
0.123215,null,0.900195,null,null
3.66494,-2.70133,null,null,null
-0.00890625,null,1.53093,null,null
3.73263,-3.55952,null,null,null
0.277815,null,1.55516,null,null
3.94439,-0.945475,null,null,null
0.092898,null,1.11088,null,null
2.96096,-0.57802,null,null,null
0.160263,null,1.35278,null,null
3.3322,0.126702,null,null,null
0.452116,null,1.59757,null,null
3.95294,0.152053,null,null,null
-0.0624205,null,2.35892,null,null
3.32055,-0.520755,null,null,null
-0.279705,null,1.71518,null,null
2.60296,-0.145541,null,null,null
-0.0339098,null,2.53427,null,null
3.05626,-0.420577,null,null,null
0.245238,null,1.63942,null,null
4.08777,-1.03386,null,null,null
0.344303,null,1.56713,null,null
4.47078,-0.80981,null,null,null
0.92833,null,1.61686,null,null
4.43703,-0.487863,null,null,null
0.52273,null,1.51327,null,null
3.34889,-3.1695,null,null,null
0.84302,null,1.38865,null,null
3.97494,-3.04825,null,null,null
0.497752,null,1.21257,null,null
3.21438,-2.31713,null,null,null
0.334014,null,1.13908,null,null
2.36278,-2.15007,null,null,null
0.154578,null,1.37136,null,null
2.85952,-2.24742,null,null,null
0.428292,null,1.45964,null,null
1.37573,-1.89204,null,null,null
0.435275,null,1.28289,null,null
0.60603,-1.82353,null,null,null
0.428312,null,1.20477,null,null
1.68958,-1.57448,null,null,null
0.69727,null,0.756515,null,null
1.59797,-1.77516,null,null,null
0.76656,null,0.99541,null,null
1.25414,-2.37614,null,null,null
0.85237,null,1.10601,null,null
1.5317,-2.37892,null,null,null
0.752925,null,1.02418,null,null
2.22639,-1.40819,null,null,null
0.70122,null,0.949755,null,null
1.80659,-1.44667,null,null,null
1.25072,null,1.05663,null,null
2.23043,-1.67518,null,null,null
1.16431,null,0.484131,null,null
2.47555,-1.96626,null,null,null
0.7535,null,0.36921,null,null
3.20415,-1.20362,null,null,null
1.14282,null,0.789755,null,null
2.32805,-1.55513,null,null,null
0.384045,null,0.91538,null,null
3.78859,-2.57909,null,null,null
0.683755,null,0.77579,null,null
2.67911,-3.01726,null,null,null
0.542595,null,0.66798,null,null
1.88064,-5.2652,null,null,null
0.460779,null,0.553125,null,null
2.82553,-4.3045,null,null,null
0.373451,null,0.44115,null,null
1.14377,-5.12795,null,null,null
0.567555,null,0.52893,null,null
1.88969,-4.99289,null,null,null
0.57264,null,0.578965,null,null
2.04012,-6.82075,null,null,null
0.611585,null,0.53704,null,null
2.04012,-6.82075,null,null,null
0.611585,null,0.53704,null,null
2.18041,-4.22227,null,null,null
0.664395,null,0.300481,null,null
1.953,-5.3215,null,null,null
0.74572,null,0.51033,null,null
0.52934,-4.94085,null,null,null
0.587475,null,0.53966,null,null
2.10608,-3.65472,null,null,null
0.468764,null,0.757415,null,null
1.01034,-3.25505,null,null,null
0.981935,null,0.562685,null,null
2.57229,-2.62525,null,null,null
0.645615,null,0.390189,null,null
2.5897,-4.0013,null,null,null
0.488883,null,0.289384,null,null
4.09716,-3.79467,null,null,null
0.284338,null,0.382537,null,null
4.11187,-2.10134,null,null,null
0.324429,null,0.409338,null,null
3.7738,-3.16507,null,null,null
0.461044,null,0.363163,null,null
3.66992,-2.50145,null,null,null
0.569025,null,0.33262,null,null
3.25984,-3.14212,null,null,null
0.549655,null,0.20521,null,null
3.25984,-3.14212,null,null,null
0.549655,null,0.20521,null,null
2.4829,-1.69189,null,null,null
0.590925,null,0.135943,null,null
2.07864,-1.68798,null,null,null
0.296317,null,0.415046,null,null
2.79027,-0.82067,null,null,null
0.157027,null,0.194672,null,null
2.94658,-1.73354,null,null,null
0.441074,null,0.432748,null,null
2.82666,-1.6204,null,null,null
0.59548,null,0.446423,null,null
3.75,-2.73606,null,null,null
0.72295,null,0.406328,null,null
3.82317,-2.04406,null,null,null
0.6442,null,0.391014,null,null
4.02438,-3.14402,null,null,null
0.54993,null,0.47921,null,null
2.999,-2.60333,null,null,null
0.563545,null,0.412042,null,null
3.62577,-1.36359,null,null,null
0.40867,null,0.087638,null,null
3.26156,-2.36712,null,null,null
0.393213,null,0.245475,null,null
2.21703,-2.34032,null,null,null
0.436612,null,0.290744,null,null
2.87781,-0.512875,null,null,null
0.461148,null,0.379038,null,null
3.76396,-1.02211,null,null,null
0.413454,null,0.491539,null,null
3.40591,-1.3361,null,null,null
0.64801,null,0.409689,null,null
2.35778,-0.17135,null,null,null
0.431717,null,0.51995,null,null
2.13175,-0.298748,null,null,null
0.375576,null,0.621555,null,null
1.57452,-0.868,null,null,null
0.597075,null,0.114123,null,null
1.14236,-1.65004,null,null,null
0.380883,null,0.115793,null,null
1.43594,-1.42163,null,null,null
0.52795,null,0.102079,null,null
0.980055,-1.47963,null,null,null
0.8979,null,0.263194,null,null
1.01242,-1.48087,null,null,null
0.76198,null,0.249696,null,null
1.80252,-1.43102,null,null,null
0.466031,null,0.626775,null,null
0.979545,-1.03584,null,null,null
0.586565,null,0.404956,null,null
0.804185,-1.7187,null,null,null
0.920225,null,0.272956,null,null
1.10295,-1.65726,null,null,null
0.51736,null,0.73771,null,null
1.59418,-1.43321,null,null,null
0.13528,null,0.60172,null,null
0.909375,-1.44849,null,null,null
0.220485,null,0.588815,null,null
1.32362,-2.26959,null,null,null
0.512055,null,0.475621,null,null
0.83673,-1.50438,null,null,null
0.0118595,null,0.56834,null,null
1.65376,-1.34889,null,null,null
0.303979,null,0.600205,null,null
0.966665,-0.698805,null,null,null
0.591875,null,0.727995,null,null
1.01796,-1.21353,null,null,null
0.0747035,null,0.61283,null,null
