MDTU,plaq_ss,plaq_st
1,1.20701,1.22299
2,1.14607,1.1565
3,1.13815,1.12339
4,1.12827,1.10198
5,1.10893,1.07174
6,1.09412,1.05675
7,1.12413,1.06099
8,1.10669,1.0497
9,1.10669,1.0497
10,1.10403,1.04278
11,1.11181,1.0612
12,1.11885,1.04522
13,1.12063,1.04304
14,1.13058,1.02655
15,1.09649,1.0491
16,1.10655,1.04978
17,1.05526,1.0681
18,1.05526,1.0681
19,1.06347,1.06573
20,1.0467,1.04813
21,1.07271,1.07569
22,1.06087,1.07013
23,1.06519,1.06875
24,1.05446,1.07199
25,1.07486,1.06418
26,1.11698,1.04609
27,1.10222,1.02775
28,1.1133,1.04732
29,1.05125,1.03597
30,1.06661,1.07361
31,1.01431,1.06981
32,1.02933,1.07292
33,1.02933,1.07292
34,1.04906,1.07919
35,1.03565,1.06907
36,1.0416,1.08342
37,1.06043,1.05677
38,1.05812,1.06823
39,1.04952,1.05425
40,1.04654,1.06142
41,1.05234,1.06891
42,1.03477,1.07933
43,1.00863,1.09326
44,1.01494,1.08015
45,1.05623,1.08598
46,1.0539,1.08282
47,1.04831,1.08127
48,1.044,1.07867
49,1.0526,1.07944
50,1.02914,1.09394
51,1.0408,1.08599
52,1.02464,1.10565
53,1.00443,1.07631
54,1.04983,1.09628
55,1.02644,1.07431
56,1.01759,1.0655
57,1.03048,1.07439
58,1.04581,1.04505
59,1.07051,1.06696
60,1.05616,1.07583
61,1.06378,1.05362
62,1.08142,1.09076
63,1.04424,1.06846
64,1.06095,1.08243
65,1.02204,1.08709
66,1.02946,1.08016
67,1.02309,1.06998
68,1.01608,1.06999
69,1.03129,1.09645
70,0.99453,1.0934
71,0.98083,1.10067
72,0.981253,1.10879
73,0.981253,1.10879
74,0.969121,1.08404
75,1.0276,1.10669
76,1.00874,1.08879
77,1.01954,1.08972
78,1.01778,1.08502
79,1.01085,1.0841
80,1.0204,1.08685
81,1.0204,1.08685
82,1.0204,1.08685
83,1.02107,1.07187
84,1.03748,1.08207
85,1.03507,1.06925
86,1.05844,1.06872
87,1.02889,1.05554
88,1.05251,1.08182
89,1.04313,1.0587
90,1.05918,1.05745
91,1.09071,1.05491
92,1.10758,1.06666
93,1.05822,1.05473
94,1.07487,1.07023
95,1.05963,1.07622
96,1.05063,1.06505
97,1.06722,1.07978
98,1.05264,1.05854
99,1.05898,1.07083
100,1.04811,1.06364
101,1.04811,1.06364
102,1.05594,1.05145
103,1.10011,1.05608
104,1.09734,1.03781
105,1.09887,1.03212
106,1.08114,1.0537
107,1.07498,1.05075
108,1.08017,1.03571
109,1.10255,1.04909
110,1.10165,1.05979
111,1.12595,1.04255
112,1.10967,1.05811
113,1.10262,1.05978
114,1.08287,1.04761
115,1.10049,1.05035
116,1.09086,1.04931
117,1.06996,1.03102
118,1.09379,1.05945
119,1.09379,1.05945
120,1.08634,1.04294
121,1.11526,1.07762
122,1.09537,1.02871
123,1.11726,1.05198
124,1.09711,1.03285
125,1.0992,1.03997
126,1.12849,1.03168
127,1.11962,1.03583
128,1.11776,1.02408
129,1.1286,1.04453
130,1.11769,1.03056
131,1.12607,1.04772
132,1.10936,1.0151
133,1.13423,1.0299
134,1.12688,0.999208
135,1.14879,1.02911
136,1.15256,1.04075
137,1.13522,1.02956
138,1.13713,1.01773
139,1.12254,1.02776
140,1.08619,1.04884
141,1.08456,1.04334
142,1.13199,1.03501
143,1.10984,1.04603
144,1.11639,1.04006
145,1.11252,1.05709
146,1.10563,1.03667
147,1.12482,1.06003
148,1.11253,1.04493
149,1.12134,1.04385
150,1.12134,1.04385
151,1.12134,1.04385
152,1.1045,1.05167
153,1.07242,1.06135
154,1.07972,1.07128
155,1.07972,1.07128
156,1.06645,1.05767
157,1.06645,1.05767
158,1.0601,1.06887
159,1.04724,1.06195
160,1.05966,1.07493
161,1.03029,1.06523
162,1.04707,1.08558
163,1.02479,1.07501
164,1.05214,1.07594
165,1.03766,1.08303
166,1.05914,1.07622
167,1.06475,1.07538
168,1.04449,1.07977
169,1.06381,1.06549
170,1.07571,1.06937
171,1.07267,1.07032
172,1.07356,1.06241
173,1.08375,1.07062
174,1.08446,1.04945
175,1.08059,1.0503
176,1.09148,1.04629
177,1.09148,1.04629
178,1.11677,1.04241
179,1.088,1.05184
180,1.08584,1.0653
181,1.06567,1.05955
182,1.09485,1.04885
183,1.08344,1.04077
184,1.0848,1.04824
185,1.09733,1.04173
186,1.09697,1.05074
187,1.10022,1.05254
188,1.07226,1.05174
189,1.05813,1.06322
190,1.06101,1.05845
191,1.06101,1.05845
192,1.05724,1.07026
193,1.05109,1.06327
194,1.03586,1.07846
195,1.07257,1.06095
196,1.04675,1.06986
197,1.00631,1.08907
198,1.01898,1.08373
199,1.03545,1.08893
200,1.01533,1.08802
201,1.01056,1.08758
202,1.00981,1.09601
203,1.00751,1.07667
204,1.0275,1.08326
205,1.01254,1.08304
206,1.04761,1.09588
