MDTU,min_ave,max_ave
1,-0.131176,0.200639
2,-0.170425,0.206461
3,-0.191346,0.211658
4,-0.200229,0.211751
5,-0.215791,0.211051
6,-0.223676,0.209887
7,-0.220425,0.212885
8,-0.225719,0.211786
9,-0.225719,0.211786
10,-0.224536,0.20951
11,-0.223203,0.213137
12,-0.228459,0.212437
13,-0.228073,0.211634
14,-0.230321,0.208686
15,-0.228299,0.21071
16,-0.226327,0.211162
17,-0.23286,0.213065
18,-0.23286,0.213065
19,-0.231317,0.212736
20,-0.237795,0.210348
21,-0.230337,0.214965
22,-0.229637,0.211811
23,-0.228927,0.213044
24,-0.229247,0.211767
25,-0.228948,0.211936
26,-0.224635,0.211758
27,-0.227503,0.207786
28,-0.226754,0.210547
29,-0.237026,0.205655
30,-0.228923,0.211901
31,-0.228622,0.204802
32,-0.230349,0.208671
33,-0.230349,0.208671
34,-0.228003,0.210931
35,-0.229842,0.20724
36,-0.225755,0.210292
37,-0.225837,0.208211
38,-0.224788,0.210635
39,-0.227685,0.207595
40,-0.229521,0.208732
41,-0.230051,0.212086
42,-0.229053,0.210822
43,-0.229593,0.212033
44,-0.235114,0.212358
45,-0.228198,0.215315
46,-0.229776,0.215455
47,-0.228455,0.21468
48,-0.229796,0.212806
49,-0.236772,0.215045
50,-0.23436,0.215329
51,-0.231853,0.21457
52,-0.229455,0.216885
53,-0.238445,0.213043
54,-0.22705,0.216416
55,-0.233747,0.212098
56,-0.240412,0.212604
57,-0.236628,0.214434
58,-0.240624,0.211583
59,-0.233032,0.21334
60,-0.23191,0.214124
61,-0.232787,0.211357
62,-0.228236,0.218319
63,-0.237635,0.214064
64,-0.23043,0.215475
65,-0.234856,0.213341
66,-0.232597,0.211661
67,-0.237617,0.212662
68,-0.240973,0.211696
69,-0.232363,0.214749
70,-0.232916,0.211576
71,-0.228841,0.209923
72,-0.23084,0.212474
73,-0.23084,0.212474
74,-0.238982,0.208869
75,-0.230883,0.2168
76,-0.238904,0.214382
77,-0.235181,0.214147
78,-0.235786,0.212998
79,-0.234957,0.213101
80,-0.233198,0.21419
81,-0.233198,0.21419
82,-0.233198,0.21419
83,-0.235461,0.213159
84,-0.226589,0.213551
85,-0.230123,0.211837
86,-0.230512,0.214669
87,-0.237028,0.210953
88,-0.227721,0.215606
89,-0.234763,0.211041
90,-0.234581,0.21378
91,-0.233666,0.216396
92,-0.227734,0.21649
93,-0.230959,0.210455
94,-0.226947,0.213202
95,-0.227562,0.214419
96,-0.230901,0.212524
97,-0.228863,0.21716
98,-0.236856,0.214976
99,-0.238529,0.21826
100,-0.237445,0.214836
101,-0.237445,0.214836
102,-0.234738,0.212624
103,-0.226112,0.213955
104,-0.231216,0.212672
105,-0.230206,0.210783
106,-0.230683,0.212643
107,-0.230472,0.211676
108,-0.22767,0.207542
109,-0.227461,0.211965
110,-0.228656,0.213922
111,-0.224969,0.211301
112,-0.22799,0.214376
113,-0.22651,0.212845
114,-0.232518,0.210362
115,-0.226443,0.211599
116,-0.233325,0.213325
117,-0.236759,0.208671
118,-0.22674,0.212642
119,-0.22674,0.212642
120,-0.233382,0.211131
121,-0.220667,0.216207
122,-0.23607,0.209326
123,-0.230152,0.21341
124,-0.231422,0.20915
125,-0.224635,0.208778
126,-0.224614,0.210563
127,-0.229347,0.212667
128,-0.233918,0.211633
129,-0.228276,0.21496
130,-0.2316,0.212251
131,-0.229694,0.213806
132,-0.235462,0.208243
133,-0.228679,0.211892
134,-0.240701,0.207736
135,-0.228461,0.213106
136,-0.227132,0.216439
137,-0.229908,0.214456
138,-0.233751,0.212523
139,-0.233281,0.213852
140,-0.233182,0.213944
141,-0.235011,0.214382
142,-0.232911,0.215781
143,-0.232214,0.215214
144,-0.233066,0.21494
145,-0.229047,0.216171
146,-0.235652,0.213797
147,-0.226434,0.216305
148,-0.235327,0.21619
149,-0.232777,0.216883
150,-0.232777,0.216883
151,-0.232777,0.216883
152,-0.227502,0.213336
153,-0.235307,0.213421
154,-0.229147,0.214362
155,-0.229147,0.214362
156,-0.23414,0.211309
157,-0.23414,0.211309
158,-0.234475,0.214498
159,-0.232842,0.211892
160,-0.224217,0.213259
161,-0.235807,0.211265
162,-0.226929,0.21263
163,-0.231978,0.211165
164,-0.229828,0.212616
165,-0.226843,0.212971
166,-0.228784,0.214253
167,-0.225491,0.212411
168,-0.22627,0.212597
169,-0.231185,0.212673
170,-0.223909,0.211309
171,-0.224578,0.212649
172,-0.225454,0.211026
173,-0.226301,0.213598
174,-0.225369,0.20986
175,-0.226327,0.20889
176,-0.227641,0.210769
177,-0.227641,0.210769
178,-0.224058,0.21155
179,-0.225652,0.212101
180,-0.222432,0.212164
181,-0.225202,0.211161
182,-0.229016,0.211952
183,-0.230084,0.210028
184,-0.223277,0.209464
185,-0.228053,0.211162
186,-0.230949,0.213746
187,-0.229397,0.214088
188,-0.232679,0.212525
189,-0.231027,0.212245
190,-0.228619,0.210147
191,-0.228619,0.210147
192,-0.230881,0.2133
193,-0.233093,0.212024
194,-0.227808,0.211834
195,-0.234218,0.214915
196,-0.230474,0.212168
197,-0.229836,0.211655
198,-0.23183,0.211214
199,-0.227938,0.212659
200,-0.228857,0.210675
201,-0.227735,0.210855
202,-0.226836,0.210817
203,-0.22815,0.208496
204,-0.226295,0.210543
205,-0.233854,0.213037
206,-0.227282,0.21616
207,-0.235214,0.212132
208,-0.229228,0.216493
209,-0.235667,0.215192
210,-0.234543,0.211904
211,-0.231085,0.213815
212,-0.228569,0.214026
213,-0.230185,0.214216
214,-0.229922,0.215723
215,-0.229687,0.214257
216,-0.234064,0.219262
217,-0.235798,0.216981
218,-0.236401,0.222441
219,-0.240477,0.221636
220,-0.236861,0.220171
221,-0.241141,0.219113
222,-0.238286,0.220267
223,-0.239449,0.21998
224,-0.242344,0.224557
225,-0.239998,0.219168
226,-0.235963,0.221743
227,-0.235963,0.221743
228,-0.239228,0.219406
229,-0.239228,0.219406
230,-0.238157,0.221857
231,-0.243403,0.224559
232,-0.243523,0.226904
233,-0.242563,0.225295
234,-0.244695,0.225339
235,-0.237836,0.222789
236,-0.245277,0.224045
237,-0.246025,0.224507
238,-0.245465,0.228789
239,-0.247594,0.226642
240,-0.244575,0.230352
241,-0.243968,0.22545
242,-0.241546,0.223196
243,-0.242222,0.224369
244,-0.242222,0.224369
245,-0.246559,0.221018
246,-0.241165,0.221599
247,-0.234875,0.224912
248,-0.234351,0.223287
249,-0.237655,0.219811
250,-0.236933,0.22219
251,-0.238342,0.22265
252,-0.240156,0.223102
253,-0.238828,0.225465
254,-0.234627,0.222649
255,-0.239455,0.218587
256,-0.232985,0.220984
257,-0.240374,0.2243
258,-0.24182,0.22473
259,-0.23746,0.22246
260,-0.237594,0.22548
261,-0.241989,0.220748
262,-0.245584,0.217881
263,-0.245584,0.217881
264,-0.232362,0.220503
265,-0.237098,0.217737
266,-0.238942,0.219351
267,-0.237977,0.221676
268,-0.235966,0.217588
269,-0.237831,0.221288
270,-0.239912,0.221049
271,-0.236711,0.220085
272,-0.240663,0.220555
273,-0.239953,0.220209
274,-0.235582,0.217597
275,-0.238869,0.217024
276,-0.23707,0.219128
277,-0.236113,0.222023
278,-0.235594,0.217702
279,-0.235171,0.218301
280,-0.242637,0.217209
281,-0.242637,0.217209
282,-0.242637,0.217209
283,-0.242637,0.217209
284,-0.234482,0.216627
285,-0.23858,0.21373
286,-0.23114,0.216709
287,-0.233845,0.215202
288,-0.235672,0.213949
289,-0.230286,0.215471
290,-0.237817,0.21672
291,-0.23359,0.216644
292,-0.233185,0.219192
293,-0.232267,0.221725
294,-0.235411,0.216669
295,-0.230201,0.220689
296,-0.23738,0.215337
297,-0.230627,0.217051
298,-0.237462,0.214788
299,-0.231541,0.216856
300,-0.234207,0.216749
301,-0.233898,0.215449
302,-0.231272,0.217223
303,-0.234601,0.214239
304,-0.228507,0.218112
305,-0.230585,0.216495
306,-0.232236,0.212597
307,-0.230784,0.219207
308,-0.233175,0.215152
309,-0.233471,0.216424
310,-0.235629,0.221669
311,-0.238217,0.216405
312,-0.236342,0.218156
313,-0.238998,0.21799
314,-0.237127,0.220223
315,-0.237978,0.216588
316,-0.239646,0.224753
317,-0.237961,0.218175
318,-0.236468,0.222924
319,-0.236468,0.222924
320,-0.242381,0.221493
321,-0.238709,0.219
322,-0.238543,0.22053
323,-0.240416,0.221057
324,-0.244586,0.218847
325,-0.241622,0.219415
326,-0.246269,0.220229
327,-0.247839,0.221659
328,-0.241041,0.223389
329,-0.241833,0.22128
330,-0.240301,0.222517
331,-0.239837,0.224227
332,-0.245236,0.22385
333,-0.239124,0.225475
334,-0.246156,0.221384
335,-0.235078,0.220483
336,-0.242911,0.219938
337,-0.240746,0.219687
338,-0.245099,0.221308
339,-0.237557,0.222692
340,-0.239325,0.221187
341,-0.238674,0.218038
342,-0.245264,0.219489
343,-0.233938,0.219924
344,-0.245445,0.219205
345,-0.237482,0.221755
346,-0.244528,0.217041
347,-0.234413,0.222632
348,-0.238185,0.222574
349,-0.239041,0.22068
350,-0.238532,0.222491
351,-0.240712,0.221525
352,-0.24182,0.218163
353,-0.238978,0.216891
354,-0.248445,0.215907
355,-0.237591,0.219993
356,-0.235127,0.218303
357,-0.241323,0.217434
358,-0.234624,0.219729
359,-0.244455,0.217399
360,-0.234764,0.215432
361,-0.241075,0.215404
362,-0.23167,0.214938
363,-0.237873,0.21627
364,-0.233731,0.21776
365,-0.236538,0.218183
366,-0.237181,0.216585
367,-0.237732,0.219861
368,-0.240761,0.219313
369,-0.235388,0.223236
370,-0.243887,0.21861
371,-0.23609,0.221817
372,-0.239607,0.219846
373,-0.243018,0.219469
374,-0.243018,0.219469
375,-0.237696,0.21883
376,-0.236264,0.217622
377,-0.24344,0.220596
378,-0.232178,0.219928
379,-0.236432,0.216683
380,-0.234018,0.217308
381,-0.237485,0.217021
382,-0.234369,0.216952
383,-0.237838,0.216348
384,-0.239195,0.2183
385,-0.234033,0.215468
386,-0.243595,0.218103
387,-0.243595,0.218103
388,-0.242794,0.214512
389,-0.239831,0.214167
390,-0.235302,0.215716
391,-0.240999,0.21602
392,-0.235954,0.218114
393,-0.240024,0.219397
394,-0.240628,0.219059
395,-0.236378,0.22022
396,-0.236409,0.216832
397,-0.236868,0.217898
398,-0.23867,0.218965
399,-0.23658,0.217954
400,-0.235155,0.217234
401,-0.239527,0.216702
402,-0.237611,0.21493
403,-0.237424,0.217687
404,-0.242146,0.216366
405,-0.242168,0.213762
406,-0.239852,0.210995
407,-0.23619,0.214401
408,-0.239032,0.212367
409,-0.237833,0.215818
410,-0.231628,0.214469
411,-0.241335,0.212923
412,-0.234601,0.214907
413,-0.239194,0.217061
414,-0.235954,0.215078
415,-0.236882,0.217031
416,-0.236207,0.215269
417,-0.229155,0.21551
418,-0.234241,0.214352
419,-0.236719,0.215793
420,-0.239099,0.212782
421,-0.235248,0.213616
422,-0.229315,0.210968
423,-0.2361,0.210429
424,-0.232823,0.214105
425,-0.237331,0.211394
426,-0.230337,0.215805
427,-0.234554,0.212308
428,-0.22649,0.215502
429,-0.227007,0.213883
430,-0.229696,0.214044
431,-0.227199,0.214057
432,-0.232073,0.21288
433,-0.230422,0.213367
