t,cg_iters
1,4077
2,5772
3,6361
4,6800
5,6987
6,7469
7,7146
8,6693
9,6495
10,7015
11,6733
12,6526
13,6351
14,6415
15,6009
16,5790
17,5849
18,6031
19,5832
20,5263
21,5739
22,6040
23,6086
24,6343
25,5856
26,5635
27,5571
28,5513
29,5270
30,5394
31,5434
32,5153
33,5233
34,5192
35,5147
36,5263
37,5106
38,4916
39,5104
40,5234
41,5308
42,5421
43,5604
44,6069
45,5792
46,5999
47,6642
48,7704
49,8367
50,7653
51,6940
52,6387
53,6342
54,6231
55,6082
56,6110
57,5743
58,6159
59,6595
60,6593
61,5961
62,6068
63,6024
64,5741
65,6195
66,5828
67,5662
68,5430
69,5827
70,6530
71,6463
72,5960
73,6442
74,7078
75,6428
76,5840
77,5419
78,5876
79,6043
80,5654
81,5309
82,5488
83,5444
84,5145
85,5336
86,5671
87,6294
88,6391
89,5946
90,5549
91,5492
92,5491
93,5611
94,6463
95,6821
96,6530
97,6491
98,6811
99,6214
100,6139
101,5841
102,5948
103,5999
104,6335
105,6144
106,6110
107,6126
108,5943
109,5611
110,5468
111,5882
112,5779
113,5854
114,6279
115,6691
116,6618
117,6889
118,6889
119,6717
120,6632
121,6383
122,6295
123,5911
124,6200
125,6080
126,6578
127,6858
128,6667
129,6572
130,6947
131,6751
132,6163
133,6091
134,5957
135,6087
136,6095
137,5960
138,6387
139,6638
140,6248
141,6288
142,6084
143,5925
144,5778
145,5733
146,5513
147,5826
148,5727
149,5371
150,5118
151,5247
152,5556
153,5789
154,6167
155,6101
156,6119
157,6280
158,6937
159,7621
160,7637
161,7409
162,7030
163,7190
164,6820
165,6518
166,6629
167,6653
168,7080
169,6887
170,6915
171,6962
172,7038
173,6459
174,6317
175,6065
176,5965
177,5739
178,5905
179,5669
180,5626
181,5616
182,5825
183,5595
184,5640
185,5273
186,5547
187,5577
188,5841
189,6018
190,5758
191,6022
192,5935
193,5847
194,5923
195,6157
196,6218
197,6183
198,5519
199,5551
200,5880
201,5946
202,5862
203,5551
204,6257
205,6861
206,6899
207,7418
208,6898
209,6461
210,6421
211,6360
212,6328
213,6115
214,5847
215,5464
216,5782
217,5582
218,5241
219,5254
220,5281
221,5539
222,5385
223,5288
224,5423
225,5462
226,5688
227,5756
228,5632
229,5375
230,5440
231,5651
232,5533
233,5548
234,5393
235,5255
236,5365
237,5518
238,5119
239,5137
240,5260
241,5480
242,5241
243,5518
244,5485
245,6055
246,6443
247,6381
248,6300
249,6207
250,6284
251,6265
252,6382
253,5607
254,5558
255,6064
256,5993
257,6348
258,6485
259,6612
260,6601
261,6260
262,5773
263,6041
264,5990
265,5601
266,5652
267,5652
268,5397
269,5397
270,5470
271,5673
272,5664
273,5397
274,5289
275,5321
276,5579
277,5761
278,5993
279,6044
280,6068
281,5463
282,5518
283,5999
284,5756
285,5737
286,5461
287,5279
288,5743
289,5637
290,5610
291,5587
292,5163
293,5217
294,5419
295,5701
296,5767
297,5408
298,5268
299,5618
300,5845
301,5541
302,5332
303,5346
304,5393
305,5259
306,5184
307,5159
308,5230
309,5084
310,5196
311,5250
312,5129
313,5315
314,5180
315,5215
316,5453
317,5438
318,5204
319,5112
320,5376
321,5449
322,5161
323,5471
324,5259
325,4983
326,5081
327,5126
328,5331
329,5634
330,5910
331,5870
332,5631
333,5591
334,5339
335,5282
336,5414
337,5340
338,5267
339,5477
340,5547
341,5359
342,5224
343,5208
344,5340
345,5125
346,5251
347,5222
348,5310
349,5264
350,5366
351,5628
352,5252
353,5352
354,5310
355,5307
356,5468
357,5587
358,5338
359,5268
360,4963
361,5247
362,5372
363,5170
364,4833
365,5004
366,5149
367,5386
368,5377
369,5307
370,5069
371,5159
372,5090
373,5080
374,5056
375,5176
376,5382
377,5073
378,5050
379,5100
380,5186
381,5072
382,5208
383,4846
384,4714
385,4874
386,4767
387,4783
388,5108
389,4928
390,4897
391,4840
392,5104
393,4961
394,5142
395,5086
396,5214
397,5228
398,5025
399,5286
400,5287
401,5192
402,5142
403,5380
404,5462
405,5503
406,5238
407,5503
408,5403
409,5213
410,5248
411,5109
412,5175
413,5468
414,5671
415,5926
416,6104
417,6078
418,6315
419,6800
420,6663
421,7009
422,8369
423,8944
424,7989
425,7569
426,7854
427,7339
428,7691
429,7961
430,7704
431,7955
432,7783
433,7327
434,7692
435,8289
436,7592
437,7963
438,7213
439,6614
440,6586
441,6999
442,7553
443,7449
444,7427
445,7639
446,6727
447,6588
448,6455
449,6760
450,6810
451,6338
452,6310
453,6439
454,6583
455,6747
456,7275
457,7128
458,7513
459,7197
460,6561
461,6256
462,6001
463,6249
464,6301
465,5889
466,5622
467,5343
468,5433
469,5748
470,5705
471,5324
472,4902
473,4905
474,4820
475,4749
476,4909
477,4924
478,4740
479,4968
480,4973
481,5016
482,4806
483,4772
484,4754
485,4613
486,4863
487,4892
488,4784
489,4727
490,4600
491,4732
492,5015
493,4708
494,4705
495,4666
496,4845
497,4826
498,4865
499,5001
500,4841
501,4916
502,5097
503,5175
504,5062
505,5031
506,5079
507,5166
508,5330
509,5113
510,5174
511,5139
512,4949
513,5078
514,5083
515,4978
516,5038
517,4861
518,4867
519,4843
520,4770
521,4807
522,4850
523,4972
524,4919
525,4851
526,4774
527,4781
528,4916
529,4836
530,4920
531,4814
532,4859
533,4788
534,4761
535,4733
536,4929
537,4921
538,4809
539,4642
540,4719
541,4909
542,4796
543,4604
544,4523
545,4644
546,4712
547,4686
548,4546
549,4877
550,4895
551,4804
552,4872
553,4697
554,4694
555,4851
556,4953
557,4797
558,4544
559,4741
560,4764
561,4724
562,4973
563,5200
564,5296
565,5460
566,5497
567,5489
568,5640
569,6232
570,6655
571,6901
572,6666
573,6228
574,6201
575,6668
576,6452
577,6434
578,6598
579,7213
580,7043
581,6688
582,6252
583,7564
584,8835
585,8982
586,10074
587,8719
588,7383
589,7741
590,8120
591,7573
592,6851
593,7131
594,7290
595,7074
596,6342
597,6397
598,6377
599,6272
600,6056
601,6365
602,6545
603,6335
604,5967
605,5620
606,5607
607,5362
608,5456
609,6022
610,6245
611,5973
612,6092
613,6307
614,5739
615,5464
616,5119
617,5657
618,5790
619,5533
620,5393
621,5140
622,5170
623,5163
624,5265
625,5632
626,5500
627,5630
628,5357
629,5094
630,4874
631,5017
632,5085
633,4964
634,5056
635,5076
636,5174
637,5024
638,5052
639,4715
640,4775
641,4878
642,4833
643,4867
644,5031
645,4793
646,4820
647,4830
648,4939
649,4746
650,4681
651,4863
652,4676
653,4700
654,4643
655,4762
656,4838
657,4763
658,4644
659,4645
660,4496
661,4554
662,4746
663,4749
664,4685
665,4602
666,4662
667,4911
668,4956
669,5191
670,4990
671,5320
672,5756
673,5777
674,5727
675,6020
676,5557
677,5129
678,5441
679,5744
680,5604
681,5656
682,5226
683,4910
684,5288
685,5225
686,5145
687,5073
688,4896
689,4985
690,5144
691,5103
692,5185
693,5103
694,5038
695,4953
696,5123
697,5186
698,5504
699,5274
700,5228
701,5704
702,6043
703,6064
704,5782
705,5740
706,5634
707,5545
708,5382
709,5100
710,5198
711,5139
712,5417
713,5408
714,5068
715,5122
716,5174
717,5301
718,4912
719,4820
720,4972
721,4822
722,4724
723,4685
724,4738
725,4651
726,4652
727,4645
728,4755
729,4715
730,4642
731,4653
732,4705
733,4657
734,4711
735,4779
736,4805
737,4792
738,4834
739,4761
740,4935
741,4741
742,4851
743,4676
744,4881
745,4780
746,4634
747,4699
748,4978
749,4844
750,4815
751,4876
752,4759
753,4836
754,4917
755,4810
756,4997
757,5064
758,4943
759,4924
760,4776
761,4913
762,5091
763,5012
764,4759
765,4975
766,5149
767,4822
768,4775
769,4921
770,4870
771,4739
772,4738
773,4714
774,4686
775,4752
776,4892
777,4939
778,4768
779,4825
780,4950
781,4905
782,4789
783,4868
784,4903
785,4896
786,5148
787,5304
788,5426
789,5001
790,5019
791,5407
792,5437
793,5164
794,5278
795,5263
796,5525
797,5627
798,5391
799,5221
800,5133
801,5056
802,5278
803,5097
804,5191
805,5121
806,5317
807,5355
808,5169
809,5473
810,5598
811,5477
812,5459
813,5376
814,5244
815,5124
816,4957
817,5000
818,4965
819,5055
820,5236
821,5567
822,5313
823,5631
824,5536
825,5267
826,5121
827,5328
828,5582
829,5239
830,5133
831,5523
832,5849
833,5931
834,5706
835,5968
836,5659
837,6076
838,5894
839,6028
840,6095
841,6669
842,6623
843,6279
844,6241
845,6493
846,6763
847,7218
848,8089
849,7445
850,6205
851,5828
852,7127
853,8278
854,9044
855,8205
856,7708
857,7608
858,7233
859,7131
860,7317
861,7031
862,6784
863,6568
864,7431
865,7039
866,6853
867,7220
868,7735
869,7667
870,6409
871,6327
872,6368
873,7189
874,7149
875,7155
876,7294
877,6824
878,6836
879,7283
880,7016
881,6981
882,6837
883,6515
884,5930
885,5765
886,5588
887,6426
888,6219
889,5785
890,6160
891,6349
892,6202
893,6021
894,6246
895,6088
896,6470
897,6374
898,6439
899,6642
900,6486
901,6360
902,6523
903,6165
904,6016
905,6613
906,6141
907,5981
908,6270
909,6711
910,6585
911,6091
912,6348
913,6515
914,6653
915,6524
916,6904
917,7965
918,8891
919,8489
920,7254
921,7075
922,7285
923,8164
924,7229
925,7004
926,7386
927,8113
928,8361
929,7968
930,7954
931,7677
932,6911
933,6591
934,7583
935,7979
936,7329
937,6609
938,6614
939,6469
940,7131
941,7116
942,7158
943,7147
944,6882
945,7247
946,7101
947,6690
948,7216
949,7025
950,6505
951,6371
952,6082
953,6191
954,6473
955,6078
956,6338
957,6691
958,6452
959,6505
960,6605
961,6731
962,6875
963,6369
964,6040
965,6079
966,6109
967,5823
968,5963
969,6078
970,5826
971,5832
972,5552
973,6282
974,6135
975,6364
976,6657
977,6713
978,6403
979,6405
980,6552
981,6102
982,6393
983,6446
984,6443
985,6376
986,6881
987,6854
988,5843
989,6259
990,6082
991,5628
992,5866
993,5952
994,5737
995,6014
996,6011
997,5866
998,5705
999,5993
1000,6052
1001,6227
1002,6517
1003,6010
1004,5861
1005,5806
1006,5299
1007,5442
1008,5833
1009,6035
1010,5737
1011,6125
1012,6170
1013,6074
1014,5980
1015,5962
1016,5663
1017,5605
1018,5399
1019,5192
1020,5421
1021,5361
1022,5426
1023,5516
1024,5980
1025,5578
1026,5479
1027,5621
1028,5672
1029,6018
1030,5865
1031,6003
1032,6307
1033,6276
1034,6842
1035,6733
1036,6530
1037,6596
1038,6542
1039,6896
1040,6764
1041,6821
1042,7151
1043,7320
1044,7578
1045,7768
1046,8190
1047,7500
1048,6764
1049,6454
1050,6035
1051,5765
1052,5898
1053,6081
1054,6049
1055,6215
1056,5875
1057,6238
1058,6552
1059,6234
1060,5892
1061,6042
1062,6545
1063,6390
1064,7247
1065,7892
1066,7996
1067,7739
1068,8218
1069,7784
1070,7261
1071,7228
1072,8206
1073,8376
1074,8446
1075,9197
1076,7789
1077,7392
1078,7087
1079,6903
1080,6831
1081,6951
1082,6868
1083,6639
1084,6266
1085,6569
1086,6417
1087,5438
1088,5447
1089,5876
1090,5585
1091,5540
1092,5946
1093,5739
1094,5302
1095,5268
1096,5595
1097,6060
1098,6427
1099,6436
1100,6114
1101,6508
1102,6784
1103,6295
1104,6469
1105,6498
1106,6459
1107,6280
1108,6524
1109,6485
1110,6571
1111,6280
1112,6731
1113,7236
1114,7547
1115,7283
1116,7383
1117,7497
1118,7470
1119,6841
1120,6879
1121,7555
1122,7918
1123,8385
1124,9433
1125,9167
1126,7543
1127,7690
1128,7435
1129,7601
1130,7266
1131,6195
1132,6877
1133,6771
1134,6666
1135,7177
1136,7387
1137,7661
1138,7730
1139,8051
1140,7984
1141,6967
1142,7517
1143,7310
1144,6542
1145,6950
1146,7061
1147,6822
1148,7149
1149,7595
1150,7488
1151,6697
1152,6042
1153,5978
1154,5647
1155,5724
1156,5825
1157,5745
1158,6108
1159,6192
1160,6191
1161,5795
1162,5619
1163,6121
1164,6468
1165,6096
1166,5962
1167,6155
1168,5990
1169,5873
1170,6508
1171,6564
1172,6185
1173,5814
1174,6103
1175,6324
1176,6317
1177,6837
1178,6682
1179,6308
1180,6688
1181,6549
1182,6557
1183,6360
1184,6524
1185,6413
1186,6337
1187,6398
1188,6433
1189,6370
1190,6521
1191,6557
1192,6222
1193,6178
1194,6078
1195,5895
1196,5889
1197,6286
1198,6179
1199,6259
1200,6622
1201,6326
1202,6422
1203,6670
1204,6607
1205,6342
1206,6701
