MDTU,0,2,4,6,8,10
10,0.00166753,0.00307005,0.00469319,0.00548173,0.00569856,0.00638381
20,0.00385041,0.00433567,0.00507316,0.00536899,0.00707506,0.00724923
30,0.00349328,0.00395663,0.0043521,0.00544383,0.00683626,0.00726832
40,0.00346668,0.00416452,0.00568797,0.0065133,0.00750554,0.00800837
50,0.00193731,0.00242222,0.00279482,0.00349476,0.00533086,0.00577988
60,0.00264879,0.00307348,0.00371013,0.00401833,0.00537989,0.00659124
70,0.00184055,0.00294578,0.00355434,0.00405708,0.00594617,0.00638373
80,0.00379884,0.00415143,0.00439586,0.00517163,0.00668518,0.00727889
90,0.00367241,0.00423994,0.00513888,0.00570078,0.0073071,0.0077049
100,0.00294591,0.00374199,0.00420896,0.00510363,0.00721848,0.00772323
110,0.00281359,0.0045167,0.00504398,0.00560153,0.00708928,0.00733793
120,0.00238161,0.00338632,0.00396375,0.00526042,0.00601223,0.00630881
130,0.00210754,0.0024065,0.00426609,0.00501733,0.00549039,0.00590738
140,0.00281698,0.00319839,0.00353566,0.00407283,0.00579316,0.00617189
150,0.00398231,0.00425251,0.00548524,0.00576285,0.007139,0.00747312
160,0.00142302,0.00259636,0.00359852,0.00378809,0.00504919,0.00607664
170,0.00199359,0.00231087,0.00434598,0.00515569,0.00575,0.00604883
180,0.00322568,0.00400521,0.00490114,0.00595903,0.00643683,0.00730041
190,0.00322428,0.00348856,0.00437231,0.00500028,0.00563617,0.00661266
200,0.00287389,0.00374764,0.004436,0.00588451,0.00635484,0.0070914
210,0.00252524,0.00330398,0.00381543,0.00492215,0.00547202,0.00647557
220,0.00349858,0.00437903,0.00524151,0.00592828,0.0072048,0.00743828
230,0.00352306,0.00384824,0.00414869,0.00527112,0.00704739,0.00739686
240,0.00333299,0.0042206,0.00497038,0.00510473,0.0065478,0.00716795
250,0.00278806,0.00305981,0.00394812,0.00516331,0.00575298,0.00596705
260,0.00259204,0.00305059,0.00472603,0.00559477,0.00583248,0.0065516
270,0.00330373,0.00383625,0.00463709,0.00518186,0.00667728,0.00700032
280,0.0032375,0.00420291,0.00512339,0.00608574,0.00712902,0.00777217
290,0.00348748,0.0041019,0.00524564,0.00641426,0.00728132,0.00768657
300,0.0030169,0.00327771,0.00516165,0.00539113,0.00652784,0.0075086
310,0.0038614,0.0051112,0.00566621,0.00683035,0.00794831,0.00814572
320,0.0032671,0.00426752,0.00484482,0.0055877,0.00728611,0.00768648
330,0.00265302,0.00348883,0.00461016,0.00585952,0.00693658,0.00747708
340,0.00357595,0.00506873,0.00534266,0.00617843,0.00719076,0.00779577
350,0.0031613,0.0037639,0.00542752,0.00583316,0.00688642,0.00737866
360,0.00414361,0.00529692,0.00594419,0.00670422,0.00808666,0.0083075
370,0.0045877,0.00475708,0.00561367,0.00620395,0.00788318,0.00800234
380,0.00420991,0.00510255,0.00563338,0.00672418,0.00766036,0.00833417
390,0.00508125,0.00529362,0.00587374,0.00650404,0.00815514,0.00830533
400,0.00382918,0.00439736,0.00590071,0.006649,0.00784872,0.00820641
410,0.00406684,0.00485852,0.00592096,0.0063013,0.00741239,0.008365
420,0.00207581,0.00302905,0.00382565,0.0042819,0.00515617,0.00586791
430,0.00161602,0.00210966,0.00270656,0.00298409,0.00352158,0.00475605
440,0.00197775,0.00281562,0.00361817,0.00413379,0.00465095,0.00508695
450,0.00218542,0.00264405,0.004411,0.00479618,0.00533226,0.0058828
460,0.00177002,0.00374232,0.00477708,0.0052742,0.00597213,0.00697721
470,0.00281475,0.00444104,0.00476808,0.00614564,0.00722685,0.0074291
480,0.00456362,0.00560335,0.00619928,0.00682002,0.00782847,0.00809252
490,0.0052893,0.0055666,0.0063058,0.00663168,0.00759438,0.00811217
500,0.00428189,0.00479466,0.00582378,0.00643292,0.0072162,0.00751993
510,0.00347153,0.00480265,0.00583663,0.00613847,0.0073108,0.00790148
520,0.00473813,0.00536411,0.00579799,0.00627899,0.00767584,0.00782497
530,0.00444675,0.00531941,0.00558962,0.00604972,0.00732323,0.00766829
540,0.00462786,0.00496434,0.0062098,0.00695585,0.00757649,0.00820586
550,0.00450179,0.00521383,0.00637763,0.0069049,0.00770074,0.00806169
560,0.00486349,0.00512518,0.0065182,0.00722771,0.00763716,0.00810226
570,0.00179415,0.0028828,0.00417796,0.00483022,0.00671315,0.00772311
580,0.00183901,0.00244499,0.00317682,0.00487668,0.00502615,0.00721949
590,0.00113163,0.00210221,0.00310858,0.00352505,0.00514623,0.00648201
600,0.00219578,0.00363418,0.00502581,0.00541588,0.00612099,0.00722127
610,0.00303847,0.00323939,0.00403328,0.00468854,0.00581605,0.00657616
620,0.00421543,0.0045288,0.00574881,0.00595453,0.00689062,0.00738241
630,0.00462285,0.00506318,0.00552439,0.00669387,0.00719765,0.00751181
640,0.00468527,0.0051649,0.00589605,0.00614192,0.00723952,0.00753308
