MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.664733,0.6647,-0.00666535
2,0.516716,0.510235,-0.0815815
3,0.412298,0.412067,-0.0137904
4,0.416267,0.413075,-0.051451
5,0.406349,0.401888,-0.0600435
6,0.38592,0.380811,0.06259
7,0.402999,0.395388,0.0779515
8,0.389321,0.368988,0.124172
9,0.396091,0.383321,0.0997655
10,0.403335,0.393276,0.0895155
11,0.444109,0.436258,0.0831415
12,0.444109,0.436258,0.0831415
13,0.444109,0.436258,0.0831415
14,0.411789,0.390786,0.129833
15,0.428185,0.378084,0.200986
16,0.453345,0.411942,0.189277
17,0.417453,0.403344,0.10761
18,0.395817,0.393095,0.0463395
19,0.433878,0.428831,0.0659855
20,0.406507,0.40522,0.0323202
21,0.405601,0.405585,-0.00362586
22,0.389545,0.388932,0.0218515
23,0.350036,0.346948,0.0463985
24,0.409242,0.361214,0.192363
25,0.44875,0.37165,0.2515
26,0.462005,0.322489,0.330832
27,0.423157,0.342139,0.249003
28,0.454999,0.366015,0.270291
29,0.458045,0.328495,0.319211
30,0.453233,0.310086,0.330556
31,0.471531,0.345877,0.320485
32,0.455902,0.328467,0.316158
33,0.356625,0.240533,0.263298
34,0.393068,0.342776,0.192374
35,0.401854,0.321927,0.240521
36,0.40366,0.322798,0.242369
37,0.440597,0.409659,0.162188
38,0.475246,0.410699,0.239133
39,0.444931,0.390398,0.213431
40,0.417757,0.354391,0.221196
41,0.473667,0.404994,0.245642
42,0.453122,0.37413,0.255628
43,0.451368,0.37611,0.249548
44,0.375708,0.26279,0.268511
45,0.332129,0.305362,0.130629
46,0.365173,0.346739,0.114559
47,0.339253,0.311984,0.133261
48,0.258744,0.248028,0.0736935
49,0.256761,0.245918,0.0738285
50,0.303083,0.255997,0.162248
51,0.260734,0.222195,0.136424
52,0.310461,0.213551,0.225349
53,0.293405,0.214219,0.200491
54,0.344324,0.285455,0.192548
55,0.362431,0.317098,0.175513
56,0.342698,0.310454,0.145121
57,0.39732,0.364977,0.157019
58,0.402054,0.387948,0.105561
59,0.409081,0.405506,0.05396
60,0.452357,0.445712,0.0772495
61,0.416021,0.412463,0.054295
62,0.449646,0.43767,0.103087
63,0.431862,0.431814,0.00641955
64,0.457434,0.456257,-0.032807
65,0.378392,0.364557,-0.101384
66,0.364491,0.359635,-0.059298
67,0.398946,0.383041,-0.111523
68,0.405487,0.386723,-0.121919
69,0.46679,0.4322,-0.176339
70,0.448448,0.396432,-0.209636
71,0.458189,0.414454,-0.195359
72,0.458189,0.414454,-0.195359
73,0.338394,0.323615,-0.0989155
74,0.43976,0.406383,-0.168054
75,0.355571,0.337608,-0.111586
76,0.383269,0.37608,-0.0738835
77,0.447059,0.436537,-0.096424
78,0.417965,0.41245,-0.067668
79,0.462131,0.452344,-0.094603
80,0.455864,0.451221,-0.0648965
81,0.467184,0.460794,-0.0770035
82,0.512136,0.51211,-0.0051444
83,0.477838,0.472782,0.0693325
84,0.419542,0.41747,0.0416436
85,0.444857,0.438176,0.076811
86,0.418247,0.411056,0.0772185
87,0.352057,0.343969,0.075031
88,0.342573,0.279292,0.198373
89,0.386488,0.298557,0.245431
90,0.437124,0.387863,0.201593
91,0.389022,0.325344,0.213281
92,0.39213,0.238158,0.311523
93,0.41445,0.252945,0.328311
94,0.34453,0.24995,0.23712
95,0.370057,0.282276,0.239295
96,0.390996,0.339717,0.193572
97,0.369025,0.261037,0.260842
98,0.398163,0.341036,0.205495
99,0.41621,0.382019,0.165205
100,0.376087,0.350332,0.136778
101,0.376087,0.350332,0.136778
102,0.374009,0.371391,0.0441795
103,0.438657,0.43858,0.00817525
104,0.438657,0.43858,0.00817525
105,0.392594,0.392589,-0.00193969
106,0.429651,0.424386,-0.0670555
107,0.370419,0.363094,-0.0732965
108,0.34398,0.333424,-0.084563
109,0.334053,0.324956,-0.077428
110,0.346088,0.337968,-0.074528
111,0.398075,0.391983,-0.0693745
112,0.348286,0.337622,-0.0855265
113,0.291741,0.286564,-0.0547205
114,0.36888,0.362967,-0.065778
115,0.311746,0.30132,-0.0799485
116,0.420602,0.404307,-0.115941
117,0.421433,0.409838,-0.0981775
118,0.295229,0.282839,-0.0846305
119,0.295229,0.282839,-0.0846305
120,0.391231,0.353435,-0.167766
121,0.392189,0.349583,-0.177777
122,0.438872,0.40473,-0.169711
123,0.412519,0.371955,-0.178387
124,0.418464,0.382798,-0.169052
125,0.409265,0.329097,-0.243295
126,0.375261,0.297969,-0.228111
127,0.31716,0.220612,-0.227861
128,0.342733,0.282973,-0.193371
129,0.260589,0.229129,-0.124124
130,0.367545,0.324914,-0.171816
131,0.421775,0.362665,-0.215334
132,0.421836,0.38229,-0.178326
133,0.465696,0.402865,-0.233607
