t,e^(-dS)
1,1359.67
2,10.3605
3,1.5026
4,1.99252
5,1.58852
6,1.06994
7,1.46302
8,1.01049
9,1.03714
10,1.08373
11,1.38652
12,0.800675
13,0.772518
14,0.957749
15,0.87424
16,0.963233
17,0.955988
18,1.07138
19,1.05065
20,0.798436
21,1.35988
22,1.35148
23,1.01068
24,0.908927
25,0.990229
26,1.09448
27,1.09979
28,0.944981
29,1.08542
30,0.921512
31,0.986936
32,0.989723
33,1.11561
34,1.1203
35,1.20647
36,1.00814
37,0.750887
38,1.27456
39,1.17786
40,1.15292
41,1.21046
42,1.18317
43,1.23011
44,0.752466
45,1.04212
46,1.00152
47,1.64988
48,0.767666
49,1.02936
50,0.867534
51,1.1361
52,1.15731
53,1.07804
54,1.11082
55,0.931825
56,0.938484
57,1.11997
58,0.895924
59,1.19387
60,1.1594
61,1.03093
62,0.825389
63,1.16218
64,1.01898
65,0.995369
66,0.886743
67,1.05608
68,0.897538
69,1.03778
70,0.972661
71,1.49182
72,0.618289
73,0.884617
74,1.04996
75,1.15119
76,0.870228
77,0.964553
78,0.763914
79,0.940334
80,0.750887
81,1.38555
82,0.915788
83,0.785056
84,1.38694
85,0.896551
86,0.817095
87,0.907347
88,1.07666
89,1.01532
90,1.08702
91,1.24907
92,0.887985
93,0.945114
94,0.833435
95,1.11104
96,0.959906
97,1.13281
98,0.669784
99,1.27749
100,0.665112
101,0.752466
102,0.891723
103,0.984521
104,0.855388
105,0.777556
106,1.16719
107,1.05124
108,0.851888
109,1.16358
110,0.929266
111,0.689147
112,1.2715
113,1.02158
114,1.21446
115,1.30421
116,0.99002
117,1.20141
118,0.988704
119,0.833435
120,1.05999
121,0.794136
122,0.936178
123,1.50291
124,0.983291
125,0.710348
126,0.897987
127,1.37837
128,0.934232
129,1.02614
130,0.630337
131,0.877306
132,1.0413
133,1.12919
134,1.01244
135,0.806864
136,1.29046
137,0.740966
138,0.834018
139,0.945104
140,1.06654
141,0.842485
142,0.967026
143,0.837026
144,1.33776
145,0.995227
146,1.14294
147,0.930354
148,1.0244
149,0.849421
150,0.747366
151,0.982141
152,0.884087
153,1.0977
154,1.04549
155,1.07178
156,1.23232
157,0.946163
158,0.981052
159,1.03023
160,0.873629
161,1.02517
162,0.971999
163,1.12581
164,0.988507
165,0.925048
166,0.961597
167,0.937199
168,0.989674
169,1.15281
170,0.904023
171,1.05715
172,1.31075
173,0.896193
174,0.678616
175,0.837696
176,1.11628
177,1.10333
178,0.810098
179,0.85633
180,1.02593
181,0.846623
182,1.14294
183,1.05937
184,1.15154
185,0.70335
186,1.06123
187,0.823411
188,0.726004
189,1.0933
190,0.991236
191,1.01105
192,0.814647
193,0.791283
194,0.829444
195,0.766669
196,1.32022
197,0.901856
198,1.03535
199,0.971708
200,0.788518
201,0.963522
202,0.925936
203,0.923938
204,0.706099
205,0.996057
206,1.0032
207,0.700122
208,0.760408
209,0.83619
210,1.18235
211,1.45136
212,1.03928
213,1.1505
214,1.19782
215,1.17081
216,0.696631
217,0.98333
218,0.99028
219,0.783801
220,0.909518
221,1.25759
222,0.940456
223,1.0246
224,1.07395
225,1.18022
226,0.607745
227,0.952715
228,1.4502
229,0.89673
230,0.784507
231,1.28827
232,1.07545
233,0.975788
234,1.00422
235,1.26251
236,0.842485
237,1.2492
238,0.870054
239,0.997289
240,0.892972
241,1.30474
242,0.913155
243,0.887808
244,1.36834
245,0.941331
246,0.93513
247,0.814403
248,1.01704
249,1.08927
250,1.46419
251,1.01582
252,1.11661
253,0.740596
254,0.820534
255,0.862604
256,0.628826
257,1.21811
258,0.940137
259,1.06208
260,0.859504
261,0.885148
262,1.26415
263,1.40523
264,1.21434
265,1.10683
266,1.05899
267,0.919431
268,0.90303
269,0.893776
270,0.953868
271,1.03443
272,0.983311
273,1.2482
274,0.920112
275,1.25045
276,1.15004
277,1.28069
278,1.13564
279,1.33069
280,0.899425
281,0.906794
282,1.35839
283,0.648171
284,1.08536
285,1.03292
286,1.04423
287,1.03692
288,1.15419
289,0.828035
290,0.871622
291,1.03625
292,0.992019
293,0.915926
294,1.0215
295,1.03731
296,0.769742
297,0.753897
298,0.991515
299,1.02398
300,0.755557
301,1.3375
302,0.991222
303,1.84651
304,0.973498
305,0.913136
306,0.944075
307,1.03085
308,1.13928
309,0.841138
310,1.17187
311,0.904476
312,1.28069
313,0.790334
314,0.962049
315,1.10004
316,1.05161
317,1.23949
318,0.778801
319,0.93854
320,0.948058
321,0.926001
322,0.785292
323,0.8063
324,0.969563
325,1.04721
326,0.984383
327,1.01319
328,0.865109
329,0.975066
330,1.36711
331,0.858301
332,0.936711
333,1.09694
334,1.11717
335,1.33442
336,0.736166
337,0.962222
338,1.11829
339,1.19494
340,1.23183
341,1.36411
342,0.938831
343,1.12693
344,1.03443
345,1.039
346,0.993248
347,1.04577
348,1.04067
349,1.34152
350,1.08069
351,1.50321
352,0.782157
353,0.775071
354,1.01831
355,0.842653
356,0.994895
357,0.742004
358,0.977028
359,1.08302
360,1.23999
361,1.10413
362,0.71634
363,0.872494
364,1.00871
365,0.922249
366,0.687771
367,1.26681
368,0.866148
369,0.985674
370,1.07323
371,1.05772
372,1.06948
373,0.93978
374,0.853935
375,1.11516
376,0.97735
377,1.02996
378,0.811476
379,0.871273
380,1.15535
381,0.745948
382,0.98824
383,0.99085
384,1.33269
385,0.786864
386,1.06916
387,1.14614
388,0.844931
389,1.12412
390,0.882762
391,1.01492
392,0.832768
393,0.879502
394,1.04939
395,0.92247
396,1.0909
397,0.91933
398,1.17692
399,1.1761
400,1.11728
401,0.819714
