MDTU,0,2,4,6,8,10
10,15.7281,15.6581,15.5057,15.503,15.4407,15.3749
20,15.3152,15.2698,15.2418,15.1877,15.0481,15.0099
30,15.5061,15.376,15.1811,15.1589,15.1078,15.0962
40,15.0316,14.9889,14.9835,14.8939,14.8782,14.8705
50,15.1931,15.129,15.0923,15.0123,14.7968,14.7914
60,15.158,15.0898,15.0278,15.0236,14.9272,14.8466
70,16.2912,16.101,15.4282,15.3428,15.2866,15.2591
80,15.6135,15.5234,15.4958,15.4503,15.4014,15.3362
90,16.0226,15.7348,15.3943,15.354,15.2842,15.2237
100,15.725,15.6532,15.3614,15.3089,15.1824,15.1652
110,15.3029,15.2687,15.1471,15.136,15.114,15.1069
120,15.3076,15.2836,15.1605,15.0768,15.0546,14.9528
130,15.3048,15.2028,15.0232,14.995,14.957,14.9125
140,15.4412,15.3309,15.3083,15.2285,15.2063,15.1604
150,15.5073,15.391,15.3059,15.257,15.1603,15.15
160,15.7417,15.6679,15.6654,15.5232,15.3339,15.2102
170,15.6564,15.5625,15.2239,15.1352,15.0912,15.0564
180,15.9276,15.8289,15.5575,15.437,15.4237,15.3646
190,15.5306,15.4562,15.3016,15.2264,15.1598,15.1123
200,15.3577,15.3106,15.277,15.1925,15.1709,15.1345
210,15.3811,15.2977,15.1984,15.1928,15.1346,15.1081
220,16.3603,16.2636,16.0539,15.9299,15.6184,15.5249
230,15.6855,15.6411,15.5823,15.4926,15.371,15.3164
240,15.4527,15.3529,15.3314,15.3117,15.243,15.196
250,15.4956,15.4912,15.4599,15.4216,15.3643,15.3503
260,15.6154,15.4778,15.4671,15.3585,15.2596,15.2019
270,15.5764,15.5592,15.4836,15.4599,15.3817,15.3425
280,15.4686,15.4232,15.4045,15.3648,15.2635,15.2355
290,16.109,16.0447,15.9593,15.8974,15.8547,15.8395
300,16.0834,15.9103,15.5575,15.444,15.3386,15.2605
310,16.3362,16.2075,15.8452,15.8116,15.7827,15.7492
320,15.8426,15.7879,15.6537,15.5947,15.5812,15.5456
330,16.2885,16.2204,15.9643,15.8994,15.7535,15.636
340,16.2211,16.128,16.0719,16.0274,15.9752,15.9065
350,15.7504,15.7332,15.7169,15.6707,15.6246,15.5863
360,16.1437,16.1136,16.1009,16.0223,15.9872,15.9421
370,16.271,16.1919,16.184,16.1089,15.8952,15.7515
380,15.7181,15.6944,15.665,15.6244,15.6025,15.4955
390,15.895,15.7824,15.7703,15.5697,15.5301,15.4634
400,15.2724,15.2319,15.1876,15.1737,15.1664,15.1542
410,15.3919,15.3378,15.3293,15.2959,15.2843,15.2496
420,15.3897,15.102,15.0802,15.0589,15.0231,14.9516
430,15.3749,15.2927,14.9011,14.8486,14.8474,14.8147
440,14.9503,14.9192,14.8854,14.8714,14.8663,14.7984
450,15.632,15.3834,15.3015,15.2528,15.2169,15.1505
460,15.4596,15.385,15.1697,15.1157,14.9864,14.9492
470,15.5964,15.5144,15.4315,15.3835,15.3457,15.2891
480,15.9379,15.8482,15.8155,15.7319,15.6545,15.5513
490,15.4922,15.4366,15.3887,15.3597,15.2859,15.2707
500,16.186,16.0955,15.9183,15.8477,15.7782,15.7544
510,15.9143,15.7077,15.6351,15.5428,15.5367,15.3999
520,15.979,15.9373,15.77,15.7227,15.6639,15.6272
530,15.6494,15.5287,15.4601,15.3587,15.3412,15.3196
540,15.7719,15.6933,15.5065,15.4336,15.4043,15.3899
550,15.1801,15.1084,15.0796,15.0722,15.0162,14.9635
560,15.4736,15.3407,15.2409,15.1386,15.0237,14.9784
570,15.5609,15.4386,15.3272,15.275,15.1227,15.1104
580,15.5225,15.3772,15.134,15.1299,15.0855,15.0591
590,16.1906,16.0745,15.6709,15.6081,15.585,15.4755
600,15.7483,15.6801,15.169,15.1551,15.1089,15.0645
610,15.9423,15.9002,15.6154,15.564,15.5381,15.4937
620,16.2414,16.0153,16.0065,15.6956,15.611,15.5859
630,16.4837,16.4502,16.1136,16.0164,15.9239,15.9119
640,16.1583,16.0822,16.0123,15.9555,15.8238,15.7559
650,16.1804,16.16,16.1086,16.1045,16.0571,16.0165
660,15.6083,15.529,15.4947,15.4881,15.4444,15.4177
670,15.7283,15.5924,15.3987,15.3621,15.1679,15.1344
680,15.9865,15.7905,15.2507,15.1801,15.0834,14.9806
690,15.562,15.3869,15.2191,15.1622,15.1279,15.0293
700,15.3047,15.2447,15.0137,14.9452,14.9337,14.9112
710,16.1437,16.0566,15.9956,15.9323,15.8324,15.6522
720,15.6185,15.6125,15.6059,15.5738,15.554,15.4875
730,15.5265,15.4408,15.1589,15.1049,15.0217,14.9895
740,15.6052,15.5538,15.5222,15.4341,15.2956,15.0835
750,15.5435,15.5003,15.4195,15.2968,15.268,15.2365
760,15.9516,15.7061,15.5349,15.4509,15.4129,15.3801
770,15.4256,15.379,15.3005,15.141,15.0745,15.0095
780,15.3933,15.2857,15.1813,15.1546,15.1417,15.0861
790,15.3746,15.3737,15.2967,15.2844,15.2773,15.2145
800,15.4566,15.2953,15.2488,15.1431,15.0615,14.9962
810,15.5879,15.4657,15.2124,15.0748,15.0669,15.0386
820,15.3949,15.33,15.2975,15.2566,15.2432,15.2073
830,14.9462,14.8995,14.8767,14.8186,14.7933,14.7616
840,15.3892,15.2769,14.8829,14.8783,14.8343,14.7996
850,15.083,15.0415,14.9911,14.9581,14.898,14.862
860,15.537,15.4703,15.3081,15.2476,15.1093,15.0502
