t,cost
10,3.35467
20,2.516
30,2.37733
40,2.14
50,2.564
60,2.516
70,2.36
80,2.40933
90,2.24933
100,2.472
110,2.37467
120,2.54667
130,2.532
140,2.436
150,2.296
160,2.50533
170,2.688
180,2.44267
190,2.26133
200,2.352
210,2.552
220,2.28
230,2.2
240,2.164
250,2.34533
260,2.44667
270,2.30267
280,2.25067
290,2.244
300,2.19733
310,2.11467
320,2.12
330,2.16667
340,2.20267
350,2.128
360,2.16133
370,2.09467
380,2.08667
390,1.99867
400,2.044
410,2.14
420,2.336
430,3.01333
440,2.87733
450,2.73867
460,2.66667
470,2.30667
480,1.99067
490,1.96933
500,1.96533
510,2.076
520,2.03067
530,1.992
540,1.964
550,1.92933
560,1.97733
570,2.20533
580,2.612
590,3.08133
600,2.644
610,2.37733
620,2.26267
630,2.128
640,2.00667
650,1.936
660,1.768
670,1.79733
680,2.05733
690,1.91333
700,1.916
710,2.05867
720,1.89867
730,1.764
740,1.78267
750,1.79467
760,1.824
770,1.84
780,1.79733
790,1.86533
800,1.972
810,1.952
820,1.91733
830,1.97867
840,2.14
850,2.44
860,2.67733
870,2.52933
880,2.49067
890,2.252
900,2.296
910,2.29733
920,2.55333
930,2.708
940,2.53733
950,2.5
960,2.30933
970,2.24667
980,2.28133
990,2.30133
1000,2.148
1010,2.14667
1020,2.09067
1030,2.072
1040,2.364
1050,2.54933
1060,2.20933
1070,2.60667
1080,2.73467
1090,2.24933
1100,2.128
1110,2.33733
1120,2.54267
1130,2.82533
1140,2.57867
1150,2.564
1160,2.19467
1170,2.20933
1180,2.30667
1190,2.336
1200,2.26
1210,2.332
1220,2.23333
1230,2.18933
1240,2.04533
1250,2.02133
1260,1.95467
1270,2.036
1280,1.90667
1290,1.952
1300,1.91067
1310,1.848
1320,1.93467
1330,2.15467
1340,2.47333
1350,2.57867
1360,2.20933
1370,2.35467
1380,2.15467
1390,2.40667
1400,2.344
1410,2.232
1420,2.16267
1430,2.272
1440,2.37867
1450,2.17733
1460,2.34267
1470,2.16
1480,2.24
1490,2.32
1500,2.028
1510,2.004
1520,2.05467
1530,1.98267
1540,1.83333
1550,1.85733
1560,1.82933
1570,1.86133
1580,1.87067
1590,2.07733
1600,2.05733
1610,1.88267
1620,1.88533
1630,1.96667
1640,1.89867
1650,1.95067
1660,2.156
1670,2.48
1680,3.028
1690,2.94
1700,2.904
1710,3.24667
1720,3.172
1730,2.78533
1740,2.67733
1750,2.592
1760,2.724
1770,2.90133
1780,2.88933
1790,3.17733
1800,3.728
1810,4.59333
1820,5.38267
1830,4.29067
1840,3.46933
1850,3.14933
1860,3.17733
1870,3.388
1880,3.72267
1890,3.316
1900,3.49867
1910,3.312
1920,3.408
1930,3.436
1940,3.28667
1950,3.36
1960,3.44
1970,3.308
1980,3.124
1990,3.05467
2000,3.024
2010,3.292
2020,3.572
2030,3.39067
2040,3.09333
2050,3.06133
2060,2.90933
2070,2.99333
2080,3.31733
2090,3.02
2100,3.012
2110,2.82667
2120,2.952
2130,2.87467
2140,2.812
2150,2.78133
2160,2.98133
2170,2.97333
2180,3.07067
2190,2.76933
2200,2.608
2210,2.59867
2220,2.05867
2230,1.88667
2240,1.84267
2250,1.89067
2260,2.11733
2270,1.94267
2280,1.88
2290,1.876
2300,2.00267
2310,2.024
2320,2.02667
2330,2.02933
2340,1.93067
2350,1.96
2360,2.32133
2370,2.27333
2380,2.33067
2390,2.31333
2400,2.16933
2410,2.212
2420,2.37067
2430,2.26267
2440,1.98
2450,2.132
2460,2.024
2470,2.39467
2480,2.49333
2490,2.372
2500,2.35333
2510,2.28
2520,2.10133
2530,2.276
2540,2.28533
2550,2.03867
2560,2.15867
2570,1.97467
2580,2.00133
2590,2.03867
2600,2
2610,2.00533
2620,1.93067
2630,1.876
2640,1.9
2650,1.97067
2660,2.05733
2670,2.07067
2680,2.31333
2690,2.54933
2700,2.33467
2710,2.124
2720,2.34133
2730,2.33067
2740,2.19733
2750,2.38
2760,2.42
2770,2.184
2780,1.92667
2790,2.04667
2800,2.04133
2810,2.17867
2820,2.30533
2830,2.344
2840,2.29067
2850,2.17067
2860,2.16
2870,2.09467
2880,2
2890,1.95333
2900,2.01467
2910,2.00933
2920,2.15067
2930,2.02667
2940,2.00267
2950,2.07467
2960,1.956
2970,1.964
2980,1.98667
2990,1.91867
3000,2.04933
3010,2.396
3020,2.17067
3030,2.27867
3040,2.26
3050,2.23333
3060,2.26667
3070,2.452
3080,2.412
3090,2.85867
3100,2.48933
3110,2.19467
3120,2.42267
3130,2.38
3140,2.544
3150,2.26133
3160,2.01067
3170,2.01867
3180,1.9
3190,2.09467
3200,2.048
3210,2.124
3220,1.97733
3230,1.97333
3240,1.93467
3250,2.03333
3260,1.964
3270,2.01733
3280,1.976
3290,2.01733
3300,2.128
3310,2.27067
3320,2.44667
3330,2.06133
3340,2.28133
3350,2.424
3360,2.468
3370,2.27467
3380,2.33733
3390,2.33333
3400,2.344
3410,2.62533
3420,3.11333
3430,2.98533
3440,2.792
3450,2.50267
3460,2.78667
3470,2.72133
3480,3.19467
3490,2.91333
3500,3.64133
3510,3.468
3520,3.10133
3530,2.47333
3540,2.208
3550,2.12133
3560,2.22533
3570,2.56
3580,2.656
3590,2.42533
3600,2.52933
3610,2.29467
3620,2.41067
3630,2.52133
3640,2.41867
3650,2.868
3660,2.628
3670,2.44533
3680,2.488
3690,2.60667
3700,2.19067
3710,2.408
3720,2.416
3730,2.44
3740,2.224
3750,2.04133
3760,1.992
3770,2.07867
3780,2.02133
3790,2.06267
3800,2.19333
3810,2.37067
3820,2.31067
3830,2.27733
3840,2.33733
3850,2.284
3860,2.20133
3870,2.30533
3880,2.164
3890,1.91733
3900,1.81333
3910,1.844
3920,2.05467
3930,2.07867
3940,2.06267
3950,1.87867
3960,1.928
3970,1.94
3980,1.996
3990,1.94933
4000,1.95467
4010,1.98
