MDTU,min_ave,max_ave
1,-0.115514,0.151812
2,-0.132047,0.17031
3,-0.15361,0.170917
4,-0.159793,0.174345
5,-0.171501,0.176883
6,-0.179446,0.172333
7,-0.178448,0.180011
8,-0.185132,0.176849
9,-0.178878,0.179622
10,-0.189263,0.176464
11,-0.182021,0.181276
12,-0.182021,0.181276
13,-0.182021,0.181276
14,-0.187176,0.175094
15,-0.186567,0.176352
16,-0.183579,0.178315
17,-0.189219,0.176283
18,-0.186305,0.177525
19,-0.188233,0.178349
20,-0.192993,0.176072
21,-0.188456,0.177119
22,-0.188931,0.17712
23,-0.192644,0.176532
24,-0.187417,0.177796
25,-0.190423,0.177359
26,-0.191817,0.175759
27,-0.190997,0.176345
28,-0.187296,0.176228
29,-0.188019,0.175823
30,-0.186899,0.178445
31,-0.188116,0.174553
32,-0.189456,0.180723
33,-0.193816,0.18036
34,-0.193886,0.182896
35,-0.19372,0.1813
36,-0.188361,0.184918
37,-0.194926,0.180592
38,-0.188789,0.181882
39,-0.187021,0.178206
40,-0.186478,0.179933
41,-0.18802,0.179063
42,-0.188405,0.176717
43,-0.191636,0.178434
44,-0.187021,0.177619
45,-0.187698,0.177615
46,-0.189744,0.177218
47,-0.180314,0.176554
48,-0.184781,0.173777
49,-0.183237,0.174616
50,-0.186911,0.175783
51,-0.188715,0.174994
52,-0.180817,0.175878
53,-0.189382,0.176834
54,-0.184578,0.172948
55,-0.185572,0.176436
56,-0.194205,0.1737
57,-0.183681,0.17545
58,-0.18826,0.173156
59,-0.185521,0.173392
60,-0.18748,0.175416
61,-0.181997,0.172929
62,-0.184102,0.172993
63,-0.185853,0.174936
64,-0.185554,0.174444
65,-0.185909,0.17521
66,-0.189347,0.174393
67,-0.183684,0.174944
68,-0.185393,0.174431
69,-0.185553,0.175097
70,-0.189783,0.174264
71,-0.185074,0.177662
72,-0.185074,0.177662
73,-0.192235,0.174764
74,-0.186378,0.177366
75,-0.187898,0.175836
76,-0.187669,0.176678
77,-0.191811,0.177608
78,-0.187417,0.178617
79,-0.183972,0.173756
80,-0.185123,0.17438
81,-0.190004,0.17483
82,-0.190884,0.17723
83,-0.193945,0.177857
