MDTU,plaq_ss,plaq_st
1,1.11335,1.12827
2,1.13152,1.13828
3,1.11361,1.08475
4,1.12344,1.07444
5,1.10915,1.05925
6,1.08247,1.03411
7,1.10989,1.05321
8,1.08271,1.03174
9,1.09037,1.0548
10,1.07795,1.02882
11,1.09481,1.06205
12,1.09481,1.06205
13,1.09481,1.06205
14,1.06467,1.03946
15,1.04957,1.04942
16,1.07293,1.0455
17,1.049,1.03648
18,1.08842,1.03103
19,1.10301,1.02518
20,1.08327,1.01214
21,1.06184,1.03807
22,1.0497,1.04834
23,1.05383,1.04111
24,1.05453,1.0497
25,1.05824,1.03607
26,1.05176,1.0357
27,1.05516,1.03413
28,1.06398,1.02943
29,1.04536,1.04055
30,1.05756,1.04558
31,1.03455,1.04109
32,1.05426,1.05599
33,1.04038,1.04394
34,1.05651,1.04765
35,1.04103,1.04528
36,1.05621,1.06525
37,1.04309,1.04742
38,1.05342,1.05432
39,1.03544,1.05297
40,1.04769,1.05074
41,1.05469,1.04468
42,1.05186,1.03596
43,1.0662,1.0321
44,1.0706,1.03478
45,1.06846,1.03115
46,1.04555,1.03549
47,1.05195,1.05323
48,1.05425,1.03139
49,1.06809,1.02936
50,1.06881,1.02687
51,1.0647,1.02319
52,1.06852,1.04608
53,1.06377,1.03568
54,1.05415,1.03044
55,1.0502,1.05015
56,0.986151,1.0505
57,1.00636,1.07393
58,0.995834,1.05601
59,1.00702,1.04991
60,1.00319,1.0563
61,1.0204,1.05165
62,1.02765,1.04142
63,1.02966,1.04771
64,1.02298,1.045
65,1.02964,1.04364
66,1.01649,1.04535
67,1.01068,1.06135
68,0.984952,1.0668
69,0.983895,1.07427
70,0.972947,1.07099
71,1.00377,1.07665
72,1.00377,1.07665
73,0.999313,1.05017
74,1.01502,1.06641
75,1.01652,1.05388
76,1.03205,1.05724
77,1.04093,1.05661
78,1.06658,1.0497
79,1.02905,1.05047
80,1.03627,1.05104
81,1.02416,1.0479
82,1.0175,1.05962
83,1.03222,1.04587
84,1.04248,1.05859
85,1.04998,1.03771
86,1.03826,1.04701
87,1.02526,1.05288
88,1.0427,1.0464
89,1.05625,1.05076
90,1.0238,1.05151
91,1.05855,1.04108
92,1.07592,1.04228
93,1.06623,1.04103
94,1.0914,1.01933
95,1.08077,1.03837
96,1.09437,1.0274
97,1.08873,1.02427
98,1.08713,1.02864
99,1.06075,1.03959
100,1.01873,1.04643
101,1.01873,1.04643
102,1.03055,1.04324
103,1.04045,1.05344
104,1.04045,1.05344
105,1.04346,1.03122
106,1.02988,1.057
107,1.03828,1.0606
108,1.0326,1.0548
109,1.05822,1.04814
110,1.06805,1.03906
111,1.0727,1.03676
112,1.08546,1.03508
113,1.07772,1.01892
114,1.06459,1.03376
115,1.0374,1.03832
116,1.04381,1.04133
117,1.02185,1.04753
118,1.03193,1.04715
119,1.03193,1.04715
120,1.04318,1.04481
121,1.03075,1.04761
122,1.02008,1.04179
123,1.0505,1.05507
124,1.03571,1.04398
125,1.06807,1.04571
126,1.05198,1.02844
127,1.07644,1.02823
128,1.04765,1.02058
129,1.04945,1.03843
130,1.04138,1.03113
131,1.05862,1.04224
132,1.0279,1.02376
133,1.04476,1.04118
134,1.04293,1.03312
135,1.04108,1.03271
136,1.06011,1.04202
137,1.06011,1.04202
138,1.04323,1.02492
139,1.07171,1.0303
140,1.04362,1.02571
141,1.07674,1.03149
142,1.0757,1.04161
143,1.03933,1.03889
144,1.03609,1.06089
145,1.02466,1.04452
146,1.03361,1.04703
147,1.03617,1.05017
148,1.03213,1.05699
149,1.03017,1.04535
150,1.03017,1.04535
151,1.02608,1.03646
152,1.02448,1.06026
153,1.01787,1.05286
154,1.01698,1.06009
155,1.03642,1.06164
156,1.04028,1.05035
157,1.0296,1.04249
158,1.04963,1.04471
159,1.03957,1.03901
160,1.07239,1.04189
161,1.06844,1.01807
162,1.08407,1.0377
163,1.06977,1.027
164,1.06481,1.01845
165,1.07065,1.02788
166,1.08351,1.01631
167,1.08378,1.02061
168,1.07748,1.01663
169,1.0809,0.999046
170,1.08964,1.02083
171,1.06788,1.01959
172,1.08169,1.01589
173,1.08324,1.03731
174,1.05945,1.03943
175,1.05945,1.03943
176,1.06327,1.05276
177,1.04117,1.06025
178,1.04117,1.06025
179,1.0231,1.06295
180,1.02047,1.07248
181,1.03648,1.05716
182,1.0529,1.05253
183,1.04107,1.04683
184,1.04676,1.04953
185,1.04676,1.04953
186,1.06275,1.0378
187,1.05952,1.02521
188,1.08947,1.02092
189,1.09054,1.01282
190,1.08656,1.02312
191,1.0485,1.02614
192,1.05671,1.04262
193,1.04969,1.03902
194,1.04475,1.03871
195,1.0481,1.03295
196,1.04866,1.03409
197,1.03952,1.04311
198,1.05033,1.03484
199,1.04816,1.03396
200,1.04458,1.03391
201,1.04321,1.05207
202,1.0373,1.02914
203,1.04668,1.04
204,1.04924,1.03882
205,1.05403,1.02314
206,1.05135,1.04504
207,1.05135,1.04504
208,1.0417,1.04843
209,1.0382,1.05032
210,1.02302,1.0541
211,1.03247,1.0528
212,1.03838,1.03658
213,1.05181,1.05223
214,1.0325,1.05354
215,1.03148,1.05556
216,1.00989,1.06498
217,1.03594,1.06373
218,1.03074,1.0645
219,1.03189,1.05881
220,1.04014,1.04427
221,1.05396,1.06056
222,1.0569,1.04611
223,1.04021,1.06419
224,1.03746,1.04689
225,1.07047,1.04518
226,1.03797,1.05651
227,1.03797,1.05651
228,1.04157,1.05832
229,1.04157,1.05832
230,1.02832,1.05316
231,1.02959,1.06123
232,1.04373,1.05936
233,1.02325,1.05361
234,1.02434,1.05459
235,1.04156,1.06212
236,1.02367,1.04903
237,1.01866,1.06677
238,1.01616,1.05423
239,1.0043,1.06645
240,0.998251,1.06589
241,0.997821,1.06203
242,1.00835,1.05149
243,1.03816,1.04585
244,1.02667,1.05021
245,1.03152,1.03353
246,1.03794,1.04516
247,1.02556,1.05018
248,1.04214,1.0566
249,1.02682,1.03813
250,1.05481,1.05685
251,1.03356,1.0321
252,1.0262,1.05138
253,1.04005,1.04578
254,1.06115,1.039
255,1.05389,1.03441
256,1.05806,1.03342
257,1.05234,1.03628
258,1.06322,1.03484
259,1.04719,1.04589
260,1.05598,1.0441
261,1.05999,1.03822
262,1.05468,1.04407
263,1.06199,1.0328
264,1.08055,1.03964
265,1.07904,1.03701
266,1.05234,1.04783
267,1.0461,1.05424
268,1.04325,1.05355
269,1.0641,1.04323
270,1.0485,1.05456
271,1.06166,1.04288
272,1.05899,1.0451
273,1.1036,1.03804
274,1.08676,1.03343
275,1.08694,1.02232
276,1.08599,1.04103
277,1.085,1.04792
278,1.0499,1.05855
279,1.06284,1.0578
280,1.02131,1.06097
281,1.02131,1.06097
282,1.04774,1.06238
283,1.04774,1.06238
284,1.03575,1.05741
285,1.01932,1.07594
286,1.01814,1.08204
287,1.01498,1.08013
288,1.02658,1.07689
289,1.02658,1.07689
290,1.01809,1.07715
291,1.01865,1.07808
