MDTU,plaq,Re(det),Im(det),link
1,1.04685,0.57584,0.166899,0.154267
2,1.06593,0.599005,0.201796,0.178193
3,1.03091,0.559643,0.205623,0.186911
4,1.03175,0.566864,0.217117,0.198026
5,1.02115,0.553636,0.216538,0.208549
6,0.997711,0.531304,0.211996,0.207059
7,1.01716,0.542109,0.222493,0.205393
8,0.99495,0.520407,0.21444,0.203447
9,1.01073,0.537276,0.220564,0.20253
10,0.993099,0.517536,0.216476,0.204991
11,1.01861,0.540035,0.225411,0.207254
12,1.01861,0.540035,0.225411,0.207254
13,1.01861,0.540035,0.225411,0.207254
14,0.995765,0.518907,0.215045,0.208262
15,0.998833,0.52859,0.22062,0.211255
16,1.00227,0.532662,0.218979,0.208616
17,0.988614,0.517123,0.212759,0.205389
18,0.997261,0.522954,0.217683,0.205162
19,1.00093,0.529023,0.218349,0.211924
20,0.986577,0.512931,0.210659,0.211117
21,0.99601,0.528567,0.220218,0.213049
22,0.999856,0.533885,0.219261,0.219288
23,0.999488,0.531363,0.222125,0.221981
24,1.00347,0.540813,0.220932,0.222216
25,0.995469,0.525398,0.222633,0.216987
26,0.992822,0.52714,0.218043,0.216327
27,0.993606,0.529655,0.220431,0.21743
28,0.990499,0.523924,0.218866,0.210781
29,0.992045,0.525221,0.215497,0.212173
30,0.998386,0.530187,0.215604,0.21199
31,0.990189,0.524136,0.217609,0.213843
32,1.00439,0.532374,0.218561,0.212163
33,0.991476,0.517605,0.216996,0.212197
34,0.998946,0.523149,0.217066,0.211811
35,0.992847,0.52012,0.218578,0.212749
36,1.0087,0.535065,0.223553,0.210496
37,0.995852,0.52334,0.214536,0.213
38,1.0029,0.534658,0.218573,0.212799
39,0.99512,0.526125,0.220171,0.207159
40,0.995849,0.526506,0.217566,0.206718
41,0.996101,0.525556,0.217109,0.207247
42,0.989968,0.522017,0.218665,0.209304
43,0.993556,0.522927,0.217173,0.213928
44,0.995572,0.52638,0.219642,0.211038
45,0.993018,0.525675,0.217832,0.209841
46,0.987905,0.52055,0.216226,0.207461
47,1.00025,0.534669,0.222687,0.210454
48,0.987764,0.521582,0.217115,0.207479
49,0.991171,0.528848,0.21993,0.210276
50,0.989976,0.523597,0.215782,0.20859
51,0.986567,0.517696,0.218032,0.211505
52,1.00219,0.536992,0.22061,0.210909
53,0.99505,0.524795,0.21472,0.211097
54,0.987576,0.523109,0.216985,0.210088
55,1.00139,0.535536,0.22354,0.21523
56,0.979877,0.507928,0.212593,0.212056
57,1.00014,0.530885,0.223246,0.214832
58,0.985112,0.515553,0.214021,0.208542
59,0.984992,0.521011,0.217083,0.210527
60,0.987523,0.522612,0.21707,0.211557
61,0.991389,0.529868,0.218739,0.213839
62,0.98729,0.52717,0.219661,0.212949
63,0.991173,0.526239,0.22242,0.211291
64,0.986583,0.523197,0.220404,0.210189
65,0.988235,0.522698,0.217244,0.208671
66,0.984899,0.515053,0.216811,0.207991
67,0.992836,0.525856,0.220157,0.211605
68,0.988269,0.524062,0.218967,0.213437
69,0.993465,0.529162,0.219546,0.215868
70,0.988837,0.52139,0.215367,0.217003
71,1.00102,0.534973,0.224283,0.212603
72,1.00102,0.534973,0.224283,0.212603
73,0.982224,0.510075,0.212897,0.209578
74,0.996532,0.525912,0.219894,0.204448
75,0.989663,0.519102,0.215249,0.206954
76,0.997735,0.525476,0.219431,0.211924
77,1.00236,0.530408,0.218397,0.215857
78,1.00597,0.535269,0.220587,0.214127
79,0.993521,0.531441,0.221873,0.212807
80,0.995913,0.529409,0.220862,0.212209
81,0.989184,0.517676,0.220141,0.211923
82,0.996688,0.530843,0.224108,0.218332
83,0.992559,0.520681,0.217825,0.214334
84,1.00514,0.539317,0.224199,0.22082
85,0.991787,0.523445,0.217743,0.212309
86,0.993369,0.522063,0.217907,0.211735
87,0.995142,0.529007,0.221764,0.218821
88,0.995473,0.522145,0.217092,0.215704
89,1.00252,0.531072,0.222523,0.212848
90,0.991453,0.522673,0.217482,0.210072
91,0.998178,0.530464,0.217756,0.216947
92,1.00283,0.530494,0.221079,0.214296
93,0.999048,0.527222,0.217555,0.214248
94,0.992978,0.522255,0.216561,0.213305
95,1.00038,0.524427,0.218226,0.210313
96,0.999224,0.534568,0.220369,0.214933
97,0.994663,0.522616,0.215567,0.212514
98,0.999523,0.53264,0.21815,0.215277
99,0.996968,0.528701,0.217655,0.213486
100,0.986529,0.513512,0.213767,0.211541
101,0.986529,0.513512,0.213767,0.211541
102,0.988855,0.517224,0.215205,0.210209
103,0.999604,0.52861,0.221462,0.213369
104,0.999604,0.52861,0.221462,0.213369
105,0.986502,0.516066,0.217807,0.2129
106,0.997569,0.528338,0.221297,0.214168
107,1.00136,0.530067,0.223553,0.209705
108,0.996792,0.528043,0.218151,0.212245
109,1.00004,0.528184,0.214816,0.211206
110,0.995057,0.517619,0.216659,0.205057
111,0.995532,0.519943,0.216215,0.20708
112,0.999355,0.529248,0.221825,0.210422
113,0.990003,0.517816,0.214916,0.213312
114,0.994406,0.532199,0.219475,0.212753
115,0.98902,0.5262,0.217483,0.210749
116,0.992954,0.527146,0.215483,0.214705
117,0.988516,0.523527,0.213515,0.210118
118,0.992468,0.527991,0.217762,0.214332
119,0.992468,0.527991,0.217762,0.214332
120,0.993375,0.531274,0.21941,0.209169
121,0.992095,0.53,0.220491,0.214673
