t,e^(-dS)
1,120.904
2,4.72563
3,1.36424
4,1.58202
5,1.38389
6,1.03329
7,1.30005
8,1.0189
9,1.04336
10,1.06094
11,1.2766
12,0.854619
13,0.885237
14,1.07167
15,0.796761
16,0.937358
17,1.02337
18,1.02743
19,1.05621
20,0.940184
21,0.969669
22,0.93441
23,0.95403
24,0.801637
25,1.0052
26,1.15986
27,0.897807
28,0.817749
29,0.754802
30,1.02867
31,0.719715
32,1.14099
33,1.16381
34,1.04951
35,0.977781
36,0.884706
37,0.953553
38,1.03684
39,0.985614
40,0.883203
41,1.18958
42,0.95886
43,1.05421
44,1.1275
45,0.969156
46,1.09882
47,1.131
48,0.984068
49,1.04076
50,0.908228
51,0.974208
52,1.15766
53,0.898975
54,1.2482
55,1.13963
56,1.1155
57,0.972787
58,1.05143
59,0.917319
60,0.92307
61,1.04284
62,0.968139
63,1.23195
64,1.17798
65,0.859418
66,0.927808
67,0.963397
68,0.941087
69,0.911841
70,1.07445
71,0.846623
72,1.09227
73,0.940823
74,1.23565
75,0.758434
76,0.934195
77,1.03917
78,1.34555
79,0.878798
80,0.978416
81,0.844847
82,0.963387
83,1.00926
84,1.00217
85,0.973235
86,0.958918
87,0.786785
88,1.13066
89,0.850441
90,1.12693
91,1.01349
92,0.944547
93,0.868489
94,0.855901
95,1.00299
96,1.04923
97,1.19614
98,1.03622
99,1.05869
100,0.971543
101,1.11349
102,0.967384
103,1.19782
104,0.882409
105,1.05211
106,1.0878
107,0.820534
108,0.99347
109,1.07558
110,1.00025
111,1.07513
112,1.02889
113,1.08609
114,1.02781
115,1.13928
116,1.20756
117,0.895297
118,1.13655
119,0.983567
120,0.922941
121,1.09188
122,0.843749
123,1.00772
124,0.937133
125,1.27775
126,0.93599
127,1.11438
128,0.967084
129,1.05528
130,0.905055
131,1.12378
132,1.07237
133,1.10032
134,1.01129
135,0.968836
136,0.933504
137,1.262
138,0.838786
139,1.05412
140,1.09318
141,0.954469
142,1.01924
143,1.04972
144,1.01998
