t,walltime
10,30.83
20,38.32
30,38.92
40,42.86
50,61.53
60,40.46
70,37.79
80,45.45
90,44.49
100,47.01
110,40.95
120,37.96
130,36.88
140,39.99
150,39.73
160,36.27
170,38.35
180,38.54
190,37.53
200,38.43
210,37.47
220,39.91
230,42.36
240,40.94
250,37.35
260,37.88
270,39.65
280,42.65
290,38.64
300,40.25
310,36.39
320,35.8
330,40.84
340,58.46
350,42.91
360,37.83
370,38.97
380,39.76
390,40.95
400,41.23
410,41.64
420,44.93
430,37.74
440,38.08
450,42.73
460,42.17
470,46.28
480,41.44
490,40.74
500,39.03
510,36.13
520,35.91
530,36.47
540,37.39
550,37.87
560,47.65
570,41.92
580,44.26
590,40.14
600,45.01
610,46.35
620,41.77
630,38.86
640,42.75
650,35.63
660,40.05
670,39.24
680,45.45
690,38.64
700,40.86
710,40.09
720,41.91
730,42.42
740,39.18
750,40.82
760,38.4
770,39.6
780,38.87
790,41.32
800,45.38
810,40.86
820,42.11
830,40.41
840,39.44
850,38.02
860,39.28
870,37.69
880,41.47
890,48.06
900,39.02
910,37.42
920,44.97
930,41.85
940,39.4
950,38.25
960,37.54
970,36.01
980,40.56
990,42.16
1000,43.65
1010,42.48
1020,39.72
1030,40.1
1040,40.76
1050,42.68
1060,46.54
1070,41.46
1080,39.43
1090,46.3
1100,50.46
1110,40.14
1120,43.45
1130,37.37
1140,42.31
1150,40.57
1160,43.19
1170,50.17
1180,45.28
1190,44.6
1200,38.71
1210,50.09
1220,39.08
1230,40.87
1240,55.64
1250,50.42
1260,45.98
1270,44.43
1280,37.41
1290,39.14
1300,44.17
1310,41.71
1320,39.76
1330,38.44
1340,36.51
1350,34.11
1360,37.62
1370,40.18
1380,35.21
1390,36.49
1400,37.89
1410,34.63
1420,35.65
1430,35.9
1440,37.59
1450,36.78
1460,38.61
1470,36.91
1480,38.34
1490,44.33
1500,42.75
1510,38.23
1520,34.96
1530,34.31
1540,39.62
1550,36.77
1560,35.69
1570,37.84
1580,39.87
1590,36.1
1600,34.07
1610,36.17
1620,36.9
1630,34.64
1640,37.25
1650,38.15
1660,41.32
1670,35.2
1680,37.35
1690,38.41
1700,37.31
1710,41.26
1720,39.28
1730,34.57
1740,44.96
1750,38.55
1760,38.74
1770,40.21
1780,36.16
1790,37.44
1800,40.48
1810,40.2
1820,40.28
1830,37.98
1840,35.53
1850,35.35
1860,33.83
1870,33.48
1880,33.89
1890,35.02
1900,34.15
1910,36.03
1920,33.64
1930,38.09
1940,37.02
1950,35.3
1960,33.61
1970,37.64
1980,35.97
1990,39.48
2000,37.11
2010,35.42
2020,35.35
2030,35.52
2040,39.73
2050,45.19
2060,39.44
2070,35.45
2080,34.54
2090,37.93
2100,35.86
2110,39.24
2120,37.86
2130,39.17
2140,34.55
2150,34.23
2160,40.53
2170,37.07
2180,36.36
