MDTU,S_F
1,0.982507
2,0.993376
3,1.00377
4,0.999509
5,1.00389
6,0.999964
7,0.99659
8,1.00304
9,0.999829
10,0.99918
11,1.00155
12,0.998721
13,0.99903
14,0.998551
15,0.998237
16,1.00006
17,0.995624
18,1.00192
19,0.998881
20,0.992822
21,0.995904
22,0.999253
23,0.999351
24,1.00412
25,1.00156
26,0.994887
27,0.994722
28,1.00036
29,0.992949
30,1.00309
31,0.99848
32,1.00312
33,0.997763
34,1.00232
35,0.999313
36,1.0005
37,0.998788
38,1.00376
39,0.994838
40,0.996541
41,1.00212
42,1.00323
43,0.99487
44,1.00096
45,1.00315
46,0.997568
47,0.998192
48,1.00127
49,1.0002
50,0.997956
51,1.00209
52,0.998746
53,1.00059
54,0.994491
55,0.999739
56,0.996731
57,0.999178
58,0.994988
59,0.995432
60,1.00366
61,1.00064
62,1.00348
63,0.998633
64,0.997487
65,0.9993
66,0.99654
67,0.998731
68,1.00225
69,1.00079
70,0.995372
71,1.00408
72,1.0014
73,1.00496
74,0.997454
75,1.00045
76,1.00459
77,1.00503
78,0.996966
79,1.00228
80,1.00117
81,1.00262
82,0.999178
83,0.99628
84,1.00093
85,1.00079
86,1.00028
87,0.994357
88,0.997805
89,0.997748
90,1.00008
91,0.998394
92,1.00011
93,1.00046
94,1.00076
95,1.00274
96,0.998114
97,1.00575
98,0.998385
99,0.999523
100,1.00081
101,1.00023
102,1.00154
103,1.00115
104,0.99705
105,0.99995
106,0.998829
107,1.0024
108,0.999519
109,0.99885
110,0.99771
111,0.997729
112,0.995919
113,0.998729
114,0.996261
115,1.00015
116,1.00342
117,0.998643
118,1.0015
119,1.0019
120,0.998318
121,1.00548
122,0.997867
123,0.99989
124,0.999441
125,0.997819
126,0.999671
127,0.999507
128,0.998814
129,0.997346
130,1.00355
131,1.00129
132,1.00195
133,0.999882
134,1.00077
135,0.997018
136,1.00734
137,0.999356
138,0.996599
139,1.0016
140,1.00102
141,1.00009
142,1.00039
143,0.99969
144,0.99916
145,0.997965
146,0.999819
147,1.005
148,1.00146
149,1.00163
150,0.9998
151,0.996468
152,0.999573
153,1.0047
154,1.0032
155,1.00329
156,1.002
157,0.998664
158,0.994637
159,1.00133
160,0.999962
161,1.0022
162,0.999144
163,0.995044
164,0.998193
165,0.999232
166,1.00085
167,1.00218
168,1.00109
169,0.99716
170,1.0005
171,1.00187
172,1.00155
173,0.999902
174,0.999838
175,1.00021
176,0.995944
177,0.999421
178,0.996299
179,0.998951
180,0.997648
181,0.999683
182,0.997708
183,0.996841
184,0.997722
185,0.998374
186,1.00041
187,1.00463
188,0.997523
189,0.996273
190,1.00063
191,0.997274
192,1.00026
193,0.995977
194,0.998825
195,0.999852
196,1.00171
197,0.994473
198,0.999001
199,0.99562
200,1.00027
201,0.996751
202,0.995067
203,1.00012
204,1.00066
205,1.00085
206,0.997617
207,1.00131
208,0.999324
209,0.997509
210,0.997053
211,1.00075
212,1.00589
213,1.00043
214,1.00302
215,1.00035
216,1.00447
217,0.995162
218,0.998883
219,1.00196
220,1.00111
221,0.997563
222,1.00463
223,0.998667
224,1.00334
225,1.0058
226,1.00097
227,0.993954
228,0.99897
229,0.998747
230,1.00226
231,0.997337
232,0.999833
233,0.998657
234,0.998059
235,0.997282
236,0.998002
237,0.996985
238,1.0013
239,1.00122
240,1.00121
241,1.0007
242,0.999514
243,1.00307
244,0.996862
245,0.996824
246,0.995069
247,1.00302
248,1.00517
249,0.998028
250,0.998484
251,0.998612
252,1.0009
253,1.00252
254,1.00374
255,1.0015
256,1.00121
257,0.995042
258,0.997554
259,0.999943
260,1.00399
261,0.996578
262,1.00002
263,1.00209
264,0.997301
265,1.00153
266,0.997204
267,0.998384
268,0.995312
269,0.999079
270,1.001
271,1.00152
272,1.00063
273,1.00025
274,0.997475
275,0.999028
276,0.997933
277,1.00826
278,0.999708
279,1.00027
280,0.998461
281,0.999998
282,1.00463
283,1.00233
284,1.00146
285,0.998396
286,1.00166
287,1.00473
288,0.998644
289,1.00062
290,1.00176
291,0.999359
292,1.00323
293,0.998463
294,1.00206
295,1.0028
296,1.0014
297,1.00073
298,0.996343
299,0.999124
300,1.00031
301,1.00095
302,1.00032
303,1.00056
304,1.00105
305,1.00102
306,0.996872
307,1.00423
308,1.00098
309,1.00331
310,0.998629
311,0.999277
312,1.00291
313,1.00158
314,1.0007
315,1.00274
316,1.00331
317,0.993785
318,1.0052
319,1.00587
320,1.00202
321,0.997904
322,1.00367
323,1.00018
324,1.00081
325,1
326,0.997226
327,1.00013
328,0.998092
329,1.00088
330,1.00154
331,0.999596
332,0.997665
333,1.00114
334,0.998364
335,1.0055
336,1.00061
337,1.00075
338,0.995741
339,1.00606
340,1.00233
341,1.00591
342,0.997714
343,1.0023
344,1.00088
345,1.00334
346,0.994473
347,1.00646
348,0.99968
349,0.999622
350,1.00106
351,1.0003
352,1.00014
353,0.993629
354,1.00126
355,0.999849
356,0.999518
357,0.997447
358,1.00139
359,1.00108
360,0.996314
361,1.00643
362,0.998785
363,1.00103
364,0.997639
365,1.00169
366,0.997834
367,1.00389
368,0.998037
369,0.99876
370,0.998849
371,0.995489
372,0.998778
373,1.00069
374,0.999175
375,1.00096
376,1.00046
377,1.00048
378,1.00007
379,1.00035
380,1.0023
381,1.00061
382,1.00089
383,1.00203
384,0.998723
385,0.999631
386,0.997914
387,0.997583
388,1.0036
389,1.00225
390,1.00089
391,0.997838
392,0.999271
393,0.998705
394,1.00112
395,1.00186
396,0.999999
397,0.998283
398,1.00157
399,1.00205
400,1.00165
401,1.0064
402,0.999195
403,0.998909
404,0.997581
405,1.00299
406,0.999818
407,1.00245
408,1.00403
409,1.00069
410,0.996887
411,0.998326
412,0.996395
413,1.00462
414,0.995973
415,1.00605
416,1.00106
417,1.00153
418,1.00381
419,0.995623
420,1.00064
421,1.00049
422,1.00282
423,0.996655
424,1.00353
425,0.993627
426,1.00202
427,1.00162
428,1.00029
429,1.00268
430,1.00217
431,1.00045
432,1.00107
433,1.00317
434,0.998999
435,1.0022
436,0.994598
437,1.00159
438,0.998167
439,0.998666
440,1.00231
441,1.00235
442,1.00444
443,1.00583
444,0.997542
445,1.00025
446,0.998248
447,1.00204
448,0.999077
449,1.00372
450,0.995693
451,0.995509
452,0.999773
453,1.00068
454,1.00276
455,0.996206
456,1.0006
457,1.00372
458,1.00236
459,1.00093
460,1.00092
461,0.998864
462,1.00266
463,0.999507
464,0.99923
465,1.00264
466,1.00101
467,0.999958
468,0.998884
469,1.00064
470,1.00061
471,0.999835
472,0.998127
473,1.0027
474,0.997929
475,1.00142
476,1.00073
477,1.00388
478,0.997758
479,1.00137
480,1.00291
481,0.997502
482,1.00215
483,0.998722
484,0.999738
485,1.00088
486,0.996157
487,0.996799
488,0.999522
489,0.998558
490,1.00161
491,1.00132
492,1.00218
493,0.998257
494,1.00031
495,1.00405
496,1.00517
497,1.00005
498,0.995758
499,1.0008
500,0.999419
501,0.999161
502,1.00865
503,0.999701
504,0.998665
505,1.00049
506,1.00329
507,0.996669
508,1.00078
509,1.00445
510,0.999235
511,0.998525
512,0.994563
513,0.996652
514,1.00166
515,1.00432
516,0.998834
517,1.00222
518,0.998585
519,0.997497
520,1.00299
521,0.998522
522,1.00019
523,1.00599
524,0.999668
525,1.00045
526,1.00164
527,1.00164
528,1.00241
529,1.00699
530,0.997558
531,0.996192
532,1.00152
533,0.997781
534,0.998475
535,0.998197
536,0.995495
537,0.999853
538,1.00057
539,1.00526
540,0.999132
541,1.00103
542,0.999711
543,1.00006
544,0.999657
545,0.99978
546,0.995871
547,1.00058
548,0.998811
549,1.00023
550,1.00504
551,1.00209
552,0.996698
553,1.00002
554,0.998854
555,0.998576
556,1.00688
557,0.997964
558,1.00035
559,1.00163
560,0.998149
561,0.994987
562,0.998632
563,1.00268
564,0.996081
565,1.00102
566,1.0027
