MDTU,min_width,max_width
1,0.106881,0.0735919
2,0.124124,0.0835741
3,0.135705,0.0883457
4,0.143225,0.0911871
5,0.149282,0.0943383
6,0.153324,0.094804
7,0.153866,0.0956569
8,0.159074,0.095643
9,0.155648,0.0947625
10,0.159819,0.0953677
11,0.159387,0.0968773
12,0.159387,0.0968773
13,0.16078,0.0985872
14,0.158953,0.097549
15,0.158953,0.097549
16,0.158272,0.0967635
17,0.158853,0.097201
18,0.159178,0.0960101
19,0.159049,0.0971692
20,0.161149,0.0967613
21,0.161222,0.0980362
22,0.157052,0.096461
23,0.158328,0.0974496
24,0.15439,0.0962105
25,0.158333,0.0974839
26,0.15552,0.0968404
27,0.15552,0.0968404
28,0.157744,0.0968063
29,0.158178,0.0971267
30,0.157843,0.0977772
31,0.157843,0.0977772
32,0.160251,0.0984475
33,0.1607,0.0973767
34,0.160117,0.0971846
35,0.159688,0.0982763
36,0.159327,0.0966154
37,0.158176,0.0960538
38,0.157549,0.0975294
39,0.158045,0.0970675
40,0.158386,0.0970029
41,0.160657,0.0966533
42,0.159204,0.0976783
43,0.15917,0.0977468
44,0.161742,0.0978537
45,0.159331,0.0975864
46,0.161851,0.0981182
47,0.163613,0.0965806
48,0.162903,0.0966697
49,0.16139,0.0978679
50,0.165778,0.0962181
51,0.162558,0.0972917
52,0.16233,0.0956993
53,0.163109,0.0979962
54,0.163405,0.0968673
55,0.164437,0.0972195
56,0.162631,0.0987146
57,0.16015,0.0965793
58,0.162925,0.0963873
59,0.164459,0.0968957
60,0.163076,0.0980535
61,0.166002,0.097974
62,0.167051,0.0988778
63,0.164137,0.0979232
64,0.167335,0.0974959
65,0.165356,0.0965134
66,0.165836,0.0971484
67,0.168379,0.0980721
68,0.165837,0.0965333
69,0.164451,0.0974914
70,0.164219,0.0959563
71,0.161062,0.0968434
72,0.159119,0.0970148
73,0.161741,0.0971889
74,0.163568,0.0973262
75,0.158713,0.0953744
76,0.156338,0.0959764
77,0.159926,0.0970828
78,0.163055,0.0974856
79,0.161067,0.0986351
80,0.160829,0.0972437
81,0.160829,0.0972437
82,0.157696,0.0984049
83,0.159724,0.0962807
84,0.158632,0.0965715
85,0.160419,0.097121
86,0.16057,0.0976385
87,0.160518,0.0973903
88,0.16028,0.0976684
89,0.16117,0.0988468
90,0.160387,0.097425
91,0.159408,0.0983705
92,0.159273,0.0956931
93,0.159273,0.0956931
94,0.158396,0.0975333
95,0.15798,0.0969002
96,0.158083,0.0968503
97,0.159402,0.0968429
98,0.156425,0.0970397
99,0.158665,0.0981564
100,0.157503,0.0981614
101,0.158349,0.0985628
102,0.161022,0.0980057
103,0.156658,0.0964573
104,0.156658,0.0964573
105,0.160619,0.0979131
106,0.159875,0.0969198
107,0.161033,0.0980432
108,0.15749,0.0962215
109,0.159233,0.097065
110,0.158412,0.0956359
111,0.158067,0.097617
112,0.157917,0.0982848
113,0.161645,0.100021
114,0.16012,0.0962784
115,0.158488,0.097115
116,0.162426,0.0975101
117,0.155285,0.0972965
118,0.15792,0.0957608
119,0.162215,0.0976437
120,0.16144,0.0982493
121,0.158306,0.0979287
122,0.15765,0.0972775
123,0.158741,0.0966727
124,0.162734,0.0985602
125,0.159805,0.0964445
126,0.157397,0.0977838
127,0.159064,0.0981871
128,0.160588,0.0982122
129,0.159911,0.0981899
130,0.159117,0.0970917
131,0.156243,0.095867
132,0.158603,0.0971897
133,0.160259,0.0978982
134,0.159283,0.0972595
135,0.156837,0.0972033
136,0.161111,0.096961
137,0.160297,0.0983609
138,0.159495,0.0979755
139,0.15832,0.0968036
140,0.158537,0.0959714
141,0.158314,0.0965647
142,0.157317,0.0983165
143,0.159189,0.0978159
144,0.160023,0.0973889
145,0.159066,0.0965243
146,0.157073,0.0975454
147,0.158017,0.0967316
148,0.159793,0.0975905
149,0.158317,0.0973679
150,0.155231,0.0970205
151,0.159277,0.0972863
152,0.160202,0.0984252
153,0.157947,0.0977134
154,0.161529,0.097791
155,0.161638,0.0980636
156,0.163052,0.0973546
157,0.1615,0.0978615
158,0.160253,0.0960541
159,0.16248,0.0976481
160,0.158024,0.096582
161,0.159522,0.0968695
162,0.158504,0.0959008
163,0.158903,0.0977034
164,0.158002,0.0989763
165,0.160809,0.0984042
166,0.159721,0.0979244
167,0.154812,0.0961256
168,0.159359,0.0965584
169,0.158358,0.0974482
170,0.157516,0.0970113
171,0.157305,0.0986809
172,0.154954,0.0963538
173,0.157487,0.0983882
174,0.160782,0.0968103
175,0.156252,0.0966083
176,0.158839,0.0963638
177,0.157117,0.0962026
178,0.156104,0.0982597
179,0.157645,0.096666
180,0.157256,0.0976064
181,0.15954,0.0971913
182,0.159728,0.0954387
183,0.159066,0.0976699
184,0.158573,0.0954544
185,0.158573,0.0954544
186,0.154864,0.0963214
187,0.160527,0.0972174
188,0.158685,0.0982538
189,0.155845,0.0968284
190,0.159133,0.0972775
191,0.159167,0.0985455
