ReTr(Lx),ReTr(Ly),ImTr(Lx),ImTr(Ly)
1.29974,0.0067802,null,null,null
1.39754,null,-0.134343,null,null
1.48304,0.124936,null,null,null
1.58394,null,0.20778,null,null
1.40466,-0.261536,null,null,null
1.32069,null,-0.0816745,null,null
1.25152,-0.104722,null,null,null
1.2762,null,-0.610155,null,null
1.11669,-0.293185,null,null,null
0.95319,null,-0.850795,null,null
0.889175,0.00244378,null,null,null
0.933185,null,-0.648065,null,null
1.11902,0.192287,null,null,null
0.946955,null,-0.544995,null,null
0.84141,0.217099,null,null,null
1.18769,null,-0.67783,null,null
1.10251,0.222504,null,null,null
0.865185,null,-0.355893,null,null
1.04503,0.14943,null,null,null
0.862685,null,-0.144418,null,null
1.09028,-0.0467187,null,null,null
0.736745,null,-0.51896,null,null
1.09028,-0.0467187,null,null,null
0.736745,null,-0.51896,null,null
0.81804,0.0221303,null,null,null
0.689915,null,-0.56731,null,null
0.87234,0.0484527,null,null,null
0.538995,null,-0.224517,null,null
0.87234,0.0484527,null,null,null
0.538995,null,-0.224517,null,null
1.02243,-0.00406597,null,null,null
0.621155,null,-0.314626,null,null
0.72643,0.0318023,null,null,null
0.76897,null,-0.34473,null,null
0.79012,0.0560125,null,null,null
0.896085,null,-0.31979,null,null
0.472091,-0.204079,null,null,null
0.433405,null,-0.262049,null,null
0.516345,-0.321046,null,null,null
0.544775,null,-0.092916,null,null
0.519495,-0.0821055,null,null,null
0.508385,null,-0.238432,null,null
0.62779,-0.21168,null,null,null
0.522105,null,0.073252,null,null
0.5668,-0.407751,null,null,null
0.71766,null,-0.0487335,null,null
0.736665,-0.247675,null,null,null
0.642925,null,-0.0914335,null,null
0.474214,-0.290575,null,null,null
0.79937,null,-0.268075,null,null
0.44992,-0.282788,null,null,null
0.70177,null,0.0174192,null,null
0.44992,-0.282788,null,null,null
0.70177,null,0.0174192,null,null
0.47404,-0.144228,null,null,null
0.64559,null,0.0571955,null,null
0.429248,-0.25141,null,null,null
0.828775,null,-0.0262213,null,null
0.453699,-0.423067,null,null,null
0.780145,null,0.0183144,null,null
0.453699,-0.423067,null,null,null
0.780145,null,0.0183144,null,null
0.298244,-0.531875,null,null,null
0.675105,null,0.11678,null,null
0.54322,-0.475094,null,null,null
0.76815,null,0.344868,null,null
0.463164,-0.601705,null,null,null
0.76315,null,0.542735,null,null
0.311801,-0.60675,null,null,null
0.815375,null,0.820385,null,null
0.482255,-0.75218,null,null,null
0.540245,null,0.468562,null,null
0.25886,-0.717655,null,null,null
0.599535,null,0.547255,null,null
0.463772,-0.58517,null,null,null
0.70832,null,0.327304,null,null
0.341237,-0.64138,null,null,null
0.64551,null,0.65319,null,null
0.266507,-0.419345,null,null,null
0.68972,null,0.26906,null,null
0.545125,-0.55697,null,null,null
0.559175,null,0.245488,null,null
0.4371,-0.54043,null,null,null
0.485922,null,0.301071,null,null
0.54685,-0.5244,null,null,null
0.54864,null,0.568935,null,null
0.178998,-0.70646,null,null,null
0.441802,null,0.361526,null,null
0.062756,-0.619715,null,null,null
0.61753,null,0.542185,null,null
0.262605,-0.845185,null,null,null
0.66266,null,0.62578,null,null
0.209545,-0.847635,null,null,null
0.52836,null,0.82428,null,null
0.0373085,-0.77736,null,null,null
0.970925,null,0.687155,null,null
0.153192,-0.61623,null,null,null
0.72428,null,0.94957,null,null
0.0295606,-0.928095,null,null,null
0.69984,null,1.04089,null,null
0.241951,-1.05387,null,null,null
0.472301,null,0.90672,null,null
0.0964375,-0.995525,null,null,null
0.64168,null,0.664625,null,null
0.30058,-0.77372,null,null,null
0.814055,null,0.472891,null,null
0.34447,-0.921885,null,null,null
0.828475,null,0.655715,null,null
0.334799,-0.6892,null,null,null
0.58375,null,0.492196,null,null
0.247213,-0.70881,null,null,null
0.564,null,0.726405,null,null
0.302978,-0.84296,null,null,null
0.453638,null,0.821865,null,null
0.00372812,-0.981705,null,null,null
0.320454,null,0.52794,null,null
0.143786,-1.01008,null,null,null
0.070916,null,0.569055,null,null
0.365843,-0.83269,null,null,null
0.437982,null,0.741545,null,null
0.30508,-0.838825,null,null,null
0.291226,null,0.581125,null,null
0.317205,-0.80791,null,null,null
0.278842,null,0.589785,null,null
0.411062,-0.73468,null,null,null
-0.182846,null,0.73328,null,null
0.454839,-0.8814,null,null,null
0.148118,null,0.789735,null,null
0.57771,-0.7596,null,null,null
0.305172,null,0.69298,null,null
0.430038,-1.11217,null,null,null
0.240476,null,0.66457,null,null
0.197343,-0.84704,null,null,null
0.116732,null,0.90613,null,null
0.294223,-0.712995,null,null,null
0.086157,null,0.97584,null,null
