MDTU,0,2,4,6,8,10
10,15.228762,15.187175,15.168491,15.068,14.99532,14.968688
20,15.129693,14.97857,14.968879,14.955969,14.868225,14.831344
30,15.38968,15.365265,14.986663,14.944433,14.763033,14.733389
40,15.265915,15.126818,14.932948,14.915302,14.901027,14.881381
50,15.548766,15.418185,15.387573,15.371609,15.351769,15.28803
60,15.465279,15.317765,15.261444,15.218306,15.151995,15.099429
70,15.337888,15.290516,15.118852,15.07837,15.037854,15.016643
80,15.149268,15.04161,14.960537,14.868179,14.836331,14.80322
90,15.28433,15.047234,14.913064,14.892809,14.811748,14.78812
100,14.823588,14.818929,14.76899,14.628544,14.620605,14.580476
110,14.865285,14.810069,14.588129,14.537618,14.475104,14.414793
120,15.668888,15.409862,14.834216,14.746545,14.632293,14.614882
130,14.761432,14.691062,14.657846,14.620979,14.59866,14.553362
140,15.002835,14.967596,14.954313,14.930785,14.723931,14.589016
150,14.974346,14.885529,14.826382,14.769507,14.763757,14.627902
160,15.308788,15.273675,15.18708,15.151577,15.095538,15.03777
170,14.930791,14.884175,14.844145,14.733047,14.620664,14.593331
180,14.688491,14.671692,14.641188,14.628388,14.625062,14.575043
190,14.956676,14.901283,14.840274,14.754154,14.743809,14.653251
200,15.031949,14.853633,14.752579,14.603757,14.485444,14.449804
210,15.04466,15.025599,14.713466,14.634368,14.617538,14.568024
220,14.873265,14.860377,14.831059,14.81389,14.761294,14.659825
230,15.198048,14.994497,14.832049,14.757977,14.661553,14.605923
240,15.360456,15.162701,15.022819,14.967081,14.898881,14.863958
250,15.085511,14.937941,14.734993,14.71575,14.654309,14.615215
260,15.157654,15.062702,14.838416,14.700521,14.645854,14.574818
270,15.159288,14.949604,14.833359,14.816561,14.815856,14.735075
280,15.222968,15.095226,15.054066,15.01951,14.86434,14.75172
290,15.068225,14.944829,14.795258,14.754385,14.691937,14.67001
300,15.198056,15.103283,15.090383,15.019088,14.95805,14.874548
310,14.835852,14.783038,14.754657,14.738879,14.702684,14.695249
320,14.919576,14.883527,14.819191,14.808709,14.79931,14.757654
330,14.760968,14.72404,14.718279,14.689926,14.684548,14.683171
340,15.093944,15.013239,14.707074,14.579585,14.578674,14.502055
350,14.803931,14.751074,14.699181,14.658526,14.646077,14.574382
360,14.951722,14.893096,14.839148,14.821797,14.714731,14.704944
370,14.770985,14.721639,14.664153,14.507086,14.486422,14.446067
380,15.070674,15.067727,15.003749,14.896233,14.701158,14.669514
390,14.837512,14.833511,14.816901,14.796755,14.776549,14.769517
400,15.103447,15.020865,14.976624,14.923241,14.904066,14.895058
410,15.656147,15.606372,15.122501,15.084073,14.978327,14.936727
