MDTU,0,2,4,6,8,10
10,0.001316711,0.0023480871,0.0032721874,0.0047411269,0.0052297667,0.005319605
20,0.0020609208,0.0025953112,0.0027769178,0.0041010296,0.0044196481,0.0056384721
30,0.0023765889,0.0032152137,0.0040800722,0.0046014985,0.005180236,0.0056938269
40,0.0010444112,0.001449858,0.0021815738,0.0027908388,0.0038090885,0.0049831326
50,0.0011905068,0.0021996103,0.0027788588,0.002962368,0.003804034,0.0042986217
60,0.0028390102,0.0040936252,0.0046329086,0.005155058,0.0063016184,0.0066958911
70,0.0025284252,0.0035153989,0.0044654406,0.0052231791,0.0057613308,0.0064207987
80,0.0014901189,0.0019386578,0.0023279098,0.0035218092,0.0044071381,0.0052340959
90,0.0018516444,0.0022111529,0.0023634551,0.0029216245,0.0042389861,0.0044521652
100,0.0014157483,0.0021613455,0.0025117609,0.0030837982,0.0042657986,0.0046425203
110,0.0018381934,0.0030326273,0.0037325694,0.0039149035,0.0044322429,0.0052244984
120,0.0032618669,0.0037252219,0.0042534103,0.005057976,0.0055261295,0.0064849693
130,0.0024090546,0.002627394,0.0027817877,0.0042998899,0.0059675329,0.0063298442
140,0.0015799446,0.001646665,0.0023697578,0.0025940142,0.0031475817,0.0038374275
150,0.0019936277,0.0024595106,0.0031074977,0.003996925,0.0047539927,0.0057351656
160,0.0027870177,0.0030602642,0.0049392985,0.0055352446,0.0061623446,0.0069008399
170,0.0023674797,0.0031184119,0.0036945368,0.0039965707,0.0046401141,0.0056622073
180,0.0027821461,0.003300247,0.0034365755,0.0048670604,0.0062851867,0.0065948258
190,0.0024409438,0.0029501522,0.0036127051,0.004439907,0.0048790045,0.0054327407
200,0.0014964503,0.0022530909,0.0030283365,0.0039367239,0.0045268216,0.0054637096
210,0.0022108252,0.0030338921,0.0034744239,0.0046550049,0.0050750507,0.0056951682
220,0.001232242,0.0015975823,0.0022108679,0.0024984616,0.0028188252,0.0036525089
230,0.0025234413,0.0029231825,0.0040272732,0.0046113837,0.005037583,0.0060535327
240,0.0017960607,0.0026476388,0.0031477803,0.0034987393,0.0040073246,0.0053358453
250,0.003037982,0.0032339252,0.004161835,0.0047936507,0.005976419,0.0060760678
260,0.0021823559,0.0023592209,0.0037745666,0.003959855,0.005060033,0.0061891118
270,0.0029076815,0.0034622399,0.0043886258,0.0050347232,0.0055638069,0.0062800647
280,0.0014955604,0.0022424083,0.0046056497,0.0052425235,0.0055558282,0.0067336494
290,0.0020192332,0.0032804447,0.0037492086,0.0042691462,0.0051592316,0.005841472
300,0.0021481465,0.0024408874,0.0034956215,0.0043135277,0.0051393973,0.0057378465
310,0.0030586765,0.0034110037,0.0038738736,0.0046351517,0.0060129384,0.0068049196
320,0.0022749518,0.0033325249,0.0038132994,0.0047960788,0.0056420791,0.0058742691
330,0.00078344179,0.00093229723,0.0012235036,0.0017455728,0.0030541301,0.0031354933
340,0.0018031069,0.0020840955,0.0034239997,0.0040272137,0.0043250488,0.0045426938
