MDTU,min_ave,max_ave
1,-0.117389,0.147175
2,-0.134674,0.164851
3,-0.15557,0.164934
4,-0.161856,0.168085
5,-0.17264,0.171058
6,-0.180337,0.166538
7,-0.179846,0.173146
8,-0.186782,0.169738
9,-0.181246,0.172601
10,-0.190038,0.169927
11,-0.18339,0.174103
12,-0.18339,0.174103
13,-0.185753,0.168093
14,-0.185825,0.170783
15,-0.185825,0.170783
16,-0.184816,0.171298
17,-0.188765,0.168117
18,-0.183191,0.170533
19,-0.190972,0.166237
20,-0.188731,0.166997
21,-0.185805,0.167389
22,-0.182738,0.169412
23,-0.185719,0.166745
24,-0.178901,0.168424
25,-0.188057,0.16515
26,-0.179232,0.170842
27,-0.179232,0.170842
28,-0.188143,0.163998
29,-0.186002,0.167222
30,-0.186002,0.168894
31,-0.186002,0.168894
32,-0.190024,0.168466
33,-0.186325,0.167548
34,-0.187423,0.167678
35,-0.187928,0.168963
36,-0.186931,0.170595
37,-0.185607,0.168448
38,-0.188506,0.167136
39,-0.189135,0.170174
40,-0.190262,0.16823
41,-0.185451,0.167669
42,-0.186895,0.168093
43,-0.186975,0.168937
44,-0.187812,0.167141
45,-0.188617,0.168489
46,-0.18937,0.1675
47,-0.185707,0.171273
48,-0.186376,0.168152
49,-0.188031,0.170862
50,-0.189109,0.17269
51,-0.190216,0.170417
52,-0.188834,0.172284
53,-0.193422,0.167329
54,-0.188515,0.170314
55,-0.191971,0.168312
56,-0.191213,0.171241
57,-0.188942,0.170766
58,-0.189928,0.170007
59,-0.189033,0.171485
60,-0.191972,0.173463
61,-0.190736,0.171418
62,-0.191774,0.170569
63,-0.191393,0.169599
64,-0.193315,0.172232
65,-0.191707,0.172479
66,-0.193689,0.171128
67,-0.195183,0.171626
68,-0.190621,0.172411
69,-0.193007,0.171192
70,-0.189091,0.170242
71,-0.189059,0.166708
72,-0.184283,0.169765
73,-0.187426,0.169028
74,-0.190402,0.167919
75,-0.185766,0.168986
76,-0.183344,0.171005
77,-0.188749,0.167623
78,-0.1857,0.168395
79,-0.190987,0.166136
80,-0.185096,0.167401
81,-0.185096,0.167401
82,-0.188307,0.168166
83,-0.186138,0.167349
84,-0.187532,0.167415
85,-0.186037,0.167664
86,-0.186375,0.168682
87,-0.189005,0.163668
88,-0.183482,0.168043
89,-0.188332,0.164449
90,-0.186936,0.168713
91,-0.186785,0.166043
92,-0.186128,0.169595
93,-0.186128,0.169595
94,-0.187825,0.16863
95,-0.183045,0.168347
96,-0.185576,0.168584
97,-0.186778,0.167871
98,-0.185716,0.167857
99,-0.187119,0.168311
100,-0.184606,0.166935
101,-0.186418,0.168971
