MDTU,min_min,min_max,max_min,max_max5
1,-0.69386,0.190579,-0.145728,0.396576
2,-0.841064,0.187049,-0.231847,0.435142
3,-1.03951,0.228697,-0.223339,0.457383
4,-1.1505,0.219145,-0.221128,0.479258
5,-1.2145,0.22336,-0.240001,0.475002
6,-1.48537,0.195172,-0.328256,0.494804
7,-1.02389,0.27587,-0.302351,0.536777
8,-1.96109,0.275264,-0.30185,0.487399
9,-1.23271,0.196071,-0.231509,0.484355
10,-1.34243,0.241172,-0.313477,0.504878
11,-1.13198,0.280682,-0.334725,0.502532
12,-1.13198,0.280682,-0.334725,0.502532
13,-1.40562,0.218064,-0.323535,0.474882
14,-1.22993,0.27064,-0.27908,0.466729
15,-1.22993,0.27064,-0.27908,0.466729
16,-1.16465,0.252825,-0.258012,0.50365
17,-1.06955,0.254834,-0.269697,0.480513
18,-1.49024,0.236712,-0.254003,0.506872
19,-1.25818,0.29074,-0.269658,0.501302
20,-1.86367,0.212012,-0.305056,0.507574
21,-1.35904,0.257136,-0.252295,0.482003
22,-1.31011,0.258632,-0.360447,0.507789
23,-1.13472,0.285117,-0.364146,0.485239
24,-1.14081,0.213433,-0.33398,0.477899
25,-1.22066,0.234576,-0.278517,0.466293
26,-1.22473,0.266593,-0.278666,0.5685
27,-1.22473,0.266593,-0.278666,0.5685
28,-1.16454,0.236451,-0.259606,0.505479
29,-1.54202,0.255788,-0.23607,0.470634
30,-1.44038,0.249697,-0.340419,0.478102
31,-1.44038,0.249697,-0.340419,0.478102
32,-1.36799,0.216436,-0.262178,0.521341
33,-1.23923,0.24684,-0.258326,0.475549
34,-1.6345,0.266744,-0.309537,0.483832
35,-1.70682,0.220888,-0.419389,0.494259
36,-1.26885,0.268676,-0.394284,0.500493
37,-1.29048,0.261825,-0.325199,0.464551
38,-1.23767,0.251124,-0.278203,0.538986
39,-1.49517,0.266035,-0.296042,0.477548
40,-1.20268,0.225038,-0.34032,0.475593
41,-1.55883,0.253349,-0.305742,0.492453
42,-1.20361,0.265099,-0.309117,0.499503
43,-1.32541,0.219188,-0.331623,0.484246
44,-1.40595,0.249902,-0.38348,0.472571
45,-1.24134,0.238522,-0.350009,0.519333
46,-1.34572,0.231698,-0.262907,0.485256
47,-1.31025,0.228732,-0.31394,0.490599
48,-1.1955,0.212086,-0.358705,0.496022
49,-1.12645,0.239964,-0.286171,0.500463
50,-1.78703,0.237697,-0.332989,0.528367
51,-1.62908,0.225091,-0.342371,0.518751
52,-1.39141,0.265433,-0.417946,0.472627
53,-1.53439,0.205184,-0.389751,0.504399
54,-1.77103,0.241028,-0.224971,0.498249
55,-1.60493,0.245109,-0.316672,0.499439
56,-1.36387,0.221295,-0.305025,0.484242
57,-1.00906,0.243669,-0.24629,0.52759
58,-1.62675,0.246133,-0.409308,0.556866
59,-1.95494,0.282554,-0.253636,0.498388
60,-1.36405,0.243833,-0.245944,0.479478
61,-1.26034,0.283733,-0.271146,0.496319
62,-1.66299,0.256524,-0.293577,0.528532
63,-1.4175,0.236958,-0.345869,0.517781
64,-1.44811,0.256691,-0.240184,0.461703
65,-1.21426,0.256625,-0.220281,0.509441
66,-1.71212,0.242176,-0.241554,0.499663
67,-1.62526,0.248538,-0.25623,0.479952
68,-1.40795,0.253177,-0.264978,0.510396
69,-1.39128,0.219496,-0.320793,0.50495
70,-1.302,0.235248,-0.365411,0.475679
71,-1.34395,0.213348,-0.22709,0.481461
72,-1.15511,0.214924,-0.34943,0.471012
73,-1.18302,0.215583,-0.355239,0.481495
74,-1.25752,0.2177,-0.301289,0.539483
75,-1.54234,0.254825,-0.295776,0.483977
76,-1.35349,0.243009,-0.301043,0.486381
77,-1.40036,0.250146,-0.503787,0.505296
78,-1.76002,0.254186,-0.279109,0.46917
79,-1.42174,0.238988,-0.453085,0.487963
80,-1.1791,0.231999,-0.284613,0.47924
81,-1.1791,0.231999,-0.284613,0.47924
82,-1.42948,0.23525,-0.272308,0.494205
83,-1.33776,0.236127,-0.325256,0.496762
84,-1.23151,0.282839,-0.246641,0.476042
85,-1.36114,0.194719,-0.320297,0.499782
86,-1.56007,0.220266,-0.228833,0.456276
87,-1.73916,0.256326,-0.333844,0.472307
88,-1.16053,0.265304,-0.276434,0.52953
