ReTr(Lx),ImTr(Lx)
0.0261348,-0.0310629
0.00319145,-0.0134954
0.024259,-0.0398568
0.00596448,-0.0412724
0.00596448,-0.0412724
0.00146608,-0.0789511
0.00146608,-0.0789511
0.0260834,-0.0420673
0.0260834,-0.0420673
-0.0103333,-0.0422109
-0.0296431,-0.0395897
-0.0296431,-0.0395897
-0.0131678,0.00766195
-0.0131678,0.00766195
-0.0131678,0.00766195
-0.0192742,-0.00101512
-0.0401026,0.00698401
-0.0401026,0.00698401
-0.0401026,0.00698401
-0.0401026,0.00698401
-0.0401026,0.00698401
-0.0409304,0.00488943
-0.0409304,0.00488943
-0.0409304,0.00488943
-0.012795,-0.00545783
-0.012795,-0.00545783
-0.012795,-0.00545783
-0.012795,-0.00545783
-0.012795,-0.00545783
-0.0382275,0.000297169
-0.0548076,0.0166078
-0.0548076,0.0166078
-0.0548076,0.0166078
-0.0422525,-0.00309664
-0.0458671,-0.0232229
-0.0458671,-0.0232229
-0.00332516,-0.0353734
-0.0344555,-0.015211
-0.0344555,-0.015211
-0.0344555,-0.015211
-0.0344555,-0.015211
-0.0344555,-0.015211
-0.0344555,-0.015211
-0.0172145,-0.0357857
0.0036216,0.0229465
-0.0412421,0.0102868
-0.0412421,0.0102868
-0.0412421,0.0102868
-0.0136435,0.0262068
-0.0190265,0.0104328
-0.0190265,0.0104328
-0.0489215,0.00482132
-0.0592499,0.00828445
-0.0592499,0.00828445
-0.0592499,0.00828445
-0.0200249,0.0196374
-0.0200249,0.0196374
-0.0854834,0.0158941
-0.107591,0.0684284
-0.057479,0.0448254
-0.0449545,0.0887989
-0.00245316,0.100404
-0.0373496,0.0997591
-0.0373496,0.0997591
-0.0373496,0.0997591
-0.0452852,0.052351
-0.053338,0.0122896
-0.0427796,0.0225979
-0.0427796,0.0225979
-0.0427796,0.0225979
-0.0427796,0.0225979
-0.0791687,-0.000701807
-0.0791687,-0.000701807
-0.0791687,-0.000701807
-0.0643533,0.057822
-0.0643533,0.057822
-0.0305926,0.0393716
-0.0305926,0.0393716
-0.0132036,-0.00148549
0.0268044,-0.000536537
0.00384224,-0.00532036
0.0071917,-0.012731
0.0071917,-0.012731
0.0602771,-0.0323856
0.0602771,-0.0323856
0.0602771,-0.0323856
0.0602771,-0.0323856
0.0602771,-0.0323856
0.0602771,-0.0323856
0.054235,-0.00917429
0.054235,-0.00917429
0.054235,-0.00917429
0.054235,-0.00917429
0.054235,-0.00917429
0.0905298,-0.00506127
0.0679456,-0.0455235
0.0682037,-0.0531039
0.0331426,0.00724992
0.0331426,0.00724992
0.0331426,0.00724992
0.0184709,0.00716305
0.0359877,-0.0259656
0.0399987,-0.0452506
0.0500704,-0.012976
0.0847796,-0.00693219
0.0826951,0.0013242
0.067291,-0.0161369
0.0439647,-0.00204599
0.0439647,-0.00204599
0.0357306,-0.0530772
0.108612,-0.0537164
0.108612,-0.0537164
0.0614943,0.0286875
0.0468885,0.0572112
0.0468885,0.0572112
