MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.967811,0.983655,-5.26618e-06
2,0.969746,0.98465,-2.33358e-05
3,0.971827,0.985717,-8.53225e-06
4,0.968529,0.984016,3.71053e-05
5,0.968529,0.984016,3.71053e-05
6,0.967642,0.983557,7.24996e-05
7,0.967642,0.983557,7.24996e-05
8,0.967155,0.983294,-3.84407e-06
9,0.967155,0.983294,-3.84407e-06
10,0.961758,0.980515,-2.52686e-05
11,0.956497,0.977769,4.80722e-05
12,0.956497,0.977769,4.80722e-05
13,0.955091,0.977036,-3.5901e-05
14,0.955091,0.977036,-3.5901e-05
15,0.955091,0.977036,-3.5901e-05
16,0.946969,0.972726,0.000100873
17,0.943923,0.971151,-6.61451e-05
18,0.943923,0.971151,-6.61451e-05
19,0.943923,0.971151,-6.61451e-05
20,0.943923,0.971151,-6.61451e-05
21,0.943923,0.971151,-6.61451e-05
22,0.936285,0.967056,0.000105346
23,0.936285,0.967056,0.000105346
24,0.936285,0.967056,0.000105346
25,0.933358,0.965488,1.93054e-05
26,0.933358,0.965488,1.93054e-05
27,0.933358,0.965488,1.93054e-05
28,0.933358,0.965488,1.93054e-05
29,0.933358,0.965488,1.93054e-05
30,0.931582,0.964551,2.6529e-05
31,0.932407,0.965003,0.000132504
32,0.932407,0.965003,0.000132504
33,0.932407,0.965003,0.000132504
34,0.926848,0.961979,-0.000153457
35,0.914891,0.955461,-0.000129324
36,0.914891,0.955461,-0.000129324
37,0.912915,0.954352,-0.000146101
38,0.907149,0.951178,8.37664e-06
39,0.907149,0.951178,8.37664e-06
40,0.907149,0.951178,8.37664e-06
41,0.907149,0.951178,8.37662e-06
42,0.907149,0.951178,8.37662e-06
43,0.907149,0.951178,8.37662e-06
44,0.895503,0.944652,-0.000199816
45,0.890273,0.941683,-0.000250114
46,0.883905,0.938034,-0.000390216
47,0.883905,0.938034,-0.000390216
48,0.883905,0.938034,-0.000390216
49,0.877695,0.934427,-7.23565e-05
50,0.878673,0.935177,9.12138e-05
51,0.878673,0.935177,9.12138e-05
52,0.880138,0.93595,0.000184147
53,0.887781,0.940266,-5.27389e-05
54,0.887781,0.940266,-5.27389e-05
55,0.887781,0.940266,-5.27389e-05
56,0.891808,0.942623,0.000334539
57,0.891808,0.942623,0.000334539
58,0.893332,0.943526,0.00015067
59,0.888833,0.941097,2.68134e-06
60,0.88443,0.938544,5.31512e-05
61,0.87217,0.931527,-0.0003451
62,0.86589,0.927847,0.000217068
63,0.861247,0.924779,-6.49273e-05
64,0.861247,0.924779,-6.49273e-05
65,0.861247,0.924779,-6.49273e-05
66,0.855323,0.921473,-0.000314212
67,0.850495,0.918499,-5.34303e-05
68,0.830122,0.906119,-0.00027343
69,0.830122,0.906119,-0.00027343
70,0.830122,0.906119,-0.00027343
71,0.830122,0.906119,-0.00027343
72,0.844433,0.914887,-4.16032e-05
73,0.844433,0.914887,-4.16032e-05
74,0.844433,0.914887,-4.16032e-05
75,0.835797,0.909161,0.000101654
