ReTr(Lx),ImTr(Lx)
0.00227841,-0.00187561
0.00748856,-0.0071333
0.00199836,-0.00632342
-0.000972926,-0.00163811
-0.000972926,-0.00163811
-0.000290229,-0.0131984
-0.000290229,-0.0131984
0.000214142,-0.00916156
0.000214142,-0.00916156
-7.24274e-05,-0.0129672
-0.00952133,0.00191386
-0.00952133,0.00191386
-0.00467516,0.0078896
-0.00467516,0.0078896
-0.00467516,0.0078896
-0.00826197,0.00357345
-0.00661834,-0.00175352
-0.00661834,-0.00175352
-0.00661834,-0.00175352
-0.00661834,-0.00175352
-0.00661834,-0.00175352
-0.0167426,0.0107833
-0.0167426,0.0107833
-0.0167426,0.0107833
-0.00612893,0.00667179
-0.00612893,0.00667179
-0.00612893,0.00667179
-0.00612893,0.00667179
-0.00612893,0.00667179
-0.00695119,0.00616172
-0.00471019,0.00859927
-0.00471019,0.00859927
-0.00471019,0.00859927
-0.0213582,0.0203761
-0.0302665,0.0157305
-0.0302665,0.0157305
-0.0113083,-0.0047511
-0.0058211,0.0040987
-0.0058211,0.0040987
-0.0058211,0.0040987
-0.0058211,0.0040987
-0.0058211,0.0040987
-0.0058211,0.0040987
0.0105694,-0.0150371
0.00261823,0.0112866
-0.0117016,0.0113011
-0.0117016,0.0113011
-0.0117016,0.0113011
-0.0112497,0.00658879
-0.0102794,0.00458627
-0.0102794,0.00458627
-0.00919069,0.000244256
-0.00131952,0.0276617
-0.00131952,0.0276617
-0.00131952,0.0276617
0.0109717,0.0368919
0.0109717,0.0368919
-0.0204985,-0.00263409
-0.0309034,0.0377915
-0.0199443,0.0275954
0.000456354,0.0299831
4.69793e-05,0.033733
0.00790481,0.0290952
0.00790481,0.0290952
0.00790481,0.0290952
0.000807979,0.0254907
-0.00748681,0.013879
-0.0161866,0.0133636
-0.0161866,0.0133636
-0.0161866,0.0133636
-0.0161866,0.0133636
-0.0232479,0.0190224
-0.0232479,0.0190224
-0.0232479,0.0190224
-0.0145515,0.0464531
-0.0145515,0.0464531
-0.0115109,0.0289968
-0.0115109,0.0289968
-0.00407418,0.0275768
0.0187226,0.0151942
0.0194866,-0.00605109
0.0144716,-0.0203154
0.0144716,-0.0203154
0.0335101,-0.0256359
0.0335101,-0.0256359
0.0335101,-0.0256359
0.0335101,-0.0256359
0.0335101,-0.0256359
0.0335101,-0.0256359
0.0208971,-0.0140561
0.0208971,-0.0140561
0.0208971,-0.0140561
0.0208971,-0.0140561
0.0208971,-0.0140561
0.0450481,-0.0191641
0.0275843,-0.022865
0.0302581,-0.02077
0.0141932,-0.00513032
0.0141932,-0.00513032
0.0141932,-0.00513032
0.00952264,-0.0121693
0.025707,-0.0487213
0.0273758,-0.0480073
0.0316525,-0.0240221
0.0401948,-0.0295424
0.0237072,0.00637779
0.0236285,0.00245019
0.0189852,0.00511266
0.0189852,0.00511266
0.0121817,-0.00931168
0.0376669,0.00173258
0.0376669,0.00173258
0.0311681,0.0281186
0.0340615,0.079774
0.0340615,0.079774
