ReTr(L),ImTr(L)
-0.380266,-0.514997
-0.372471,-0.530344
-0.360787,-0.531338
-0.362769,-0.549893
-0.362769,-0.549893
-0.36074,-0.554096
-0.36074,-0.554096
-0.391814,-0.53287
-0.391814,-0.53287
-0.360449,-0.566944
-0.387377,-0.524869
-0.387377,-0.524869
-0.414144,-0.504992
-0.414144,-0.504992
-0.414144,-0.504992
-0.436369,-0.50942
-0.415307,-0.523402
-0.415307,-0.523402
-0.415307,-0.523402
-0.415307,-0.523402
-0.415307,-0.523402
-0.456747,-0.491146
-0.456747,-0.491146
-0.456747,-0.491146
-0.470176,-0.479976
-0.470176,-0.479976
-0.470176,-0.479976
-0.470176,-0.479976
-0.470176,-0.479976
-0.492705,-0.468269
-0.513629,-0.442616
-0.513629,-0.442616
-0.513629,-0.442616
-0.55387,-0.42556
-0.529934,-0.445155
-0.529934,-0.445155
-0.517286,-0.451298
-0.483839,-0.498676
-0.483839,-0.498676
-0.483839,-0.498676
-0.483839,-0.498676
-0.483839,-0.498676
-0.483839,-0.498676
-0.49014,-0.479134
-0.483846,-0.511907
-0.467612,-0.516498
-0.467612,-0.516498
-0.467612,-0.516498
-0.46827,-0.515571
-0.501974,-0.47845
-0.501974,-0.47845
-0.524828,-0.474386
-0.522927,-0.465809
-0.522927,-0.465809
-0.522927,-0.465809
-0.527715,-0.455566
-0.527715,-0.455566
-0.513144,-0.456889
-0.486141,-0.49968
-0.513126,-0.462367
-0.526447,-0.449139
-0.543849,-0.446798
-0.569342,-0.435075
-0.569342,-0.435075
-0.569342,-0.435075
-0.541215,-0.455759
-0.531451,-0.46801
-0.505615,-0.481535
-0.505615,-0.481535
-0.505615,-0.481535
-0.505615,-0.481535
-0.529889,-0.470656
-0.529889,-0.470656
-0.529889,-0.470656
-0.541913,-0.483077
-0.541913,-0.483077
-0.517297,-0.492255
-0.517297,-0.492255
-0.513519,-0.487086
-0.526914,-0.49102
-0.511273,-0.504594
-0.517231,-0.493979
-0.517231,-0.493979
-0.502705,-0.515619
-0.502705,-0.515619
-0.502705,-0.515619
-0.502705,-0.515619
-0.502705,-0.515619
-0.502705,-0.515619
-0.524634,-0.477027
-0.524634,-0.477027
-0.524634,-0.477027
