t,e^(-dS)
1,4.93688e+09
2,1.22802
3,1.34031
4,0.182684
5,0.180504
6,0.542482
7,0.631473
8,0.818895
9,0.217621
10,0.0818391
11,0.643586
12,0.318542
13,0.74104
14,0.310988
15,0.114865
16,0.273624
17,0.249824
18,0.345073
19,0.240508
20,0.462412
21,0.198493
22,0.525503
23,0.281113
24,0.468743
25,0.503385
26,0.465101
27,0.339256
28,0.627256
29,0.584791
30,0.842737
31,0.709709
32,0.384851
33,0.164474
34,1.13304
35,0.205769
36,0.0950835
37,1.34474
38,0.807026
39,0.277759
40,0.311611
41,0.250074
42,0.511248
43,0.474782
44,0.563381
45,0.412178
46,0.762769
47,0.11147
48,0.451897
49,1.08695
50,1.64971
51,0.512784
52,1.08705
53,3.15188
54,0.564057
55,0.381631
56,1.47211
57,0.231541
58,0.494356
59,0.757979
60,0.607077
61,0.230386
62,0.845016
63,1.0203
64,0.800595
65,0.312235
66,0.237402
67,0.493417
68,0.215671
69,0.373701
70,0.714909
71,0.635909
72,1.01214
73,0.328901
74,0.627382
75,0.576373
76,0.17482
77,1.20695
78,0.272804
79,0.484179
80,0.406976
81,1.03817
82,0.20867
83,0.399996
84,1.52913
85,0.312235
86,0.278873
87,0.15259
88,0.40176
89,0.800275
90,0.823658
91,0.518975
92,0.580074
93,0.656521
94,0.385505
95,1.10258
96,0.745202
97,1.12423
98,1.70625
99,0.288229
100,0.253093
101,0.424901
102,0.737197
103,0.315688
104,0.784193
105,1.54111
106,0.955386
107,0.780204
108,0.826546
109,0.544765
110,0.835772
111,0.789702
112,0.702296
113,0.957002
114,0.626379
115,0.453255
116,0.228322
117,0.438673
118,0.557496
119,0.829942
120,1.06444
121,2.30735
122,0.702788
123,0.559451
124,0.530943
125,0.942226
126,1.75628
127,1.86843
128,0.780048
129,0.217404
130,0.532272
131,2.32914
132,0.41979
133,0.41226
134,0.773291
135,0.853764
136,1.41652
137,0.3982
138,0.19593
139,4.34055
140,0.168807
141,0.755104
142,0.495246
143,0.344728
144,0.892347
145,2.56742
146,1.36002
147,0.530784
148,0.317906
149,0.309437
150,1.0995
151,1.05054
152,1.18199
153,0.501626
154,0.284506
155,1.31246
156,1.38639
157,0.473076
158,2.45641
159,3.56442
160,1.02085
161,0.600135
162,0.819058
163,0.713623
164,0.688803
165,0.344383
166,0.721444
167,0.788991
168,0.54482
169,0.253853
170,0.68434
171,0.33454
172,0.776934
173,0.839373
174,0.692671
175,0.568417
176,0.803965
177,0.78592
178,0.345764
179,0.514068
180,0.401841
181,1.00661
182,0.770358
183,0.690251
184,1.41058
185,0.844762
186,1.07514
187,0.361317
188,0.444547
189,0.538968
190,1.04274
191,0.644359
192,0.368985
193,0.791837
194,0.707088
195,0.517472
196,1.09005
197,0.305746
198,1.26087
199,1.36179
200,0.383084
201,0.548263
202,0.813752
203,1.61511
204,0.519858
205,0.812207
206,1.50727
207,0.54766
208,0.577354
209,0.316637
210,0.168807
211,2.92706
212,0.699703
213,0.445259
214,0.509768
215,0.82878
216,0.734107
217,1.02101
218,0.391841
219,0.689492
220,1.36588
221,0.647847
222,1.74613
223,2.33217
224,1.02532
225,0.689079
226,0.86088
227,0.950792
228,0.457765
229,1.59808
230,0.522098
231,1.33977
232,0.833685
233,1.20502
234,0.541344
235,0.153355
236,0.967432
237,0.57932
238,1.21933
239,1.00378
240,0.393215
241,0.214381
242,1.15246
243,0.899874
244,0.749312
245,1.44325
246,1.604
247,1.01765
248,2.02385
249,0.938606
250,0.556605
251,0.83619
252,0.855559
253,0.49594
254,1.36288
255,0.371948
256,1.17586
257,1.80435
258,0.299992
259,0.544439
260,1.8718
261,0.679363
262,0.255892
263,1.45296
264,0.23504
265,0.328243
266,0.296413
267,0.333537
268,1.31758
269,1.55007
270,1.33376
271,0.820944
272,0.807914
273,0.544003
274,5.33346
275,0.296413
276,0.531953
277,0.442197
278,1.93673
279,1.48498
280,1.3792
281,0.484761
282,1.68001
283,0.665378
284,0.234102
285,0.377985
286,0.337902
287,1.60304
288,2.4515
289,3.11429
290,0.791837
291,0.878095
292,0.735283
293,0.907974
