MDTU ,delta_S
164,0.3728
165,1.066
166,0.3265
167,0.237
168,0.6073
169,1.371
170,0.3793
171,1.095
172,0.2524
173,0.1751
174,0.3672
175,0.5649
176,0.2182
177,0.2409
178,1.062
179,0.6654
180,0.9117
181,-0.006585
182,0.2609
183,0.3707
184,-0.344
185,0.1687
186,-0.07245
187,1.018
188,0.8107
189,0.6181
190,-0.04185
191,0.4395
192,0.997
193,0.2334
194,0.3466
195,0.6588
196,-0.08622
197,1.185
198,-0.2318
199,-0.3088
200,0.9595
201,0.601
202,0.2061
203,-0.4794
204,0.6542
205,0.208
206,-0.4103
207,0.6021
208,0.5493
209,1.15
210,1.779
211,-1.074
212,0.3571
213,0.8091
214,0.6738
215,0.1878
216,0.3091
217,-0.02079
218,0.9369
219,0.3718
220,-0.3118
221,0.4341
222,-0.5574
223,-0.8468
224,-0.025
225,0.3724
226,0.1498
227,0.05046
228,0.7814
229,-0.4688
230,0.6499
231,-0.2925
232,0.1819
233,-0.1865
234,0.6137
235,1.875
236,0.03311
237,0.5459
238,-0.1983
239,-0.003775
240,0.9334
241,1.54
242,-0.1419
243,0.1055
244,0.2886
245,-0.3669
246,-0.4725
247,-0.0175
248,-0.705
249,0.06336
250,0.5859
251,0.1789
252,0.156
253,0.7013
254,-0.3096
255,0.989
256,-0.162
257,-0.5902
258,1.204
259,0.608
260,-0.6269
261,0.3866
262,1.363
263,-0.3736
264,1.448
265,1.114
266,1.216
267,1.098
268,-0.2758
269,-0.4383
270,-0.288
271,0.1973
272,0.2133
273,0.6088
274,-1.674
275,1.216
276,0.6312
277,0.816
278,-0.661
279,-0.3954
280,-0.3215
281,0.7241
282,-0.5188
283,0.4074
284,1.452
285,0.9729
286,1.085
287,-0.4719
288,-0.8967
289,-1.136
290,0.2334
291,0.13
292,0.3075
293,0.09654
294,0.5964
295,0.0357
296,0.4943
297,1.355
298,-0.2772
299,0.2561
300,0.5684
301,0.6731
302,-0.3217
303,1.074
304,0.3311
305,0.6453
306,0.924
307,1.45
308,-0.877
309,-0.09735
310,0.4289
311,-0.009329
312,-0.7808
313,0.1353
314,0.306
315,-0.4403
316,-0.3735
317,0.2731
318,-1.025
319,-0.2448
320,0.9342
321,0.6805
322,0.4765
323,-0.1997
324,-0.166
325,-0.5496
326,0.05381
327,0.7135
328,1.008
329,0.05595
330,0.8717
331,0.4961
332,-0.277
333,-0.3497
334,0.05642
335,-0.7395
336,0.9735
337,0.2121
338,0.6223
339,0.3614
340,1.766
341,0.7046
342,-0.425
343,-0.2009
344,-0.2562
345,-0.1653
346,1.058
347,1.478
348,-0.09684
349,0.2613
350,-0.1098
351,-0.3124
352,0.8765
353,-0.06564
354,0.5163
355,-0.6101
356,0.233
357,0.1026
358,-0.6096
359,0.7204
360,-0.1876
361,0.9251
362,0.7492
363,-0.2805
364,0.567
365,0.6711
366,0.3806
367,0.001803
368,0.1975
369,-0.2778
370,-0.426
371,-0.2648
372,1.352
373,-0.2152
374,-0.729
375,0.1334
376,0.2571
377,0.393
378,0.08471
379,1.183
380,0.04829
381,-0.6764
382,0.164
383,0.3118
384,0.07948
385,0.0125
386,-0.8154
387,0.3769
388,-0.03739
389,-1.355
390,0.1807
391,0.02844
392,0.2971
393,-0.1425
394,0.1645
395,0.3046
396,0.2289
397,1.374
398,-0.583
399,0.1033
400,0.4046
401,0.2678
402,0.7155
403,0.9534
404,0.2653
405,0.6899
406,0.237
407,-0.8436
408,0.665
409,0.5668
410,0.1131
411,-0.8276
412,1.132
413,1.012
414,-1.255
415,1.15
416,-0.5924
417,0.3452
418,0.9406
419,0.7916
420,0.4055
421,0.3998
422,0.4155
423,0.4999
424,-0.0335
425,0.5484
426,1.165
427,-0.7047
428,-0.9134
429,0.2317
430,0.04649
431,1.297
432,0.4206
433,0.09367
434,0.209
435,1.552
436,-0.484
437,-0.9097
438,-0.112
439,-0.1046
440,0.2
441,-0.3931
442,-0.3127
443,-0.02577
444,-0.1344
445,-1.105
446,0.5122
447,-0.1619
448,0.5702
449,0.5934
450,0.008213
451,0.3653
452,0.1052
453,-0.7598
454,0.1241
455,-1.215
456,0.4513
457,0.1905
458,1.297
459,0.2939
460,-0.2092
461,0.1074
462,-0.8731
463,0.52
464,0.4738
465,0.827
466,0.88
467,-0.6134
468,0.6643
469,-0.125
470,-1.245
471,-0.346
472,0.6296
473,-0.2536
474,0.6073
475,0.4376
476,0.007914
477,0.4032
478,0.8399
479,0.7687
480,0.684
481,0.6199
482,-0.2182
483,-0.3997
484,0.4264
485,0.08643
486,0.1332
487,1.248
488,-0.08557
489,1.037
490,0.06441
491,0.2832
492,-0.2847
493,0.6589
494,0.00166
495,0.434
496,-0.003252
497,0.5551
498,-0.5257
499,0.3484
500,0.03133
501,-0.5639
502,-0.7777
503,-0.183
504,0.8279
505,-0.6456
506,-0.0488
507,0.8247
508,-0.3733
509,0.09527
510,0.2237
511,-0.4974
512,-0.2644
513,0.6155
514,0.1341
515,1.22
516,-0.4614
517,0.8644
518,0.05596
519,0.09345
520,0.5318
521,0.1796
522,-1.243
523,0.1414
524,-0.8644
525,0.4861
526,1.683
527,1.746
528,-0.0347
529,-0.22
530,1.134
531,0.01225
532,0.6313
533,0.0382
534,-0.7061
535,0.9166
536,0.6789
537,-1.056
538,-0.3306
539,-0.2418
540,0.3589
541,0.5155
542,1.115
543,0.7159
544,0.1281
545,0.2663
546,0.4015
547,0.2366
548,1.281
549,-0.141
550,0.4544
551,0.4226
552,1.064
553,-0.3655
554,0.7593
555,-0.4249
556,0.3454
557,-0.4614
558,0.7535
559,0.7653
560,-0.8833
561,1.599
562,0.5708
563,-0.6105
564,0.3798
565,1.771
566,0.04599
567,0.6327
568,-0.628
569,-0.8872
570,-1.109
571,-0.4714
572,-0.8963
573,0.2698
574,0.8299
575,0.5241
576,0.4632
577,0.7354
578,-0.5034
579,0.4308
580,-0.08421
581,0.1476
582,0.01702
583,-0.2312
584,-0.4689
585,-0.6175
586,-0.05769
587,-0.7029
588,0.7189
589,-0.3216
590,0.1611
591,0.7257
592,-0.7033
593,0.6807
594,-0.9059
595,0.7952
596,0.1843
597,-0.338
598,-0.0059
599,0.6776
600,0.5239
601,0.1757
602,0.09436
603,0.295
604,-0.4129
605,-0.5071
606,0.6696
607,0.04444
608,0.54
609,0.1775
610,0.4862
611,-0.2571
612,0.6117
613,-0.1696
614,0.9528
615,-0.3245
616,-0.313
617,0.7471
618,0.7376
619,-0.0027
620,0.1817
621,0.0181
622,1.197
623,1.456
624,0.9499
625,1.681
626,0.2294
627,-0.009703
628,0.9343
629,0.1177
630,1.059
631,-0.1518
632,0.7345
633,-0.09865
634,0.6198
635,-0.5279
636,0.616
637,1.356
638,-0.5482
639,-0.2344
640,0.3007
641,0.1498
642,-0.5689
643,0.4478
644,0.748
645,-0.05155
646,-0.06023
647,0.0183
648,-0.8091
649,-0.09177
650,-0.2932
651,-0.2307
652,-0.2222
653,-0.5559
654,0.4077
655,0.413
656,0.009412
657,-0.1388
658,-0.03276
659,-0.4582
660,0.73
661,0.524
662,0.08983
663,1.558
664,-0.5469
665,0.2693
666,0.5309
667,0.6409
668,0.2198
669,0.2768
670,-0.1235
671,0.4478
672,-0.6853
673,0.2182
674,0.5537
675,0.7709
676,-0.7922
677,2.183
678,0.4061
679,-0.5589
680,0.2444
681,0.2901
682,-1.169
683,0.3349
684,0.02508
685,-0.3299
686,0.4465
687,0.6884
688,-0.8736
689,-0.1549
690,0.3348
691,0.8432
692,0.3918
693,0.01358
694,0.9685
695,0.5823
696,0.1723
697,-0.3266
698,-0.9754
699,-0.2663
700,1.225
701,0.3041
702,0.1588
703,-0.21
704,-0.3263
705,-0.02454
706,-0.5426
707,-0.09624
708,0.6109
709,-0.1182
710,-0.2314
711,-0.1809
712,-0.2253
713,0.2536
714,0.8071
715,1.308
716,0.1868
717,1.767
718,0.1749
719,0.5269
720,0.006734
721,0.578
722,1.057
723,0.7034
724,-0.1823
725,0.2924
726,0.47
727,0.05341
728,-0.6836
729,-0.2455
730,0.3788
731,0.3086
732,0.4031
733,0.6829
734,-0.1019
735,-0.3361
736,-0.3342
737,0.4885
738,1.148
739,0.1724
740,0.3806
741,1.474
742,-0.6854
743,-0.04038
744,-0.2453
745,1.405
746,0.7976
747,1.329
748,0.7797
749,0.353
750,0.8765
751,1.509
752,-0.6641
753,0.8878
754,0.319
755,-0.3481
756,-0.02452
757,-0.6027
758,0.1603
759,-0.339
760,0.3992
761,-0.4251
762,-0.5268
763,0.3131
764,0.02449
765,1.567
766,0.753
767,0.1795
768,0.03635
769,-1.144
770,0.9631
771,-0.1213
772,0.03826
773,-0.2379
774,-0.8554
775,0.4407
776,-0.8259
777,-0.1604
778,0.2
779,-0.5185
780,-0.2185
781,-1.192
782,0.5384
783,0.1792
784,-0.3154
785,0.4527
786,0.4358
787,0.8582
788,0.7891
789,-0.7187
790,0.4512
791,0.2743
792,0.09879
793,0.3907
794,-0.7377
795,0.2608
796,0.9033
797,-0.4125
798,0.4049
799,-1.578
800,1.005
801,0.8268
802,0.2978
803,-0.3375
804,-0.7208
805,-0.3007
806,0.1782
807,0.6109
808,1.112
809,-0.7958
810,-0.3914
811,-1.038
812,0.4566
813,-0.1272
814,-0.7928
815,0.08249
816,-0.09505
817,0.08507
818,-0.5215
819,-0.1158
820,-0.01138
821,0.6183
822,0.3113
823,0.2716
824,0.07115
825,-0.4764
826,0.3854
827,0.4164
828,-0.2612
829,-0.5388
830,-0.05811
831,0.3465
832,0.0398
833,0.6769
834,-0.4292
835,0.5727
836,0.6922
837,0.1683
838,-0.6995
839,0.5611
840,-0.6675
841,0.08778
842,0.281
843,-0.1915
844,-0.3456
845,0.4259
846,-0.4915
847,-0.9641
848,-1.009
849,0.6542
850,0.3561
851,0.5997
852,-0.6602
853,0.09392
854,0.002509
855,1.006
856,0.1804
857,-0.4264
858,0.4381
859,-0.5568
860,-0.01311
861,0.8691
862,-0.07633
863,-2.109
864,0.1738
865,0.2914
866,0.3319
867,0.4819
868,0.1281
869,-0.4931
870,-0.8973
871,0.2625
872,0.4105
873,0.386
874,0.9516
875,-0.3497
876,0.03964
877,-0.5782
878,1.054
879,-0.5382
880,-0.01351
881,-0.5539
882,0.1646
883,0.3524
884,0.2708
885,-1.232
886,1.01
887,-0.4958
888,0.2672
889,-0.1855
890,0.2132
891,0.9948
892,-0.1543
893,0.0955
894,-0.001446
895,0.3172
896,0.6247
897,0.3846
898,-0.2625
899,1.227
900,0.9187
901,-0.3266
902,-0.5942
903,0.7169
904,-0.1459
905,1.273
906,1.703
907,0.2217
908,0.6285
909,-0.2006
910,1.061
911,0.1926
912,-0.6845
913,0.4133
914,0.3732
915,0.504
916,1.204
917,-0.1573
918,0.8487
919,1.62
920,-0.7336
921,1.64
922,-0.2605
923,-0.2516
924,-1.119
925,0.1808
926,-0.2194
927,0.02182
928,1.084
929,0.4212
930,-0.4241
931,-0.04234
932,0.3677
933,-0.6398
934,0.2834
935,-0.3593
936,0.1009
937,-0.05741
938,-0.9944
939,-0.1188
940,-0.1126
941,0.3938
942,0.193
943,0.6607
944,-0.2529
945,0.06431
946,0.7727
947,1.283
948,-0.6542
949,0.2626
950,0.8589
951,0.1032
952,1.114
953,0.3997
954,0.04361
955,0.5901
956,-0.4435
957,0.1085
958,0.3553
959,0.4181
960,-0.01434
961,0.0627
962,0.2078
963,1.128
964,0.2854
965,1.437
966,-0.01304
967,0.1234
968,-0.1649
969,1.457
970,-0.4954
971,0.9888
972,-0.01238
973,0.5975
974,1.1
975,1.189
976,-0.5958
977,0.7095
978,0.1281
979,-0.2601
980,-0.4108
981,-0.1718
982,-0.02209
983,-0.1398
984,0.4058
985,0.966
986,0.0932
987,1.156
988,0.5372
989,1.102
990,0.52
991,0.637
992,-0.8638
993,-0.2944
994,-0.05771
995,-0.1721
996,1.385
997,1.703
998,0.9409
999,-0.4593
1000,0.6678
1001,0.1373
1002,-1.787
1003,1.029
1004,-0.09422
1005,0.1963
1006,0.33
1007,0.1282
1008,1.279
1009,-0.8018
1010,0.9697
1011,0.05531
1012,-0.6586
1013,0.06818
1014,-0.3378
1015,-0.09114
1016,0.3347
1017,0.6058
1018,-0.12
1019,-0.5615
1020,0.2461
1021,-0.8814
1022,-0.5774
1023,0.8609
1024,-0.9349
1025,1.503
1026,0.9269
1027,0.7595
1028,1.113
1029,-0.03056
1030,0.03802
1031,0.2372
1032,-0.5241
1033,-0.479
1034,1.07
1035,-0.2183
1036,0.1111
1037,0.9979
1038,-0.3589
1039,0.7734
1040,-0.4173
1041,-1.224
1042,0.1694
1043,0.1088
1044,-0.8025
1045,0.08104
1046,0.1993
1047,-0.9624
1048,0.2795
1049,-0.9418
1050,0.6156
1051,0.8769
1052,0.5296
1053,1.75
1054,0.975
1055,0.7767
1056,1.375
1057,0.7455
1058,-0.34
1059,-0.04455
1060,0.881
1061,0.4678
1062,0.06024
1063,0.006377
1064,0.4354
1065,1.067
1066,1.217
1067,0.8539
1068,0.6728
1069,0.1375
1070,0.1664
1071,0.07602
1072,-0.6497
1073,0.9184
1074,-1.838
1075,1.01
1076,-0.4266
1077,-0.4361
1078,0.7449
1079,-0.4786
1080,-1.733
1081,-0.3545
1082,-0.5467
1083,0.2483
1084,-0.3533
1085,-0.1033
1086,0.3808
1087,0.3152
1088,-0.2153
1089,0.8884
1090,0.08567
1091,0.1597
1092,0.2738
1093,1.074
1094,0.3916
1095,0.04743
1096,1.031
1097,0.3912
1098,0.3988
1099,0.228
1100,0.05541
1101,0.4553
1102,0.3696
1103,0.3405
1104,1.336
1105,0.3088
1106,-0.2582
1107,0.1856
1108,0.3647
1109,1.665
1110,0.1854
1111,-0.6221
1112,1.732
1113,-0.4755
1114,0.4952
1115,-0.6413
1116,0.5135
1117,0.5504
1118,-0.6333
1119,0.614
1120,0.0661
1121,0.1727
1122,0.07257
1123,-0.1839
1124,0.04173
1125,-0.2778
1126,0.0954
1127,0.1599
1128,0.319
1129,0.459
1130,0.7436
1131,0.6616
1132,0.5466
1133,0.7855
1134,0.2315
1135,0.675
1136,-0.496
1137,0.06429
1138,-0.6359
1139,0.8149
1140,0.4892
1141,-0.7473
1142,0.07128
1143,0.4624
1144,0.3795
1145,0.2113
1146,0.05128
1147,0.2864
1148,-0.3367
1149,-0.09666
1150,0.6722
1151,0.4575
1152,0.4461
1153,0.3627
1154,0.9482
1155,-0.1454
1156,0.1535
1157,-0.2963
1158,0.1007
1159,-0.959
1160,0.2587
1161,-0.03903
1162,0.8328
1163,0.4038
1164,-0.3942
1165,-0.6367
1166,-0.1337
1167,0.7811
1168,-0.681
1169,0.2934
1170,0.9381
1171,0.4512
1172,0.2943
1173,0.5479
1174,-0.7236
1175,-0.2088
1176,0.336
1177,0.7495
1178,0.7295
1179,0.1039
1180,0.7798
1181,1.574
1182,0.4376
1183,-0.4736
1184,-0.7909
1185,0.1679
1186,1.31
1187,0.9755
1188,-0.2263
1189,1.276
1190,0.1603
1191,0.3287
1192,-1.494
1193,-0.3986
1194,1.072
1195,0.4424
1196,0.7814
1197,0.1455
1198,0.306
1199,0.6339
1200,0.2192
1201,-0.4633
1202,0.09604
1203,0.4042
1204,0.629
1205,0.6138
1206,-0.005619
1207,-0.4982
1208,0.4984
1209,-0.08113
1210,-1.196
1211,0.4422
1212,0.1561
1213,-0.09035
1214,0.7252
1215,0.9061
1216,0.8811
1217,0.6592
1218,0.05198
1219,1.172
1220,0.09606
1221,-0.1569
1222,0.894
1223,-0.3996
1224,1.204
1225,0.0731
1226,-0.1421
1227,-1.198
1228,0.8353
1229,0.5726
1230,-0.3605
1231,0.1158
1232,-0.1044
1233,-0.6901
1234,0.5462
1235,-0.1824
1236,-0.6439
1237,0.09679
1238,-0.1155
1239,0.4158
1240,0.7609
1241,-0.7029
1242,0.8657
1243,-0.2459
1244,-0.1366
1245,1.622
1246,0.2989
1247,-0.3049
1248,0.4258
1249,-0.4061
1250,-0.596
1251,0.8344
1252,-0.1411
1253,0.3121
1254,-0.6069
1255,1.257
1256,0.66
1257,-0.1438
1258,0.5828
1259,0.7998
1260,-0.5727
1261,0.435
1262,-0.2451
1263,0.0582
1264,-0.1205
1265,-0.1462
1266,0.6302
1267,0.5453
1268,-0.2071
1269,-0.867
1270,0.1133
1271,0.6386
1272,-0.1466
1273,0.6211
1274,0.5212
1275,0.5312
1276,0.005254
1277,-0.5896
1278,0.6196
1279,-0.1976
1280,0.3174
1281,1.595
1282,0.7126
1283,0.3639
1284,0.03325
1285,0.6366
1286,0.5644
1287,0.2945
1288,-0.2272
1289,0.1293
1290,-0.6892
1291,0.3186
1292,-0.9014
1293,-0.3381
1294,-0.7094
1295,1.019
1296,-0.07755
1297,0.285
1298,0.2159
1299,0.484
1300,0.4754
1301,-0.2422
1302,-0.3591
1303,0.2215
1304,0.09877
1305,-1.021
1306,0.4619
1307,0.5556
1308,0.582
1309,0.351
1310,0.6028
1311,0.147
1312,1.477
1313,0.3422
1314,0.2199
1315,1.119
1316,1.644
1317,0.3225
1318,-1.093
1319,0.5073
1320,0.01011
1321,-0.3569
1322,1.3
1323,0.09506
1324,-0.4161
1325,0.129
1326,0.9459
1327,0.5715
1328,0.09402
1329,-0.3363
1330,0.04927
1331,0.2008
1332,0.0238
1333,0.9832
1334,-0.2221
1335,0.8657
1336,-0.8149
1337,0.02321
1338,-0.1562
1339,-0.7093
1340,0.3825
1341,0.4266
1342,0.8112
1343,0.6119
1344,-0.2421
1345,0.7774
1346,-0.2167
1347,-0.2928
1348,0.2223
1349,-0.6274
1350,-0.2128
1351,0.3092
1352,0.2263
1353,-0.3297
1354,-0.1059
1355,1.407
1356,-0.8382
1357,-0.07404
1358,-0.7709
1359,-0.4967
1360,1.25
1361,0.8859
1362,-0.3763
1363,0.7679
1364,0.1634
1365,-0.1769
1366,-0.01689
1367,-1.14
1368,0.3745
1369,1.405
1370,1.146
1371,0.2647
1372,-0.9579
1373,1.121
1374,-0.07513
1375,0.4495
1376,0.8458
1377,-0.02227
1378,-0.6531
1379,0.7817
1380,-0.4066
1381,-0.4329
1382,0.9584
1383,0.5202
1384,-0.3749
1385,-1.14
1386,0.2612
1387,0.357
1388,1.924
1389,-0.2541
1390,1.163
1391,0.1491
1392,-0.0623
1393,-0.2214
1394,-0.2606
1395,0.3885
1396,1.317
1397,0.3861
1398,0.07837
1399,0.3865
1400,1.011
1401,0.8943
1402,-0.1658
1403,-0.03881
1404,0.6988
1405,-0.474
1406,0.48
1407,0.5402
1408,0.5573
1409,-0.7182
1410,0.1984
1411,-1.151
1412,0.8205
1413,0.5835
1414,0.4665
1415,-0.02788
1416,0.6489
1417,0.7088
1418,-0.6703
1419,0.6533
1420,0.1052
1421,0.03878
1422,-0.2001
1423,-0.7196
1424,-0.5532
1425,0.7157
1426,-0.05301
1427,0.09261
1428,-0.3086
1429,1.163
1430,0.1325
1431,1.14
1432,-0.1532
1433,0.5642
1434,0.3587
1435,0.6506
1436,1.664
1437,-0.9838
1438,-0.5479
1439,0.1379
1440,0.4269
1441,-1.071
1442,0.7195
1443,0.5721
1444,-0.04006
1445,-0.4084
1446,0.8044
1447,0.5129
1448,-1.059
1449,-0.4058
1450,0.5022
1451,0.7714
1452,0.8341
1453,1.072
1454,-1.231
1455,0.2954
1456,0.3321
1457,1.096
1458,0.3921
1459,-0.06582
1460,0.5756
1461,-0.6535
1462,-0.1545
1463,0.839
1464,0.3449
1465,-0.07802
1466,0.09541
1467,0.5845
1468,-0.8018
1469,0.7522
1470,0.8956
1471,-0.4641
1472,0.05786
1473,-0.2374
1474,-0.4356
1475,-0.054
1476,-0.0157
1477,0.02396
1478,0.5761
1479,-1.056
1480,0.698
1481,-0.2372
1482,-0.7048
1483,-0.5264
1484,-0.39
1485,-0.2648
1486,0.2291
1487,1.434
1488,-0.3469
1489,1.45
1490,0.5719
1491,-0.4328
1492,1.055
1493,0.02342
1494,0.2167
1495,-0.02056
1496,-0.06574
1497,0.3136
1498,1.108
1499,-0.8341
1500,0.4229
1501,0.2212
1502,1.002
1503,-1.44
1504,0.5234
1505,0.3867
1506,-0.7011
1507,0.4849
1508,-0.107
1509,2.156
1510,0.822
1511,-0.275
1512,-0.8164
1513,0.9912
1514,0.7108
1515,1.247
1516,1.292
1517,0.9738
1518,0.2559
1519,-0.2206
1520,0.7513
1521,1.008
1522,0.6196
1523,0.5748
1524,-0.7788
1525,0.4974
1526,0.4982
1527,-1.617
1528,0.2781
1529,0.6416
1530,-0.08053
1531,-0.4159
1532,-0.0665
1533,1.457
1534,1.293
1535,0.146
1536,0.3647
1537,-0.0923
1538,1.167
1539,-0.08555
1540,-0.2783
1541,-0.2353
1542,1.044
1543,1.223
1544,-0.145
1545,1.079
1546,-0.5365
1547,0.386
1548,-1.296
1549,0.1184
1550,-0.77
1551,-0.3805
1552,1.277
1553,0.7568
1554,0.1821
1555,1.01
1556,0.4334
1557,0.0791
1558,0.1193
1559,0.8
1560,1.684
1561,-0.8278
1562,0.06869
1563,0.9018
1564,0.02862
1565,0.4526
1566,0.08293
1567,0.22
1568,-0.6381
1569,0.5101
1570,-0.5488
1571,0.8067
1572,0.02549
1573,-0.3089
1574,0.06596
1575,-0.04404
1576,0.7098
1577,1.149
1578,-0.4433
1579,-0.4812
1580,1.071
1581,-0.6661
1582,0.3093
1583,-0.4155
1584,0.1114
1585,1.083
1586,1.514
1587,0.0269
1588,0.08501
1589,-0.7181
1590,0.1298
1591,-0.3159
1592,0.1739
1593,-0.259
1594,-0.1616
1595,-0.3436
1596,0.3842
1597,1.558
1598,-1.047
1599,0.5653
1600,0.3666
1601,0.6088
1602,0.5044
1603,-0.03763
1604,1.234
1605,0.7179
1606,-0.02744
1607,1.051
1608,1.171
1609,0.0934
1610,1.155
1611,-0.4443
1612,0.3035
1613,0.4904
1614,-0.1419
1615,-0.4824
1616,0.9796
1617,-0.05218
1618,-0.7277
1619,0.3112
1620,-0.6063
1621,0.5241
1622,-0.06682
1623,0.4796
1624,-0.4026
1625,0.4974
1626,0.7054
1627,-0.5808
1628,-0.8651
1629,0.2994
1630,0.9182
1631,0.4343
1632,0.4749
1633,-0.6861
1634,-0.3801
1635,-0.9624
1636,-0.4584
1637,0.5113
1638,0.4618
1639,-0.03248
1640,-0.6311
1641,0.5128
1642,0.4431
1643,1.278
1644,-0.1247
1645,1.135
1646,-0.7487
1647,0.76
1648,0.08832
1649,0.4598
1650,-0.04169
1651,0.3497
1652,0.05545
1653,-0.2176
1654,-0.1134
1655,-0.6673
1656,0.2504
1657,-0.0625
1658,1.031
1659,0.5097
1660,0.1224
1661,0.5407
1662,0.4949
1663,0.3405
1664,-0.4594
1665,-0.2637
1666,0.692
1667,-0.121
1668,0.1884
1669,0.8592
1670,0.02823
1671,0.4908
1672,0.2422
1673,0.1171
1674,0.0481
1675,0.02644
1676,-0.08601
1677,-0.2076
1678,0.8683
1679,-0.1411
1680,-0.7676
1681,-0.7108
1682,0.4799
1683,-0.008824
1684,0.2303
1685,1.656
1686,1.153
1687,-0.04833
1688,0.2366
1689,-0.4888
1690,-0.2856
1691,1.226
1692,-0.06937
1693,-0.4547
1694,1.012
1695,0.334
1696,0.06214
1697,-0.03803
1698,1.259
1699,0.3511
1700,1.077
1701,-0.08918
1702,0.06054
1703,-0.3822
1704,-0.09195
1705,0.5665
1706,0.2679
1707,0.674
1708,-0.3536
1709,-0.5892
1710,-0.2721
1711,0.8194
1712,0.1971
1713,0.1978
1714,0.1548
1715,0.3941
1716,-0.4742
1717,-0.6796
1718,0.3598
1719,1.535
1720,0.2808
1721,-0.639
1722,0.1631
1723,-0.3929
1724,0.2809
1725,0.6726
1726,-0.5424
1727,-0.3884
1728,-0.4737
1729,0.1001
1730,0.3477
1731,0.4587
1732,0.3849
1733,-0.4997
1734,-0.1199
1735,0.409
1736,0.4675
1737,-0.5598
1738,-0.5344
1739,0.778
1740,0.322
1741,0.9412
1742,-0.07724
1743,0.4028
1744,0.008939
1745,0.4005
1746,-0.3257
1747,-0.1344
1748,0.09071
1749,-0.5865
1750,0.08877
1751,-0.6144
1752,-0.524
1753,0.8959
1754,-0.2444
1755,0.6763
1756,-0.5108
1757,1.046
1758,-0.724
1759,0.1536
1760,0.08395
1761,1.416
1762,-1.144
1763,-0.1065
1764,0.5887
1765,-1.205
1766,0.8777
1767,0.7396
1768,0.8146
1769,0.08977
1770,0.2607
1771,-0.4772
1772,-1.336
1773,0.6058
1774,1.944
1775,0.5824
1776,1.391
1777,0.9063
1778,0.1342
1779,-1.255
1780,0.4452
1781,0.4647
1782,-0.1892
1783,0.1623
1784,0.348
1785,1.146
1786,0.402
1787,-0.1697
1788,-0.5644
1789,1.749
1790,0.8053
1791,0.9962
1792,-0.222
1793,0.1809
1794,-1.991
1795,-0.05079
1796,1.308
1797,1.718
1798,-1.069
1799,1.325
1800,0.4642
1801,0.1292
1802,0.4607
1803,0.3484
1804,-0.06966
1805,0.532
1806,0.6086
1807,0.4331
1808,0.2631
1809,1.15
1810,0.4165
1811,-0.0951
1812,1.337
1813,0.5298
1814,-0.1092
1815,0.5916
1816,0.02635
1817,0.4813
1818,0.5134
1819,0.05942
1820,-0.561
1821,1.072
1822,-0.2249
1823,-0.1534
1824,1.163
1825,0.08147
1826,-0.3226
1827,0.3764
1828,0.1796
1829,0.8211
1830,0.6876
1831,0.5247
1832,-0.3173
1833,0.713
1834,-0.6086
1835,-0.5733
1836,-0.2203
1837,1.186
1838,-0.01967
1839,0.7253
1840,-0.1193
1841,0.3601
1842,0.5321
