MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.568159,-0.349328,-0.448079
2,0.592418,-0.344161,-0.482195
3,0.569219,-0.325081,-0.46726
4,0.612772,-0.34567,-0.505966
5,0.612772,-0.34567,-0.505966
6,0.666759,-0.356401,-0.563512
7,0.666759,-0.356401,-0.563512
8,0.631074,-0.371106,-0.510426
9,0.631074,-0.371106,-0.510426
10,0.655082,-0.349822,-0.553856
11,0.655373,-0.394172,-0.523585
12,0.655373,-0.394172,-0.523585
13,0.683443,-0.430556,-0.530769
14,0.683443,-0.430556,-0.530769
15,0.683443,-0.430556,-0.530769
16,0.733089,-0.477785,-0.556005
17,0.716454,-0.42929,-0.5736
18,0.716454,-0.42929,-0.5736
19,0.716454,-0.42929,-0.5736
20,0.716454,-0.42929,-0.5736
21,0.716454,-0.42929,-0.5736
22,0.772824,-0.521437,-0.570404
23,0.772824,-0.521437,-0.570404
24,0.772824,-0.521437,-0.570404
25,0.768204,-0.54423,-0.542172
26,0.768204,-0.54423,-0.542172
27,0.768204,-0.54423,-0.542172
28,0.768204,-0.54423,-0.542172
29,0.768204,-0.54423,-0.542172
30,0.799273,-0.582109,-0.54771
31,0.774468,-0.58669,-0.505565
32,0.774468,-0.58669,-0.505565
33,0.774468,-0.58669,-0.505565
34,0.845357,-0.673975,-0.510281
35,0.915858,-0.700558,-0.589929
36,0.915858,-0.700558,-0.589929
37,0.913699,-0.674589,-0.61626
38,0.954542,-0.654706,-0.69463
39,0.954542,-0.654706,-0.69463
40,0.954542,-0.654706,-0.69463
41,0.954542,-0.654706,-0.69463
42,0.954542,-0.654706,-0.69463
43,0.954542,-0.654706,-0.69463
44,1.02957,-0.74049,-0.715329
45,1.04848,-0.696277,-0.783901
46,1.02898,-0.649884,-0.797782
47,1.02898,-0.649884,-0.797782
48,1.02898,-0.649884,-0.797782
49,1.03952,-0.69353,-0.774346
50,1.01114,-0.734396,-0.695026
51,1.01114,-0.734396,-0.695026
52,1.02207,-0.747463,-0.697081
53,1.0181,-0.738314,-0.701016
