T,G,F
1,0.01355,0.02568
2,0.01145,0.02448
3,0.01141,0.0245
4,0.01142,0.02448
5,0.01147,0.02444
6,0.01146,0.0244
7,0.01143,0.02441
8,0.01143,0.02444
9,0.01148,0.0244
10,0.01147,0.02441
11,0.01152,0.02431
12,0.01154,0.0242
13,0.01151,0.02418
14,0.01155,0.02415
15,0.01156,0.02421
16,0.01159,0.02418
17,0.01156,0.02413
18,0.01158,0.02403
19,0.0116,0.02406
20,0.01161,0.02403
21,0.0116,0.02402
22,0.01159,0.02404
23,0.01164,0.02394
24,0.01163,0.02392
25,0.01161,0.02395
26,0.01163,0.02392
27,0.01165,0.0239
28,0.0116,0.02391
29,0.01161,0.02391
30,0.01162,0.02389
31,0.01165,0.02388
32,0.01163,0.02385
33,0.01169,0.02388
34,0.01164,0.02388
35,0.01168,0.02384
36,0.01174,0.02377
37,0.01168,0.02377
38,0.01169,0.02386
39,0.0117,0.02373
40,0.01172,0.02374
41,0.0117,0.02374
42,0.01175,0.02377
43,0.01172,0.02373
44,0.01174,0.02368
45,0.01174,0.02365
46,0.01177,0.02362
47,0.0118,0.02356
48,0.0118,0.02359
49,0.01175,0.02356
50,0.01178,0.02351
51,0.01176,0.02352
52,0.01178,0.02355
53,0.01179,0.02361
54,0.01179,0.02358
55,0.01177,0.02357
56,0.01173,0.02354
57,0.01176,0.02363
58,0.01173,0.02361
59,0.01177,0.02356
60,0.01179,0.02357
61,0.0118,0.02349
62,0.01181,0.02346
63,0.01181,0.02344
64,0.01182,0.02342
65,0.01184,0.0234
66,0.01185,0.02343
67,0.01183,0.02341
68,0.01188,0.02343
69,0.01189,0.02333
70,0.01189,0.02326
71,0.01186,0.02332
72,0.01187,0.02333
73,0.01188,0.02335
74,0.01184,0.0234
75,0.01186,0.02332
76,0.01189,0.02339
77,0.01184,0.02335
78,0.01185,0.02339
79,0.01183,0.02336
80,0.01187,0.02336
81,0.01188,0.02327
82,0.01189,0.0233
83,0.01194,0.02324
84,0.01189,0.02321
85,0.01192,0.02321
86,0.01191,0.02317
87,0.01196,0.02322
88,0.01192,0.02318
89,0.0119,0.02319
90,0.01191,0.02318
91,0.0119,0.02316
92,0.0119,0.02317
93,0.01192,0.02319
94,0.01191,0.02325
95,0.01194,0.02321
96,0.01192,0.02321
97,0.01192,0.02319
98,0.01194,0.02315
99,0.01196,0.02317
100,0.01198,0.02319
101,0.01197,0.02316
102,0.01197,0.02307
103,0.01202,0.02306
104,0.01203,0.023
105,0.01201,0.02299
106,0.01203,0.02302
107,0.01203,0.02296
108,0.01203,0.02288
109,0.01205,0.02294
110,0.01201,0.02294
111,0.01204,0.02292
112,0.01206,0.02284
113,0.01207,0.02284
114,0.01204,0.02288
115,0.01208,0.02284
116,0.01209,0.02283
117,0.0121,0.02286
118,0.01213,0.02276
119,0.01212,0.02277
120,0.01211,0.02272
121,0.01211,0.02271
122,0.01211,0.02274
123,0.01211,0.02274
124,0.01217,0.02265
125,0.01212,0.02279
126,0.01209,0.02275
127,0.0121,0.02275
128,0.01209,0.02275
129,0.01216,0.02278
130,0.01212,0.02275
131,0.01213,0.02275
132,0.0121,0.02277
133,0.01212,0.02274
134,0.01209,0.02277
135,0.01211,0.02273
136,0.01213,0.02267
137,0.01211,0.02271
138,0.01217,0.02276
139,0.0121,0.02272
140,0.01214,0.02279
141,0.01211,0.02275
142,0.01214,0.02271
143,0.0121,0.02278
144,0.01211,0.02268
145,0.01211,0.02276
146,0.0121,0.02281
147,0.01211,0.02283
148,0.01212,0.02274
149,0.01215,0.0227
150,0.01213,0.02272
151,0.01213,0.02266
152,0.01212,0.02266
153,0.01213,0.02267
154,0.01216,0.02271
155,0.01211,0.02268
156,0.01212,0.02268
157,0.01215,0.02266
158,0.01213,0.02273
159,0.0121,0.02279
160,0.0121,0.02278
161,0.01209,0.02274
162,0.01208,0.02284
163,0.01209,0.02278
164,0.01206,0.0228
165,0.01212,0.02278
166,0.01207,0.02282
167,0.01209,0.02277
168,0.0121,0.02273
169,0.01211,0.0228
170,0.01208,0.02276
171,0.01207,0.02281
172,0.0121,0.02279
173,0.01213,0.02269
174,0.0121,0.02274
175,0.01209,0.02275
176,0.01211,0.0227
177,0.01216,0.02268
178,0.01216,0.02261
179,0.0122,0.02256
180,0.01214,0.02259
181,0.01218,0.02258
182,0.01219,0.02257
183,0.01218,0.02259
184,0.01218,0.02257
