t,deltaS
764,0.1439
765,0.2898
766,-0.06282
767,-0.09758
768,0.02586
769,-0.02558
770,0.1207
771,-0.07388
772,-0.09695
773,0.1973
774,-0.4133
775,0.2319
776,0.1958
777,0.04891
778,-0.04418
779,0.3735
780,0.03522
781,0.08355
782,0.01319
783,-0.07793
784,-0.0131
785,-0.08352
786,0.06604
787,0.04581
788,-0.1768
789,0.02915
790,0.1071
791,-0.01055
792,0.04299
793,0.2131
794,-0.03886
795,0.04232
796,0.02297
797,0.1299
798,-0.3302
799,-0.2295
800,0.003561
801,-0.1235
802,0.3404
803,-0.04563
804,-0.04847
805,0.1899
806,0.005762
807,0.02106
808,-0.1588
809,0.05766
810,-0.1466
811,0.1278
812,-0.3817
813,-0.354
814,-0.1558
815,0.3488
816,0.1869
817,-0.2074
818,0.2463
819,-0.371
820,0.05381
821,-0.3791
822,0.1371
823,0.004517
824,0.1361
825,-0.05899
826,0.168
827,-0.1073
828,0.03852
829,0.05521
830,0.08449
831,0.1771
832,0.09218
833,-0.08154
834,0.1065
835,0.0845
836,0.02153
837,-0.3642
838,0.1802
839,0.1545
840,-0.007781
841,0.09233
842,-0.1174
843,-0.04493
844,0.3308
845,0.2749
846,0.2905
847,0.1946
848,-0.02389
849,-0.06159
850,0.3246
851,-0.4035
852,-0.1175
853,-0.2411
854,-0.3333
855,0.05927
856,-0.1983
857,0.009567
858,0.2147
859,-0.0231
860,-0.1591
861,0.2278
862,0.02729
863,0.09001
864,0.2578
865,0.0009688
866,-0.1929
867,0.2491
868,0.0172
869,0.01565
870,0.04849
871,0.06534
872,0.3532
873,0.04431
874,0.319
875,0.1947
876,-0.2606
877,0.3631
878,-0.1733
879,-0.1601
880,0.0404
881,-0.2954
882,0.4192
883,-0.4659
884,0.2321
885,-0.1308
886,0.07402
887,-0.02481
888,0.1448
889,-0.1147
890,0.09227
891,-0.2289
892,-0.15
893,-0.3343
894,0.03642
895,-0.1413
896,-0.1078
897,0.3462
898,0.1966
899,-0.01464
900,0.09923
901,0.4055
902,-0.02756
903,0.2418
904,0.1364
905,0.1644
906,0.2037
907,-0.01776
908,-0.2909
909,0.2324
910,-0.2286
911,0.3358
912,-0.05063
913,0.1046
914,0.2064
915,0.1046
916,0.341
917,0.2169
918,0.1941
919,0.1021
920,-0.201
921,0.1642
922,-0.1901
923,0.07044
924,-0.1824
925,0.3485
926,-0.3195
927,-0.327
928,-0.2032
929,0.1214
930,0.05018
931,0.06471
932,0.09217
933,-0.06665
934,-0.08559
935,0.2175
936,-0.1211
937,-0.08256
938,0.1315
939,0.07033
940,0.1119
941,0.1898
942,-0.1123
943,0.1143
944,-0.2077
945,0.1549
946,-0.298
947,0.037
948,-0.4169
949,-0.1546
950,0.2929
951,0.06955
952,-0.2271
953,0.2094
954,-0.3012
955,0.09638
956,-0.08061
957,-0.1721
958,0.03671
959,0.1061
960,0.006698
961,0.2947
962,-0.07252
963,-0.09135
964,0.0999
965,0.08923
966,-0.03944
967,-0.2782
968,0.394
969,0.2476
970,-0.2227
971,-0.0978
972,0.1159
973,-0.05123
974,0.04224
975,0.3548
976,-0.02678
977,0.08132
978,0.02997
979,0.06112
980,0.3551
981,-0.1411
982,0.2
983,-0.3981
984,-0.004197
985,0.1711
986,-0.2163
987,-0.06389
988,0.1654
989,0.2839
990,0.2878
991,-0.007626
992,-0.05457
993,-0.01475
994,0.2816
995,0.1174
996,-0.3554
997,0.1213
998,0.145
999,0.08904
1000,0.3307
1001,-0.2225
1002,0.2591
1003,0.1266
1004,0.2766
1005,-0.0215
1006,0.358
1007,-0.2135
1008,0.05562
1009,-0.07122
1010,-0.2256
1011,-0.3202
1012,0.3084
1013,-0.1294
1014,0.03684
1015,0.03763
1016,0.2191
1017,-0.07816
1018,-0.03813
1019,0.1958
1020,0.1188
1021,-0.02092
1022,-0.2245
1023,-0.1377
1024,0.2819
1025,0.06299
1026,0.1304
1027,-0.2717
1028,-0.05902
1029,-0.1166
1030,0.3315
1031,-0.3151
1032,0.2632
1033,-0.1554
1034,-0.1133
1035,0.1145
1036,-0.2786
1037,-0.04132
1038,0.08296
1039,-0.2555
1040,0.05536
1041,-0.1518
1042,0.1469
1043,0.1133
1044,-0.2884
1045,0.3264
1046,0.1921
1047,0.03258
1048,0.06256
1049,-0.1698
1050,-0.08864
1051,0.2052
1052,-0.04444
1053,0.1833
1054,-0.04311
1055,-0.001189
1056,-0.1389
1057,0.189
1058,0.03504
1059,0.2495
1060,-0.05897
1061,-0.06254
1062,-0.03745
1063,0.05166
1064,-0.1579
1065,0.1204
1066,-0.193
1067,-0.276
1068,0.0851
1069,0.06849
1070,0.06748
1071,0.04834
1072,-0.1405
1073,0.2818
1074,-0.1461
1075,-0.07087
1076,0.04559
1077,0.07636
1078,-0.0538
1079,-0.1306
1080,-0.3201
1081,0.1781
1082,-0.3131
1083,0.242
1084,-0.1396
1085,0.324
1086,0.1664
1087,-0.07979
1088,0.1539
1089,0.1808
1090,-0.03131
1091,-0.171
1092,0.07974
1093,-0.2843
1094,0.1675
1095,-0.2824
1096,0.01225
1097,-0.01198
1098,-0.07537
1099,0.5345
1100,-0.1207
1101,-0.07117
1102,0.06951
1103,0.1082
1104,-0.01475
1105,0.04343
1106,-0.08273
1107,0.1596
1108,0.2881
1109,-0.119
1110,0.05051
1111,0.02123
1112,0.3623
1113,0.1638
1114,-0.1834
1115,0.1824
1116,0.2909
1117,0.04381
1118,0.02261
1119,0.1267
1120,0.08438
1121,-0.4025
1122,-0.06173
1123,-0.0316
1124,-0.06798
1125,-0.04615
1126,0.04042
1127,-0.09256
1128,0.5777
1129,-0.2157
1130,-0.01717
1131,0.1485
1132,0.008214
1133,-0.1964
1134,0.03896
1135,0.3063
1136,0.03363
1137,0.2369
1138,0.03069
1139,-0.366
1140,-0.1471
1141,0.326
1142,-0.3046
1143,0.1755
1144,0.3184
1145,-0.3514
1146,-0.3414
1147,0.3515
1148,-0.3142
1149,-0.1162
1150,-0.138
1151,0.0835
1152,0.1064
1153,0.0743
1154,-0.03799
1155,-0.03565
1156,0.06987
1157,-0.3024
1158,0.1672
1159,-0.1557
1160,-0.001179
1161,-0.1831
1162,-0.1641
1163,0.2314
1164,-0.5886
1165,0.2308
1166,0.1576
1167,-0.04566
1168,0.1032
1169,-0.5876
1170,0.2668
1171,-0.05598
1172,0.405
1173,-0.02703
1174,0.3788
1175,0.03051
1176,0.4565
1177,0.3916
1178,0.1952
1179,0.3738
1180,-0.251
1181,0.07079
1182,0.2968
1183,-0.3664
1184,-0.2374
1185,0.05526
1186,0.01843
1187,-0.2026
1188,-0.1401
1189,-0.2758
1190,-0.1213
1191,-0.2337
1192,0.1962
1193,0.1485
1194,-0.01073
1195,0.04227
1196,-0.1758
1197,-0.009434
1198,0.1089
1199,0.3044
1200,-0.2827
1201,-0.2242
1202,0.3029
1203,-0.3711
1204,0.4019
1205,0.2462
1206,0.0995
1207,-0.291
1208,0.2042
1209,-0.2921
1210,0.2968
1211,-0.09175
1212,0.3439
1213,0.04602
1214,-0.03272
1215,0.02615
1216,0.1408
1217,-0.1353
1218,-0.2571
1219,0.1807
1220,-0.04828
1221,0.3432
1222,0.1025
1223,0.02868
1224,0.1559
1225,0.1777
1226,-0.002078
1227,0.2341
1228,0.01267
1229,-0.0462
1230,0.1294
1231,-0.2736
1232,-0.3501
1233,-0.1387
1234,-0.1069
1235,0.3581
1236,-0.09809
1237,0.01499
1238,0.2505
1239,-0.1564
1240,0.1448
1241,0.05486
1242,0.1079
1243,-0.1969
1244,0.05379
1245,-0.02733
1246,0.09187
1247,-0.08617
1248,-0.1856
1249,-0.2494
1250,0.001529
1251,0.212
1252,0.05721
1253,0.2349
1254,0.2112
1255,-0.09256
1256,0.1314
1257,0.2169
1258,0.1035
1259,0.2243
1260,-0.08202
1261,-0.2187
1262,0.1488
1263,0.1572
1264,-0.3951
1265,0.2956
1266,-0.1763
1267,8.12e-05
1268,0.234
1269,0.04463
1270,0.2442
1271,0.1354
1272,-0.2417
1273,0.2087
1274,-0.1579
1275,-0.1109
1276,-0.04388
1277,0.02977
1278,0.04488
1279,0.3338
1280,-0.2233
1281,-0.03489
1282,-0.09271
1283,0.329
1284,-0.08108
1285,-0.04343
1286,-0.1596
1287,0.09135
1288,0.01731
1289,0.01614
1290,0.09311
1291,-0.06819
1292,-0.33
1293,0.1827
1294,-0.2908
1295,-0.0658
1296,-0.1779
1297,0.3574
1298,-0.1247
1299,0.4956
1300,0.005423
1301,0.03469
1302,0.3168
1303,-0.0396
1304,-0.1392
1305,-0.1135
1306,0.05062
1307,-0.03402
1308,0.2969
1309,-0.1732
1310,0.01331
1311,-0.1512
1312,-0.05334
1313,-0.334
1314,-0.1054
1315,-0.09692
1316,0.0903
1317,0.4055
1318,0.2725
1319,0.07932
1320,-0.08484
1321,0.1446
1322,-0.06832
1323,-0.1027
1324,0.2549
1325,-0.1801
1326,0.1444
1327,0.2015
1328,-0.1262
1329,0.04393
1330,0.08823
1331,-0.008519
1332,-0.01009
1333,0.1667
1334,-0.1165
1335,-0.1279
1336,0.1058
1337,-0.114
1338,0.2864
1339,-0.003211
1340,-0.0325
1341,-0.4232
1342,-0.1561
1343,0.02596
1344,0.4051
1345,-0.2328
1346,0.1238
1347,-0.2393
1348,0.2134
1349,-0.2567
1350,0.3428
1351,-0.1079
1352,0.07233
1353,-0.1473
1354,0.04834
1355,0.01358
1356,0.09232
1357,0.2621
1358,-0.05146
1359,-0.08914
1360,-0.2573
1361,0.5601
1362,-0.03308
1363,-0.3816
1364,0.2086
1365,-0.08996
1366,0.3913
1367,-0.06886
1368,0.0233
1369,-0.01255
1370,-0.05834
1371,-0.1167
1372,-0.2894
1373,-0.07083
1374,0.0152
1375,0.1301
1376,0.04751
1377,0.2288
1378,-0.02674
1379,0.1178
1380,0.05381
1381,0.537
1382,0.03543
1383,-0.361
1384,-0.06805
1385,-0.2492
1386,0.1598
1387,0.1912
1388,0.2515
1389,-0.2863
1390,-0.1974
1391,-0.2667
1392,0.02323
1393,0.2392
1394,-0.1194
1395,-0.149
1396,-0.2504
1397,0.1571
1398,-0.03628
1399,0.03537
1400,0.3432
1401,-0.05034
1402,0.05621
1403,-0.2805
1404,-0.07173
1405,0.3415
1406,0.004836
1407,0.4406
1408,-0.07623
1409,0.02363
1410,-0.06972
1411,0.19
1412,0.1681
1413,-0.06494
1414,-0.03151
1415,0.04213
1416,-0.1311
1417,0.23
1418,0.2325
1419,0.06141
1420,0.1046
1421,-0.07409
1422,0.0953
1423,-0.1463
1424,0.0244
1425,0.1794
1426,0.2196
1427,-0.2638
1428,-0.1456
1429,-0.04658
1430,-0.2857
1431,-0.2412
1432,0.009982
1433,-8.839e-05
1434,-0.2041
1435,0.3971
1436,0.2908
1437,0.004164
1438,0.2763
1439,0.1722
1440,-0.378
1441,0.136
1442,0.343
1443,-0.02602
1444,0.1178
1445,0.116
1446,-0.2223
1447,-0.09364
1448,-0.1944
1449,0.002801
1450,0.02175
1451,-0.4546
1452,-0.07536
1453,-0.4864
1454,0.1236
1455,0.1545
1456,0.04471
1457,-0.1459
1458,0.1471
1459,0.07186
1460,-0.3315
1461,0.02141
1462,0.08966
1463,-0.1477
1464,0.007801
1465,-0.05971
1466,0.2501
1467,0.06948
1468,0.3245
1469,-0.2937
1470,0.141
1471,-0.1918
1472,0.2291
1473,0.1071
1474,0.2452
1475,0.1346
1476,-0.09224
1477,0.01847
1478,0.2762
1479,-0.1614
1480,0.03901
1481,0.04298
1482,-0.1862
1483,0.05207
1484,-0.0294
1485,-0.01678
1486,0.1104
1487,-0.2258
1488,-0.05319
1489,-0.4367
1490,0.06997
1491,-0.3292
1492,-0.003543
1493,-0.1165
1494,-0.08795
1495,-0.2879
1496,-0.1021
1497,0.1491
1498,-0.1221
1499,-0.001558
1500,0.222
1501,-0.03987
1502,0.3206
1503,0.2078
1504,-0.02087
1505,-0.1411
1506,-0.1039
1507,0.22
1508,-0.1475
1509,0.1279
1510,0.0745
1511,0.3096
1512,-0.01006
1513,-0.1684
1514,-0.1606
1515,0.1415
1516,0.3438
1517,-0.1584
1518,0.2754
1519,0.1486
1520,0.3416
1521,0.1115
1522,-0.1156
1523,0.1916
1524,-0.1638
1525,-0.06381
1526,0.2161
1527,-0.1134
1528,0.3068
1529,0.3944
1530,0.3947
1531,-0.01139
1532,-0.1913
1533,0.1502
1534,0.0626
1535,0.05822
1536,0.1877
1537,-0.09092
1538,-0.001423
1539,-0.1412
1540,-0.278
1541,0.3295
1542,0.102
1543,-0.07016
1544,-0.06081
1545,-0.3066
1546,0.05906
1547,-0.04873
1548,-0.07886
1549,-0.1194
1550,-0.05501
1551,-0.05087
1552,0.118
1553,-0.1457
1554,-0.1363
1555,-0.2325
1556,-0.01326
1557,0.3433
1558,0.06744
1559,0.01517
1560,0.2205
1561,-0.0846
1562,-0.1087
1563,0.2263
1564,0.215
1565,0.05996
1566,-0.1535
1567,0.144
1568,-0.1157
1569,0.06197
1570,0.2679
1571,-0.1363
1572,-0.1181
1573,0.05602
1574,0.1204
1575,-0.1729
1576,0.1096
1577,-0.05232
1578,-0.2683
1579,0.09303
1580,-0.1403
1581,0.2412
1582,-0.1892
1583,-0.1616
1584,0.13
1585,-0.1962
1586,0.2743
1587,-0.2661
1588,-0.01355
1589,-0.03253
1590,-0.2059
1591,0.1994
1592,-0.01199
1593,-0.1033
1594,-0.1002
1595,0.08253
1596,0.2407
1597,-0.09144
1598,0.2137
1599,0.4725
1600,0.1404
1601,0.1397
1602,0.0325
1603,0.1273
1604,0.2154
1605,0.2139
1606,0.007802
1607,0.1532
1608,0.4373
1609,-0.1904
1610,-0.3308
1611,0.0549
1612,-0.124
1613,-0.5363
1614,-0.3244
1615,-0.2807
1616,0.05651
1617,-0.1446
1618,-0.373
1619,-0.02639
1620,-0.1188
1621,-0.1057
1622,0.1309
1623,-0.2072
1624,0.09579
1625,0.1705
1626,-0.06493
1627,-0.01813
1628,0.2746
1629,-0.07634
1630,0.1033
1631,0.1755
1632,0.04327
1633,-0.2785
1634,-0.1895
1635,-0.03561
1636,-0.01068
1637,0.08376
1638,-0.1183
1639,0.07603
1640,-0.0658
1641,-0.178
1642,-0.09251
1643,0.03552
1644,-0.0671
1645,-0.04349
1646,0.1804
1647,0.06665
1648,-0.02526
1649,-0.03839
1650,0.0813
1651,0.4257
1652,-0.1404
1653,0.0329
1654,-0.08101
1655,0.01897
1656,0.04849
1657,0.08498
1658,0.3817
1659,-0.1198
1660,0.01988
1661,0.1432
1662,-0.2617
1663,0.1023
1664,0.05365
1665,0.1759
1666,0.2755
1667,-0.2878
1668,-0.05041
1669,-0.2113
1670,-0.229
1671,0.01622
1672,0.3822
1673,-0.01394
1674,-0.125
1675,0.166
1676,-0.2391
1677,0.03292
1678,-0.3009
1679,-0.262
1680,0.1041
1681,-0.301
1682,-0.08654
1683,-0.1613
1684,-0.000482
1685,0.2516
1686,-0.09592
1687,0.287
1688,-0.1249
1689,-0.03307
1690,-0.3166
1691,0.3906
1692,0.198
1693,-0.05304
1694,0.2316
1695,-0.009213
1696,-0.09658
1697,0.2049
1698,0.1426
1699,-0.01453
1700,-0.01053
1701,-0.1081
1702,0.003459
1703,0.05787
1704,0.2699
1705,0.275
1706,0.08066
1707,0.05645
1708,0.2663
1709,0.09269
1710,0.3234
1711,-0.09752
1712,-0.02335
1713,-0.2658
1714,0.2282
1715,-0.2226
1716,0.2091
1717,0.3035
1718,-0.2
1719,-0.01941
1720,0.007248
1721,0.07896
1722,0.5114
1723,0.1232
1724,-0.1913
1725,0.09603
1726,-0.009725
1727,0.0204
1728,-0.1599
1729,0.3297
1730,0.04685
1731,0.04907
1732,-0.06528
1733,0.03809
1734,0.2217
1735,-0.09939
1736,-0.1429
1737,-0.06161
1738,0.1216
1739,-0.05831
1740,0.3934
1741,-0.1362
1742,0.1039
1743,-0.28
1744,0.517
1745,-0.09569
1746,0.2102
1747,-0.03475
1748,-0.1658
1749,0.3998
1750,0.3554
1751,0.1805
1752,-0.2957
1753,-0.0418
1754,0.1749
1755,-0.1361
1756,-0.07049
1757,-0.09658
1758,0.007483
1759,-0.1048
1760,0.2743
1761,0.06457
1762,-0.1157
1763,-0.2738
1764,0.1315
1765,-0.1228
1766,-0.1484
1767,0.184
1768,0.0358
1769,-0.03534
1770,-0.2893
1771,0.01602
1772,-0.07984
1773,-0.1648
1774,-0.1107
1775,0.1208
1776,-0.4497
1777,0.2227
1778,0.2115
