MDTU,	ReAvg,ImAvg,Sum,Sum-ReAvg
570,	0.77217,0.000830728,0.756895,-0.0152748
580,	0.770344,-0.00134582,0.670376,-0.0999673
590,	0.768159,0.000176588,0.866595,0.0984353
600,	0.770956,-0.00115662,0.801226,0.0302702
610,	0.761426,0.00121473,0.777431,0.0160045
620,	0.771701,0.00559184,0.764912,-0.00678844
630,	0.770706,-0.00151846,0.73909,-0.0316158
640,	0.772423,-0.000245698,0.830952,0.0585294
650,	0.76419,-0.000366315,0.795813,0.0316224
660,	0.764172,0.000448174,0.854287,0.090115
670,	0.77172,0.000479987,0.749289,-0.0224313
680,	0.77163,-0.00413407,0.699514,-0.0721163
690,	0.768364,-0.00147137,0.78351,0.0151469
700,	0.772934,-2.60622e-05,0.769244,-0.00368999
710,	0.770753,-0.00225926,0.740807,-0.0299459
720,	0.772128,0.00230061,0.816384,0.0442563
730,	0.77021,0.00285084,0.6909,-0.0793101
740,	0.767014,-0.00077374,0.798166,0.0311513
750,	0.770875,-0.000210257,0.808048,0.0371732
760,	0.767009,-0.00256172,0.742526,-0.0244836
770,	0.769259,-0.000550232,0.766302,-0.00295733
780,	0.76542,0.00259002,0.739685,-0.025735
790,	0.768019,-0.00334928,0.796521,0.0285021
800,	0.765987,0.00123017,0.685363,-0.0806242
810,	0.769407,-0.00090992,0.761766,-0.00764179
820,	0.767969,-0.00578142,0.777638,0.00966923
830,	0.766771,0.00421855,0.772862,0.00609137
840,	0.767134,0.000787485,0.769667,0.00253316
850,	0.769085,0.00550601,0.687652,-0.0814329
860,	0.771572,-0.00689897,0.803962,0.0323906
870,	0.768251,-0.00168005,0.78483,0.0165789
880,	0.768888,0.00127805,0.678813,-0.0900747
890,	0.770381,-0.00286789,0.795755,0.0253739
900,	0.769638,0.00538959,0.825652,0.0560134
910,	0.767924,0.00274651,0.78898,0.0210559
920,	0.767509,0.00336166,0.72868,-0.0388291
930,	0.772203,0.00456638,0.707475,-0.0647285
940,	0.768959,-0.00230611,0.778432,0.00947272
950,	0.769477,-0.0024661,0.734879,-0.0345982
960,	0.76715,0.00115897,0.864644,0.0974945
970,	0.767767,-0.000512628,0.808643,0.0408751
980,	0.769718,-0.000858373,0.73358,-0.0361381
990,	0.769873,0.00099919,0.762023,-0.00785044
1000,	0.770545,0.00415472,0.788175,0.0176303
1010,	0.770281,0.00231948,0.711221,-0.0590603
1020,	0.770773,0.0031587,0.720024,-0.0507491
1030,	0.771397,-0.00166539,0.701014,-0.0703836
1040,	0.768501,-0.00334213,0.800855,0.0323544
1050,	0.771443,0.00186224,0.877364,0.105922
1060,	0.772175,0.00534812,0.801393,0.0292187
1070,	0.770492,0.000278267,0.760092,-0.0103996
1080,	0.76914,0.000288025,0.850728,0.0815874
1090,	0.770287,-0.00174786,0.804522,0.0342354
1100,	0.771279,-0.000911266,0.771367,8.77333e-05
1110,	0.774099,0.000960972,0.741786,-0.032313
1120,	0.773608,5.41906e-05,0.708183,-0.0654246
1130,	0.76636,-0.000152266,0.80497,0.0386095
1140,	0.770004,-0.00207828,0.782192,0.012188
1150,	0.764482,-0.00368494,0.846365,0.0818828
1160,	0.76846,0.00169231,0.799716,0.0312563
1170,	0.774099,-0.00367788,0.642607,-0.131492
1180,	0.765167,0.00187792,0.799264,0.0340976
1190,	0.769069,-0.00122593,0.694835,-0.0742338
1200,	0.7733,-0.000562977,0.753758,-0.0195429
1210,	0.777031,0.000165854,0.693088,-0.0839431
1220,	0.767877,0.00119807,0.773007,0.00512953
1230,	0.774373,0.00172855,0.767459,-0.00691425
1240,	0.766895,-0.000540961,0.797306,0.0304115
1250,	0.772917,0.00152759,0.668544,-0.104373
1260,	0.771265,-0.00179383,0.753601,-0.017664
1270,	0.763042,-0.00195352,0.710276,-0.0527662
1280,	0.770716,-0.00164585,0.791719,0.0210037
1290,	0.769675,0.00168209,0.739608,-0.0300666
1300,	0.771494,0.000832135,0.774354,0.00286041
1310,	0.767125,-0.00250875,0.684507,-0.0826177
1320,	0.773517,-0.0007587,0.892293,0.118776
1330,	0.765178,0.000707333,0.824765,0.0595869
1340,	0.770308,0.00318736,0.789947,0.0196397
1350,	0.771633,0.00249949,0.762446,-0.00918777
1360,	0.771135,0.00282923,0.789427,0.0182914
1370,	0.76606,0.0011956,0.737971,-0.0280898
1380,	0.771896,-0.000409815,0.788874,0.0169777
1390,	0.769964,-0.00226757,0.776656,0.00669251
1400,	0.768735,0.00114377,0.893988,0.125254
1410,	0.768082,0.00116517,0.727766,-0.0403153
1420,	0.777613,0.00219429,0.731552,-0.0460607
1430,	0.771478,0.00234669,0.748028,-0.02345
1440,	0.772186,-0.000155427,0.707564,-0.0646214
1450,	0.765894,0.00300451,0.743254,-0.0226406
1460,	0.773128,0.00164958,0.775809,0.00268079
1470,	0.771666,-0.00472298,0.744007,-0.0276592
1480,	0.766234,-0.00391205,0.807274,0.0410404
1490,	0.773167,0.00138385,0.650946,-0.12222
1500,	0.766839,-0.00705789,0.810101,0.0432615
1510,	0.770449,0.00126888,0.755001,-0.0154477
1520,	0.762066,0.00334966,0.710601,-0.0514651
1530,	0.765542,-0.00113796,0.857065,0.0915234
1540,	0.764635,-0.00251469,0.764234,-0.000401289
1550,	0.769035,0.00137997,0.770673,0.00163782
1560,	0.775449,-0.000758984,0.744491,-0.030958
1570,	0.7706,-0.00010195,0.773323,0.00272301
1580,	0.772169,0.000818643,0.839043,0.0668734
1590,	0.76372,-0.00171859,0.840091,0.0763708
1600,	0.767966,1.62941e-05,0.739952,-0.0280141
1610,	0.776676,0.00188898,0.747202,-0.0294739
1620,	0.768905,0.00181356,0.737096,-0.0318088
1630,	0.766969,-0.00308484,0.799515,0.0325461
1640,	0.769809,0.00639525,0.761674,-0.00813439
1650,	0.763484,0.00496696,0.769507,0.00602219
1660,	0.769825,0.00105077,0.754337,-0.0154883
1670,	0.766046,-0.00251769,0.694656,-0.0713899
1680,	0.772001,-0.00408213,0.743827,-0.0281739
1690,	0.775261,0.00078103,0.857279,0.082018
1700,	0.766439,0.000790038,0.72136,-0.0450788
1710,	0.769153,-0.00294637,0.769494,0.00034108
1720,	0.769551,-0.00153068,0.748248,-0.0213023
1730,	0.771543,-0.00251142,0.786461,0.0149185
1740,	0.771025,0.00215981,0.701865,-0.0691598
1750,	0.769522,-0.00104493,0.805142,0.0356206
1760,	0.773287,0.0014038,0.679433,-0.0938541
1770,	0.769358,0.000251937,0.740477,-0.0288805
1780,	0.768622,0.00196497,0.667986,-0.100636
1790,	0.768644,0.00271001,0.773208,0.00456389
1800,	0.767453,0.00306134,0.755201,-0.0122521
1810,	0.771375,0.00310995,0.695333,-0.0760421
1820,	0.768772,0.00269668,0.750348,-0.0184239
1830,	0.77141,-0.00215163,0.792428,0.0210181
1840,	0.767352,-0.000630659,0.74034,-0.0270117
1850,	0.772086,0.00303257,0.770417,-0.00166874
1860,	0.767027,-0.00119129,0.71242,-0.0546074
1870,	0.769823,-0.00104034,0.779788,0.00996495
1880,	0.768783,0.00157206,0.786163,0.01738
1890,	0.767763,-0.00478927,0.801107,0.033344
1900,	0.770043,-0.00053505,0.863238,0.0931949
1910,	0.775737,-0.000442505,0.754714,-0.021023
1920,	0.766566,0.000851707,0.817734,0.0511679
1930,	0.771206,0.00221272,0.826955,0.0557493
1940,	0.768228,-0.001486,0.774109,0.00588188
1950,	0.766214,-0.000731342,0.75761,-0.00860472
1960,	0.769026,0.00356128,0.745537,-0.0234885
1970,	0.774369,-0.00050544,0.759475,-0.0148935
1980,	0.770149,0.000992404,0.85543,0.0852804
1990,	0.769697,0.00156311,0.733125,-0.0365718
2000,	0.769623,0.000600027,0.77896,0.00933764
2010,	0.769037,-0.00149807,0.851312,0.0822754
2020,	0.77039,-0.000140092,0.796495,0.0261053
2030,	0.767768,-0.00177776,0.79068,0.0229118
2040,	0.770258,-0.000324388,0.764011,-0.00624686
2050,	0.769184,-0.00271951,0.706203,-0.0629808
2060,	0.767517,0.000531881,0.739581,-0.0279363
2070,	0.771305,0.000820654,0.803838,0.0325334
2080,	0.76708,0.00217883,0.781097,0.0140173
2090,	0.75931,0.00147405,0.695872,-0.0634372
2100,	0.765316,-0.00156519,0.874756,0.10944
2110,	0.7665,-0.00126942,0.75262,-0.0138798
2120,	0.772201,0.00366741,0.811701,0.0395003
2130,	0.768924,-0.000654973,0.798694,0.0297701
2140,	0.769952,0.0013107,0.701112,-0.0688401
2150,	0.767305,-0.00263666,0.764684,-0.00262168
2160,	0.772013,-0.000417305,0.842659,0.0706462
2170,	0.767863,-0.00012552,0.710832,-0.0570306
2180,	0.769761,0.00122589,0.754663,-0.0150981
2190,	0.766075,0.000994681,0.731114,-0.0349619
2200,	0.775696,-0.00446287,0.872488,0.0967922
2210,	0.76515,0.000145417,0.747806,-0.0173432
2220,	0.76616,0.00123571,0.799535,0.0333742
2230,	0.771745,-0.00109358,0.713889,-0.0578568
2240,	0.764736,-0.00166937,0.746704,-0.0180321
2250,	0.770639,0.000463738,0.811111,0.0404718
2260,	0.768765,0.00185305,0.729755,-0.0390099
2270,	0.767548,0.00327837,0.669358,-0.0981892
2280,	0.770378,0.00207596,0.720465,-0.0499129
2290,	0.766788,-0.0022418,0.788072,0.021284
2300,	0.770862,0.000268034,0.646853,-0.124009
2310,	0.766476,8.46675e-05,0.724753,-0.0417238
2320,	0.768244,0.000504806,0.733263,-0.0349815
2330,	0.7655,-0.000507955,0.782712,0.017212
2340,	0.769003,0.000133037,0.786221,0.0172181
2350,	0.774299,-0.000502073,0.798568,0.024269
2360,	0.768749,-0.00206497,0.781239,0.0124906
2370,	0.771438,0.0072658,0.791352,0.019914
2380,	0.776049,-0.000313447,0.728211,-0.0478373
2390,	0.767923,-0.00169402,0.812204,0.0442804
2400,	0.773729,-0.000815051,0.682341,-0.0913879
2410,	0.771853,-0.00288693,0.767269,-0.00458367
2420,	0.770948,0.00124543,0.644433,-0.126515
2430,	0.766302,0.003043,0.739269,-0.0270329
2440,	0.771653,0.000297595,0.801826,0.0301738
2450,	0.764694,-0.00036246,0.714733,-0.0499607
2460,	0.769461,-0.00117931,0.881003,0.111542
2470,	0.764614,-0.00312059,0.818998,0.0543839
2480,	0.772816,-0.00158565,0.678468,-0.0943477
2490,	0.770902,0.000251102,0.717073,-0.0538283
2500,	0.769434,0.00152419,0.787802,0.0183678
2510,	0.771715,0.0013471,0.856689,0.0849746
2520,	0.773806,0.00254155,0.807547,0.0337411
2530,	0.766701,-0.00154396,0.666924,-0.0997774
2540,	0.770276,-0.0013179,0.74053,-0.0297459
2550,	0.771681,-0.00393472,0.68055,-0.0911316
2560,	0.77179,-3.37716e-06,0.728649,-0.043141
2570,	0.768429,0.00328273,0.772457,0.00402865
2580,	0.770653,0.00562841,0.809022,0.0383687
2590,	0.773116,0.00210671,0.835123,0.0620073
2600,	0.773434,0.00105862,0.793213,0.0197792
2610,	0.773094,-0.00164874,0.721948,-0.0511461
2620,	0.767697,0.000370352,0.759169,-0.00852756
2630,	0.770799,-0.00152894,0.875201,0.104402
2640,	0.771241,0.00252934,0.743775,-0.0274661
2650,	0.770332,-0.00113301,0.823508,0.0531755
2660,	0.77582,0.0036147,0.809072,0.0332513
2670,	0.768071,-0.0030487,0.718381,-0.0496899
2680,	0.772837,0.00290872,0.844809,0.0719716
2690,	0.769871,-0.0012492,0.711127,-0.0587441
2700,	0.771514,-0.00140849,0.721066,-0.0504484
2710,	0.770955,-0.00121349,0.735508,-0.0354464
2720,	0.771912,-0.000228862,0.79887,0.0269581
2730,	0.771253,0.000142333,0.831068,0.059815
2740,	0.772627,0.00098666,0.737815,-0.034812
2750,	0.760389,0.00158553,0.774566,0.0141772
2760,	0.772712,0.000676819,0.663839,-0.108872
2770,	0.771105,0.00116431,0.785111,0.0140066
2780,	0.775474,0.00256225,0.813363,0.0378889
2790,	0.767617,-0.00157957,0.733979,-0.0336379
2800,	0.772244,-0.000379888,0.702714,-0.0695305
2810,	0.766005,-0.000473338,0.737209,-0.0287956
2820,	0.772725,-0.00192551,0.776895,0.00417028
2830,	0.770657,-0.00156003,0.777122,0.00646444
2840,	0.771055,0.00108728,0.758739,-0.0123157
2850,	0.772062,-0.00198588,0.858044,0.0859825
2860,	0.765582,0.000915149,0.710289,-0.0552929
2870,	0.771202,-0.00362506,0.835215,0.0640125
2880,	0.76652,0.00169741,0.729885,-0.0366355
2890,	0.768908,0.00389301,0.739646,-0.0292623
2900,	0.772893,0.000947951,0.768969,-0.0039247
2910,	0.772619,-0.00175247,0.741928,-0.0306908
2920,	0.770038,0.000586038,0.810624,0.0405864
2930,	0.769806,-0.00166902,0.665329,-0.104477
2940,	0.766623,-0.000167143,0.718204,-0.048419
2950,	0.770702,-0.000443266,0.789672,0.0189691
2960,	0.77135,-0.000193542,0.715456,-0.0558941
2970,	0.766411,0.00372699,0.798906,0.032495
2980,	0.766865,0.000147896,0.824724,0.0578595
2990,	0.771185,-0.00123073,0.812241,0.0410558
3000,	0.772816,-0.00259985,0.729252,-0.0435643
3010,	0.768116,0.00183845,0.804484,0.0363681
3020,	0.77135,0.000265865,0.817755,0.0464048
3030,	0.765669,0.000770635,0.881479,0.115809
3040,	0.774539,-0.000431808,0.741598,-0.032941
3050,	0.777317,0.000607043,0.766796,-0.0105214
3060,	0.771244,-0.00145306,0.748001,-0.0232422
3070,	0.770971,-0.000672029,0.771381,0.000410108
3080,	0.768268,-0.00224924,0.723175,-0.0450928
3090,	0.767207,-0.000255682,0.818714,0.0515074
3100,	0.765239,0.000364409,0.819448,0.0542092
3110,	0.768289,0.00327035,0.785584,0.0172949
3120,	0.769327,0.00135152,0.798839,0.0295119
3130,	0.768375,0.00457844,0.750048,-0.018327
3140,	0.767138,-0.00328991,0.738659,-0.0284794
3150,	0.761491,0.000426577,0.824099,0.0626078
3160,	0.774309,0.00138028,0.694017,-0.0802919
3170,	0.769798,-0.000506096,0.764902,-0.00489686
3180,	0.769973,-0.00347142,0.847729,0.0777567
3190,	0.772951,0.0013821,0.813063,0.0401123
3200,	0.771086,0.00125566,0.752201,-0.0188848
3210,	0.768343,-0.00158407,0.786088,0.017745
3220,	0.763977,-0.00359052,0.715986,-0.0479907
3230,	0.771932,0.000771077,0.861562,0.0896295
3240,	0.770624,0.000775446,0.728723,-0.041901
3250,	0.766386,0.00127991,0.800182,0.0337962
3260,	0.768006,-0.000194749,0.700098,-0.0679079
3270,	0.773631,-0.000843182,0.757858,-0.0157734
3280,	0.768265,-0.0003586,0.742159,-0.0261061
3290,	0.767712,-0.00151475,0.822041,0.0543291
3300,	0.769742,-0.0001879,0.861632,0.09189
3310,	0.76944,-8.09686e-05,0.752475,-0.0169651
3320,	0.762216,-0.000912773,0.708243,-0.0539726
3330,	0.764786,0.000505028,0.747054,-0.0177311
3340,	0.766246,-0.00454355,0.809551,0.043305
3350,	0.76545,4.15211e-05,0.7887,0.0232501
3360,	0.766426,-0.0038984,0.708674,-0.0577528
3370,	0.772664,-0.00192566,0.720721,-0.0519436
3380,	0.77294,0.00121721,0.622501,-0.150439
3390,	0.760764,0.00251019,0.74279,-0.0179736
3400,	0.769982,-0.00315555,0.800828,0.0308466
3410,	0.760769,0.00343561,0.766085,0.00531562
3420,	0.764031,-0.000530547,0.758294,-0.00573632
3430,	0.775061,0.00147515,0.815244,0.0401828
3440,	0.766143,0.000299412,0.728151,-0.0379916
3450,	0.764395,-0.00424113,0.77651,0.0121151
3460,	0.763272,-7.87995e-05,0.784405,0.0211323
3470,	0.762322,0.00257033,0.739921,-0.0224003
3480,	0.764283,0.00443698,0.725716,-0.0385669
3490,	0.769866,0.00596313,0.768509,-0.00135693
3500,	0.765326,0.00353613,0.773321,0.00799522
3510,	0.771044,-0.00161342,0.67031,-0.100734
3520,	0.767855,-0.00151357,0.641417,-0.126437
3530,	0.767997,-0.00106147,0.839496,0.0714985
3540,	0.770422,-0.00151746,0.719755,-0.0506676
3550,	0.771007,-0.00154974,0.789199,0.0181921
3560,	0.769956,-0.000640407,0.753725,-0.0162311
3570,	0.76918,0.00314133,0.763837,-0.00534374
3580,	0.765548,0.00425279,0.781949,0.016401
3590,	0.768401,0.000644925,0.644818,-0.123584
3600,	0.76465,0.00262037,0.795579,0.0309293
3610,	0.764125,-0.00181952,0.788635,0.0245104
3620,	0.768367,-0.00150992,0.738096,-0.0302709
3630,	0.768124,0.000823744,0.815215,0.047091
3640,	0.766329,0.00198288,0.826451,0.0601214
3650,	0.763605,-0.00164068,0.759333,-0.00427162
3660,	0.767811,0.000509564,0.734665,-0.0331467
3670,	0.77776,0.0030016,0.781503,0.00374317
3680,	0.768247,-0.00489824,0.785724,0.0174774
3690,	0.767751,0.0006003,0.816541,0.0487898
3700,	0.771767,0.00483879,0.669224,-0.102543
3710,	0.765584,-0.00558074,0.761452,-0.00413249
3720,	0.773502,-0.000314111,0.748402,-0.0250999
3730,	0.765328,-0.0010285,0.712793,-0.0525355
3740,	0.772229,0.0033693,0.80221,0.0299812
3750,	0.76452,-0.00332497,0.681634,-0.0828863
3760,	0.769007,0.0015837,0.733239,-0.035768
3770,	0.767998,-0.000143683,0.773827,0.00582907
3780,	0.766382,0.00109647,0.787238,0.0208566
3790,	0.770964,-0.00168967,0.714461,-0.0565035
3800,	0.767845,0.000750716,0.770284,0.00243923
3810,	0.771412,-0.00283866,0.769578,-0.00183377
3820,	0.76611,-0.00110392,0.77017,0.0040597
3830,	0.770978,0.000742423,0.717562,-0.0534156
3840,	0.765141,0.00651023,0.715518,-0.0496229
3850,	0.763406,-0.00094666,0.754113,-0.00929243
3860,	0.765482,0.00243208,0.756037,-0.00944506
3870,	0.771518,-0.00328031,0.688558,-0.0829598
3880,	0.769107,0.00192201,0.765174,-0.00393258
3890,	0.774951,-0.00364043,0.843711,0.0687596
3900,	0.770253,0.000679907,0.804826,0.0345732
3910,	0.76725,0.00145667,0.757209,-0.0100409
3920,	0.764795,0.00249803,0.805901,0.0411062
3930,	0.766887,0.00178339,0.710821,-0.0560657
3940,	0.763987,0.000199502,0.772809,0.00882172
3950,	0.76728,-2.35021e-05,0.673416,-0.093864
3960,	0.767827,0.00291276,0.801462,0.0336353
3970,	0.763908,-0.000227004,0.735917,-0.0279907
3980,	0.767897,-0.00103887,0.763922,-0.00397442
3990,	0.763513,-0.00164159,0.716299,-0.0472145
4000,	0.768747,0.000145188,0.712307,-0.0564399
4010,	0.767093,-0.000428116,0.832503,0.0654104
4020,	
4030,	
4040,	
4050,	
4060,	
4070,	
4080,	
