MDTU,plaq,Re(det),Im(det),link
1,1.04951,0.579185,0.167665,0.156326
2,1.06942,0.603783,0.203046,0.181013
3,1.03467,0.564898,0.207055,0.190407
4,1.03595,0.573136,0.218821,0.202002
5,1.02561,0.560875,0.21845,0.213969
6,1.00233,0.539455,0.214124,0.213205
7,1.02207,0.549556,0.224774,0.211612
8,0.999098,0.526298,0.216115,0.208394
9,1.01513,0.543139,0.222158,0.206533
10,0.997411,0.523396,0.2182,0.209547
11,1.02307,0.545196,0.227136,0.21129
12,1.02307,0.545196,0.227136,0.21129
13,1.02307,0.545196,0.227136,0.21129
14,1.00071,0.524066,0.216694,0.211932
15,1.00387,0.534106,0.222023,0.21474
16,1.0078,0.539168,0.220745,0.213784
17,0.993925,0.522548,0.214463,0.209478
18,1.00289,0.529428,0.219534,0.21035
19,1.00667,0.536591,0.220313,0.218344
20,0.991678,0.518566,0.212782,0.217386
21,1.00179,0.534914,0.222422,0.218954
22,1.0065,0.542659,0.221355,0.226505
23,1.00591,0.540005,0.224024,0.229365
24,1.01263,0.5523,0.22509,0.231283
25,0.999428,0.532087,0.224916,0.226723
26,0.999852,0.537888,0.220028,0.225828
27,0.999689,0.539275,0.222647,0.227669
28,0.998835,0.534275,0.221833,0.22012
29,0.999737,0.535779,0.218965,0.222826
30,1.00605,0.542007,0.21727,0.223845
31,1.00605,0.542007,0.21727,0.223845
32,1.00605,0.542007,0.21727,0.223845
33,1.00605,0.542007,0.21727,0.223845
34,0.99585,0.527098,0.219427,0.216934
35,1.00408,0.535296,0.219949,0.214582
36,1.00753,0.536386,0.218119,0.218969
37,1.00869,0.53614,0.219876,0.217325
38,1.00502,0.538465,0.219933,0.220789
39,1.00488,0.537675,0.21997,0.217548
40,0.992261,0.528113,0.21802,0.216371
41,1.00722,0.540987,0.222443,0.212577
42,0.996602,0.529032,0.221341,0.216902
43,0.988737,0.520011,0.212919,0.215726
44,1.00216,0.537382,0.221162,0.213434
45,0.997645,0.531318,0.221916,0.216127
46,0.991635,0.527076,0.217182,0.219689
47,1.00301,0.538534,0.220939,0.220147
48,0.996568,0.532547,0.219094,0.221692
49,0.993853,0.531121,0.216601,0.223739
50,0.992691,0.536754,0.2163,0.233839
51,1.00448,0.55103,0.221439,0.240571
52,0.992405,0.53439,0.217378,0.233495
53,0.994996,0.539178,0.219456,0.234362
54,0.998036,0.537044,0.224558,0.22999
55,0.995957,0.530251,0.220392,0.228894
56,0.98465,0.521484,0.21772,0.232001
57,1.00431,0.545735,0.221865,0.229486
58,0.985102,0.518452,0.214309,0.221655
59,0.999962,0.539608,0.21852,0.227273
60,1.004,0.544007,0.223428,0.229372
61,0.995819,0.531669,0.217514,0.223188
62,0.99528,0.530869,0.219105,0.22268
63,0.987586,0.521808,0.217553,0.221639
64,1.01054,0.549472,0.224391,0.224102
65,0.992484,0.521831,0.215717,0.217008
66,0.998421,0.535601,0.223144,0.224212
67,0.998759,0.533538,0.222431,0.216771
68,0.998995,0.531257,0.218238,0.21647
69,0.999441,0.535049,0.220876,0.222826
70,0.998484,0.533942,0.219693,0.222048
71,0.991993,0.529123,0.213134,0.219134
72,1.00743,0.547264,0.224157,0.222361
73,1.00743,0.547264,0.224157,0.222361
74,0.996433,0.531282,0.218639,0.216726
75,1.00501,0.543769,0.219531,0.224368
76,0.997583,0.532384,0.217045,0.225201
77,1.00843,0.549413,0.2229,0.224986
78,0.991014,0.529915,0.216471,0.222648
79,1.00364,0.533868,0.219614,0.217275
80,0.994392,0.527622,0.215582,0.217679
81,0.994392,0.527622,0.215582,0.217679
82,0.992781,0.531329,0.22,0.223365
83,0.999128,0.529246,0.218978,0.21127
84,0.994354,0.523201,0.215964,0.216704
85,0.99814,0.53382,0.220208,0.221585
86,0.992296,0.52954,0.219802,0.224576
87,1.00435,0.53938,0.222811,0.221692
88,0.995516,0.535269,0.219243,0.227682
89,0.999306,0.541165,0.225624,0.230612
90,1.00239,0.54193,0.220598,0.228995
91,1.00239,0.54193,0.220598,0.228995
92,0.98828,0.530786,0.219765,0.226096
93,0.98828,0.530786,0.219765,0.226096
94,0.987335,0.526139,0.216068,0.227207
95,1.00134,0.542545,0.217335,0.226002
96,0.99845,0.536557,0.221266,0.229501
97,0.999302,0.530419,0.220575,0.226089
98,0.995575,0.527022,0.217371,0.220507
99,1.00099,0.532751,0.221062,0.224155
100,1.00408,0.540534,0.220534,0.229432
101,1.00408,0.540534,0.220534,0.229432
102,1.00172,0.530911,0.220901,0.230098
103,1.00793,0.540647,0.219883,0.232841
104,1.00793,0.540647,0.219883,0.232841
105,1.0023,0.536536,0.218987,0.234935
106,1.00552,0.537172,0.215727,0.231239
107,1.00895,0.545577,0.221378,0.23292
108,1.00483,0.527121,0.219344,0.223581
109,1.00363,0.536518,0.217939,0.233054
110,1.00543,0.542107,0.222776,0.23465
111,1.00679,0.543781,0.223406,0.238987
112,1.00234,0.542867,0.220953,0.242944
113,1.00024,0.534214,0.217198,0.238363
114,1.00478,0.541138,0.219057,0.240852
115,1.01627,0.552338,0.222858,0.234152
116,1.0026,0.533311,0.221508,0.239449
117,1.01798,0.545256,0.223036,0.242909
118,1.00659,0.539009,0.21593,0.235123
119,1.00659,0.539009,0.21593,0.235123
120,1.00786,0.53161,0.220635,0.231529
121,1.01887,0.555871,0.226197,0.236227
122,0.998316,0.529821,0.214599,0.232479
123,1.00107,0.532214,0.216795,0.226957
124,1.00521,0.543772,0.221367,0.22793
125,0.999303,0.530541,0.219048,0.216286
126,1.00722,0.536185,0.220484,0.218379
127,1.0033,0.532542,0.219831,0.225637
128,1.001,0.529075,0.216454,0.219965
129,0.997757,0.527424,0.218259,0.223324
130,1.00843,0.542893,0.222692,0.225495
131,1.00594,0.544793,0.224895,0.230171
132,0.993774,0.525002,0.215299,0.226423
133,1.01393,0.548063,0.224821,0.228536
134,0.99607,0.528931,0.220794,0.223659
135,1.00536,0.538963,0.220614,0.223459
136,1.00806,0.542686,0.221727,0.224177
137,0.99489,0.528644,0.218526,0.226279
138,1.00422,0.543033,0.225028,0.234542
139,1.00091,0.539387,0.221404,0.240242
140,1.00275,0.539348,0.219486,0.239358
141,0.998054,0.531194,0.21787,0.23325
142,1.00752,0.536304,0.221194,0.235474
143,1.00339,0.53531,0.219359,0.232481
144,1.0174,0.543943,0.221933,0.231175
145,0.997741,0.521799,0.217732,0.228086
146,1.00881,0.539058,0.221378,0.226966
147,1.01297,0.542946,0.221043,0.22779
148,1.00576,0.53395,0.21991,0.223982
149,1.00938,0.54058,0.220575,0.227447
150,0.992547,0.516767,0.212213,0.220731
151,1.00331,0.533487,0.219381,0.231555
152,1.013,0.53958,0.218475,0.22749
153,1.01422,0.537805,0.219387,0.227771
154,1.00604,0.521181,0.216033,0.224619
155,1.0196,0.538613,0.224646,0.223371
156,1.00628,0.527244,0.220842,0.228738
157,1.00996,0.532124,0.219515,0.228877
158,1.01066,0.532069,0.218543,0.225764
159,1.01027,0.538735,0.222505,0.230887
160,1.00787,0.534915,0.218466,0.227367
161,1.00694,0.534005,0.221735,0.230417
162,1.01319,0.54034,0.22004,0.231126
163,1.0051,0.52705,0.218591,0.230967
