t,e^(-dS)
1,107.233
2,4.56766
3,1.32366
4,1.56361
5,1.35649
6,1.06575
7,1.26795
8,1.00952
9,1.01215
10,1.06502
11,1.36193
12,0.816033
13,0.771283
14,0.96493
15,0.870141
16,0.961943
17,0.968352
18,1.07002
19,1.04036
20,0.78986
21,1.3446
22,1.29849
23,1.00171
24,0.981582
25,0.954612
26,1.08232
27,1.05019
28,0.992863
29,1.1096
30,1.0427
31,0.806461
32,0.625815
33,0.819386
34,0.887009
35,0.96997
36,0.947451
37,0.812613
38,1.01645
39,1.16556
40,0.823493
41,1.0413
42,1.04833
43,0.992847
44,1.20105
45,0.842148
46,0.943046
47,1.09058
48,0.919882
49,1.16591
50,0.848742
51,1.1116
52,0.926816
53,0.99073
54,0.960031
55,0.954813
56,1.05899
57,1.12964
58,0.733814
59,1.28159
60,0.876604
61,0.97869
62,0.82878
63,1.35622
64,1.2025
65,0.870054
66,0.907638
67,1.27456
68,0.931555
69,1.11249
70,1.02129
71,1.16614
72,1.29875
73,0.72325
74,0.880117
75,0.868837
76,1.0701
77,0.971727
78,0.939169
79,0.697467
80,0.753444
81,0.936918
82,0.911194
83,0.963204
84,1.02592
85,1.60898
86,0.868837
87,0.923006
88,1.08788
89,1.04569
90,1.09073
91,0.734842
92,1.62385
93,0.890119
94,0.927855
95,0.800675
96,0.858473
97,0.876955
98,0.834853
99,1.00076
100,1.19339
101,0.782313
102,0.75707
103,0.793501
104,0.898795
105,0.987657
106,1.07442
107,1.2477
108,0.954021
109,0.991542
110,1.11717
111,1.12953
112,0.847809
113,1.15801
114,0.996503
115,1.10749
116,0.727967
117,1.15708
118,1.08023
119,0.885591
120,0.854106
121,1.33509
122,0.72644
123,1.56315
124,1.34125
125,0.933943
126,0.986561
127,1.18235
128,0.893419
129,1.10307
130,1.29525
131,1.01127
132,0.862345
133,1.36383
134,0.751714
135,0.793978
136,1.0949
137,1.14065
138,1.01091
139,0.851718
140,0.829527
141,0.918944
142,1.02834
143,0.857701
144,1.00521
145,0.912744
146,0.87871
147,1.28428
148,0.951581
149,0.768204
150,1.0388
151,1.54821
152,0.95933
153,1.04062
154,0.863639
155,1.5917
156,0.840213
157,0.954355
158,1.06321
159,1.16719
160,0.918274
161,1.01469
162,1.33843
163,0.95572
164,1.15673
165,0.727967
166,0.981189
167,0.987025
168,1.23318
169,0.923246
170,0.992865
171,0.825472
172,1.11193
173,0.835437
174,0.938136
175,0.968807
176,1.04494
177,0.82267
178,1.2729
179,0.812857
180,0.929991
181,1.02069
182,1.28492
183,0.998793
184,1.10606
185,0.917108
186,1.00326
187,1.08916
188,0.906903
189,1.19423
190,0.728841
191,0.711699
192,0.87713
193,0.893151
194,0.772132
195,1.07723
196,1.18887
197,1.03281
198,1.17904
199,0.894581
200,1.01989
201,1.06262
202,0.923144
203,0.963503
204,1.02308
205,1.10325
206,0.945085
207,0.891812
208,0.837361
209,1.65699
210,0.976627
211,1.48424
212,0.925908
213,0.65103
214,0.966581
215,1.13451
216,0.987716
217,0.648107
218,0.996265
219,0.900685
220,0.790966
221,1.4996
222,0.860536
223,0.910802
224,1.22532
225,0.742821
226,0.953391
227,0.980385
228,1.00993
229,0.879589
230,1.09497
231,1.01261
232,0.928625
233,1.35067
234,1.07356
235,0.949357
236,1.1344
237,0.756464
238,0.868489
239,1.09974
240,0.860708
241,0.87529
242,1.02779
243,0.835939
244,1.11338
245,1.07105
246,0.926131
247,0.859676
248,1.25496
249,1.03684
250,0.906395
251,0.806864
252,1.1458
253,1.01872
254,1.131
255,1.02653
256,1.24882
257,0.695447
258,1.03692
259,0.832935
260,1.13258
261,1.06484
262,0.991967
263,1.13043
264,1.07586
265,0.970921
266,1.41453
267,1.03339
268,1.17504
269,0.980591
270,1.00409
271,1.28698
272,0.668045
273,1.10672
274,1.25345
275,0.950744
276,1.20214
277,1.08659
278,0.748638
279,0.837947
280,1.15327
281,1.16556
282,0.943395
283,0.976784
284,0.873192
285,1.38888
286,1.103
287,1.12626
288,1.06271
289,0.71398
290,1.04474
291,1.27392
292,1.27341
293,1.28518
294,0.795885
295,0.940221
296,1.05181
297,1.0399
298,0.654162
299,0.973361
300,0.760864
301,1.67917
302,0.955309
303,0.990667
304,1.06924
305,0.979542
306,0.931285
307,1.11527
308,1.01322
309,1.02139
310,1.00057
311,0.994521
312,1.15581
313,0.856929
314,1.01045
315,0.984393
316,1.00985
317,1.10194
318,1.25458
319,0.760408
320,0.711486
321,0.80292
322,0.941416
323,0.855046
324,0.900595
325,1.03867
326,0.827621
327,0.910519
328,0.915065
329,1.36125
330,1.00801
331,1.21313
332,1.12637
333,0.788203
334,1.15627
335,1.27265
336,1.10034
337,0.856843
338,1.07314
339,0.981189
340,0.741189
341,1.06579
342,0.871186
343,0.82572
344,0.851037
345,0.819222
346,1.07903
347,1.46477
348,1.08114
349,0.803643
350,1.05204
351,0.947498
352,0.989248
353,1.03748
354,0.855217
355,1.18294
356,0.82407
357,0.945293
358,0.765443
359,1.05993
360,1.05141
361,1.10938
362,1.05306
363,0.938699
364,0.71113
365,1.0568
366,1.19949
367,1.06193
368,1.00156
369,0.909437
370,0.749987
371,1.0227
372,1.1055
373,1.1014
374,1.19315
375,0.83845
376,1.31049
377,0.901225
378,0.933355
379,1.01453
380,1.05523
381,1.36397
382,0.840717
383,1.14843
384,0.975203
385,0.689975
386,1.04083
387,1.01137
388,1.01962
389,1.25257
390,0.87197
391,0.816686
392,1.09781
393,0.902488
394,1.34878
395,0.853594
396,1.17058
397,1.13496
398,0.973254
399,1.07056
400,0.833601
401,0.862604
402,1.01859
403,0.855217
404,0.959666
405,0.92857
406,0.85274
407,0.949614
408,0.838618
409,1.0058
410,1.13304
411,0.864417
412,0.818158
413,0.963869
414,1.08321
415,0.990308
416,0.887719
417,0.798596
418,0.928523
419,0.814484
420,1.0432
421,1.09378
422,0.921613
423,0.865022
424,1.2924
425,0.807268
426,1.09347
427,0.947972
428,1.22397
429,1.0413
430,0.809127
431,1.11127
432,0.717631
433,0.930624
434,0.870576
435,1.06553
436,1.0691
437,1.16474
438,0.831354
439,1.15951
440,0.954708
