MDTU,min_min,min_max,max_min,max_max5
1,-0.734553,0.21213,-0.170397,0.446939
2,-0.945662,0.223482,-0.234244,0.449502
3,-1.17186,0.241822,-0.324041,0.467233
4,-1.15922,0.245922,-0.251458,0.49887
5,-1.41017,0.267802,-0.297067,0.477104
6,-1.65562,0.259517,-0.411927,0.533931
7,-1.17729,0.337459,-0.23898,0.557383
8,-2.0941,0.302769,-0.327336,0.520664
9,-1.24736,0.281053,-0.226261,0.523154
10,-1.3459,0.283238,-0.356418,0.53555
11,-1.43159,0.262271,-0.353677,0.533365
12,-1.43159,0.262271,-0.353677,0.533365
13,-1.43159,0.262271,-0.353677,0.533365
14,-1.3783,0.298024,-0.345329,0.519611
15,-1.80778,0.273512,-0.330221,0.600037
16,-1.76658,0.239643,-0.264531,0.526214
17,-1.36338,0.294164,-0.395416,0.557296
18,-1.36597,0.267776,-0.407609,0.511432
19,-1.5428,0.28648,-0.321497,0.56959
20,-1.33917,0.278653,-0.359964,0.510643
21,-1.72102,0.277822,-0.286416,0.573878
22,-1.54082,0.271425,-0.368954,0.560581
23,-1.741,0.287979,-0.307251,0.526926
24,-1.34804,0.327798,-0.347902,0.588802
25,-1.41062,0.276516,-0.332706,0.53577
26,-1.85054,0.273519,-0.318214,0.527301
27,-1.79929,0.31866,-0.379078,0.52626
28,-1.47347,0.324073,-0.314967,0.535928
29,-1.48809,0.277744,-0.338907,0.536371
30,-1.34852,0.300796,-0.317706,0.564182
31,-1.34852,0.300796,-0.317706,0.564182
32,-1.34852,0.300796,-0.317706,0.564182
33,-1.34852,0.300796,-0.317706,0.564182
34,-2.01575,0.270012,-0.382748,0.485728
35,-1.38453,0.257652,-0.370489,0.539801
36,-1.40898,0.240427,-0.30039,0.520413
37,-1.78789,0.275332,-0.276096,0.512251
38,-1.97946,0.273303,-0.39268,0.510126
39,-1.54288,0.265821,-0.279975,0.536166
40,-1.31255,0.245503,-0.342678,0.527629
41,-1.76136,0.258485,-0.340245,0.542932
42,-1.24676,0.308591,-0.434099,0.565329
43,-1.51214,0.248822,-0.326541,0.540277
44,-1.2089,0.311532,-0.347589,0.506813
45,-1.29197,0.266131,-0.535417,0.509616
46,-1.37305,0.316293,-0.254253,0.522441
47,-1.28204,0.233821,-0.28916,0.512359
48,-1.24198,0.256761,-0.426427,0.581666
49,-1.20171,0.270271,-0.332475,0.529706
50,-1.352,0.314112,-0.309417,0.617038
51,-1.51705,0.289712,-0.407545,0.564629
52,-1.41839,0.325278,-0.326035,0.587149
53,-1.40164,0.25171,-0.304697,0.541457
54,-1.63423,0.289861,-0.358934,0.528252
55,-1.46898,0.271471,-0.41234,0.535606
56,-1.36859,0.316959,-0.434,0.530087
57,-1.32973,0.267364,-0.379828,0.555286
58,-1.61121,0.230936,-0.335161,0.570212
59,-1.38789,0.286471,-0.405602,0.526835
60,-1.62199,0.256607,-0.313141,0.558755
61,-1.20811,0.279256,-0.334681,0.565196
62,-1.56375,0.302544,-0.342056,0.519212
63,-1.4361,0.268198,-0.350782,0.534428
64,-1.49837,0.246609,-0.31263,0.56622
65,-1.6136,0.252633,-0.3646,0.533294
66,-1.67028,0.257109,-0.309556,0.534207
67,-1.55793,0.289678,-0.33499,0.539597
68,-1.27169,0.29419,-0.271827,0.530005
69,-1.51085,0.264459,-0.413624,0.549508
70,-1.34822,0.301326,-0.379721,0.532194
71,-1.34376,0.295363,-0.293734,0.511131
72,-1.43233,0.300098,-0.316073,0.562672
73,-1.43233,0.300098,-0.316073,0.562672
74,-1.25932,0.281511,-0.467779,0.527851
75,-1.8249,0.312139,-0.402898,0.532511
76,-1.25494,0.274378,-0.277491,0.545477
77,-1.4782,0.264887,-0.418549,0.535629
78,-1.35213,0.257499,-0.350203,0.525032
79,-1.16396,0.255493,-0.318707,0.55505
80,-1.65889,0.275856,-0.319639,0.560571
81,-1.65889,0.275856,-0.319639,0.560571
82,-1.20046,0.250497,-0.365812,0.53956
83,-1.3021,0.229708,-0.314242,0.554523
84,-1.28455,0.266144,-0.366524,0.511709
85,-1.72932,0.252435,-0.333541,0.547427
86,-1.36602,0.256803,-0.302434,0.535259
87,-1.90873,0.26405,-0.345008,0.540079
88,-1.35348,0.282706,-0.372841,0.547845
89,-2.06677,0.284511,-0.286245,0.586751
90,-1.53901,0.263733,-0.368297,0.553343
91,-1.53901,0.263733,-0.368297,0.553343
92,-1.60368,0.31446,-0.439948,0.597868
93,-1.60368,0.31446,-0.439948,0.597868
94,-1.51065,0.255791,-0.345164,0.580628
