MDTU,0,2,4,6,8,10
10,15.7858,15.7202,15.6618,15.5939,15.4912,15.4176
20,15.4821,15.3895,15.3604,15.2931,15.1412,15.1379
30,15.7847,15.6041,15.2911,15.2858,15.2401,15.2231
40,15.4379,15.3142,15.0937,15.0838,15.0237,14.9678
50,15.3006,15.235,15.1216,15.0623,14.8444,14.825
60,15.3036,15.274,15.2436,15.1594,15.1276,15.1163
70,14.9758,14.9254,14.8276,14.8048,14.7741,14.7525
80,15.0669,14.9643,14.953,14.9349,14.9078,14.8769
90,15.4628,15.2282,15.1377,15.0668,15.025,15.0142
100,15.3115,15.1525,15.0452,14.9981,14.9273,14.9081
110,15.5857,15.4676,15.4029,15.3205,15.2762,15.2097
120,15.6109,15.5602,15.5555,15.4726,15.4682,15.4458
130,16.0443,15.9571,15.565,15.4851,15.464,15.3204
140,15.5153,15.3095,15.2369,15.2111,15.1853,15.1657
150,15.3251,15.1479,15.0886,15.0739,15.0483,14.9778
160,15.7331,15.6069,15.5094,15.4664,15.1898,15.1386
170,15.6017,15.5017,15.4039,15.3949,15.3749,15.3491
180,15.3511,15.2421,15.1984,15.169,15.069,15.0585
190,15.8107,15.6977,15.1366,15.0444,14.8645,14.8313
200,15.3404,15.2865,15.0965,15.0789,15.0301,15.0226
210,15.4947,15.4863,15.4777,15.4216,15.3592,15.332
220,16.7143,15.8421,15.7071,15.61,15.5351,15.3919
230,16.1035,15.814,15.4791,15.4756,15.4591,15.317
240,16.584,16.5404,16.5332,16.2452,16.1942,16.0828
250,16.5401,16.3749,16.3088,16.0921,15.9451,15.8763
260,16.9686,16.6619,16.1976,16.1442,16.0445,15.9857
270,16.0596,16.0123,15.9635,15.9461,15.8877,15.8854
280,16.609,16.4995,16.3669,16.3397,16.3029,16.1773
290,15.9439,15.8889,15.8785,15.8562,15.797,15.7657
300,16.3095,16.1384,16.1344,16.069,15.9027,15.8834
310,16.1493,16.0454,16.0162,15.9187,15.7422,15.7082
320,16.0326,16.0198,15.9634,15.8892,15.849,15.8099
330,16.1,15.9971,15.8708,15.82,15.7906,15.7702
340,16.7823,16.374,16.2917,16.2776,16.2373,16.2067
350,16.2733,16.2161,16.1764,16.1471,15.8202,15.7622
360,16.6945,16.6521,16.3965,16.3209,16.1866,16.1455
370,16.365,16.2963,16.0739,15.9664,15.8962,15.8698
380,15.6792,15.5001,15.441,15.3938,15.3679,15.2897
390,15.6955,15.5354,15.5268,15.463,15.4416,15.2879
400,15.9128,15.8214,15.8039,15.6997,15.5416,15.5229
410,15.3939,15.3284,15.3186,15.2788,15.2588,15.2458
420,16.1454,16.0316,15.567,15.545,15.4871,15.4351
430,15.7656,15.6699,15.2188,15.1966,15.1783,15.1395
440,15.8878,15.7813,15.6898,15.5737,15.4913,15.2659
450,15.7894,15.6063,15.5462,15.5125,15.4273,15.3941
460,16.2818,16.1236,15.702,15.6179,15.5894,15.5769
470,15.4518,15.3107,15.3063,15.2679,15.2123,15.1893
480,15.1806,15.1248,15.0963,15.0205,15.0149,14.9965
490,16.3365,16.0773,15.9439,15.7891,15.7192,15.4837
500,16.7803,16.6699,16.235,16.1097,16.0762,15.8918
510,16.172,15.9994,15.9765,15.9408,15.9269,15.6762
520,15.9368,15.9309,15.9105,15.8703,15.8642,15.8562
530,16.8786,16.8493,16.6841,16.5707,16.4319,16.4276
540,16.6357,16.6036,16.5386,16.5194,16.4129,16.3154
550,17.0773,17.0321,16.895,16.8198,16.7994,16.662
560,16.7198,16.5418,16.5252,16.5177,16.4363,16.4054
570,16.7852,16.5176,16.5103,16.4854,16.4084,16.3894
580,16.832,16.7213,16.4984,16.377,16.34,16.243
590,16.3951,16.2627,16.2291,16.2142,15.9047,15.8763
600,16.9957,16.479,16.0161,15.9918,15.9433,15.8993
610,16.6577,16.4503,16.3971,16.3698,16.3542,16.3528
620,17.4612,17.0224,16.8719,16.8135,16.5775,16.4764
630,17.4673,17.3792,16.5522,16.3307,16.2642,16.1874
640,15.9886,15.8294,15.7853,15.7654,15.631,15.57
650,16.3706,16.2586,16.1977,16.1557,16.1062,16.0875
660,16.0557,15.8498,15.5959,15.5849,15.5652,15.5433
670,16.5242,16.3543,16.1577,16.1463,16.0061,16.004
680,16.269,16.1065,15.7051,15.5576,15.505,15.4529
690,16.5979,16.405,16.163,16.0475,15.9795,15.8746
700,16.1101,16.031,15.978,15.9724,15.934,15.8895
710,17.5709,16.6491,16.523,16.3351,16.2747,16.2286
720,16.2163,16.0191,15.9761,15.9458,15.9432,15.9306
730,16.1738,16.089,15.9718,15.9572,15.9568,15.8943
740,16.8508,16.6593,16.6002,16.4778,16.4597,16.3569
750,17.0787,16.6237,16.3096,16.2652,16.1333,16.098
760,16.6987,16.4057,16.3917,16.3309,16.2746,16.2237
770,17.1325,17.0509,17.0302,17.0057,16.9236,16.8829
780,17.6092,17.435,17.3111,17.2822,16.9923,16.9312
790,18.0776,17.4669,17.3949,17.1388,16.9865,16.976
800,17.867,17.7136,17.6132,17.3221,17.2009,17.1882
810,18.0459,17.7341,17.634,17.5789,17.4727,17.3774
820,17.1236,17.0154,16.8447,16.8109,16.8005,16.743
830,17.5373,17.1309,17.0615,16.9265,16.8636,16.854
840,16.9725,16.3025,16.2974,16.2644,16.1624,16.1055
850,18.8315,18.0039,17.6397,17.3125,17.2878,17.2399
860,16.9502,16.6657,16.551,16.5043,16.4711,16.3642
870,16.9533,16.8615,16.7689,16.6447,16.5363,16.5246
880,17.6767,17.4664,17.2413,17.0952,17.0483,17.025
