MDTU,S_F
1,0.980077
2,0.992751
3,1.00373
4,0.999259
5,1.00399
6,1.00006
7,0.99638
8,1.00309
9,0.999803
10,0.999483
11,1.00127
12,0.998721
13,0.997172
14,1.0037
15,0.997918
16,0.998781
17,0.995671
18,1.00273
19,0.995941
20,0.995334
21,0.995013
22,1.00097
23,0.999108
24,1.00348
25,1.00064
26,0.998854
27,0.99443
28,0.996156
29,0.995123
30,1.00224
31,0.99848
32,1.00299
33,0.99832
34,1.00337
35,0.999414
36,1.00142
37,0.998385
38,1.00248
39,0.9962
40,0.998333
41,1.0009
42,1.00489
43,0.995747
44,0.998238
45,1.00457
46,0.997497
47,0.99853
48,0.999697
49,1.00081
50,0.999494
51,0.99984
52,1.00185
53,0.998545
54,0.994789
55,0.999576
56,0.998403
57,0.996146
58,0.995532
59,0.994229
60,1.00383
61,1.00037
62,1.00406
63,0.999224
64,0.995643
65,1.00113
66,0.99514
67,0.999344
68,1.00258
69,1.00012
70,0.994821
71,1.00353
72,1.00111
73,1.00443
74,0.997624
75,1.00097
76,1.00558
77,1.00101
78,1.0001
79,0.998542
80,1.00415
81,1.00262
82,0.99925
83,0.994976
84,1.00221
85,1.00042
86,1.00083
87,0.991817
88,1.00191
89,0.99586
90,1.00077
91,0.996252
92,1.0034
93,1.00046
94,0.999741
95,1.00298
96,1.00005
97,1.00509
98,0.999327
99,0.999322
100,1.0009
101,1.00062
102,1.00166
103,1.00032
104,0.99705
105,0.999448
106,0.999645
107,1.00113
108,0.999836
109,0.999925
110,0.996352
111,0.998238
112,0.996472
113,0.998665
114,0.994307
115,0.999636
116,1.00391
117,0.997317
118,1.00317
119,1.00088
120,0.995992
121,1.00559
122,0.999316
123,1.00033
124,0.998626
125,0.99862
126,0.99797
127,0.998798
128,0.998742
129,0.998408
130,0.999714
131,1.00347
132,1.00237
133,0.998114
134,1.0023
135,0.996935
136,1.00772
137,1.00062
138,0.995629
139,1.00276
140,0.998678
141,1.00031
142,1.0009
143,0.999635
144,0.998239
145,1.00053
146,0.999027
147,1.00532
148,1.00346
149,1.00189
150,1.00055
151,0.994581
152,0.997599
153,1.00658
154,1.00091
155,1.00135
156,1.00231
157,0.996075
158,0.996754
159,0.999674
160,1.00211
161,1.00066
162,0.998522
163,0.993929
164,0.99831
165,0.998485
166,1.00137
167,1.00008
168,1.0043
169,0.994284
170,0.999271
171,1.0031
172,1.00057
173,1
174,0.999026
175,1.0009
176,0.996276
177,0.999473
178,0.995296
179,0.999082
180,0.997452
181,0.998044
182,0.997798
183,0.998236
184,0.999745
185,0.998374
186,1.00129
187,1.00329
188,0.997961
189,0.995856
190,1.00215
191,0.996991
192,0.99933
193,0.996103
194,0.996949
195,1.0028
196,0.999885
197,0.993581
198,0.998173
199,0.997687
200,0.995943
201,0.996666
202,0.997281
203,0.995423
204,0.999699
205,1.00042
206,0.999019
207,0.999866
208,0.999859
209,0.999707
210,0.996657
211,1.00107
212,1.00404
213,1.00291
214,1.00128
215,1.00131
216,1.00073
217,0.999786
218,0.996717
219,1.00162
220,1.00096
221,0.996827
222,1.00416
223,1.00054
224,1.00188
225,1.00368
226,1.00308
227,0.994241
228,0.997548
229,1.00039
230,1.00059
231,0.998595
232,1.00205
233,0.99726
234,1.00025
235,0.998743
236,0.997984
237,0.997303
238,1.00162
239,1.00228
240,1.00091
241,1.0007
242,0.998139
243,1.00326
244,0.998511
245,0.995531
246,0.996565
247,1.00194
248,1.00473
249,0.999273
250,0.997976
251,0.999303
252,1.00013
253,1.0013
254,1.0053
255,1.00081
256,0.999763
257,0.994948
258,0.997477
259,1.00179
260,1.00043
261,0.999883
262,0.997964
263,1.00166
264,0.997523
265,1.00299
266,0.99471
267,1.00122
268,0.994883
269,0.997784
270,1.00197
271,1.00002
272,1.00216
273,0.999394
274,1.00109
275,0.995663
276,1.00006
277,1.0062
278,0.999155
279,1.00349
280,0.998518
281,1.00089
282,1.00444
283,1.00233
284,1.00283
285,1.00059
286,1.00102
287,1.00323
288,0.999966
289,1.00062
290,1.001
291,0.998945
292,1.00296
293,0.998609
294,1.00086
295,1.0036
296,1.00109
297,1.00138
298,0.996424
299,1.00018
300,1.00092
301,1.00125
302,1.00058
303,1.00046
304,1.00013
305,1.00143
306,0.996815
307,1.00414
308,1.00028
309,1.00178
310,0.999037
311,0.997516
312,1.00447
313,1.00059
314,1.00161
315,1.00197
316,1.00172
317,0.995639
318,1.00441
319,1.00587
320,1.00214
321,0.99959
322,1.00154
323,1.00457
324,0.999171
325,1.00088
326,0.997226
327,0.997331
328,1.00053
329,0.997616
330,1.00337
331,0.998892
332,0.998951
333,0.998152
334,0.99969
335,1.00574
336,1.00009
337,1.00223
338,0.997645
339,1.00247
340,1.00246
341,1.00438
342,0.999009
343,1.00392
344,0.999031
345,1.00451
346,0.99432
347,1.0059
348,1.00278
349,0.998258
350,1.00261
351,0.998917
352,1.00287
353,0.994477
354,0.998879
355,1.00087
356,1.00018
357,0.997053
358,1.00262
359,0.999877
360,0.997804
361,1.00534
362,1.00074
363,1.00098
364,0.999148
365,1.00036
366,1.00121
367,1.00009
368,0.997504
369,0.9988
370,1.00006
371,0.993889
372,0.999969
373,1.00087
374,0.999253
375,1.00225
376,0.999961
377,1.00058
378,1.00047
379,0.999979
380,1.00195
381,0.999182
382,1.00078
383,1.00192
384,0.999518
385,0.998486
386,1.00137
387,0.996737
388,1.00366
389,1.00168
390,1.00089
391,0.999108
392,0.998813
393,0.999729
394,0.9987
395,1.00235
396,0.99847
397,1.00039
398,1.00005
399,1.00254
400,1.00148
401,1.00606
402,1.00062
403,0.997186
404,1.00008
405,1.00097
406,1.00061
407,1.00219
408,1.00389
409,0.99923
410,0.997475
411,0.997974
412,0.9953
413,1.00377
414,0.99798
415,1.00471
416,0.9999
417,1.00222
418,1.00361
419,0.99718
420,0.998088
421,1.00429
422,0.999292
423,0.996927
424,1.00206
425,0.992733
426,1.00113
427,1.00446
428,1.0002
429,1.0025
430,1.00341
431,1.00056
432,1.00059
433,1.00257
434,1.00076
435,1.00131
436,0.996308
437,1.00013
438,0.999158
439,0.995104
440,1.00523
441,0.999453
442,1.0067
443,1.00492
444,0.998123
445,0.999267
446,0.999218
447,1.00392
448,1.00003
449,1.00222
450,0.997789
451,0.995924
452,1.00101
453,1.00093
454,1.00184
455,0.996761
456,0.999698
457,1.00066
458,1.00491
459,0.998449
460,1.00186
461,1.00017
462,1.00351
463,0.996406
464,1.00042
465,1.00348
466,1.00068
467,0.999854
468,1.00126
469,0.999334
470,1.00026
471,0.997324
472,0.997747
473,1.00229
474,0.997642
475,1.00253
476,0.999489
477,1.00359
478,1.00002
479,1.00064
480,1.00562
481,0.996157
482,1.00153
483,0.99884
484,0.999112
485,1.00059
486,0.99674
487,0.995162
488,1.0002
489,0.997209
490,1.00454
491,1.00105
492,1.00217
493,0.999061
494,0.998668
495,1.00514
496,1.00489
497,0.999864
498,0.996227
499,0.998207
500,0.999616
501,1.00246
502,1.00781
503,1.00154
504,0.998223
505,0.998769
506,1.00319
507,0.996484
508,1.00392
509,0.999867
510,0.999898
511,1.00045
512,0.993718
513,0.999035
514,1.00078
515,1.00467
516,0.997606
517,1.00293
518,0.996796
519,0.998316
520,1.00281
521,0.996114
522,1.0007
523,1.00468
524,0.999668
525,1.00349
526,0.999491
527,1.00293
528,1.00224
529,1.00713
530,0.997758
531,0.997415
532,1.00208
533,0.997532
534,0.99799
535,0.999763
536,0.993692
537,1.00224
538,0.998473
539,1.00297
540,0.997681
541,1.00336
542,0.998176
543,1.00161
544,0.997929
545,0.999561
546,0.995381
547,0.998399
548,1.00149
549,0.998055
550,1.00594
551,1.0019
552,0.993859
553,1.00089
554,0.99669
555,0.999947
556,1.00535
557,0.997146
558,1.00171
559,0.999461
560,0.997974
561,0.997424
562,0.99717
563,1.00438
564,0.995102
565,0.999852
566,1.0013
567,0.999648
568,1.00424
569,1.00119
570,1.00407
571,0.999537
572,0.996089
573,0.989606
574,1.00325
575,0.998764
576,0.996185
577,0.999908
578,0.999233
579,0.997214
580,1.00055
581,0.999652
582,1.0038
583,1.00146
584,1.00214
585,1.00208
586,0.999268
587,0.998482
588,0.996498
589,0.998845
590,1.00391
591,0.997234
592,0.999616
593,1.00219
594,1.00628
595,1.0016
596,1.00244
597,0.998923
598,0.994981
599,1.00511
600,1.00322
601,0.998961
602,0.999589
603,0.998236
604,0.993415
605,0.996531
606,1.00158
607,1.00081
608,1.00213
609,1.00117
610,0.999032
611,0.998195
612,1.0019
613,0.997501
614,0.999482
615,0.996934
616,0.998124
617,0.994691
618,1.00016
619,0.999707
620,0.9995
621,1.00066
622,1.00227
623,0.999205
624,0.995628
625,0.999746
626,0.997569
627,1.00178
628,0.996607
629,1.00544
630,1.0011
631,1.00343
632,0.997112
633,1.00416
634,1.00438
635,0.999691
636,1.00193
637,0.999489
638,0.998501
639,0.999305
640,1.00173
641,1.00739
642,0.997737
643,1.00269
644,1.0033
645,1.00093
646,1.00091
647,0.995903
648,0.995359
649,0.998038
650,1.00242
651,0.998994
652,1.00192
653,1.00034
654,1.00058
655,1.00497
656,1.00057
657,1.00035
658,1.00008
659,1.00061
660,0.997397
661,1.00389
662,1.00016
663,0.999072
664,0.996665
665,1.00303
666,1.0033
667,1.00129
668,1.00512
669,0.9994
670,0.999088
671,1.00083
672,0.999229
673,1.00144
674,1.00104
675,1.00465
676,1.00146
677,1.00053
678,0.997623
679,0.997534
680,0.996463
681,0.996002
682,1.00408
683,1.002
684,0.998554
685,0.998432
686,0.999167
687,0.998074
688,0.995433
689,0.995711
690,0.99705
691,0.998557
692,1.0004
693,0.998906
694,0.999285
695,0.99822
696,0.997794
697,0.998608
698,1.00129
699,1.00512
700,1.0012
701,1.00049
702,0.999474
703,0.994603
704,1.00553
705,1.00184
706,0.998453
707,0.999433
708,1.00005
709,0.996223
710,1.00096
711,0.997453
712,0.996391
713,0.999244
714,1.00277
715,0.997406
716,1.00079
717,0.998016
718,0.999829
719,1.00225
720,0.998229
721,1.00153
722,0.999007
723,0.998051
724,0.996812
725,1.00417
726,0.998857
727,0.998281
728,1.00667
729,0.99954
730,1.00157
731,0.995365
732,0.998758
733,0.998991
734,0.999226
735,0.999647
736,1.00005
737,0.998492
738,0.997727
739,0.998854
740,1.00143
741,0.993648
742,1.00016
743,0.997249
744,1.00083
745,1.00143
746,1.00116
747,1.00345
748,1.00125
749,0.998645
750,0.996329
751,1.00367
752,0.995881
753,1.00203
754,1.00257
755,1.00161
756,0.998515
757,1.00555
758,0.997583
759,0.99733
760,1.00075
761,0.994709
762,0.996249
763,1.00187
764,1.00117
765,0.998038
766,0.994771
767,1.00414
768,1.00023
769,1.0005
770,1.00102
771,1.00321
772,0.99756
773,0.998977
774,0.999784
775,1.00215
776,0.99998
777,0.99799
778,1.0012
779,1.00064
780,1.00257
781,1.00056
782,1.00399
783,1.0004
784,1.00018
785,0.999272
786,0.995832
787,0.998519
788,0.99839
789,0.994715
790,1.00287
791,0.996778
792,1.00308
793,1.00136
794,1.00394
795,0.999861
796,0.996226
797,1.00408
798,1.00074
799,0.999551
800,0.998724
801,0.992733
802,0.995075
803,1.00119
804,1.00421
805,1.00345
806,0.999951
807,1.00024
808,1.00014
809,0.994765
810,1.00242
811,0.994074
812,1.00387
813,1.00227
814,1.00361
815,0.999379
816,1.00005
817,1.0042
818,1.00084
819,1.0039
820,1.00303
821,0.998596
822,0.998409
823,1.00036
824,0.99818
825,1.00085
826,0.999657
827,0.998979
828,1.00715
829,0.999852
830,1.00093
831,0.997157
832,1.00395
833,0.99861
834,0.998337
835,0.998636
836,1.00206
837,0.998273
838,1.00182
839,1.00223
840,0.998702
841,0.997828
842,0.996686
843,0.997883
844,0.998081
845,0.997171
846,1.0035
847,0.998592
848,1.00185
849,1.00202
850,1.00442
851,0.999447
852,0.999643
853,0.998913
854,1.00684
855,1.00254
856,0.997571
857,1.00317
858,0.998705
859,1.00027
860,0.997225
861,0.998455
862,1.00032
863,1.00425
864,1.00101
865,0.998459
866,1.00132
867,1.00017
868,1.00512
869,1.00081
870,0.99967
871,1.00187
872,0.996851
873,1.00479
874,0.998072
875,0.995485
876,1.00394
877,1.00196
878,0.999168
879,0.998594
880,0.995132
881,0.999506
882,1.00007
883,0.993672
884,1.00226
885,1.00569
886,0.997012
887,0.999449
888,1.00632
889,0.999302
890,0.99761
891,1.0012
892,0.99881
893,0.999934
894,1.00211
895,1.00351
896,0.995842
897,0.999847
898,1.0031
899,0.995361
900,0.996359
901,1.00156
902,0.996717
903,1.00124
904,0.999037
905,1.00236
906,0.998693
907,0.997148
908,1.00298
909,0.999824
910,1.00038
911,0.996562
912,1.00296
913,1.00148
914,1.00057
915,0.999582
916,0.999402
917,1.00168
918,0.996677
919,1.00425
920,0.997651
921,0.996436
922,0.993521
923,1.00238
924,1.0005
925,1.00252
926,0.995492
927,1.00227
928,1.00077
929,0.99877
930,0.996895
931,0.998764
932,1.00199
933,0.997979
934,0.997475
935,0.995659
936,1.00076
937,1.0033
938,1.00242
939,0.995307
940,1.00223
941,1.00049
942,0.994439
943,0.999938
944,1.00031
945,0.998995
946,1.00145
947,1.00145
948,0.99959
949,1.00117
950,0.997284
951,1.00069
952,1.00262
953,0.997606
954,0.99926
955,1.00388
956,0.995977
957,1.00064
958,0.999246
959,1.00014
960,0.999552
961,1.00371
962,0.998341
963,1.00116
964,1.00247
965,0.999934
966,0.998685
967,1.00147
968,0.997998
969,1.00025
970,1.00305
971,1.00132
972,1.0008
973,0.998026
974,0.998265
975,0.996493
976,0.993201
977,1.00487
978,1.00155
979,1.00521
980,1.0022
981,1.00264
982,1.00022
983,0.997192
984,0.99585
985,0.997421
986,0.995411
987,1.00275
988,1.00267
989,1.00139
990,1.00347
991,1.00002
992,1.00012
993,1.00042
994,0.999795
995,1.0037
996,0.999548
997,1.0059
998,1.0039
999,0.999691
1000,1.00054
1001,0.997554
1002,0.996286
1003,1.00173
1004,1.00148
1005,0.997705
1006,1.00135
1007,0.999136
1008,0.994553
1009,1.0014
1010,0.999461
1011,0.998821
1012,1.00335
1013,0.999892
1014,1.00041
1015,0.995519
1016,0.996188
1017,0.996725
1018,1.00188
1019,0.998478
1020,1.00213
1021,0.998984
1022,1.00138
1023,0.995509
1024,1.00075
1025,0.998912
1026,0.996762
1027,0.995157
1028,0.998273
1029,0.999145
1030,0.999431
1031,1.00196
1032,1.00494
1033,0.995685
1034,1.00342
1035,0.998369
1036,1.00079
1037,1.00123
1038,1.00284
1039,1.00247
1040,1.00139
1041,0.997267
1042,0.999341
1043,0.999603
1044,0.998449
1045,1.00332
1046,0.996919
1047,0.999859
1048,0.996572
1049,0.999305
1050,0.999882
1051,1.00483
1052,1.00003
1053,1.00647
1054,1.00099
1055,0.995241
1056,0.998416
1057,0.999426
1058,1.00289
1059,0.99848
1060,1.00355
1061,1.00032
1062,1.00422
1063,0.996508
1064,0.998866
1065,0.999575
1066,0.999473
1067,1.00033
1068,0.998113
1069,1.00183
1070,1.00241
1071,0.998059
1072,1.00411
1073,1.00242
1074,0.996975
1075,1.00044
1076,0.997176
1077,1.00345
1078,0.995903
1079,1.00049
1080,0.99901
1081,1.00195
1082,1.00086
1083,1.00143
1084,1.00776
1085,1.00107
1086,1.00002
1087,1.0024
1088,1.00034
1089,0.997963
1090,0.995312
1091,1.00235
1092,0.999199
1093,1.00389
1094,0.9988
1095,1.00329
1096,0.999534
1097,1.00134
1098,1.00131
1099,1.00008
1100,1.00347
1101,1.00003
1102,1.00138
1103,1.00281
1104,1.00133
1105,0.997416
1106,0.996639
1107,1.00676
1108,1.0025
1109,0.999033
1110,1.0037
1111,0.997685
1112,0.999532
1113,1.00429
1114,0.999982
1115,1.00211
1116,0.999952
1117,0.997835
1118,1.00034
1119,0.996633
1120,0.999329
1121,1.002
1122,0.999586
1123,1.00151
1124,1.00386
1125,0.998669
1126,0.999057
1127,0.997598
1128,0.999242
1129,1.00292
1130,1.00361
1131,1.00297
1132,1.00296
1133,1.00286
1134,0.996277
1135,0.997778
1136,0.998608
1137,1.00348
1138,1.00038
1139,0.995963
1140,0.998707
1141,0.998949
1142,1.00367
1143,0.999636
1144,0.998116
1145,0.997184
1146,0.997792
1147,1.00091
1148,0.9969
1149,1.00512
1150,0.994283
1151,1.0057
1152,1.00182
1153,0.998977
1154,0.996343
1155,1.00323
1156,1.00511
1157,0.998272
1158,0.999847
1159,1.00015
1160,1.00048
1161,1.00283
1162,1.00069
1163,0.998826
1164,1.00143
1165,1.00257
1166,1.00195
1167,0.9994
1168,0.995118
1169,0.999684
1170,1.00432
1171,0.998977
1172,1.00189
1173,0.995685
1174,1.00301
1175,1.0002
1176,0.996053
1177,0.994986
1178,1.0012
1179,0.995377
1180,1.00001
1181,0.99692
1182,0.99579
1183,0.998668
1184,1.00161
1185,0.999627
1186,1.0041
1187,0.999842
1188,1.00057
1189,0.994933
1190,1.00275
1191,1.00051
1192,1.00366
1193,1.0042
1194,1.00106
1195,0.999054
1196,1.00001
1197,1.00311
1198,0.999508
1199,1.00208
1200,0.997741
1201,1.00237
1202,1.00116
1203,1.00173
1204,0.997755
1205,1.00294
1206,1.0009
1207,1.00129
1208,1.00156
1209,0.992556
1210,1.00332
1211,1.00275
1212,1.001
1213,1.00104
1214,0.99916
1215,0.995307
1216,1.00561
1217,1.00435
1218,1.00486
1219,1.00295
1220,0.997977
1221,1.00138
1222,1.00232
1223,0.996185
1224,1.00086
