t,cond_num
10,9.11214
20,8.30402
30,8.35724
40,8.44174
50,8.32158
60,8.28424
70,8.17882
80,8.19731
90,8.20134
100,8.10888
110,8.36967
120,8.17806
130,8.22061
140,8.11056
150,8.24789
160,8.05774
170,8.05834
180,8.03665
190,8.24336
200,8.13521
210,8.07924
220,8.12847
230,8.02771
240,8.02569
250,8.13139
260,8.13902
270,8.00401
280,8.01913
290,7.95418
300,8.03904
310,8.0736
320,8.13295
330,8.11115
340,7.99084
350,7.99822
360,8.01182
370,8.08638
380,8.00658
390,8.01491
400,8.1096
410,8.02668
420,7.99528
430,8.00811
440,8.0578
450,8.09451
460,8.13234
470,8.1701
480,8.17211
490,8.31064
500,8.32784
510,8.39687
520,8.6071
530,8.69299
540,8.57139
550,8.59724
560,8.59788
570,8.65069
580,8.53107
590,8.529
600,8.35687
610,8.37124
620,8.57985
630,8.60818
640,8.35788
650,8.55108
660,8.40685
670,8.35359
680,8.4806
690,8.73788
700,8.80445
710,8.9818
720,8.66556
730,8.71657
740,8.89465
750,8.81947
760,8.90673
770,8.82534
780,9.1014
790,9.09091
800,8.83902
810,8.74015
820,8.7225
830,8.55343
840,8.46312
850,8.72427
860,8.42922
870,8.57148
880,8.52081
890,8.37302
900,8.34012
910,8.41809
920,8.40177
930,8.38366
940,8.30142
950,8.37265
960,8.47072
970,8.34121
980,8.41355
990,8.50198
1000,8.70003
1010,8.665
1020,8.83253
1030,8.88091
1040,8.70234
1050,8.81564
1060,9.01806
1070,9.3238
1080,9.1918
1090,9.28756
1100,9.37142
1110,9.63485
1120,9.48287
1130,9.3302
1140,9.23996
1150,9.1107
1160,9.25611
1170,9.34791
1180,9.47375
1190,9.39635
1200,9.48144
1210,9.27134
1220,9.16392
1230,9.22597
1240,8.95972
1250,8.72071
1260,8.73255
1270,8.72183
1280,8.86746
1290,8.73921
1300,8.76633
1310,8.68377
1320,8.59122
1330,8.82146
1340,8.86504
1350,9.00514
1360,9.08227
1370,9.1035
1380,8.97449
1390,9.00148
1400,9.27533
1410,9.30678
1420,9.18313
1430,9.09652
1440,9.10613
1450,9.22524
1460,9.11709
1470,9.21917
1480,9.59328
1490,9.52233
1500,9.26601
1510,9.08132
1520,9.1647
1530,9.13778
1540,9.31673
1550,9.34616
1560,9.32065
1570,9.31775
1580,9.63436
1590,9.2261
1600,9.12047
1610,9.0502
1620,9.17759
1630,9.0009
1640,8.98348
1650,8.63761
1660,8.72358
1670,8.6912
1680,8.71671
1690,8.63027
1700,8.76197
1710,8.71964
1720,8.77366
1730,9.12047
1740,9.06782
1750,9.10661
1760,8.98013
1770,9.01546
1780,8.88061
1790,8.82597
1800,8.59381
1810,8.49575
1820,8.45003
1830,8.43309
1840,8.32322
1850,8.37481
1860,8.31788
1870,8.29054
1880,8.31099
1890,8.30986
1900,8.18552
1910,8.28963
1920,8.26957
1930,8.31235
1940,8.30454
1950,8.25028
1960,8.20684
1970,8.13247
1980,8.1246
1990,8.13966
2000,8.22855
2010,8.14826
2020,8.19662
2030,8.17685
2040,8.0806
2050,8.08262
2060,8.10922
2070,8.01587
2080,8.07944
2090,8.03257
2100,7.9342
2110,7.97685
2120,8.00822
2130,7.99635
2140,7.98522
2150,8.17807
2160,8.11715
2170,8.23294
2180,8.17939
2190,8.29007
2200,8.26795
2210,8.22871
2220,8.14343
2230,8.00131
2240,8.0551
2250,8.0464
2260,8.03023
2270,8.12743
2280,8.18221
2290,8.21297
2300,8.29185
2310,8.24697
2320,8.27786
2330,8.3503
2340,8.36934
2350,8.25843
2360,8.18733
2370,8.12234
2380,8.17093
2390,8.28887
2400,8.32016
2410,8.32122
2420,8.52285
2430,8.60776
2440,8.60912
2450,8.82391
2460,8.93292
2470,9.02328
2480,9.04609
2490,9.17395
2500,9.04887
2510,9.06824
2520,9.24605
2530,nan
