MDTU,min_ave,max_ave
1,-0.11529,0.152411
2,-0.131811,0.170991
3,-0.153552,0.171649
4,-0.159803,0.175103
5,-0.171725,0.177532
6,-0.17993,0.172932
7,-0.178943,0.180753
8,-0.185524,0.177703
9,-0.179034,0.180553
10,-0.18974,0.177309
11,-0.182624,0.182319
12,-0.182624,0.182319
13,-0.182624,0.182319
14,-0.187714,0.176323
15,-0.187466,0.177649
16,-0.184543,0.179609
17,-0.190396,0.177716
18,-0.187272,0.178964
19,-0.189382,0.179692
20,-0.194679,0.17742
21,-0.189954,0.178608
22,-0.190456,0.178736
23,-0.193922,0.177446
24,-0.188833,0.179874
25,-0.192887,0.17794
26,-0.193282,0.176978
27,-0.194376,0.178176
28,-0.190034,0.178435
29,-0.19154,0.177725
30,-0.189857,0.180299
31,-0.189857,0.180299
32,-0.189857,0.180299
33,-0.189857,0.180299
34,-0.193047,0.177275
35,-0.186572,0.178375
36,-0.189653,0.17992
37,-0.189958,0.180421
38,-0.189626,0.179696
39,-0.190398,0.18126
40,-0.188755,0.175847
41,-0.184372,0.180219
42,-0.189104,0.179131
43,-0.192597,0.177636
44,-0.185986,0.179451
45,-0.190247,0.17958
46,-0.193767,0.178964
47,-0.188697,0.180696
48,-0.188564,0.179029
49,-0.189048,0.176654
50,-0.195242,0.177821
51,-0.193565,0.179528
52,-0.195644,0.17796
53,-0.194903,0.178364
54,-0.195757,0.182493
55,-0.199752,0.182925
56,-0.204204,0.181741
57,-0.194415,0.183767
58,-0.203917,0.182479
59,-0.19695,0.184121
60,-0.19612,0.183839
61,-0.198099,0.183592
62,-0.194201,0.181826
63,-0.193794,0.178114
64,-0.187144,0.181984
65,-0.19948,0.1821
66,-0.193999,0.181283
67,-0.189919,0.179924
68,-0.192104,0.182517
69,-0.192361,0.180435
70,-0.195248,0.18192
71,-0.19271,0.178155
72,-0.187038,0.180838
73,-0.187038,0.180838
74,-0.193816,0.181482
75,-0.192003,0.180125
76,-0.196744,0.180089
77,-0.188435,0.18146
78,-0.194918,0.178034
79,-0.191632,0.182949
80,-0.193772,0.181471
81,-0.193772,0.181471
82,-0.193841,0.179342
83,-0.190844,0.182249
84,-0.195767,0.181613
85,-0.194049,0.181785
86,-0.197681,0.181304
87,-0.193688,0.18381
88,-0.197029,0.180986
89,-0.196579,0.180943
90,-0.194978,0.183067
91,-0.194978,0.183067
92,-0.193223,0.177637
93,-0.193223,0.177637
94,-0.196661,0.178192
95,-0.191407,0.180341
96,-0.19472,0.180943
97,-0.197229,0.182813
98,-0.194586,0.182423
99,-0.196775,0.184132
100,-0.195414,0.184029
101,-0.195414,0.184029
102,-0.199513,0.182989
103,-0.200704,0.186501
104,-0.200704,0.186501
105,-0.199775,0.183767
106,-0.19809,0.18434
107,-0.194018,0.182612
108,-0.199653,0.186835
109,-0.198532,0.182795
110,-0.197391,0.181973
111,-0.199717,0.181215
112,-0.195255,0.178159
113,-0.197937,0.178471
114,-0.19781,0.180677
115,-0.194031,0.182893
116,-0.204576,0.183518
117,-0.201188,0.185577
118,-0.199705,0.182068
119,-0.199705,0.182068
120,-0.200737,0.184827
121,-0.19674,0.188164
122,-0.201734,0.183613
123,-0.197062,0.182416
124,-0.192445,0.180762
125,-0.191055,0.180216
126,-0.191226,0.183396
127,-0.194872,0.182791
128,-0.191404,0.181386
129,-0.193893,0.180852
130,-0.191642,0.182281
131,-0.190089,0.180843
132,-0.197869,0.179615
133,-0.191867,0.184275
134,-0.192246,0.179939
135,-0.191765,0.182786
136,-0.191463,0.183403
137,-0.196143,0.180397
138,-0.196852,0.183724
139,-0.202581,0.184745
140,-0.205937,0.187338
141,-0.203312,0.18551
142,-0.205101,0.189071
143,-0.201161,0.185273
144,-0.200263,0.190256
145,-0.206367,0.187807
146,-0.198128,0.188646
147,-0.198198,0.19052
148,-0.199077,0.187638
149,-0.197023,0.189282
150,-0.202667,0.185511
