t,cost
10,5.3
20,2.63867
30,2.55067
40,2.612
50,2.704
60,2.50667
70,2.44267
80,2.53067
90,2.66133
100,2.524
110,2.512
120,2.55067
130,2.504
140,2.65467
150,2.35067
160,2.368
170,2.236
180,2.23333
190,2.30533
200,2.40933
210,2.308
220,2.26267
230,2.25467
240,2.264
250,2.30533
260,2.31067
270,2.27867
280,2.28
290,2.272
300,2.25733
310,2.21067
320,2.3
330,2.324
340,2.24533
350,2.248
360,2.22133
370,2.24933
380,2.22133
390,2.28667
400,2.33467
410,2.30933
420,2.23467
430,2.16533
440,2.18133
450,2.25067
460,2.27733
470,2.31333
480,2.37067
490,2.43067
500,2.40933
510,2.52
520,2.60267
530,2.82133
540,2.87733
550,2.78
560,2.772
570,2.69733
580,2.688
590,2.65467
600,2.60533
610,2.55067
620,2.60933
630,2.72933
640,2.628
650,2.548
660,2.64267
670,2.52667
680,2.596
690,2.83333
700,2.936
710,2.98133
720,2.98
730,2.88133
740,3.02667
750,2.936
760,3.052
770,2.996
780,3.06933
790,3.21333
800,2.996
810,2.94133
820,2.816
830,2.83067
840,2.64933
850,2.776
860,2.708
870,2.68667
880,2.73067
890,2.63333
900,2.568
910,2.60933
920,2.612
930,2.62133
940,2.48
950,2.58933
960,2.55867
970,2.48933
980,2.52933
990,2.608
1000,2.72667
1010,2.884
1020,2.91333
1030,2.89067
1040,2.90667
1050,2.87867
1060,3.088
1070,3.46267
1080,3.49467
1090,3.39733
1100,3.648
1110,4.03467
1120,4.072
1130,3.692
1140,3.70933
1150,3.536
1160,3.62667
1170,3.596
1180,3.78667
1190,3.708
1200,3.77867
1210,3.62133
1220,3.412
1230,3.37733
1240,3.21333
1250,3.13733
1260,3.11067
1270,3.05333
1280,3.05333
1290,3.032
1300,2.896
1310,2.74933
1320,2.784
1330,2.81467
1340,3.088
1350,3.08933
1360,3.27067
1370,3.25067
1380,3.228
1390,3.30933
1400,3.40933
1410,3.67733
1420,3.568
1430,3.57067
1440,3.39733
1450,3.556
1460,3.41733
1470,3.48533
1480,3.85867
1490,4.01333
1500,3.516
1510,3.35467
1520,3.368
1530,3.28
1540,3.44933
1550,3.58933
1560,3.59333
1570,3.67733
1580,3.98267
1590,3.61467
1600,3.28667
1610,3.20267
1620,3.25333
1630,3.32533
1640,3.14133
1650,2.89867
1660,2.776
1670,2.85467
1680,2.856
1690,2.71733
1700,2.81467
1710,2.88267
1720,2.81467
1730,3.11467
1740,3.268
1750,3.27333
1760,3.32933
1770,3.06933
1780,2.94533
1790,2.93467
1800,2.81333
1810,2.544
1820,2.544
1830,2.456
1840,2.48267
1850,2.4
1860,2.39067
1870,2.43067
1880,2.44133
1890,2.41067
1900,2.32933
1910,2.36933
1920,2.392
1930,2.37867
1940,2.392
1950,2.36
1960,2.26267
1970,2.264
1980,2.24267
1990,2.21333
2000,2.32667
2010,2.32267
2020,2.30267
2030,2.32133
2040,2.25867
2050,2.252
2060,2.2
2070,2.19333
2080,2.18667
2090,2.13067
2100,2.124
2110,2.11067
2120,2.05067
2130,2.1
2140,2.13867
2150,2.15867
2160,2.22667
2170,2.212
2180,2.27867
2190,2.30267
2200,2.31733
2210,2.29867
2220,2.19333
2230,2.14
2240,2.19067
2250,2.136
2260,2.15867
2270,2.25467
2280,2.468
2290,2.56933
2300,2.62933
2310,2.624
2320,2.696
2330,2.74533
2340,2.79333
2350,2.768
2360,2.69467
2370,2.61067
2380,2.588
2390,2.70267
2400,2.72933
2410,2.79733
2420,2.87067
2430,3.13067
2440,3.21467
2450,3.292
2460,3.37333
2470,3.608
2480,3.71467
2490,3.65867
2500,3.684
2510,3.63467
2520,3.71867
2530,3.89333
2540,3.63733
2550,3.75333
2560,4.12933
2570,4.00133
2580,3.66667
2590,3.736
2600,3.71467
2610,3.71467
2620,3.74667
2630,3.72133
2640,3.648
2650,3.728
2660,3.532
2670,3.35067
2680,3.38133
2690,3.25467
2700,3.488
2710,3.67733
2720,3.57733
2730,3.20267
2740,3.432
2750,3.38267
2760,3.28933
2770,3.328
2780,3.236
2790,3.152
2800,3.18
2810,3.212
2820,3.02933
2830,3.20933
2840,3.056
2850,3.052
2860,2.86133
2870,2.972
2880,2.896
2890,3.07067
2900,3.004
2910,2.99467
2920,3.09467
2930,3.15467
2940,3.21867
2950,3.12
2960,3.25467
2970,3.18133
2980,3.06267
2990,3.01467
3000,2.95733
3010,2.94533
3020,2.94133
3030,2.96667
3040,2.972
3050,3.1
3060,3.244
3070,3.21333
3080,3.04933
3090,3.35733
3100,3.588
3110,3.42267
3120,3.444
3130,3.54667
3140,3.388
3150,3.18133
3160,3.18267
3170,3.29333
3180,3.06133
3190,2.96933
3200,2.93733
3210,2.83733
3220,2.73333
3230,2.732
3240,2.736
3250,2.57467
3260,2.592
3270,2.55333
3280,2.61067
3290,2.604
3300,2.69067
3310,2.564
3320,2.52533
3330,2.588
3340,2.37333
3350,2.43333
3360,2.60533
3370,2.62133
3380,2.516
3390,2.624
3400,2.732
3410,2.52267
3420,2.552
3430,2.46267
3440,2.51333
3450,2.53333
3460,2.488
3470,2.508
3480,2.52
3490,2.62933
3500,2.71467
3510,2.656
3520,2.75067
3530,2.712
3540,2.77333
3550,2.78
3560,2.83067
3570,2.88
3580,2.816
3590,2.83467
3600,2.78933
3610,2.696
3620,2.68933
3630,2.67333
3640,2.648
3650,2.592
3660,2.55867
3670,2.54267
3680,2.508
3690,2.40267
3700,2.39467
3710,2.41467
3720,2.40533
3730,2.49733
3740,2.536
3750,2.63467
3760,2.71733
3770,2.75467
3780,2.796
3790,2.708
3800,2.58
3810,2.664
3820,2.95067
3830,3.09333
3840,3.00933
3850,2.95733
3860,2.928
3870,2.69733
3880,2.75067
3890,2.764
3900,2.74133
3910,2.66133
3920,2.72933
3930,2.70933
3940,2.748
3950,2.67067
3960,2.68267
3970,2.684
3980,2.64933
3990,2.612
4000,2.59867
4010,2.60933
