MDTU,S_B
1,0.519348
2,0.695426
3,0.796541
4,0.856963
5,0.90645
6,0.930195
7,0.961673
8,0.970541
9,0.980104
10,0.984864
11,0.999747
12,0.999747
13,0.999747
14,0.994317
15,0.992269
16,0.998211
17,0.997023
18,0.993641
19,0.997447
20,0.991229
21,0.997467
22,0.998308
23,0.997617
24,1.00016
25,1.00001
26,0.996098
27,1.00286
28,0.995569
29,0.999402
30,1.00062
31,1.00062
32,1.00062
33,1.00062
34,1.0005
35,0.995965
36,0.990406
37,0.990939
38,0.991155
39,0.989411
40,0.986685
41,0.993539
42,0.999344
43,0.992536
44,1.00064
45,0.999748
46,1.00067
47,0.997179
48,0.999166
49,0.999551
50,0.996223
51,1.00593
52,0.996478
53,1.00595
54,1.0077
55,1.00462
56,1.00547
57,1.00835
58,1.00853
59,1.00461
60,1.00439
61,1.00277
62,0.990031
63,0.995246
64,1.00455
65,1.00289
66,1.00434
67,1.00188
68,0.997208
69,0.990453
70,0.998905
71,0.995801
72,0.998922
73,0.998922
74,0.996376
75,1.0019
76,0.999594
77,0.997842
78,0.995679
79,1.00082
80,0.993354
81,0.993354
82,1.00151
83,0.998411
84,0.998655
85,1.00613
86,0.99704
87,0.998811
88,1.00181
89,1.002
90,1.01139
91,1.01139
92,1.00837
93,1.00837
94,0.998435
95,1.00602
96,1.00709
97,1.00833
98,0.99923
99,1.00228
100,1.00686
101,1.00686
102,1.00426
103,1.00309
104,1.00309
105,0.998611
106,0.994195
107,1.00285
108,1.00928
109,0.999548
110,1.00338
111,1.00379
112,0.996828
113,0.993878
114,0.999361
115,0.999512
116,1.00252
117,1.00057
118,0.996159
119,0.996159
120,1.0067
121,1.0078
122,1.00252
123,0.999145
124,0.998059
125,0.994279
126,0.995603
127,0.999766
128,0.993131
129,0.997566
130,1.00508
131,0.998725
132,0.994735
133,1.00515
134,1.00147
135,0.997613
136,0.995298
137,0.994137
138,0.998879
139,0.998011
140,1.00354
141,0.997823
142,1.00992
143,1.00112
144,1.00345
145,1.00712
146,1.00158
147,1.00371
148,0.995194
149,1.00346
150,0.997985
151,1.00668
152,1.00117
153,1.00105
154,0.997236
155,1.00078
156,1.00195
157,1.00409
158,1.00398
159,1.00106
160,0.994808
161,0.998877
162,1.00058
163,0.999864
164,1.00206
165,1.00301
166,1.00468
167,1.00596
168,0.996478
169,1.00172
170,1.01053
171,1.00044
172,1.01145
173,0.999595
174,0.99988
175,0.997977
176,0.997816
177,0.997816
178,0.995294
179,0.996553
180,0.992713
181,0.996144
182,1.00058
183,0.998462
184,0.992839
185,0.992839
186,1.00182
187,1.00353
188,0.99472
189,1.00236
190,0.996676
191,0.996676
192,0.999426
193,0.993177
194,1.002
195,0.991711
196,0.992405
197,0.991985
198,0.996419
199,0.988058
200,0.997139
201,0.998991
202,0.996156
203,0.996957
204,1.00182
205,0.99446
206,0.996115
207,1.0087
208,0.999768
209,1.00253
210,0.993332
211,1.0003
212,0.999652
213,0.997676
214,0.996839
215,0.999062
216,1.00636
217,0.994416
218,1.00144
219,0.999015
220,0.999654
221,1.00204
222,1.00686
223,0.997265
224,0.998355
225,0.999829
226,0.997273
227,1.00398
228,1.00065
229,1.00065
230,0.987709
231,0.993142
232,0.993608
233,0.999174
234,1.00337
235,1.00147
236,1.00931
237,1.00561
238,1.00713
239,1.0037
240,1.00393
241,1.00393
242,0.993482
243,0.993482
244,1.0028
245,1.00793
246,0.997144
247,1.00249
248,0.999845
249,0.999257
250,1.00518
251,1.00956
252,1.00026
253,1.00337
254,0.998439
255,1.00114
256,0.998351
257,0.99081
258,0.999099
259,0.998763
260,1.00195
261,0.99858
262,0.999684
263,1.0022
264,1.00562
265,1.0037
266,1.00773
267,1.00523
268,0.990878
269,1.00085
270,1.00415
271,1.00312
272,0.999321
273,0.997542
274,1.00316
275,1.00415
276,1.00172
277,1.00201
278,0.999988
279,0.995108
280,0.990822
281,0.996837
282,0.996837
283,0.996837
284,0.993709
285,0.996108
286,1.00501
287,1.00311
288,0.997797
289,0.997797
290,0.990491
291,1.00081
292,0.991901
293,0.998377
294,0.999904
295,0.99877
296,0.991907
297,0.995565
298,0.986893
299,0.989306
300,0.989829
301,0.997379
302,0.999901
303,1.00318
304,1.00157
305,0.996741
306,0.998182
307,1.00608
308,1.01214
309,1.01558
310,1.01302
311,1.00183
312,1.00257
313,1.00688
314,1.00756
315,0.995212
316,1.00071
317,1.00077
318,1.00497
319,1.00497
320,1.00497
321,0.996898
322,1.00047
323,0.989955
324,0.999896
325,0.997278
326,0.997278
327,1.00295
328,0.994421
329,1.00148
330,1.00106
331,0.998498
332,1.0004
333,0.9959
334,0.996733
335,1.00102
336,0.996924
337,1.00075
338,0.998245
339,1.00369
340,1.00675
341,1.00994
342,1.00307
343,0.997816
344,0.99765
345,0.99765
346,0.9942
347,1.00338
348,0.998716
349,0.992755
350,0.992992
351,1.00369
352,0.990718
353,0.986404
354,0.99137
355,1.00591
356,0.999413
357,1.00262
358,0.994971
359,1.00152
360,0.994514
361,0.99788
362,0.989207
363,1.00094
364,0.997277
365,1.0012
366,0.995337
367,0.997773
368,1.00127
369,1.00331
370,0.999854
371,1.0006
372,0.998018
373,1.00277
374,1.00167
375,0.993356
376,0.9973
377,0.99332
378,0.992662
379,1.00341
380,1.00475
381,1.00592
382,1.01014
383,1.00982
384,1.00822
385,1.00337
386,1.00691
387,0.994696
388,1.003
389,1.01054
390,1.01054
391,1.00303
392,1.01108
393,1.00346
394,1.00773
395,0.999396
396,1.00525
397,0.997752
398,0.999083
399,1.0029
400,0.999692
401,1.00016
402,1.00176
403,1.00368
404,1.00501
405,1.005
406,1.00085
407,1.00959
408,1.0089
409,0.999508
410,1.00507
411,1.00507
412,0.993513
413,0.993513
414,0.999961
415,1.00199
416,1.00942
417,1.00866
418,1.00696
419,0.999565
420,1.00227
421,0.997923
422,1.00209
423,1.00257
424,1.00776
425,0.999218
426,1.00559
427,1.00058
428,1.00217
429,1.00727
430,0.997973
431,1.00483
432,1.00102
433,0.998386
434,0.998386
435,0.997687
436,0.99602
437,1.00329
438,0.996562
439,1.01043
440,1.00422
441,1.00722
442,1.00803
443,1.00839
444,0.994132
445,1.00053
446,1.00078
447,0.999791
448,0.999607
449,0.999441
450,1.00025
451,1.00182
452,0.997448
453,1.00348
