t,cg_iters
1,5008
2,7057
3,7779
4,8310
5,8530
6,9129
7,8734
8,8175
9,7908
10,8540
11,8171
12,7897
13,7497
14,6927
15,7015
16,6980
17,6760
18,6498
19,6424
20,6324
21,6526
22,6695
23,7066
24,6979
25,6842
26,6468
27,6924
28,6522
29,6715
30,7682
31,7714
32,7958
33,7664
34,7305
35,7608
36,7286
37,7399
38,7529
39,7289
40,7086
41,7733
42,7354
43,8034
44,8861
45,10057
46,10025
47,8998
48,9455
49,7980
50,7331
51,6966
52,7136
53,6983
54,6984
55,6804
56,7108
57,7489
58,7088
59,7405
60,7399
61,7875
62,7971
63,7405
64,6705
65,6244
66,6311
67,6388
68,6799
69,6539
70,6609
71,6511
72,6430
73,6737
74,6641
75,6660
76,6581
77,6270
78,6065
79,6143
80,6446
81,6356
82,6427
83,6730
84,6485
85,6356
86,6531
87,6346
88,6345
89,6829
90,6701
91,6352
92,6888
93,6521
94,6665
95,6865
96,7015
97,6747
98,6130
99,6640
100,6341
101,6682
102,6571
103,6755
104,6728
105,7040
106,6889
107,6906
108,7032
109,7093
110,6832
111,6840
112,7176
113,7240
114,7570
115,7127
116,6889
117,6384
118,6404
119,6246
120,6082
121,6112
122,6629
123,6284
124,6248
125,6575
126,6686
127,6496
128,6413
129,6290
130,6171
131,6239
132,6164
133,6220
134,6163
135,6227
136,6374
137,6412
138,6475
139,6358
140,6359
141,6973
142,6903
143,7054
144,7125
145,6673
146,6896
147,7082
148,6924
149,6903
150,6574
151,6707
152,7336
153,7353
154,7059
155,7179
156,7269
157,7133
158,6891
159,7256
160,7155
161,6840
162,6785
163,6646
164,6616
165,6951
166,6656
167,6417
168,6545
169,6070
170,6387
171,6173
172,6291
173,6374
174,6058
175,5992
176,6117
177,6020
178,6358
179,6292
180,6148
181,6158
182,6252
183,6889
184,6950
185,6952
186,7117
187,7123
188,7349
189,7821
190,7254
191,7301
192,7389
193,7663
194,7356
195,7184
196,7502
197,7388
198,7499
199,7822
200,7848
201,7466
202,7660
203,7607
204,7520
205,7478
206,7320
207,7423
208,7866
209,8278
210,8951
211,8817
212,10126
213,9981
214,9484
215,9508
216,8908
217,8511
218,8503
219,8386
220,8151
221,7318
222,7264
223,7129
224,6872
225,7075
226,6959
227,7225
228,7249
229,7557
230,8054
231,8428
232,7677
233,7600
234,7674
235,7610
236,7420
237,7915
238,8300
239,8586
240,8998
241,8930
242,8844
243,7750
244,7457
245,7107
246,6980
247,8243
248,8943
249,9402
250,10006
251,8933
252,9201
253,10734
254,10491
255,10144
256,9372
257,10207
258,11588
259,14084
260,14490
261,13079
262,11444
263,9936
264,9529
265,9624
266,10272
267,9746
268,9118
269,8876
270,9045
271,9264
272,9984
273,9449
274,8667
275,8528
276,8965
277,8992
278,7862
279,7690
280,7720
281,7347
282,7687
283,8238
284,8196
285,8071
286,7875
287,8240
288,7610
289,7407
290,7376
291,8005
292,8409
293,9777
294,9441
295,8569
296,8523
297,8093
298,7949
299,7717
300,8068
301,7855
302,7439
303,7519
304,7870
305,7202
306,6801
307,6457
308,6689
309,7229
310,7917
311,7283
312,7500
313,7528
314,7629
315,8017
316,7641
317,7516
318,8338
319,9107
320,8362
321,7924
322,8440
323,8406
324,8382
325,8467
326,8244
327,8021
328,7197
329,6588
330,6568
331,6392
332,6759
333,6980
334,6803
335,7188
336,6877
337,6556
338,6623
339,6814
340,6820
341,7083
342,7216
343,7049
344,6437
345,6329
346,6376
347,6383
348,6546
349,6763
350,7171
351,7095
352,7256
353,7049
354,6726
355,7316
356,7067
357,6870
358,7103
359,7161
360,7278
361,6927
362,6759
363,7155
364,7473
365,7194
366,6896
367,6354
368,6780
369,6817
370,6516
371,6568
372,6358
373,6657
374,6537
375,6627
376,6754
377,6495
378,6404
379,6314
380,6851
381,6688
382,6443
383,6294
384,6530
385,6677
386,7097
387,6637
388,6821
389,6581
390,6570
391,6988
392,6897
393,6755
394,6409
395,6352
396,6220
397,6316
398,6346
399,6289
400,6465
401,6733
402,6831
403,6501
404,6389
405,6314
406,6228
407,6323
408,6343
409,6434
410,6429
411,6305
412,6031
413,6034
414,6074
415,6007
416,6333
417,5983
418,5975
419,6039
420,6158
421,6140
422,6022
423,5910
424,5926
425,6112
426,5908
427,5844
428,5857
429,5845
430,5779
431,5845
432,5856
433,5815
434,5963
435,6047
436,6033
437,6028
438,6233
439,6367
440,6439
441,6577
442,6324
443,6197
444,6243
445,6346
446,6593
447,6580
448,6786
449,6458
450,6213
451,6540
452,6404
453,6047
454,6006
455,6027
456,6041
457,6332
458,7073
459,6744
460,6541
461,6368
462,6267
463,6233
464,6460
465,6380
466,5837
467,6088
468,6047
469,6250
470,6531
471,6830
472,6925
473,6285
474,6216
475,6081
476,6131
477,6275
478,6325
479,6600
480,6870
481,7136
482,7095
483,6883
484,6831
485,7415
486,7298
487,7447
488,7309
489,6539
490,6357
491,6697
492,7220
493,8126
494,7806
495,7294
496,6862
497,6665
498,6528
499,6627
500,6742
501,6626
502,6311
503,6510
504,6678
505,7023
506,7028
507,6923
508,6195
509,6108
510,6081
511,6363
512,6027
513,5890
514,6074
515,6132
516,6140
517,6219
518,5822
519,5995
520,6262
521,5981
522,5960
523,5913
524,6203
525,5899
526,6069
527,5902
528,5850
529,5837
530,5823
531,5703
532,5813
533,5977
534,6028
535,6234
536,6036
537,5972
538,6247
539,6287
540,6511
541,6389
542,6524
543,6392
544,6265
545,6030
546,5838
547,5745
548,5884
549,5727
550,5844
551,5801
552,5918
553,6120
554,5979
555,6103
556,6339
557,6277
558,6433
559,6733
560,6504
561,7018
562,6687
563,6795
564,6415
565,6550
566,6243
567,6236
568,6252
569,6515
570,6172
571,6142
572,6347
573,6257
574,6550
575,6413
576,6214
577,6666
578,6495
579,6166
580,6235
581,5961
582,5924
583,5875
584,5968
585,6247
586,6426
587,5971
588,5937
589,6167
590,6177
591,5958
592,5960
593,5623
594,5732
595,5770
596,5478
597,5417
598,5361
599,5313
600,5388
601,5401
602,5376
603,5459
604,5447
605,5388
606,5354
607,5356
608,5364
609,5346
610,5448
611,5408
612,5428
613,5599
614,5604
615,5551
616,5528
617,5502
618,5535
619,5550
620,5528
621,5463
622,5524
623,5672
624,5603
625,5493
626,5481
627,5593
628,5534
629,5552
630,5520
631,5588
632,5632
633,5483
634,5524
635,5525
636,5654
637,5690
638,5773
639,5565
640,5723
641,5502
642,5383
643,5425
644,5563
645,5504
646,5543
647,5619
648,5591
649,5576
650,5592
651,5542
652,5543
653,5518
654,5605
655,5489
656,5563
657,5501
658,5610
659,5525
660,5503
661,5646
662,5638
663,5612
664,5610
665,5521
666,5475
667,5544
668,5627
669,5619
670,5519
671,5546
672,5618
673,5635
674,5629
675,5693
676,5665
677,5534
678,5472
679,5489
680,5517
681,5551
682,5478
683,5607
684,5639
685,5699
686,5585
687,5666
688,5653
689,5577
690,5599
691,5685
692,5728
693,5838
694,6141
695,6147
696,5963
697,5820
698,5806
699,5878
700,5643
701,5592
702,5812
703,5555
704,5957
705,5785
706,5667
707,5875
708,5637
709,5851
710,5834
711,5784
712,5817
713,5665
714,5647
715,5447
716,5564
717,5639
718,5703
719,5537
720,5459
721,5532
722,5509
723,5559
724,5511
725,5876
726,5682
727,5657
728,5660
729,5539
730,5668
731,6038
732,5643
733,5745
734,5690
735,5603
736,5479
737,5518
738,5552
739,5516
740,5402
741,5375
742,5373
743,5380
744,5407
745,5454
746,5405
747,5418
748,5476
749,5427
750,5462
751,5504
752,5522
753,5541
754,5519
755,5460
756,5631
757,5485
758,5445
759,5486
760,5630
761,5584
762,5763
763,5554
764,5573
765,5557
766,5544
767,5874
768,5509
769,5524
770,5525
771,5632
772,5563
773,5712
774,5613
775,5490
776,5479
777,5408
778,5482
779,5624
780,5649
781,5534
782,5681
783,5715
784,5678
785,5601
786,5532
787,5528
788,5543
789,5610
790,5613
791,5509
792,5528
793,5605
794,5809
795,5642
796,5978
797,5911
798,5898
799,5873
800,5859
801,5670
802,5671
803,6236
804,5868
805,5517
806,5574
807,5550
808,5542
809,5610
810,5865
811,6087
812,6173
813,6216
814,6167
815,6297
816,5966
817,6037
818,5878
819,6220
820,6099
821,5881
822,5967
823,6179
824,6525
825,6543
826,6354
827,6138
828,5982
829,5847
830,5969
831,6138
832,6164
833,6083
834,6402
835,6255
836,6399
837,6545
838,5915
839,5982
840,5980
841,6199
842,6429
843,6216
844,6218
845,6273
846,6269
847,6237
848,6131
849,5882
850,6220
851,6257
852,6413
853,6201
854,6175
855,6095
856,6477
857,6654
858,6494
859,6575
860,6770
861,6649
862,6429
863,6478
864,6295
865,6262
866,6498
867,6282
868,6289
869,6319
870,6786
871,6953
872,6652
873,6498
874,6597
875,6615
876,6408
877,6461
878,6202
879,6466
880,6897
881,6893
882,7131
883,7149
884,6836
885,6728
886,6784
887,6523
888,6438
889,6908
890,6901
891,6914
892,6960
893,7037
894,7145
895,7263
896,7470
897,7520
898,7363
899,7930
900,7949
901,7466
902,6982
903,7323
904,7336
905,7744
906,7266
907,7572
908,7290
909,7495
910,7978
911,7802
912,7353
913,7689
914,7209
915,7299
916,7578
917,7591
918,7928
919,7971
920,7871
921,7728
922,7601
923,7348
924,7351
925,6965
926,7108
927,6869
928,7540
929,7434
930,7489
931,7333
932,7015
933,6734
934,6757
935,6837
936,7054
937,7133
938,6795
939,6876
940,7038
941,7055
942,7007
943,7203
944,8424
945,7744
946,7247
947,6596
948,6608
949,6686
950,7007
951,7062
952,7212
953,7299
954,7191
955,7570
956,7577
957,6956
958,6532
959,6382
960,6217
961,6394
962,6280
963,6389
964,6342
965,6380
966,6322
967,6308
968,6335
969,6395
970,6553
971,6458
972,6885
973,7224
974,6953
975,6818
976,6528
977,6410
978,6694
979,6857
980,6566
981,6418
982,6383
983,6271
984,6609
985,6655
986,6653
987,6514
988,6649
989,6480
990,6285
991,6274
992,6236
993,6276
994,6288
995,6356
996,6267
997,6782
998,6799
999,7055
1000,7059
1001,7037
1002,7393
1003,7293
1004,6861
1005,6560
1006,6529
1007,6742
1008,6878
1009,6627
1010,6545
1011,6355
1012,6190
1013,6382
1014,6273
1015,6389
1016,6668
1017,6453
1018,6605
1019,6710
1020,6536
1021,6742
1022,6591
1023,6302
1024,6575
1025,6453
1026,6461
1027,6343
1028,6389
1029,6325
1030,6178
1031,6431
1032,6237
1033,6067
