MDTU,plaq_ss,plaq_st
1,1.11437,1.12962
2,1.13231,1.14008
3,1.11453,1.08647
4,1.12529,1.07581
5,1.11171,1.06003
6,1.08591,1.03429
7,1.11449,1.05318
8,1.08811,1.03116
9,1.09669,1.05406
10,1.08396,1.02791
11,1.10168,1.06111
12,1.08511,1.02487
13,1.08412,1.04923
14,1.07701,1.04138
15,1.08374,1.05361
16,1.09009,1.05642
17,1.03441,1.04359
18,1.07644,1.06001
19,1.06432,1.05466
20,1.07059,1.03905
21,1.0535,1.05685
22,1.06145,1.06129
23,1.06147,1.04998
24,1.05071,1.06485
25,1.034,1.04899
26,1.06454,1.0423
27,1.06454,1.0423
28,1.06944,1.05084
29,1.04299,1.05081
30,1.0743,1.07118
31,1.0743,1.07118
32,1.04273,1.04925
33,1.07571,1.0673
34,1.07837,1.05653
35,1.07796,1.06071
36,1.08908,1.05971
37,1.08403,1.03901
38,1.08924,1.05682
39,1.0709,1.04152
40,1.08786,1.04567
41,1.08657,1.03873
42,1.09226,1.03991
43,1.08661,1.04223
44,1.07376,1.04127
45,1.09383,1.03283
46,1.0893,1.0236
47,1.11543,1.03055
48,1.13037,1.00866
49,1.11343,1.01527
50,1.10276,1.02457
51,1.09544,1.03513
52,1.07587,1.0343
53,1.08092,1.02539
54,1.07221,1.03247
55,1.06245,1.0345
56,1.03737,1.03902
57,1.05065,1.04873
58,1.0364,1.04309
59,1.04558,1.04948
60,1.05091,1.05659
61,1.04791,1.04754
62,1.05881,1.04926
63,1.0582,1.03778
64,1.09126,1.04281
65,1.07661,1.04905
66,1.09439,1.05622
67,1.07688,1.05013
68,1.09957,1.03548
69,1.10285,1.03379
70,1.08387,1.03125
71,1.11188,1.04736
72,1.08428,1.03358
73,1.10578,1.04423
74,1.0963,1.02697
75,1.08615,1.02066
76,1.10992,1.03853
77,1.09972,1.02618
78,1.11826,1.0237
79,1.08497,1.02235
80,1.08127,1.0514
81,1.04157,1.02482
82,1.04612,1.05038
83,1.00768,1.04829
84,1.04908,1.05022
85,1.02669,1.04466
86,1.0287,1.05162
87,1.02452,1.04313
88,1.04004,1.04411
89,1.03579,1.03628
90,1.03441,1.05495
91,1.03441,1.05495
92,1.03441,1.05495
93,1.03441,1.05495
94,1.03145,1.04236
95,1.04159,1.05581
96,1.03034,1.04602
97,1.04111,1.04878
98,1.02861,1.04168
99,1.02861,1.04168
100,1.0193,1.05581
101,1.0348,1.04081
102,1.04017,1.03508
103,1.07239,1.04499
104,1.07239,1.04499
105,1.04933,1.01884
106,1.06071,1.03362
107,1.09744,1.01852
108,1.06692,1.00412
109,1.06851,1.03041
110,1.04869,1.02617
111,1.06697,1.02399
112,1.07721,1.02486
113,1.07067,1.01555
114,1.07747,1.02474
115,1.0598,1.03936
116,1.06128,1.03407
117,1.05023,1.04682
118,1.07343,1.04428
119,1.07343,1.04428
120,1.0589,1.03894
121,1.05929,1.06122
122,1.04146,1.0447
123,1.03475,1.06036
124,1.07696,1.04794
125,1.06195,1.03105
126,1.08728,1.03766
127,1.08575,1.02193
128,1.08515,1.02235
129,1.06884,1.03792
130,1.06543,1.02609
131,1.09067,1.04902
132,1.07597,1.03255
133,1.07344,1.05207
134,1.05472,1.0533
135,1.06359,1.06049
136,1.04653,1.06547
137,1.02663,1.05702
138,1.03071,1.07395
139,1.00636,1.06594
140,1.01309,1.06481
141,1.02525,1.05952
142,1.0206,1.05309
143,1.02506,1.05919
144,1.00688,1.05984
145,0.998941,1.05334
146,1.00194,1.05051
147,1.02468,1.06153
148,1.01619,1.06044
149,1.02706,1.06655
150,1.01864,1.05182
151,1.03015,1.04775
152,1.03107,1.05261
153,1.02883,1.04984
154,1.02288,1.06046
155,0.991751,1.05472
156,1.0179,1.06491
157,1.00552,1.04825
158,1.01868,1.07606
159,1.00336,1.04596
160,0.997094,1.0942
161,0.974735,1.06064
162,1.00326,1.08309
163,0.980059,1.08627
164,0.979674,1.08601
165,0.975724,1.09381
166,0.953819,1.08363
167,0.976285,1.09181
168,0.962431,1.07649
169,0.985537,1.07866
170,0.984124,1.0805
171,0.979542,1.07266
172,0.996507,1.06668
173,1.01371,1.07228
174,0.971765,1.08768
175,0.962293,1.08308
176,0.984722,1.07994
177,0.96968,1.07817
178,0.991627,1.07909
179,0.973242,1.08006
180,0.996638,1.06561
181,0.995136,1.07415
182,0.989441,1.06167
183,1.00104,1.06969
184,1.02832,1.06311
185,1.03899,1.05113
186,1.069,1.03735
187,1.05644,1.02764
188,1.08411,1.02322
189,1.09039,1.01392
190,1.08164,1.02619
191,1.09032,1.00567
192,1.11333,1.03214
193,1.09049,1.00726
194,1.09685,1.03083
195,1.09314,1.03258
196,1.07524,1.03227
197,1.05695,1.03807
198,1.0608,1.03458
199,1.0502,1.03888
200,1.06796,1.03886
201,1.06796,1.03886
202,1.0624,1.03928
203,1.0514,1.02908
204,1.08189,1.04043
205,1.07122,1.03207
206,1.07228,1.02771
207,1.08961,1.03333
208,1.06463,1.0305
209,1.05024,1.04772
210,1.05717,1.0326
211,1.05702,1.05259
212,1.06956,1.03753
213,1.06476,1.0296
214,1.06306,1.04323
215,1.05193,1.03021
216,1.06569,1.03082
217,1.08391,1.01578
218,1.09978,1.01538
219,1.08527,1.00965
220,1.0854,1.02728
221,1.07637,1.0305
222,1.08459,1.02825
223,1.07413,1.01338
224,1.07119,1.04716
225,1.03986,1.0438
226,1.03184,1.04236
227,1.0438,1.04123
228,1.03668,1.03677
229,1.03668,1.03677
230,1.03257,1.04943
231,1.05276,1.03986
232,1.05784,1.03349
233,1.07229,1.0288
234,1.09339,1.03521
235,1.08574,1.01486
236,1.10231,1.02219
237,1.07761,1.01824
238,1.08312,1.01962
239,1.0796,1.02275
240,1.07795,1.03196
241,1.09513,1.02277
242,1.10813,1.01035
243,1.13062,1.02348
244,1.13062,1.02348
245,1.11584,0.990645
246,1.12409,1.00816
247,1.11202,1.01534
248,1.07421,1.0397
249,1.05225,1.02106
250,1.07005,1.03719
251,1.04338,1.03727
252,1.04039,1.02572
253,1.05673,1.03275
254,1.04951,1.04365
255,1.04772,1.04093
256,1.03707,1.04056
257,1.02362,1.05182
258,1.02027,1.05164
259,1.02864,1.04936
260,1.04668,1.04446
261,1.04946,1.0417
262,1.07364,1.03659
263,1.06719,1.02952
264,1.0461,1.03565
265,1.04721,1.04746
266,1.0442,1.02817
267,1.04675,1.05125
268,1.03342,1.04999
269,1.02454,1.07065
270,1.01582,1.04001
271,1.02028,1.04913
272,1.01026,1.05038
273,1.02499,1.05309
274,1.03479,1.05142
275,1.0307,1.03422
276,1.02937,1.05064
277,1.02118,1.0601
278,1.01354,1.05546
279,1.03566,1.05732
280,1.04209,1.06206
281,1.02951,1.05466
282,1.03113,1.04212
283,1.03113,1.04212
284,1.05713,1.04396
285,1.04165,1.03771
286,1.03832,1.03266
287,1.04297,1.0297
288,1.03604,1.04771
289,1.03604,1.04771
290,1.00824,1.0517
291,1.00093,1.05534
292,1.02907,1.06645
293,1.02535,1.06303
294,1.01923,1.04973
295,1.02222,1.05773
296,1.01407,1.05189
297,1.02791,1.04647
298,1.03321,1.04063
299,1.05411,1.02998
300,1.06753,1.05029
301,1.06753,1.05029
302,1.03481,1.04358
303,1.05425,1.0526
304,1.03079,1.05244
305,1.05003,1.04756
306,1.03928,1.04774
307,1.04437,1.04779
308,1.05436,1.05194
309,1.03357,1.04445
310,1.03513,1.04276
311,1.04256,1.05796
312,1.01109,1.06457
313,1.00701,1.06996
314,1.03463,1.0547
315,1.01903,1.04722
316,1.03535,1.05999
317,1.03535,1.05999
318,1.03561,1.04757
319,1.0266,1.06213
320,1.01302,1.04324
321,1.04755,1.04339
322,1.05636,1.05617
323,1.04052,1.04362
324,1.07936,1.04699
325,1.06286,1.02801
326,1.06286,1.02801
327,1.06495,1.05405
328,1.05955,1.04563
329,1.0575,1.03977
330,1.06508,1.05274
331,1.04179,1.05067
332,1.06203,1.05719
333,1.03783,1.06827
334,1.05022,1.05769
335,1.04618,1.07034
336,1.04447,1.03672
337,1.0729,1.0668
338,1.0325,1.03644
339,1.07021,1.06812
340,1.03722,1.0435
341,1.03841,1.0826
342,1.03251,1.0715
343,1.05002,1.07299
344,1.04795,1.06857
345,1.0358,1.0767
346,1.01444,1.07817
347,1.04261,1.07686
348,1.0472,1.06273
349,1.06413,1.05433
350,1.0407,1.05235
351,1.02218,1.04956
352,1.03581,1.06005
353,1.03088,1.05666
354,1.02353,1.05297
355,1.02693,1.05156
356,1.02154,1.05476
357,1.00944,1.05529
358,1.03764,1.06719
359,1.01741,1.04957
360,1.04667,1.06092
361,1.03712,1.04972
362,1.00381,1.08223
363,0.998038,1.0604
364,1.01354,1.06595
365,1.01574,1.05378
366,1.03825,1.04735
367,1.0643,1.05728
368,1.04344,1.0277
369,1.08707,1.04553
370,1.05284,1.04811
371,1.02523,1.0571
372,1.04316,1.06381
373,1.04548,1.05197
374,1.04808,1.06344
