MDTU,link
1,1.09288
2,1.11125
3,1.0989
4,1.10174
5,1.09966
6,1.08803
7,1.0997
8,1.09042
9,1.09813
10,1.08739
11,1.10007
12,1.08657
13,1.09342
14,1.08845
15,1.09411
16,1.09738
17,1.08518
18,1.0951
19,1.09098
20,1.08754
21,1.09009
22,1.09185
23,1.08934
24,1.09407
25,1.08694
26,1.0895
27,1.0895
28,1.0926
29,1.08815
30,1.09819
31,1.09819
32,1.08831
33,1.09744
34,1.09411
35,1.09368
36,1.09554
37,1.08985
38,1.09597
39,1.08768
40,1.09187
41,1.09067
42,1.08959
43,1.09056
44,1.08835
45,1.09084
46,1.08738
47,1.09424
48,1.09003
49,1.08999
50,1.09
51,1.09141
52,1.08853
53,1.08752
54,1.0862
55,1.08749
56,1.08407
57,1.08868
58,1.08596
59,1.08891
60,1.09182
61,1.08814
62,1.09212
63,1.08742
64,1.09265
65,1.09202
66,1.09701
67,1.09661
68,1.09484
69,1.09521
70,1.09073
71,1.10144
72,1.09168
73,1.09937
74,1.09124
75,1.08879
76,1.09824
77,1.09342
78,1.09492
79,1.08949
80,1.09683
81,1.08356
82,1.09262
83,1.08542
84,1.09352
85,1.08953
86,1.09178
87,1.08754
88,1.0918
89,1.08758
90,1.09344
91,1.09344
92,1.09344
93,1.09344
94,1.08852
95,1.09554
96,1.09032
97,1.09434
98,1.08883
99,1.08883
100,1.09204
101,1.08942
102,1.08834
103,1.09632
104,1.09632
105,1.08365
106,1.09
107,1.09015
108,1.0818
109,1.09075
110,1.08657
111,1.08738
112,1.08815
113,1.08382
114,1.08978
115,1.09159
116,1.0903
117,1.09195
118,1.09652
119,1.09652
120,1.09212
121,1.09918
122,1.09158
123,1.09546
124,1.09783
125,1.08968
126,1.09476
127,1.09105
128,1.09155
129,1.09445
130,1.08919
131,1.09981
132,1.09324
133,1.0977
134,1.09652
135,1.09817
136,1.0952
137,1.09072
138,1.09712
139,1.0901
140,1.09188
141,1.09328
142,1.08939
143,1.09142
144,1.0899
145,1.08664
146,1.08538
147,1.09101
148,1.08945
149,1.09544
150,1.08942
151,1.08974
152,1.09124
153,1.08938
154,1.0915
155,1.08554
156,1.09171
157,1.08499
158,1.09421
159,1.08219
160,1.0974
161,1.08288
162,1.09405
163,1.08937
164,1.09105
165,1.09348
166,1.08819
167,1.09407
168,1.08794
169,1.0917
170,1.09314
171,1.09082
172,1.0914
173,1.09503
174,1.09616
175,1.09134
176,1.09446
177,1.08974
178,1.09278
179,1.09103
180,1.08809
181,1.09066
182,1.08708
183,1.09042
184,1.09195
185,1.09161
186,1.09272
187,1.08645
188,1.08998
189,1.08676
190,1.0907
191,1.0858
192,1.0972
193,1.08519
194,1.0952
195,1.09336
196,1.09111
197,1.0891
198,1.08811
199,1.08753
200,1.09095
201,1.09095
202,1.08863
203,1.08619
204,1.09559
205,1.09086
206,1.08937
207,1.09304
208,1.09005
209,1.09177
210,1.08824
211,1.093
212,1.0894
213,1.08682
214,1.09211
215,1.08619
216,1.08891
217,1.08677
218,1.09012
219,1.08524
220,1.09037
221,1.09021
222,1.0902
223,1.08435
224,1.0937
225,1.08748
226,1.08679
227,1.08715
228,1.08553
229,1.08553
230,1.08716
231,1.08823
232,1.08759
233,1.08716
234,1.0922
235,1.08427
236,1.09109
237,1.08476
238,1.08775
239,1.0873
240,1.08888
241,1.08748
242,1.08661
243,1.09422
244,1.09422
245,1.08195
246,1.08995
247,1.0909
248,1.09176
249,1.08227
250,1.09056
251,1.08599
252,1.08291
253,1.08546
254,1.08766
255,1.08587
256,1.08391
257,1.08686
258,1.08733
259,1.08697
260,1.08727
261,1.08724
262,1.08901
263,1.08626
264,1.0859
265,1.08852
266,1.08146
267,1.08974
268,1.08703
269,1.09352
270,1.0814
271,1.08485
272,1.0838
273,1.08606
274,1.08725
275,1.08097
276,1.08736
277,1.08867
278,1.08604
279,1.0891
280,1.09188
281,1.08837
282,1.08515
283,1.08515
284,1.08967
285,1.08678
286,1.08477
287,1.08413
288,1.08739
289,1.08739
290,1.08614
291,1.0856
292,1.09226
293,1.09087
294,1.08647
295,1.08876
296,1.08535
297,1.08619
298,1.08461
299,1.08538
300,1.09208
301,1.09208
302,1.08476
303,1.09186
304,1.08579
305,1.08985
306,1.0882
307,1.08927
308,1.09203
309,1.08586
310,1.0845
311,1.09067
312,1.0881
313,1.08874
314,1.08772
315,1.08488
316,1.09063
317,1.09063
318,1.08742
319,1.09167
320,1.08283
321,1.08684
322,1.09216
323,1.08424
324,1.09173
325,1.08444
326,1.08444
327,1.09239
328,1.08936
329,1.0865
330,1.09271
331,1.086
332,1.09148
333,1.0924
334,1.09035
335,1.09303
336,1.08318
337,1.09584
338,1.08189
339,1.09743
340,1.08302
341,1.09622
342,1.09103
343,1.09527
344,1.09276
345,1.09355
346,1.08975
347,1.09324
348,1.09032
349,1.09146
350,1.08736
351,1.0852
352,1.09031
353,1.08787
354,1.0868
355,1.08543
356,1.08641
357,1.08384
358,1.09195
359,1.0829
360,1.09119
361,1.08575
362,1.09113
363,1.08521
364,1.08908
365,1.08436
366,1.0868
367,1.0943
368,1.08225
369,1.09451
370,1.08969
371,1.08867
372,1.09395
373,1.09132
374,1.09429
375,1.09005
376,1.09414
377,1.08901
378,1.08917
379,1.09658
380,1.09609
381,1.0934
382,1.09387
383,1.08883
384,1.09557
385,1.08905
386,1.09375
387,1.09375
388,1.09082
389,1.0944
390,1.0944
391,1.09406
392,1.0923
393,1.09234
394,1.09514
395,1.0925
396,1.09312
397,1.09878
398,1.09932
399,1.10091
400,1.09656
401,1.10269
402,1.10218
403,1.09645
404,1.10192
405,1.10103
406,1.09892
407,1.10562
408,1.10241
409,1.1014
410,1.10106
411,1.10686
412,1.09732
413,1.10431
414,1.10189
415,1.10388
416,1.10297
417,1.10716
418,1.1061
419,1.10197
420,1.10774
421,1.10491
422,1.10205
423,1.10157
424,1.10274
425,1.09351
426,1.10463
427,1.09421
428,1.10473
429,1.10285
430,1.10219
431,1.10785
432,1.10233
433,1.10233
434,1.10455
435,1.10049
436,1.10061
437,1.09771
438,1.1008
439,1.09806
440,1.10113
441,1.09351
442,1.10735
443,1.0962
444,1.09552
445,1.09454
446,1.09503
447,1.09624
448,1.09908
449,1.09624
450,1.09299
451,1.09884
452,1.0957
453,1.09918
454,1.09773
455,1.09478
456,1.09816
457,1.09981
458,1.09504
459,1.09384
460,1.09384
461,1.09314
462,1.0952
463,1.09203
464,1.0947
465,1.0987
466,1.09552
467,1.10157
468,1.09577
469,1.09943
470,1.09484
471,1.09313
472,1.0916
473,1.09522
474,1.09133
475,1.09344
476,1.09547
477,1.09453
478,1.09245
479,1.09224
480,1.08855
481,1.0878
482,1.09756
483,1.09221
484,1.09622
485,1.09622
486,1.09549
487,1.0948
488,1.10057
489,1.09107
490,1.10171
491,1.09272
492,1.0985
493,1.0985
494,1.09122
495,1.09767
496,1.09595
497,1.09403
498,1.09493
499,1.09859
500,1.09553
501,1.09339
502,1.09939
503,1.09279
504,1.09431
505,1.09237
506,1.09824
507,1.08981
508,1.10358
509,1.09589
510,1.10086
511,1.09695
512,1.1025
513,1.09667
514,1.10039
515,1.1016
516,1.09535
517,1.10209
518,1.09905
519,1.10059
520,1.09924
521,1.097
522,1.10345
523,1.10211
524,1.10211
525,1.09916
526,1.09919
527,1.10026
528,1.10098
529,1.10208
530,1.10126
531,1.09913
532,1.10268
533,1.10256
534,1.09702
535,1.10096
536,1.09579
537,1.09847
538,1.09998
539,1.09998
540,1.09998
541,1.09856
542,1.09677
543,1.10548
544,1.09911
545,1.0982
546,1.09402
547,1.10173
548,1.10104
549,1.10101
550,1.10385
551,1.10338
552,1.10377
553,1.10222
554,1.10071
555,1.0951
556,1.10567
557,1.10567
558,1.09242
559,1.0992
560,1.08914
561,1.09806
562,1.0961
563,1.09919
