MDTU,min_width,max_width
1,0.11271,0.0785011
2,0.13172,0.0887948
3,0.142633,0.094575
4,0.151308,0.097686
5,0.159799,0.103007
6,0.164891,0.10279
7,0.163005,0.102865
8,0.165986,0.101999
9,0.161452,0.100554
10,0.168062,0.101858
11,0.168157,0.10312
12,0.175596,0.103104
13,0.171883,0.104336
14,0.168189,0.100723
15,0.172145,0.102715
16,0.168854,0.102678
17,0.170623,0.10335
18,0.165964,0.101283
19,0.170517,0.103659
20,0.171743,0.102882
21,0.173501,0.103745
22,0.176962,0.102361
23,0.173997,0.103979
24,0.172833,0.103423
25,0.175939,0.104968
26,0.176921,0.110282
27,0.176921,0.110282
28,0.1779,0.105461
29,0.175955,0.105325
30,0.173539,0.103451
31,0.173539,0.103451
32,0.177278,0.104939
33,0.175791,0.10357
34,0.172076,0.104189
35,0.171575,0.102655
36,0.175611,0.105915
37,0.171654,0.105768
38,0.175155,0.104447
39,0.175993,0.104031
40,0.175679,0.103753
41,0.178472,0.106128
42,0.178115,0.10343
43,0.174435,0.104167
44,0.169907,0.104339
45,0.171383,0.106291
46,0.172093,0.104994
47,0.168158,0.104587
48,0.171697,0.105706
49,0.169133,0.105315
50,0.16647,0.102706
51,0.164966,0.101711
52,0.173296,0.104969
53,0.171894,0.103132
54,0.17316,0.104163
55,0.170796,0.104499
56,0.168209,0.103602
57,0.17107,0.102832
58,0.172046,0.104709
59,0.175533,0.104852
60,0.173006,0.102983
61,0.17282,0.103947
62,0.170026,0.104063
63,0.172918,0.103975
64,0.173382,0.103216
65,0.171954,0.104239
66,0.171987,0.102589
67,0.17377,0.105267
68,0.175332,0.105021
69,0.167525,0.103028
70,0.173127,0.103944
71,0.174119,0.104681
72,0.178073,0.10713
73,0.173666,0.105504
74,0.176831,0.105051
75,0.174369,0.106542
76,0.17499,0.107301
77,0.174336,0.109706
78,0.175782,0.105785
79,0.173419,0.105788
80,0.171464,0.104248
81,0.179671,0.108131
82,0.172581,0.106671
83,0.172312,0.106767
84,0.17089,0.109564
85,0.175323,0.111442
86,0.169656,0.10931
87,0.168457,0.107507
88,0.170157,0.107888
89,0.171295,0.106944
90,0.168654,0.106772
91,0.168654,0.106772
92,0.168654,0.106772
93,0.168654,0.106772
94,0.171253,0.105317
95,0.171724,0.1054
96,0.169145,0.105845
97,0.168965,0.107484
98,0.170869,0.109332
99,0.170869,0.109332
100,0.172406,0.109194
101,0.170393,0.107734
102,0.170851,0.103533
103,0.169347,0.108277
104,0.169347,0.108277
105,0.172271,0.105664
106,0.169228,0.106114
107,0.166887,0.105053
108,0.168507,0.106373
109,0.169174,0.104465
110,0.172383,0.105877
111,0.166404,0.104796
112,0.168934,0.104968
113,0.173855,0.106105
114,0.17713,0.105605
115,0.166477,0.103839
116,0.171889,0.104681
117,0.165231,0.103224
118,0.171862,0.106828
119,0.171862,0.106828
120,0.174149,0.105396
121,0.174797,0.10621
122,0.169881,0.105697
123,0.172161,0.105988
124,0.177186,0.104732
125,0.174178,0.104732
126,0.168901,0.103241
127,0.179014,0.106921
128,0.177925,0.108669
129,0.178311,0.107238
130,0.177602,0.107787
131,0.17367,0.107304
132,0.176386,0.10886
133,0.177385,0.106819
134,0.181894,0.10821
135,0.179003,0.10776
136,0.173078,0.106151
137,0.174726,0.107236
138,0.177857,0.109835
139,0.174154,0.106806
140,0.17634,0.105736
141,0.178957,0.107213
142,0.175715,0.10683
143,0.172833,0.106745
144,0.17293,0.108202
145,0.172711,0.110548
146,0.175096,0.108096
147,0.16823,0.10507
148,0.165962,0.104238
149,0.165279,0.104855
150,0.169057,0.106015
151,0.165113,0.102829
152,0.165466,0.103067
153,0.171329,0.105497
154,0.165142,0.104301
155,0.171577,0.105325
156,0.171741,0.104595
157,0.172295,0.106987
158,0.167978,0.106332
159,0.173031,0.107579
160,0.172971,0.106912
161,0.171219,0.105202
162,0.170868,0.106735
163,0.172201,0.106337
164,0.173724,0.107455
165,0.172742,0.108585
166,0.176775,0.10999
167,0.177517,0.107736
168,0.176746,0.108388
169,0.172537,0.104959
170,0.172965,0.106327
171,0.179044,0.107539
172,0.182166,0.1084
173,0.176522,0.106026
174,0.175576,0.107436
175,0.174305,0.105903
176,0.175037,0.106582
177,0.17451,0.107492
178,0.175566,0.106542
179,0.176306,0.106406
180,0.171951,0.103958
181,0.169881,0.102228
182,0.173688,0.104126
183,0.174289,0.104429
184,0.175024,0.105021
185,0.171095,0.103365
186,0.17202,0.106594
187,0.178542,0.106989
188,0.173134,0.106383
189,0.174152,0.105913
190,0.172721,0.106299
191,0.174599,0.106026
192,0.169271,0.105348
193,0.172537,0.106302
194,0.170444,0.106672
195,0.170092,0.104755
196,0.170705,0.106063
197,0.170211,0.103101
198,0.169542,0.10257
199,0.164998,0.102313
200,0.170336,0.104277
201,0.170336,0.104277
202,0.168959,0.103931
203,0.167166,0.103703
204,0.170719,0.106032
205,0.173779,0.107475
206,0.17158,0.106289
207,0.169812,0.105934
208,0.172832,0.104258
209,0.17208,0.103819
210,0.173279,0.107154
211,0.169244,0.103003
212,0.167035,0.104508
213,0.171385,0.10509
214,0.172413,0.102657
215,0.167109,0.103636
216,0.167292,0.103889
217,0.169695,0.106003
218,0.170143,0.107014
219,0.171098,0.106488
220,0.169094,0.103869
221,0.162921,0.102779
222,0.165683,0.103753
223,0.166472,0.10343
224,0.167322,0.103022
225,0.164653,0.105111
226,0.169224,0.104817
227,0.170109,0.107353
228,0.170916,0.10607
229,0.170916,0.10607
230,0.169736,0.104367
231,0.171625,0.105715
232,0.172691,0.107574
233,0.169856,0.105477
234,0.169237,0.105597
235,0.169574,0.107717
236,0.168645,0.105728
237,0.170233,0.105324
238,0.16678,0.103194
239,0.168546,0.104146
240,0.165933,0.102888
241,0.164872,0.103654
242,0.168962,0.103327
243,0.166673,0.104542
244,0.166673,0.104542
245,0.172204,0.106681
246,0.171026,0.106981
247,0.172484,0.10626
248,0.169372,0.10358
249,0.170002,0.103852
250,0.164592,0.103763
251,0.167036,0.104052
252,0.172375,0.106104
253,0.170388,0.105131
254,0.168615,0.104752
255,0.169756,0.103616
256,0.171013,0.103477
257,0.171681,0.102665
258,0.175037,0.106006
259,0.170559,0.105061
260,0.176286,0.10533
261,0.168756,0.103319
262,0.170968,0.104051
263,0.170002,0.102449
264,0.170736,0.103247
265,0.171208,0.103962
266,0.174385,0.106111
267,0.173527,0.105064
268,0.172077,0.105264
269,0.17084,0.106265
270,0.171221,0.103848
271,0.171439,0.103796
272,0.170162,0.103573
273,0.173197,0.105767
274,0.17197,0.10362
275,0.173266,0.104663
276,0.168363,0.105063
277,0.169481,0.105277
278,0.169637,0.10436
279,0.166648,0.102171
280,0.169259,0.102144
281,0.174117,0.105663
282,0.168906,0.10643
283,0.168906,0.10643
284,0.169423,0.106012
285,0.171672,0.105761
286,0.169496,0.104557
287,0.169848,0.104565
288,0.168423,0.104594
289,0.168423,0.104594
290,0.168481,0.104346
291,0.169356,0.104847
292,0.167074,0.104381
293,0.16709,0.103028
294,0.165902,0.104326
295,0.166562,0.103833
296,0.168472,0.103851
297,0.166799,0.103409
298,0.167542,0.103098
299,0.168382,0.105518
300,0.168047,0.103237
301,0.168047,0.103237
302,0.168875,0.10328
303,0.169344,0.102454
304,0.17247,0.104685
305,0.170796,0.104858
306,0.172178,0.103757
307,0.170394,0.103675
