t,cost
10,4.08133
20,4.59467
30,4.512
40,4.908
50,5.50133
60,4.76267
70,4.62667
80,4.37333
90,4.33467
100,4.38
110,4.51733
120,4.48667
130,4.34267
140,4.28667
150,4.62667
160,4.68
170,4.37733
180,4.14267
190,4.62133
200,4.92
210,5.116
220,5.88133
230,4.75867
240,5.20267
250,5.404
260,6.92933
270,6.464
280,5.58667
290,5.08133
300,5.44933
310,4.864
320,5.21867
330,5.12267
340,4.48933
350,4.47867
360,4.66267
370,4.57467
380,4.41067
390,4.52267
400,4.31867
410,4.29067
420,4.08667
430,3.99333
440,4.09867
450,4.36
460,4.34
470,4.18
480,4.27333
490,4.616
500,4.60933
510,4.39733
520,4.124
530,4.016
540,4.05467
550,4.06
560,4.14933
570,4.38933
580,4.28533
590,4.108
600,3.79067
610,3.66933
620,3.75733
630,3.832
640,3.83333
650,3.84267
660,3.75733
670,3.77867
680,3.79467
690,3.824
700,3.96
710,3.89733
720,3.836
730,3.84267
740,3.82933
750,3.708
760,3.76933
770,3.81067
780,3.79067
790,3.81067
800,3.90133
810,3.86667
820,4.1
830,4.18533
840,4.16533
850,4.15067
860,4.32933
870,4.34267
880,4.37067
890,4.50133
900,4.83867
910,4.91333
920,5.06267
930,4.892
940,4.616
950,4.72267
960,4.64533
970,4.38133
980,4.5
990,4.34933
1000,4.36933
1010,4.53467
1020,4.31067
1030,4.312
1040,4.29333
1050,4.24667
1060,4.27467
1070,4.228
1080,4.16133
1090,4.04533
1100,4.09333
1110,4.236
1120,4.51067
1130,4.36
1140,4.608
1150,4.34267
1160,4.58533
1170,4.64533
1180,4.62933
1190,4.63867
1200,4.712
1210,4.95733
1220,5.26933
1230,4.86933
1240,4.67467
1250,4.792
1260,4.66267
1270,4.816
1280,5.16
1290,5.07333
1300,4.77333
1310,4.664
1320,4.48
1330,4.75733
1340,5.624
1350,5.58133
1360,5.548
1370,5.32
1380,5.168
1390,5.65733
1400,5.46267
1410,5.176
1420,5.05467
1430,5.34667
1440,5.21867
1450,5.564
1460,5.88
1470,6.71733
1480,6.34533
1490,5.37333
1500,5.63467
1510,5.35067
1520,5.512
1530,5.04267
1540,4.796
1550,4.51333
1560,4.74533
1570,4.41867
1580,4.872
1590,4.95067
1600,4.98667
1610,5.71733
1620,6.11867
1630,5.532
1640,6.04
1650,4.85333
1660,4.40267
1670,4.292
1680,4.012
1690,4.01333
1700,4.124
1710,3.79867
1720,3.77733
1730,3.74667
1740,3.724
1750,3.768
1760,3.94933
1770,4.10933
1780,3.924
1790,3.96533
1800,3.812
1810,3.80267
1820,3.824
1830,3.9
1840,3.944
1850,3.81467
1860,3.836
1870,3.79467
1880,3.96933
1890,3.93867
1900,3.96533
1910,3.936
1920,3.93467
1930,3.94533
1940,3.868
1950,3.75067
1960,4.004
1970,4.116
1980,4.09067
1990,4.32133
2000,4.46
2010,4.344
2020,4.74267
2030,4.75067
2040,5.068
2050,5.81467
2060,4.87467
2070,4.612
2080,4.748
2090,4.36667
2100,5.40933
2110,5.084
2120,5.08133
2130,5.064
2140,4.39067
2150,4.36
2160,4.36533
2170,4.264
2180,4.1
2190,4.09867
2200,4.19467
2210,4.056
2220,3.984
2230,4.10933
2240,3.96933
2250,3.972
2260,3.944
2270,4.03867
2280,4.08133
2290,4.06533
2300,4.212
2310,4.488
2320,4.67333
2330,5.328
2340,5.12533
2350,4.50533
2360,4.45733
2370,4.04533
2380,4.29333
2390,4.28
2400,4.25733
2410,4.64533
2420,4.456
2430,4.35467
2440,3.988
2450,3.83867
2460,4.232
2470,4.10933
2480,4.136
2490,4.32
2500,4.41733
2510,4.61733
2520,4.86533
2530,4.552
2540,4.71333
2550,4.74933
