t,e^(-dS)
1,108.094
2,4.5768
3,1.32432
4,1.56393
5,1.35812
6,1.06153
7,1.2682
8,1.01354
9,1.01774
10,1.06342
11,1.22716
12,0.883027
13,1.10419
14,0.725206
15,0.887009
16,0.913684
17,0.953658
18,1.0092
19,0.968981
20,0.94151
21,1.07269
22,1.10727
23,1.06241
24,1.03454
25,1.03166
26,1.02976
27,0.889318
28,0.969912
29,0.904476
30,0.961731
31,0.857101
32,1.00774
33,1.06271
34,1.05769
35,1.01537
36,0.926538
37,0.948266
38,1.15258
39,0.929545
40,1.08913
41,0.985358
42,0.968846
43,1.03624
44,1.15477
45,1.03431
46,1.05154
47,1.00578
48,0.988091
49,1.01913
50,0.959292
51,1.0593
52,0.875815
53,0.97612
54,1.06213
55,1.07409
56,0.969311
57,0.914032
58,0.986107
59,1.04159
60,1.30487
61,1.00447
62,1.07289
63,0.866407
64,0.935139
65,0.958362
66,0.850696
67,1.09618
68,0.975105
69,1.0079
70,0.985181
71,1.01967
72,0.998782
73,1.18982
74,0.968352
75,1.002
76,0.966175
77,0.841979
78,1.02745
79,1.00331
80,1.06017
81,0.994357
82,1.35378
83,0.95341
84,1.11617
85,0.786549
86,0.919744
87,0.873192
88,1.17963
89,1.08926
90,1.07163
91,0.914873
92,0.774529
93,0.874153
94,1.03138
95,1.06495
96,1.01674
97,1.00092
98,0.989199
99,0.899425
100,1.05027
101,1.02758
102,0.98064
103,1.16649
104,0.925677
105,1.01766
106,0.906876
107,1.02674
108,0.957289
109,1.14259
110,0.793819
111,0.909755
112,1.10356
113,0.85916
114,1.01528
115,1.03137
116,1.19017
117,0.930615
118,1.09728
119,0.895476
120,1.19208
121,1.05778
122,0.774529
123,0.814566
124,1.21397
125,0.855987
126,0.931145
127,1.07574
128,1.0009
129,0.895118
130,1.13406
131,1.0322
132,0.957031
133,1.1014
134,0.768588
135,1.02042
136,1.30774
137,1.08501
138,1.13951
139,0.903481
140,0.961337
141,1.09676
142,1.03065
143,1.0829
144,0.862345
145,1.02235
146,0.804367
147,1.15754
148,0.81026
149,1.01787
150,1.0465
151,0.983262
152,1.08158
153,1.00905
154,0.98116
155,0.895745
156,1.1897
157,0.932282
158,1.22974
159,0.887453
160,1.00282
161,0.802519
162,1.04951
163,0.847639
164,0.91216
165,0.946684
166,0.875027
167,1.05737
168,0.93977
169,1.1116
170,0.987163
171,0.998528
172,0.910337
173,1.01676
174,0.988289
175,1.02886
176,0.935289
177,1.16637
178,1.01398
179,1.06603
180,0.984777
181,1.1983
182,0.95383
183,1.08141
184,1.10849
185,1.14614
186,1.05556
187,1.25095
188,0.852911
189,0.952591
190,0.933392
191,1.09437
192,0.880646
193,1.00009
194,1.07731
195,0.847385
196,0.915862
197,0.843834
198,1.20599
199,0.851973
200,1.09129
201,0.903391
202,1.01756
203,0.836357
204,1.09661
205,0.873017
206,1.15454
207,1.00082
208,1.01258
209,1.15177
210,0.971047
211,0.798596
212,0.946362
213,0.87075
214,0.981307
215,0.962646
216,0.980365
217,0.998264
218,0.98065
219,1.11249
220,0.971562
221,0.962569
222,1.1136
223,1.1106
224,0.958429
225,1.01571
226,0.838031
227,1.12761
228,1.01434
229,0.927168
230,0.963801
231,0.926168
232,0.898616
233,1.03841
234,1.06692
235,0.991644
236,1.03573
237,1.01139
238,1.01846
239,0.937021
240,0.952476
241,1.22373
242,0.941209
243,1.15696
244,0.893419
245,0.963185
246,1.03762
247,0.851547
248,0.857701
249,0.848233
250,1.17515
251,1.04321
252,0.984984
253,1.07827
254,1.03098
255,1.05724
256,0.905661
257,1.15581
258,0.922692
259,0.956246
260,0.967887
261,0.99147
262,0.951667
263,0.999585
264,0.81302
265,0.882409
266,0.894134
267,0.94281
268,0.784428
269,1.06143
270,1.13678
271,1.16941
272,0.85274
273,0.936777
