MDTU,min_min,min_max,max_min,max_max5
1,-0.732095,0.211035,-0.168957,0.443883
2,-0.94007,0.22042,-0.232223,0.446674
3,-1.16134,0.240316,-0.316388,0.466549
4,-1.14133,0.242485,-0.249046,0.496817
5,-1.38348,0.263491,-0.291943,0.477887
6,-1.64335,0.25247,-0.400341,0.532266
7,-1.14778,0.331934,-0.233972,0.554625
8,-2.13041,0.30008,-0.317909,0.514309
9,-1.25182,0.265952,-0.228797,0.516504
10,-1.32222,0.279471,-0.35538,0.530974
11,-1.36853,0.267352,-0.333765,0.529103
12,-2.9108,0.243432,-0.304466,0.523809
13,-1.28148,0.256777,-0.301711,0.499056
14,-1.64589,0.250512,-0.327804,0.585596
15,-1.22579,0.256475,-0.39048,0.49002
16,-1.57168,0.24841,-0.368719,0.491149
17,-1.62904,0.250065,-0.277622,0.485356
18,-1.15478,0.257421,-0.272664,0.547977
19,-1.48589,0.30559,-0.354656,0.517068
20,-1.43217,0.251525,-0.242688,0.493512
21,-1.59596,0.30687,-0.310451,0.477297
22,-1.54061,0.30362,-0.303464,0.514169
23,-1.287,0.286506,-0.430855,0.540014
24,-1.31772,0.285921,-0.294869,0.506531
25,-1.20872,0.27106,-0.38599,0.506725
26,-1.65267,0.283772,-0.317539,0.52955
27,-1.65267,0.283772,-0.317539,0.52955
28,-1.82314,0.273594,-0.284771,0.51413
29,-1.27403,0.276451,-0.322387,0.533777
30,-1.71574,0.270179,-0.238342,0.552934
31,-1.71574,0.270179,-0.238342,0.552934
32,-1.54627,0.266236,-0.276473,0.540335
33,-1.4042,0.245249,-0.384804,0.503868
34,-1.86749,0.244697,-0.434036,0.500047
35,-1.16959,0.241131,-0.41245,0.509191
36,-1.58811,0.259066,-0.348673,0.48948
37,-1.50215,0.284169,-0.308193,0.524539
38,-1.89195,0.235203,-0.344409,0.506294
39,-1.41655,0.23921,-0.28195,0.503633
40,-1.40916,0.242323,-0.389436,0.53543
41,-3.38512,0.324408,-0.324773,0.516347
42,-1.84198,0.263227,-0.328916,0.531205
43,-1.43579,0.327217,-0.311449,0.502489
44,-1.54563,0.294129,-0.331115,0.547688
45,-1.45502,0.294295,-0.321051,0.505015
46,-1.15634,0.234327,-0.405464,0.535424
47,-1.20453,0.266005,-0.28195,0.54567
48,-1.56473,0.265084,-0.395915,0.51668
49,-1.31241,0.258403,-0.326184,0.49814
50,-1.16199,0.252915,-0.370432,0.499979
51,-1.18777,0.274845,-0.315845,0.509161
52,-1.64415,0.257423,-0.397469,0.525963
53,-1.38355,0.293618,-0.318626,0.485047
54,-1.62696,0.285442,-0.291589,0.507687
55,-1.46268,0.267822,-0.434155,0.523465
56,-1.45928,0.284795,-0.298527,0.533008
57,-1.45711,0.252084,-0.300915,0.525206
58,-1.23994,0.270878,-0.288628,0.498098
59,-1.82825,0.261104,-0.262513,0.515999
60,-1.49577,0.293358,-0.252143,0.52274
61,-1.37499,0.252609,-0.326223,0.512547
62,-1.19476,0.322,-0.472053,0.490073
63,-1.49474,0.245591,-0.283375,0.550257
64,-1.50025,0.267552,-0.373559,0.507879
65,-1.44752,0.252155,-0.313729,0.52276
66,-1.43413,0.297511,-0.265539,0.544304
67,-1.37033,0.282049,-0.367569,0.563666
68,-1.78765,0.275384,-0.33347,0.574304
69,-1.65284,0.284674,-0.358231,0.518588
70,-1.75961,0.240466,-0.335904,0.517539
71,-1.39722,0.257991,-0.376103,0.49944
72,-1.32964,0.261089,-0.473302,0.490832
73,-1.36033,0.296027,-0.29436,0.545077
74,-1.93493,0.23183,-0.323652,0.513371
75,-1.32767,0.234883,-0.403225,0.52272
76,-1.48834,0.262809,-0.382724,0.553624
77,-1.17983,0.265995,-0.327412,0.499425
78,-1.54633,0.279192,-0.307313,0.509383
79,-1.75602,0.326877,-0.338499,0.584372
80,-1.18468,0.250076,-0.287167,0.51617
81,-2.20076,0.304848,-0.291638,0.517152
82,-1.45444,0.281653,-0.376707,0.556538
83,-1.4339,0.280488,-0.351499,0.511732
84,-1.20761,0.291445,-0.316279,0.522911
85,-1.41207,0.31763,-0.316771,0.506387
86,-1.56475,0.285201,-0.292889,0.527249
87,-1.37128,0.271367,-0.303676,0.526841
88,-1.29777,0.261787,-0.330135,0.582436
89,-1.48016,0.281105,-0.3673,0.503774
90,-1.21596,0.297525,-0.290773,0.530912
91,-1.21596,0.297525,-0.290773,0.530912
92,-1.21596,0.297525,-0.290773,0.530912
93,-1.21596,0.297525,-0.290773,0.530912
94,-1.66116,0.252716,-0.325852,0.50453
95,-1.64769,0.228683,-0.3308,0.505263
96,-1.47995,0.350994,-0.296395,0.55522
97,-1.25664,0.288414,-0.306719,0.545759
98,-1.33092,0.274487,-0.391387,0.531748
99,-1.33092,0.274487,-0.391387,0.531748
100,-1.62519,0.292723,-0.342021,0.552731
101,-1.23864,0.285901,-0.350028,0.508731
102,-2.04788,0.259043,-0.370215,0.519287
103,-1.22232,0.281547,-0.378512,0.537292
104,-1.22232,0.281547,-0.378512,0.537292
105,-1.23459,0.261768,-0.29591,0.529483
106,-1.47857,0.277458,-0.402275,0.518529
107,-1.4928,0.283614,-0.329798,0.489876
108,-1.31242,0.280341,-0.494774,0.540556
109,-1.41502,0.240228,-0.290203,0.524991
110,-1.24921,0.304054,-0.275568,0.540339
111,-1.19306,0.320729,-0.274118,0.513942
112,-1.29332,0.245432,-0.366,0.549739
113,-1.42149,0.286637,-0.344386,0.509627
114,-1.77901,0.269917,-0.31276,0.514189
115,-1.42931,0.307796,-0.29741,0.494521
116,-1.61705,0.287629,-0.301137,0.497526
117,-1.30552,0.239948,-0.28268,0.572875
118,-1.25561,0.276647,-0.305589,0.509395
119,-1.25561,0.276647,-0.305589,0.509395
120,-1.43203,0.282836,-0.379016,0.513469
121,-1.42199,0.267288,-0.317785,0.559292
122,-1.22395,0.23389,-0.274455,0.507085
123,-1.14497,0.264118,-0.350738,0.525283
124,-1.83825,0.28904,-0.358242,0.518512
125,-1.50286,0.257295,-0.367516,0.540071
126,-1.18375,0.325377,-0.300536,0.585411
127,-1.63266,0.27127,-0.33237,0.536117
128,-1.36239,0.261177,-0.437841,0.521888
129,-1.51873,0.291585,-0.35233,0.568815
130,-1.27451,0.291911,-0.591058,0.510749
131,-1.22941,0.276485,-0.351188,0.524919
132,-1.43829,0.26975,-0.339046,0.552159
133,-1.25252,0.281324,-0.372588,0.550127
134,-1.48931,0.275101,-0.35122,0.52696
135,-1.60872,0.287728,-0.473729,0.516769
136,-1.31467,0.264842,-0.316103,0.512829
137,-1.37615,0.272663,-0.418335,0.515232
138,-1.39654,0.296975,-0.362669,0.540644
139,-1.49793,0.276381,-0.294642,0.530202
140,-1.445,0.289297,-0.363716,0.502472
141,-1.38199,0.293209,-0.387604,0.554191
142,-2.28278,0.261227,-0.291799,0.520443
143,-1.26023,0.281955,-0.375058,0.503094
144,-1.57447,0.259336,-0.445066,0.504489
145,-1.3741,0.254134,-0.420723,0.546179
146,-1.49782,0.262571,-0.319841,0.547688
147,-1.65199,0.248446,-0.346482,0.544334
148,-1.29309,0.238083,-0.290167,0.495398
149,-1.21208,0.288247,-0.330157,0.51363
