t,deltaS
288,0.07111
289,0.09053
290,0.03964
291,0.03208
292,0.02074
293,0.06608
294,0.08714
295,0.004253
296,-0.1152
297,0.05101
298,0.0244
299,-0.008264
300,-0.003956
301,0.1763
302,0.1639
303,-0.08891
304,0.03155
305,-0.03757
306,-0.009343
307,0.1869
308,-0.05897
309,-0.1019
310,-0.07952
311,-0.06257
312,-0.01048
313,0.0522
314,0.1097
315,-0.05653
316,-0.09799
317,0.1779
318,0.03984
319,0.01868
320,-0.0298
321,-0.01148
322,-0.008853
323,0.1021
324,-0.1205
325,0.05225
326,0.1197
327,0.147
328,0.01845
329,0.1313
330,-0.1244
331,0.1299
332,-0.07536
333,-0.02032
334,-0.05059
335,-0.09084
336,0.1189
337,-0.09041
338,-0.05506
339,0.1324
340,0.07323
341,-0.0322
342,0.1264
343,-0.1383
344,-0.07131
345,-0.05304
346,0.04626
347,-0.1583
348,-0.07789
349,0.0518
350,-0.005657
351,0.1213
352,0.1147
353,0.09911
354,-0.18
355,-0.05113
356,0.02128
357,-0.1189
358,-0.1848
359,-0.0741
360,-0.01036
361,-0.1516
362,0.0638
363,0.1647
364,-0.01638
365,-0.004622
366,0.1833
367,-0.1308
368,0.1088
369,-0.05396
370,0.07791
371,-0.08693
372,0.1132
373,-0.1501
374,-0.09063
375,0.1484
376,-0.05002
377,0.09463
378,0.1812
379,0.1307
380,0.09805
381,0.09073
382,-0.1054
383,0.1447
384,-0.01452
385,-0.08413
386,-0.04796
387,0.3076
388,0.2736
389,-0.08145
390,0.08707
391,-0.1748
392,0.02074
393,0.1788
394,-0.3017
395,0.2748
396,0.04603
397,-0.05095
398,-0.0993
399,0.0439
400,0.1173
401,0.03016
402,-0.03897
403,0.03145
404,-0.2176
405,-0.08077
406,0.09559
407,-0.117
408,-0.07026
409,0.08935
410,-0.1229
411,-0.0816
412,0.1692
413,-0.007554
414,0.04984
415,-0.1292
416,-0.03508
417,-0.1654
418,0.02021
419,-0.09799
420,0.02662
421,0.0214
422,-0.1264
423,-0.1379
424,-0.07018
425,-0.0303
426,-0.1432
427,0.1382
428,-0.0416
429,0.08417
430,-0.02614
431,-0.1471
432,-0.00362
433,0.1232
434,-0.09155
435,0.02943
436,-0.3741
437,0.2057
438,0.02535
439,-0.01285
440,-0.08466
441,0.1816
442,0.03543
443,-0.009657
444,-0.06424
445,0.02612
446,-0.006763
447,0.04184
448,-0.1551
449,-0.04162
450,-0.06194
451,-0.01052
452,-0.1659
453,-0.185
454,0.3212
455,0.03271
456,0.1132
457,-0.1824
458,-0.1209
459,-0.04038
460,0.2516
461,0.187
462,-0.1812
463,0.1473
464,-0.08543
465,0.107
466,0.03039
467,-0.03598
468,0.05406
469,-0.1164
470,-0.04562
471,-0.01528
472,0.0244
473,-0.0356
474,0.06079
475,0.2756
476,0.02744
477,-0.02775
478,0.09713
479,0.1474
480,-0.07596
481,-0.01411
482,0.09583
483,0.1432
484,-0.1804
485,0.205
486,0.1625
487,-0.1228
488,-0.05029
489,0.09967
490,-0.1523
491,0.06887
492,-0.07052
493,0.1706
494,0.05539
495,-0.1593
496,0.04436
497,0.1007
498,-0.01791
499,-0.07562
500,0.07159
501,0.1237
502,-0.001122
503,0.03774
504,0.0121
505,0.2457
506,0.01464
507,-0.05582
508,-0.1778
509,0.06569
510,-0.01278
511,0.01839
512,0.09963
513,-0.05895
514,-0.1331
515,0.01043
516,0.1084
517,-0.1316
518,-0.0427
519,-0.1601
520,0.03744
521,0.09487
522,-0.06559
523,-0.04441
524,0.1429
525,0.03213
526,0.003344
527,-0.04359
528,-0.1281
529,-0.1227
530,-0.02044
531,0.07564
532,0.06814
533,-0.08914
534,0.01166
535,-0.01261
536,-0.04937
537,-0.1123
538,-0.01741
539,0.1196
540,0.1027
541,0.1632
542,-0.01336
543,-0.2372
544,0.1968
545,0.2071
546,-0.009206
547,0.05869
548,-0.05823
549,0.08425
550,-0.1869
551,0.1441
552,-0.03814
553,-0.06218
554,-0.04682
555,-0.2024
556,0.04943
557,0.2098
558,0.164
559,-0.1211
560,-0.2136
561,-0.09462
562,-0.04325
563,0.04906
564,0.2195
565,-0.1772
566,-0.1272
567,-0.09436
568,0.06555
569,0.01466
570,-0.1153
571,-0.1525
572,-0.06332
573,0.1014
574,-0.07139
575,-0.02718
576,-0.08081
577,0.06554
578,0.08513
579,-0.004361
580,0.08852
581,-0.1483
582,0.1232
583,0.04876
584,-0.1321
585,0.1862
586,-0.2239
587,0.08555
588,0.1547
589,-0.06664
590,-0.04281
591,0.1002
592,-0.0875
593,0.08534
594,0.07312
595,0.1582
596,-0.0193
597,0.09208
598,-0.06543
599,-0.1703
600,0.05519
601,-0.1692
602,0.02302
603,-0.1667
604,0.1641
605,0.04848
606,-0.1344
607,-0.06062
608,0.1023
609,0.1741
610,0.0346
611,0.02901
612,-0.005067
613,-0.08443
614,0.04979
615,-0.1585
616,0.1645
617,-0.1091
618,0.02494
619,-0.03038
620,-0.09047
621,-0.1402
622,0.1302
623,-0.02548
624,-0.05956
625,-0.1644
626,-0.01952
627,0.05905
628,-0.1096
629,-0.01586
630,0.08437
631,-0.1632
632,0.2392
633,-0.1841
634,0.1572
635,-0.1587
636,0.09
637,-0.1669
638,-0.047
639,-0.03843
640,0.09287
641,-0.06986
642,0.2097
643,-0.1672
644,-0.07159
645,0.02973
646,-0.1107
647,0.03289
648,0.03333
649,0.03523
650,-0.06794
651,0.00881
652,-0.0465
653,-0.201
654,0.01607
655,0.05312
656,0.04019
657,-0.0195
658,-0.05951
659,0.1071
660,-0.1656
661,0.0473
662,0.08925
663,0.06689
664,0.06306
665,-0.001125
666,-0.09317
667,-0.01326
668,0.09971
669,0.03141
670,0.2448
671,-0.1956
672,-0.03141
673,-0.1433
674,-0.007423
675,0.1998
676,-0.001445
677,-0.1529
678,0.1386
679,0.09264
680,0.1009
681,-0.1307
682,0.1356
683,-0.08492
684,0.1338
685,-0.1534
686,0.06242
687,0.07256
688,0.00446
689,-0.07165
690,-0.1196
691,0.04953
692,0.1066
693,0.1161
694,0.04779
695,0.04401
696,0.003909
697,-0.1308
698,0.1676
699,-0.06221
700,0.1881
701,0.03088
702,0.06596
703,0.05704
704,-0.1236
705,0.1307
706,0.01706
707,-0.04577
708,0.02941
709,0.06125
710,-0.155
711,0.06779
712,-0.07439
713,0.09471
714,-0.06581
715,0.08535
716,0.118
717,0.1301
718,-0.1793
719,-0.2579
720,-0.01408
721,0.1386
722,-0.2656
723,0.1766
724,0.05254
725,-0.08339
726,0.1117
727,-0.062
728,-0.05881
729,0.1118
730,-0.1391
731,0.02982
732,-0.08053
733,0.2397
734,0.06768
735,0.1359
736,-0.04545
737,0.05286
738,0.1975
739,-0.04171
740,-0.07428
741,0.0315
742,-0.03724
743,0.1311
744,-0.1802
745,-0.09364
746,0.1329
747,0.1487
748,-0.08484
749,-0.05062
750,0.0706
751,-0.1963
752,-0.06349
753,-0.08891
754,-0.03586
755,0.09991
756,0.127
757,-0.014
758,-0.02904
759,0.1833
760,0.1221
761,-0.1112
762,0.035
763,0.009467
764,0.2418
765,0.05728
766,0.07301
767,0.04671
768,0.06895
769,0.03344
770,-0.1736
771,-0.01487
772,-0.03738
773,-0.1811
774,-0.02487
775,-0.1197
776,0.061
777,0.05091
778,-0.1027
779,-0.1665
780,-0.03072
781,-0.001797
782,-0.08003
783,0.04877
784,-0.1456
785,-0.05785
786,0.01706
787,0.07272
788,0.04687
789,0.1451
790,-0.08591
791,0.1687
792,-0.1282
793,0.08727
794,-0.2783
795,0.1794
796,0.003539
797,-0.1389
798,0.19
799,0.1752
800,-0.246
801,0.1365
802,-0.2074
803,0.133
804,0.02231
805,0.04338
806,-0.001855
807,0.05795
808,0.012
809,0.09614
810,-0.1299
811,-0.1634
812,0.00423
813,0.04756
814,0.106
815,-0.0251
816,-0.04588
817,-0.08001
818,-0.1831
819,0.07134
820,-0.09095
821,0.05707
822,0.1434
823,0.007545
824,-0.03639
825,0.09772
826,0.05991
827,-0.002244
828,0.08923
829,-0.1893
830,0.1333
831,0.007789
832,-0.1151
833,0.001782
834,-0.07715
835,-0.04229
836,0.1191
837,-0.04724
838,-0.1985
839,0.146
840,0.2277
841,-0.08905
842,0.04792
843,-0.08819
844,0.09003
845,-0.2266
846,0.09748
847,0.1067
848,-0.1541
849,0.02407
850,-0.1515
851,0.09054
852,0.1964
853,-0.001379
854,-0.06425
855,0.00973
856,0.07116
857,-0.01328
858,0.0139
859,0.06962
860,-0.01311
861,0.01823
862,0.06954
863,-0.09452
864,0.1594
865,-0.05485
866,-0.004628
867,-0.01764
868,0.07688
869,-0.0796
870,-0.05553
871,0.04556
872,0.1183
873,-0.1949
874,-0.03742
875,-0.005018
876,-0.1113
877,-0.1909
878,-0.2139
879,0.03879
880,-0.1891
881,0.08029
882,-0.1678
883,0.165
884,-0.04371
885,-0.07223
886,0.02327
887,-0.08151
888,0.09324
889,0.08529
890,0.05459
891,-0.1629
892,0.01757
893,-0.2569
894,0.03831
895,-0.1922
896,0.1285
897,0.001932
898,-0.1102
899,0.2443
900,-0.07506
901,-0.2171
902,-0.06989
903,0.03882
904,0.1778
905,-0.01834
906,0.255
907,0.1348
908,-0.08397
909,-0.05249
910,-0.05453
911,0.07249
912,0.119
913,0.04943
914,0.1164
915,0.0282
916,0.05517
917,0.008175
918,0.0444
919,-0.08497
920,0.1215
921,-0.08713
922,-0.0781
923,0.09141
924,-0.1474
925,-0.1463
926,-0.07448
927,0.1295
928,0.1423
929,0.1279
930,0.2132
931,-0.09663
932,0.01694
933,0.05271
934,-0.1291
935,0.1091
936,-0.01578
937,-0.04652
938,-0.1368
939,0.1152
940,-0.02829
941,0.08849
942,0.01105
943,-0.05396
944,-0.01865
945,-0.000619
946,0.03967
947,0.2373
948,0.08246
949,-0.128
950,0.1797
951,-0.05211
952,0.03694
953,0.08645
954,0.06803
955,0.01366
956,0.1611
957,-0.1577
958,0.107
959,-0.03686
960,-0.07592
961,0.09177
962,-0.003781
963,-0.1784
964,-0.08079
965,-0.04124
966,-0.01073
967,0.1089
968,0.1348
969,0.01361
970,0.1386
971,-0.06113
972,-0.06766
973,-0.01898
974,-0.05493
975,0.0002996
976,-0.1694
977,-0.08754
978,-0.01811
979,-0.1221
980,0.1325
981,-0.1818
982,-0.1317
983,-0.1531
984,-0.01335
985,0.05677
986,-0.1324
987,-0.1504
988,0.01249
989,0.08742
990,0.05445
991,0.02071
992,0.1814
993,-0.07086
994,0.2416
995,0.1487
996,-0.04518
997,-0.04236
998,-0.1231
999,0.06508
1000,0.01868
1001,-0.08948
1002,-0.0721
1003,-0.07357
1004,0.06195
1005,-0.1473
1006,-0.01803
1007,-0.04639
1008,0.003499
1009,0.1605
1010,0.02822
1011,-0.06595
1012,-0.04534
1013,0.07588
1014,-0.05879
1015,0.007897
1016,0.1565
1017,-0.2031
1018,0.1575
1019,0.07839
1020,-0.355
1021,0.08241
1022,0.1372
1023,0.1412
1024,-0.05349
1025,0.3522
1026,-0.009234
1027,-0.151
1028,-0.002801
1029,0.01924
1030,0.09156
1031,0.15
1032,0.03614
1033,-0.00657
1034,-0.1642
1035,0.03816
1036,0.07956
1037,0.1343
1038,-0.0391
1039,0.07682
1040,-0.04211
1041,0.1095
1042,-0.009093
1043,-0.007659
1044,-0.003886
1045,0.07696
1046,0.1046
1047,-0.1059
1048,0.233
1049,-0.01738
1050,-0.0727
1051,-0.002378
1052,0.1178
1053,-0.02599
1054,0.2678
1055,0.0005434
1056,-0.1313
1057,0.07812
1058,-0.09238
1059,0.01241
1060,0.1415
1061,0.1559
1062,-0.1815
1063,-0.09077
1064,-0.07311
1065,-0.01099
1066,0.02066
1067,-0.009127
1068,-0.1831
1069,-0.04374
1070,-0.06337
1071,0.01799
1072,0.02433
1073,0.06478
1074,0.03282
1075,0.2496
1076,0.001245
1077,0.1602
1078,-0.01491
1079,-0.01102
1080,-0.199
1081,0.1007
1082,-0.1594
1083,0.1056
1084,0.1306
1085,-0.1327
1086,0.0459
1087,0.04339
1088,-0.2354
1089,-0.02539
1090,-0.06744
1091,0.001451
1092,-0.04512
1093,-0.1865
1094,-0.09177
1095,-0.002378
1096,0.02159
1097,-0.1312
1098,0.08897
1099,0.1038
1100,0.08143
1101,-0.0719
1102,-0.05316
1103,-0.2162
1104,0.07403
1105,0.07789
1106,0.05298
1107,-0.1926
1108,-0.1141
1109,-0.07191
1110,-0.1047
1111,-0.08988
1112,-0.04124
1113,0.1274
1114,-0.1328
1115,0.03253
1116,-0.1685
1117,0.09421
1118,0.0647
1119,-0.01976
1120,-0.06589
1121,0.1175
1122,-0.04479
1123,0.1834
1124,0.03621
1125,-0.02299
1126,0.1017
1127,-0.04801
1128,-0.09384
1129,0.04976
1130,0.09367
1131,0.001882
1132,0.05162
1133,-0.2294
1134,-0.0339
1135,-0.117
1136,-0.2045
1137,-0.1603
1138,-0.06219
1139,0.1586
1140,-0.1568
1141,-0.05504
1142,-0.0562
1143,0.08649
1144,0.1969
1145,-0.131
1146,0.15
1147,0.02834
1148,-0.05796
1149,0.04317
1150,0.05309
1151,0.001595
1152,0.0489
1153,-0.09351
1154,-0.03837
1155,-0.006861
1156,0.1219
1157,0.1638
1158,0.02139
1159,0.05623
1160,0.09446
1161,0.1402
1162,-0.2468
1163,-0.07078
1164,0.1331
1165,0.02465
1166,-0.05581
1167,0.1781
1168,-0.2691
1169,0.1819
1170,-0.0298
1171,-0.03906
1172,0.1715
1173,-0.1069
1174,-0.1028
1175,-0.05124
1176,-0.09454
1177,0.04529
1178,-0.08695
1179,0.1367
1180,-0.08973
1181,-0.09268
1182,-0.1028
1183,-0.1315
1184,-0.08956
1185,-0.05071
1186,0.04839
1187,0.06848
1188,0.009659
1189,-0.1306
1190,-0.01972
1191,5.794e-05
1192,-0.04804
1193,0.02341
1194,0.03373
1195,0.1766
1196,0.02631
1197,0.1105
1198,0.1165
1199,0.03218
1200,-0.1182
1201,-0.1368
1202,-0.02312
1203,-0.1094
1204,0.1687
1205,0.2326
1206,0.07902
1207,-0.02405
1208,0.01671
1209,0.07579
1210,-0.08051
1211,0.2037
1212,-0.2347
1213,-0.3491
1214,0.03924
1215,0.1565
1216,-0.1159
1217,-0.01433
1218,-0.09045
1219,-0.1319
1220,-0.01886
1221,-0.02291
1222,-0.06802
1223,0.1317
1224,-0.06951
1225,-0.09923
1226,-0.04679
1227,0.0678
1228,0.09335
1229,-0.08822
1230,-0.02769
1231,-0.1004
1232,-0.05238
1233,0.05981
1234,-0.03531
1235,-0.1084
1236,0.1643
1237,-0.1889
1238,-0.1043
1239,0.1421
1240,-0.1443
1241,-0.1611
1242,0.05052
1243,-0.1302
1244,0.08037
1245,-0.02784
1246,0.01677
1247,-0.03889
1248,0.1769
1249,-0.01232
1250,0.1012
1251,0.1404
1252,-0.1737
1253,0.02895
1254,-0.02181
1255,-0.237
1256,0.0712
1257,0.2278
1258,-0.1109
1259,-0.1525
1260,0.02233
1261,0.08282
1262,-0.05399
1263,-0.1161
1264,0.04858
1265,-0.1705
1266,0.2104
1267,0.115
1268,0.1693
1269,-0.1548
1270,0.06291
1271,-0.001922
1272,-0.2185
1273,0.07497
1274,-0.1593
1275,-0.1353
1276,0.2288
1277,-0.1914
1278,-0.1595
1279,0.02245
1280,-0.1267
1281,0.04162
1282,-0.01452
1283,0.05657
1284,-0.1527
1285,0.1888
1286,-0.03697
1287,-0.2506
1288,0.04038
1289,-0.04129
1290,0.05411
1291,0.07988
1292,-0.05835
1293,0.07097
1294,-0.004663
1295,0.04393
1296,0.08489
1297,-0.05891
1298,-0.1785
1299,0.04982
1300,0.08701
1301,0.006453
1302,0.1444
1303,-0.04232
1304,-0.002696
1305,-0.1275
1306,0.1069
1307,0.05584
1308,0.1868
1309,0.07782
1310,-0.09225
1311,-0.004134
1312,0.03754
1313,-0.2123
1314,0.1336
1315,0.00476
1316,0.07564
1317,0.01754
1318,0.07885
1319,-0.01043
1320,-0.06477
1321,0.05805
1322,-0.1216
1323,0.1869
1324,-0.01248
1325,0.06427
1326,-0.1325
1327,0.1266
1328,0.002061
1329,-0.1467
1330,0.2071
1331,-0.1232
1332,0.1303
1333,-0.1662
1334,-0.1516
1335,0.0704
1336,0.1313
1337,0.003263
1338,0.05102
1339,-0.0876
1340,-0.09414
1341,0.05964
1342,0.07036
1343,-0.118
1344,0.0981
1345,0.07922
1346,-0.08797
1347,-0.06284
1348,-0.07832
1349,0.07195
1350,0.00517
1351,0.1669
1352,-0.09947
1353,0.0593
1354,0.003279
1355,-0.1122
1356,0.01332
1357,0.08417
1358,0.06103
1359,0.1202
1360,-0.03772
1361,0.0347
1362,0.06818
1363,-0.0398
1364,0.08502
1365,0.1416
1366,0.0416
1367,0.003442
1368,-0.02752
1369,0.1159
1370,0.1332
1371,0.1654
1372,-0.05855
1373,-0.1495
1374,-0.06243
1375,-0.05451
1376,-0.07382
1377,0.06757
1378,-0.0161
1379,0.0509
1380,0.07895
1381,-0.02902
1382,-0.05718
1383,-0.07764
1384,0.08525
1385,-0.0832
1386,-0.2708
1387,0.05235
1388,-0.006025
1389,-0.04518
1390,0.0545
1391,-0.06313
1392,-0.1528
1393,-0.1787
1394,-0.2284
1395,-0.2137
1396,0.2518
1397,0.1008
1398,-0.124
1399,0.09056
1400,0.09855
1401,-0.001953
1402,0.06998
1403,-0.03166
1404,-0.02676
1405,0.124
1406,-0.1491
1407,0.09448
1408,-0.07369
1409,-0.1223
1410,-0.2163
1411,-0.1152
1412,0.02119
1413,-0.06384
1414,-0.09274
1415,-0.04558
1416,0.0585
1417,0.05552
1418,0.121
1419,-0.1092
1420,-0.0662
1421,-0.03265
1422,0.02615
1423,-0.07865
1424,0.139
1425,0.07455
1426,0.1421
1427,0.09655
1428,0.004929
1429,0.04668
1430,-0.1566
1431,-0.1029
1432,0.1291
1433,-0.004732
1434,0.2025
1435,0.07978
1436,-0.1066
1437,0.03484
1438,-0.03018
1439,-0.09034
1440,-0.05164
1441,-0.1163
1442,-0.08073
1443,0.005243
1444,0.2188
1445,-0.08849
1446,0.003417
1447,0.02082
1448,-0.1037
1449,-0.04346
1450,-0.209
1451,0.1427
1452,-0.1392
1453,0.2308
1454,0.2909
1455,-0.1508
1456,-0.01011
1457,-0.006268
1458,-0.07548
1459,-0.004622
1460,-0.1338
1461,-0.08561
1462,-0.06098
1463,0.0351
1464,0.07715
1465,0.003879
1466,-0.0156
1467,-0.02937
1468,0.2198
1469,0.1685
1470,0.006975
1471,-0.1768
1472,0.2239
1473,-0.02309
1474,0.08107
1475,-0.09668
1476,0.1365
1477,0.0957
1478,0.1589
1479,0.0178
1480,-0.08168
1481,-0.1332
1482,0.2356
1483,-0.07395
1484,-0.3612
1485,0.06087
1486,0.1168
1487,-0.06118
1488,0.1285
1489,-0.13
1490,0.2567
1491,-0.06842
1492,0.09475
1493,-0.08591
1494,-0.09262
1495,-0.1377
1496,-0.2521
1497,0.1874
1498,0.1871
1499,0.1227
1500,-0.08791
1501,0.223
1502,-0.1124
1503,0.01434
1504,-0.1788
1505,0.08287
1506,-0.08732
1507,-0.01694
1508,-0.2699
1509,0.01577
1510,-0.0643
1511,-0.1025
1512,0.2323
1513,0.1157
1514,-0.001724
1515,-0.0177
1516,-0.09818
1517,-0.04108
1518,0.1452
1519,0.2166
1520,-0.07054
1521,-0.08512
1522,-0.07866
1523,-0.1181
1524,0.02061
1525,0.01335
1526,0.04193
1527,-0.06079
1528,-0.02226
1529,-0.003819
1530,-0.006218
1531,0.06303
1532,-0.102
1533,-0.1511
1534,-0.07645
1535,-0.1718
1536,0.002561
1537,1.368e-05
1538,0.1987
1539,0.007053
1540,-0.02288
1541,0.06363
1542,-0.01104
1543,0.09419
1544,-0.03521
1545,-0.05728
1546,0.1149
1547,0.03436
1548,0.1804
1549,-0.1351
1550,0.1291
1551,0.01886
1552,0.09575
1553,-0.04804
1554,0.1244
1555,0.04889
1556,0.01255
1557,-0.05494
1558,0.08078
1559,-0.08598
1560,0.1858
1561,0.1496
1562,0.1371
1563,-0.1007
1564,-0.03537
1565,0.02291
1566,-0.04609
1567,-0.2929
1568,-0.004676
1569,0.1486
1570,-0.0411
1571,-0.0606
1572,-0.06831
1573,0.07697
1574,-0.02422
1575,0.0803
1576,-0.03571
1577,0.1692
1578,-0.2079
1579,0.0287
1580,0.09803
1581,0.0371
1582,0.02417
1583,-0.2003
1584,0.05318
1585,0.1133
1586,-0.01528
1587,-0.1142
1588,0.07602
1589,-0.1405
1590,0.09428
1591,-0.07665
1592,0.03978
1593,-0.0483
1594,-0.03881
1595,-0.1223
1596,0.164
1597,-0.03386
1598,0.06105
1599,0.1122
1600,-0.02319
1601,0.202
1602,-0.1233
1603,0.1326
1604,-0.2543
1605,-0.2312
1606,-0.04321
1607,-0.08522
1608,0.05588
1609,0.02261
1610,-0.03926
1611,0.07609
1612,0.1849
1613,0.003489
1614,-0.01789
1615,0.00269
1616,0.1736
1617,-0.007896
1618,0.06369
1619,-0.01517
1620,-0.04798
1621,-0.2659
1622,-0.1078
1623,0.05471
1624,-0.069
1625,-0.1755
1626,0.1068
1627,-0.0009252
1628,0.1001
1629,0.01666
1630,0.1091
1631,0.05018
1632,0.07121
1633,-0.1148
1634,0.0587
1635,-0.1686
1636,-0.02683
1637,-0.006926
1638,-0.07289
1639,-0.07817
1640,-0.1197
1641,0.07557
1642,-0.2214
1643,-0.0661
1644,0.07515
1645,0.06769
1646,-0.2973
1647,0.2027
1648,-0.1705
1649,0.108
1650,-0.1109
1651,0.1605
1652,-0.0282
1653,0.04823
1654,-0.3264
1655,-0.03535
1656,0.1771
1657,-0.04084
1658,0.09313
1659,-0.08723
1660,0.1959
1661,-0.03122
1662,-0.009381
1663,-0.1506
1664,0.05938
1665,-0.101
1666,0.137
1667,0.142
1668,-0.1143
1669,0.1175
1670,-0.02133
1671,0.1246
1672,-0.1995
1673,-0.03024
1674,-0.1766
1675,-0.2006
1676,0.01792
1677,-0.0642
1678,0.1318
1679,-0.0948
1680,-0.01781
1681,-0.1743
1682,0.0435
1683,0.1263
1684,0.1576
1685,0.1076
1686,0.05567
1687,-0.08878
1688,-0.09091
1689,-0.02599
1690,0.1221
1691,-0.171
1692,0.1739
1693,-0.1689
1694,-0.006444
1695,0.07763
1696,-0.07555
1697,-0.02255
1698,-0.1033
1699,0.01695
1700,0.09152
1701,-0.06453
1702,0.06819
1703,-0.1422
1704,-0.01971
1705,-0.1382
1706,0.08738
1707,-0.1075
1708,0.1883
1709,0.1386
1710,0.1465
1711,-0.1018
1712,0.2546
1713,-0.04834
1714,0.034
1715,0.02126
1716,0.04482
1717,-0.07095
1718,-0.03981
1719,-0.2828
1720,0.2468
1721,0.05323
1722,-0.04047
1723,0.2486
1724,0.2086
1725,0.1652
1726,-0.1028
1727,0.1028
1728,-0.03341
1729,0.03355
1730,0.1566
1731,0.02237
1732,0.07221
1733,-0.3011
1734,-0.1999
1735,0.212
1736,-0.003195
1737,0.09922
1738,-0.1279
1739,0.05434
1740,-0.01654
1741,0.07045
1742,0.1044
1743,-0.08756
1744,0.2348
1745,-0.3178
1746,0.1204
1747,-0.1653
1748,-0.05424
1749,0.05976
1750,0.1614
1751,-0.03401
1752,-0.04267
1753,0.09384
1754,-0.2594
1755,-0.07338
1756,0.119
1757,0.02324
1758,0.05346
1759,0.07012
1760,0.03222
1761,0.1456
1762,-0.07525
1763,0.01969
1764,0.09701
1765,0.3198
1766,-0.1418
1767,-0.04685
1768,-0.05574
