MDTU,|det-1|^2,1-Re(det),Im(det)
1,0.264871,-0.1783,-0.000312977
2,0.379374,-0.19555,0.00037359
3,0.356621,-0.10104,-0.00138239
4,0.407327,-0.09702,0.000277215
5,0.404632,-0.0628,-0.00173428
6,0.389152,-0.01132,-0.00206413
7,0.402659,-0.03989,-0.00244003
8,0.367783,0.001217,-0.00108185
9,0.388756,-0.03302,-0.000659866
10,0.381496,0.015981,-0.00155785
11,0.407601,-0.03144,-0.00187015
12,0.378637,0.022662,0.00194105
13,0.425244,-0.01662,0.00104227
14,0.362808,0.017594,-0.00304401
15,0.392809,-0.00198,0.00129521
16,0.398892,-0.01759,-0.000412337
17,0.378437,0.030772,0.00106394
18,0.38662,-0.01524,-0.000999221
19,0.386327,0.012464,-0.000524476
20,0.394622,0.018497,-0.00192553
21,0.398382,0.00898,0.000572134
22,0.406595,0.00179,0.000554061
23,0.399315,0.013462,0.00166919
24,0.414656,-0.01245,-0.00261284
25,0.41004,0.016182,0.00111528
26,0.439157,0.001695,-0.000366834
27,0.439157,0.001695,-0.000366834
28,0.420188,-0.00117,-0.00191262
29,0.404364,0.017723,0.0015844
30,0.408738,-0.01547,-0.000449261
31,0.408738,-0.01547,-0.000449261
32,0.404532,0.022981,-0.00113629
33,0.414112,-0.01401,-0.00324466
34,0.40598,-0.00426,0.00113719
35,0.39715,-0.0014,0.00322665
36,0.401118,-0.00201,5.78377e-05
37,0.395155,0.010804,-0.00137188
38,0.421843,-0.0166,0.000556312
39,0.391372,0.020747,-0.000933824
40,0.405911,-0.0008,-0.00191231
41,0.427402,0.00106,-0.00116189
42,0.406138,0.007242,-0.00162482
43,0.41007,-0.00332,0.00138389
44,0.399752,0.004093,0.00193062
45,0.418189,-0.00537,0.00136996
46,0.394116,0.016979,0.00135648
47,0.399576,-0.01397,-0.00109157
48,0.403992,0.003176,-0.00028986
49,0.392081,-0.00104,-0.000245003
50,0.376953,0.000176,0.00171679
51,0.374968,-0.00781,-0.00265078
52,0.391354,0.01177,0.00109481
53,0.387812,0.015116,-0.00216673
54,0.391377,0.016061,-0.00154443
55,0.399246,0.014103,-0.000521278
56,0.383051,0.018731,-0.000642407
57,0.39706,-0.00174,-0.00163938
58,0.391003,0.013602,0.00180312
59,0.399979,0.008145,-0.00105663
60,0.408657,-0.00827,-0.00173935
61,0.402039,0.007917,-0.000608792
62,0.408318,-0.00908,-0.00180871
63,0.388868,0.008584,0.000783894
64,0.40175,0.000246,0.00224953
65,0.400668,0.006192,0.000113695
66,0.39471,-0.00578,-0.00211517
67,0.405978,-0.00609,-0.000351344
68,0.393185,0.013264,-0.000716096
69,0.382363,-0.00946,8.62234e-05
70,0.384299,0.015987,0.00132096
71,0.421552,-0.02048,0.000433728
72,0.40757,0.018139,-0.000912334
73,0.406484,-0.00595,-0.00218763
74,0.394162,0.020013,-0.00175734
75,0.391363,0.025809,0.0018403
76,0.416891,-0.0148,-0.00126831
77,0.413953,0.008241,0.00167186
78,0.404317,0.013107,-0.000160074
79,0.381244,0.035858,-0.0016486
80,0.40967,-0.01091,-0.00337017
81,0.401052,0.0439,-0.00354112
82,0.407757,0.006234,-0.000274787
83,0.406438,0.013074,-0.00236473
84,0.432612,-0.00517,-0.000761494
85,0.409988,0.016272,-0.00216236
86,0.407839,0.002242,0.00156532
87,0.392537,0.008159,-0.00145091
88,0.401339,-0.00096,-0.000399549
89,0.387512,0.016031,-0.00232095
90,0.414055,-0.01627,-0.00108948
91,0.414055,-0.01627,-0.00108948
92,0.414055,-0.01627,-0.00108948
93,0.414055,-0.01627,-0.00108948
94,0.401301,0.002954,0.00210218
95,0.414702,-0.01496,0.00333379
96,0.399376,0.010945,0.000731559
97,0.424561,-0.00668,0.0010196
98,0.410279,0.012601,0.00077318
99,0.410279,0.012601,0.00077318
100,0.407445,-0.00032,0.00226059
101,0.39123,0.013233,0.000620005
102,0.37849,0.017576,0.00177734
103,0.425476,-0.01742,-0.000502307
104,0.425476,-0.01742,-0.000502307
105,0.385828,0.028483,0.000324849
106,0.395075,0.004368,0.000767002
107,0.391842,-0.00575,-0.00307817
108,0.373761,0.026829,0.000863739
109,0.397138,-0.00178,0.00231539
110,0.396269,0.016944,0.00184331
111,0.378292,0.01154,0.000997781
112,0.389593,0.007259,-0.000286019
113,0.398463,0.02022,-0.000406049
114,0.409629,0.012364,0.0007184
115,0.381088,0.00554,0.000318769
116,0.393007,0.010909,0.000414912
117,0.393176,-0.00868,-0.00060054
118,0.41433,-0.01056,-8.70062e-05
119,0.41433,-0.01056,-8.70062e-05
120,0.395453,0.007754,-0.000680724
121,0.424938,-0.02287,0.000646009
122,0.383069,0.016462,0.00193507
123,0.396299,0.002646,-0.00276363
124,0.41584,-0.00567,-0.00102545
125,0.385047,0.024615,-0.00260291
126,0.391928,-0.00455,-0.00124909
127,0.411781,0.013464,0.00208283
128,0.420781,0.005691,0.000766384
129,0.421061,0.007214,8.28669e-05
130,0.406496,0.018271,0.00106195
131,0.432089,-0.02104,-0.00120601
132,0.412077,0.008237,0.000677116
133,0.412805,-0.00729,-0.00108006
134,0.420214,0.007128,0.000244753
135,0.420531,-0.00827,-0.00167378
136,0.410877,-0.0017,0.000904473
137,0.395944,0.016721,-1.1879e-05
138,0.425471,-0.00578,-0.000599946
139,0.383332,0.022439,0.000886599
140,0.409343,0.014976,0.00168134
141,0.41403,0.009654,-0.00172317
142,0.402699,0.014974,-0.00133127
143,0.412993,0.003141,0.00285143
144,0.416868,0.004335,-0.000407003
145,0.422502,0.016268,-0.00219536
146,0.414407,0.016578,-0.00103234
147,0.402869,-0.00251,-0.00131062
148,0.385671,0.00446,0.00143907
149,0.393501,-0.01406,-0.000333868
150,0.393829,0.01011,-0.00239813
151,0.384244,0.008859,-0.000554873
152,0.392411,-0.00189,-0.00072818
153,0.39876,0.004226,-0.00116502
154,0.398318,-0.0071,-0.000479445
155,0.384428,0.024243,7.67329e-06
156,0.405128,-0.00363,0.00230197
157,0.379134,0.028213,0.00127772
158,0.409027,-0.01678,-0.000222515
159,0.394211,0.026472,-0.00284333
160,0.43061,-0.02708,-0.0040483
161,0.387965,0.027661,-0.0043798
162,0.413997,-0.01585,-0.00133095
163,0.42015,0.003948,-0.000636053
164,0.407566,0.005894,-0.000880282
165,0.423619,-0.00909,0.000616138
166,0.41713,0.015203,-0.000410781
167,0.418085,-0.00572,0.000865638
168,0.39874,0.022822,-0.00158534
169,0.397149,0.01113,0.0011482
170,0.395562,0.004726,0.001031
171,0.409919,0.015563,0.00120303
172,0.41419,0.017958,0.00175698
173,0.420842,-0.00286,-0.000255978
174,0.41075,-0.00102,0.00160054
175,0.405159,0.00876,0.00212657
176,0.424285,-0.00858,0.000928956
177,0.416528,0.006054,-0.000975784
178,0.423125,-0.00266,-0.000575438
179,0.421899,-0.00027,-0.00183088
180,0.38589,0.00522,0.00163251
181,0.391039,-0.00309,-0.00141258
182,0.396181,0.023505,0.00163944
183,0.399447,0.004069,-0.00170248
184,0.413602,-0.00197,0.000431229
185,0.409866,-0.00102,-0.00356648
186,0.401192,-3e-05,0.0018465
187,0.424413,0.014721,-0.00140374
188,0.413031,-0.00169,-5.34948e-05
189,0.402062,0.014332,-9.5136e-05
190,0.387686,0.012198,0.00111438
191,0.385498,0.026992,0.000305776
192,0.406278,-0.02061,0.000385352
193,0.390729,0.019964,0.000639834
194,0.409762,-0.01313,0.000935821
195,0.391472,-0.00671,0.00153574
196,0.386962,0.01548,-0.000360224
197,0.376561,0.015949,-0.00136885
198,0.386028,0.006929,0.00010089
199,0.37223,0.010902,-0.000263794
200,0.397667,-0.0018,-0.000844617
201,0.397667,-0.0018,-0.000844617
202,0.383831,0.003829,0.00269857
203,0.362713,0.022424,-0.00133127
204,0.407116,-0.01405,-0.00307704
205,0.406503,0.012502,0.000970161
206,0.397742,0.008978,0.002639
207,0.400099,-0.00872,0.00054488
208,0.398773,0.005974,-0.000395535
209,0.398117,0.002784,-0.000674791
210,0.408278,0.015004,9.05035e-05
211,0.404841,-0.00598,0.00075487
212,0.387492,0.00781,0.000693864
213,0.40099,0.008707,0.000437921
214,0.405285,-0.00752,-0.000533286
215,0.375329,0.020432,0.00141112
216,0.376935,0.004334,0.0015386
217,0.388168,0.010117,0.000650367
218,0.401788,-0.00115,-0.00158533
219,0.388663,0.021117,0.000808066
220,0.390015,0.000218,0.00235722
221,0.381267,0.000997,-0.000881642
222,0.3946,0.002033,0.000124728
223,0.391663,0.01778,-0.000309103
224,0.39983,-0.01411,-0.00168784
225,0.390971,0.001901,0.000746315
226,0.393026,0.004069,-0.00233582
227,0.403654,0.002022,-0.000647064
228,0.397411,0.012788,0.000405804
229,0.397411,0.012788,0.000405804
230,0.397929,0.009929,-0.0033041
231,0.407821,-0.00058,-0.00127868
232,0.405509,0.008007,-0.00106768
233,0.397195,0.011,-0.00106721
234,0.416456,-0.00993,-0.00194873
235,0.390981,0.013333,-0.00124351
236,0.40995,-0.00417,4.65179e-05
237,0.394034,0.021311,0.00169775
238,0.377197,0.008782,0.00192183
239,0.385373,0.012032,-0.000536533
240,0.384622,0.000309,0.00237896
241,0.391316,-0.00298,-0.00416691
242,0.384152,0.00845,0.00112687
243,0.406152,-0.02332,-0.00104728
244,0.406152,-0.02332,-0.00104728
245,0.39944,0.020906,0.000284823
246,0.41379,-0.01009,0.00180807
247,0.422396,-0.01522,0.00196004
248,0.404924,-0.0106,0.00181561
249,0.377786,0.02654,-0.00100308
250,0.382457,-0.00176,0.00141778
251,0.390925,0.004083,-0.000847527
252,0.39936,0.016586,0.000956835
253,0.400269,0.012396,0.00132002
254,0.402524,-0.00046,0.00220511
255,0.40028,0.006932,-0.00108239
256,0.396002,0.010833,-0.00143717
257,0.396325,0.005715,0.000439056
258,0.409348,0.003651,-0.00113172
259,0.405812,0.007112,-0.000799861
260,0.420849,0.005294,-0.00020479
261,0.392141,0.014776,-0.00162872
262,0.410288,-0.00434,-0.00125932
263,0.390059,0.004522,0.000306512
264,0.393939,0.009617,0.00232028
265,0.415143,-0.00949,0.00192986
266,0.400261,0.026041,-0.000118383
267,0.40481,0.002657,0.000313927
268,0.384404,0.012388,-0.000404787
269,0.416629,-0.01842,-0.00118716
270,0.395134,0.016526,0.00338132
271,0.402802,0.002042,0.0010073
272,0.402239,0.008312,-0.000106779
273,0.421263,0.004013,-0.00113782
274,0.411113,-0.00268,-0.000286449
275,0.403922,0.0204,0.0015152
276,0.394895,0.000995,0.000948956
277,0.414354,-0.0096,-0.000437112
278,0.390738,0.002296,0.000152686
279,0.395086,-0.00673,-0.00100404
280,0.40663,-0.0135,0.00284494
281,0.408326,0.00121,-0.00137558
282,0.401492,0.001951,-0.000591712
283,0.401492,0.001951,-0.000591712
284,0.410272,-0.00596,0.000379009
285,0.413513,0.001668,-0.0027834
286,0.398394,0.005583,-0.000885626
287,0.396272,0.008143,0.00294267
288,0.409284,-0.00288,0.0012843
289,0.409284,-0.00288,0.0012843
290,0.392455,0.003446,0.00112635
291,0.39087,0.008856,0.00144322
292,0.39782,-0.01423,0.000608528
293,0.39776,-0.01428,0.00141294
294,0.382157,0.007193,-0.00231186
295,0.400657,-0.00662,0.00035362
296,0.386867,0.012004,0.00133876
297,0.37629,0.006944,-0.00245702
298,0.39921,0.005386,0.00049321
299,0.402428,0.003008,0.000330531
300,0.398578,-0.01667,0.000491567
301,0.398578,-0.01667,0.000491567
302,0.394402,0.00785,0.000574528
303,0.399223,-0.00513,-0.000283754
304,0.410986,0.003051,0.00191749
305,0.408488,-0.00549,-0.000961999
306,0.404187,0.005758,-0.000658217
307,0.382939,0.006006,-0.00129227
308,0.41064,-0.00566,0.00125959
309,0.386796,0.017708,0.00264111
310,0.401904,0.012727,0.00247155
311,0.406943,-0.00523,-0.00116187
312,0.399179,0.012377,-0.000536811
313,0.399267,-0.00121,-2.68938e-05
314,0.402766,0.004108,9.07967e-05
315,0.393271,0.018265,-0.00163899
316,0.413977,-0.01657,-0.00178881
317,0.413977,-0.01657,-0.00178881
318,0.410205,-0.00275,-0.00105724
319,0.406403,-0.01548,-0.00100211
320,0.387344,0.020315,-0.0013382
321,0.400062,-0.00152,-0.000656771
322,0.417471,-0.01217,0.00134988
323,0.387046,0.026332,-0.0019293
324,0.389457,0.000535,-0.00109308
325,0.39896,0.020768,0.000184936
326,0.39896,0.020768,0.000184936
327,0.400794,-0.00996,0.000488355
328,0.414801,0.002788,0.00224153
329,0.405952,0.016549,-0.00158092
330,0.436753,-0.00738,-0.00168257
331,0.37837,0.018213,-0.00164125
332,0.400427,0.002708,0.00114057
333,0.418247,-0.00171,-0.000468781
334,0.39687,0.001665,-0.000815515
335,0.401996,-0.00987,0.000570118
336,0.393558,0.033723,0.000106204
337,0.405018,-0.01371,0.00205706
338,0.394856,0.026158,-0.00084338
339,0.402662,-0.0191,-0.000994012
340,0.404139,0.033263,-0.00100259
341,0.428253,-0.00889,0.00123641
342,0.411902,0.014413,-0.000813881
343,0.409158,0.001197,-0.000234177
344,0.402153,0.007409,0.00166028
345,0.412378,0.002924,0.00314751
346,0.425516,0.008043,0.00143141
347,0.418511,-0.00085,0.000663946
348,0.40713,0.004678,-0.000326628
349,0.409653,-0.00496,-0.000290131
350,0.416132,0.012043,-0.000159929
351,0.386245,0.015826,0.000301397
352,0.408825,-0.01166,-0.000294892
353,0.413296,-0.00253,0.000913359
354,0.40963,-0.00065,3.07951e-05
355,0.414465,0.006942,0.000206122
356,0.401727,0.005883,-0.000854017
357,0.398075,0.015851,-0.0011519
358,0.453293,-0.0113,0.00221012
359,0.427591,0.017648,-0.000297957
360,0.415046,-0.00976,0.00237002
361,0.408327,0.008062,0.00130421
362,0.420619,-0.00299,0.00257006
363,0.388221,0.010989,0.00275013
364,0.416697,-0.01355,0.00261009
365,0.388401,0.006962,-0.000622312
366,0.384857,0.003383,0.00345924
367,0.411427,-0.02269,0.00020703
368,0.395144,0.032342,0.000693692
369,0.406388,-0.01893,0.00248873
370,0.396237,0.012516,-0.00110279
371,0.384641,0.01103,0.000549765
372,0.401765,-0.00838,0.000174581
373,0.411322,0.003198,-0.000101566
374,0.417394,-0.00726,0.00271959
375,0.40687,0.009285,0.00140819
376,0.40443,-0.00606,0.00292274
377,0.371887,0.019581,0.00118101
378,0.403427,0.006403,-0.000732862
379,0.408777,-0.01169,-0.000312715
380,0.405333,-0.00593,-4.27092e-05
381,0.399055,0.008765,-0.00242088
382,0.421445,0.004867,0.00124665
383,0.409837,0.025095,0.00184099
384,0.416182,0.002348,-0.000946798
385,0.422247,0.010382,0.000964459
386,0.435102,-0.00552,-0.00104369
387,0.435102,-0.00552,-0.00104369
388,0.387988,0.023143,0.00103317
389,0.40418,-2e-05,-0.00280409
390,0.40418,-2e-05,-0.00280409
391,0.411056,-0.0008,-0.00311474
392,0.390701,0.019051,0.000267156
393,0.385681,0.013759,0.00182901
394,0.420931,-0.01242,0.00255861
395,0.408046,0.014249,0.00357906
396,0.399419,0.011789,0.00291073
397,0.425309,-0.00914,-0.000422298
398,0.428783,-0.00791,-0.000582111
399,0.42911,-0.00414,-0.00181609
400,0.412575,0.021558,-0.000560448
401,0.44665,0.000763,-0.00304532
402,0.444205,0.001806,-0.000989903
403,0.43666,0.02857,0.000823321
404,0.445456,0.009959,0.000519293
405,0.424119,0.00742,0.000299425
406,0.413397,0.002967,-0.000506057
407,0.427793,-0.00071,-4.10972e-05
408,0.428216,0.008029,-8.09196e-05
409,0.457822,0.005825,0.00183031
410,0.427662,0.018452,-0.000141491
411,0.429356,-0.00049,0.00103171
412,0.408976,0.034176,-0.00080945
413,0.419974,-0.00984,-0.00193716
414,0.431105,0.012883,-0.000195964
415,0.435643,0.005043,-0.00310859
416,0.420512,0.011587,0.000718159
417,0.42654,-0.00429,-0.00321314
418,0.416673,0.010695,-0.00122448
419,0.420228,0.019677,-0.000685745
420,0.423356,-0.01033,0.000121257
421,0.413341,-0.00451,-0.00028848
422,0.414631,0.006498,0.000213819
423,0.397534,-0.00023,0.0049402
424,0.406734,0.004139,0.00154007
425,0.384763,0.033193,0.000315412
426,0.410211,-0.00944,0.000944357
