MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.664994,0.66496,-0.00669385
2,0.516974,0.510475,-0.081715
3,0.412617,0.412394,-0.0135605
4,0.416389,0.413187,-0.051536
5,0.406425,0.401975,-0.059979
6,0.385256,0.380085,0.0629065
7,0.403552,0.395928,0.078071
8,0.388602,0.368254,0.1241
9,0.396433,0.383497,0.100446
10,0.402882,0.392878,0.089225
11,0.443636,0.435747,0.0832925
12,0.399774,0.395857,0.0558225
13,0.446405,0.446296,0.00988675
14,0.432775,0.432769,-0.00222586
15,0.406635,0.396772,0.0890175
16,0.469921,0.461843,0.0867555
17,0.455291,0.444389,0.099036
18,0.419492,0.419388,0.00937245
19,0.483591,0.479988,-0.0589225
20,0.379984,0.376546,-0.051001
21,0.41331,0.397349,-0.113749
22,0.360601,0.351532,-0.0803625
23,0.387542,0.370754,-0.112828
24,0.443983,0.438435,-0.0699675
25,0.447732,0.42489,-0.141183
26,0.46165,0.451196,-0.097689
27,0.46165,0.451196,-0.097689
28,0.447877,0.4353,-0.105395
29,0.466507,0.443279,-0.14537
30,0.373926,0.370814,-0.0481478
31,0.373926,0.370814,-0.0481478
32,0.393235,0.378233,-0.107581
33,0.433051,0.42554,-0.0803035
34,0.393011,0.386682,-0.070252
35,0.367636,0.350255,-0.111701
36,0.407978,0.397485,-0.091931
37,0.387582,0.36665,-0.125648
38,0.389539,0.388585,-0.0272449
39,0.419047,0.415658,-0.053188
40,0.374353,0.363833,-0.088124
41,0.408502,0.401093,-0.0774455
42,0.357972,0.350459,-0.072958
43,0.385688,0.378074,-0.0762565
44,0.333483,0.315749,-0.107302
45,0.363165,0.308644,-0.191384
46,0.306736,0.279969,-0.125318
47,0.285444,0.246996,-0.143078
48,0.329602,0.296007,-0.144974
49,0.329379,0.307408,-0.118282
50,0.361973,0.344091,-0.112367
51,0.344965,0.319066,-0.131139
52,0.287281,0.211895,-0.193987
53,0.359149,0.284849,-0.218744
54,0.283493,0.221976,-0.176337
55,0.259041,0.174615,-0.191342
56,0.331155,0.231045,-0.237237
57,0.290479,0.233143,-0.17327
58,0.304941,0.268331,-0.144871
59,0.331434,0.285409,-0.168495
60,0.325987,0.255659,-0.202252
61,0.31619,0.265841,-0.171186
62,0.309156,0.284013,-0.122124
63,0.247346,0.245978,-0.0259691
64,0.293506,0.219028,-0.195378
65,0.304628,0.23085,-0.198763
66,0.283802,0.229562,-0.166868
67,0.243517,0.127671,-0.207366
68,0.328675,0.202831,-0.258625
69,0.333436,0.262435,-0.205687
70,0.295719,0.264161,-0.132925
71,0.350665,0.314345,-0.155415
72,0.351544,0.30571,-0.173565
73,0.338403,0.305138,-0.146312
74,0.259651,0.207688,-0.155834
75,0.301158,0.246275,-0.173335
76,0.307526,0.26893,-0.149161
77,0.386742,0.321953,-0.21428
78,0.372829,0.301602,-0.219175
79,0.297536,0.218395,-0.202068
80,0.310429,0.277226,-0.139685
81,0.403438,0.323464,-0.241108
82,0.403362,0.34357,-0.211332
83,0.355411,0.282868,-0.215181
84,0.427617,0.277786,-0.325101
85,0.442491,0.208277,-0.390409
86,0.445561,0.268516,-0.355561
87,0.316607,0.194076,-0.25015
88,0.381702,0.177421,-0.337962
89,0.382497,0.235942,-0.301056
90,0.443838,0.271575,-0.351054
91,0.443838,0.271575,-0.351054
92,0.443838,0.271575,-0.351054
93,0.443838,0.271575,-0.351054
94,0.46187,0.281976,-0.365805
95,0.437167,0.201178,-0.388126
96,0.416773,0.104826,-0.403375
97,0.409375,0.0727645,-0.402856
98,0.437608,0.152985,-0.409996
99,0.437608,0.152985,-0.409996
100,0.373131,0.0943935,-0.360994
101,0.352129,0.080943,-0.3427
102,0.376882,0.066111,-0.371038
103,0.410213,-0.075831,-0.403143
104,0.410213,-0.075831,-0.403143
105,0.364307,-0.00139591,-0.364304
106,0.412368,-0.088616,-0.402734
107,0.472945,-0.098537,-0.462566
108,0.427124,-0.146984,-0.401037
109,0.370641,-0.096403,-0.357884
110,0.388759,-0.102923,-0.374887
111,0.362921,-0.122519,-0.341616
112,0.440948,-0.249518,-0.36356
113,0.391531,-0.139431,-0.365862
114,0.394194,-0.207617,-0.335089
115,0.403026,-0.107996,-0.388287
116,0.414907,-0.156201,-0.384381
117,0.433874,-0.2337,-0.365555
118,0.462316,-0.172614,-0.428883
119,0.462316,-0.172614,-0.428883
120,0.447985,-0.086068,-0.439639
121,0.40213,-0.092063,-0.39145
122,0.407507,-0.0452398,-0.404988
123,0.421329,-0.086626,-0.412328
124,0.396966,-0.158289,-0.364042
125,0.385604,-0.107288,-0.370378
126,0.402244,-0.0895785,-0.392143
127,0.337645,-0.0824815,-0.327416
128,0.466588,0.0401509,-0.464857
129,0.502696,-0.0763155,-0.496869
130,0.432584,-0.0289052,-0.431617
131,0.461744,0.0207662,-0.461276
132,0.418591,0.095474,-0.407558
133,0.433094,0.1841,-0.392017
134,0.418933,0.141778,-0.394213
135,0.43448,0.132076,-0.413919
136,0.442439,0.148662,-0.416716
137,0.437618,0.122682,-0.420069
138,0.434576,0.212828,-0.378894
139,0.440673,0.176004,-0.403999
140,0.449105,0.217555,-0.392894
141,0.383861,0.244526,-0.2959
142,0.433352,0.293527,-0.318804
143,0.362604,0.27079,-0.241153
144,0.369378,0.274852,-0.246772
145,0.305773,0.207311,-0.224766
146,0.34464,0.230086,-0.256588
147,0.263744,0.204892,-0.166072
148,0.294324,0.225699,-0.18891
149,0.457145,0.290849,-0.352687
150,0.411582,0.199715,-0.35988
151,0.397491,0.163786,-0.362179
152,0.366151,0.15337,-0.332482
153,0.456915,0.0917755,-0.447603
154,0.460232,0.185255,-0.421301
155,0.454175,0.177339,-0.418123
156,0.421449,0.171129,-0.385142
157,0.432853,0.198836,-0.384481
158,0.465558,0.273583,-0.376692
159,0.414832,0.330614,-0.250559
160,0.373265,0.32665,-0.180628
161,0.320514,0.255357,-0.193707
162,0.404377,0.275369,-0.296129
163,0.45038,0.310828,-0.325926
164,0.431388,0.332669,-0.27464
165,0.428988,0.371544,-0.214442
166,0.380614,0.311286,-0.219016
167,0.431753,0.328389,-0.280307
168,0.475945,0.396641,-0.263058
169,0.468517,0.395441,-0.251265
170,0.460005,0.419724,-0.188247
