MDTU,min_ave,max_ave
1,-0.115382,0.152111
2,-0.131914,0.170638
3,-0.153554,0.171267
4,-0.15976,0.174706
5,-0.171563,0.177192
6,-0.179613,0.172623
7,-0.178603,0.180368
8,-0.185239,0.177254
9,-0.178879,0.180058
10,-0.189409,0.176863
11,-0.182193,0.181767
12,-0.191342,0.176184
13,-0.18397,0.177157
14,-0.1895,0.177848
15,-0.189251,0.180673
16,-0.184624,0.18106
17,-0.192428,0.176142
18,-0.183441,0.179541
19,-0.191413,0.179593
20,-0.191741,0.177446
21,-0.190309,0.178018
22,-0.190258,0.179053
23,-0.191685,0.178069
24,-0.185736,0.178581
25,-0.191862,0.175944
26,-0.191003,0.176088
27,-0.191003,0.176088
28,-0.190755,0.179016
29,-0.194433,0.178018
30,-0.187885,0.182479
31,-0.187885,0.182479
32,-0.195137,0.178481
33,-0.188212,0.181691
34,-0.18865,0.180132
35,-0.188662,0.18013
36,-0.192341,0.181971
37,-0.190827,0.177862
38,-0.187516,0.180367
39,-0.193371,0.177459
40,-0.189193,0.17834
41,-0.189166,0.17682
42,-0.189822,0.176896
43,-0.185697,0.175874
44,-0.186158,0.175124
45,-0.184957,0.175572
46,-0.190309,0.176063
47,-0.184021,0.178226
48,-0.188246,0.176792
49,-0.18567,0.17595
50,-0.183447,0.175671
51,-0.181168,0.175884
52,-0.189389,0.176273
53,-0.188799,0.175849
54,-0.188352,0.174403
55,-0.188393,0.175577
56,-0.187187,0.17314
57,-0.183313,0.174078
58,-0.18752,0.17382
59,-0.1892,0.176221
60,-0.183707,0.176131
61,-0.188374,0.175705
62,-0.185214,0.177245
63,-0.186895,0.174564
64,-0.189275,0.179434
65,-0.190913,0.179662
66,-0.19138,0.183721
67,-0.191183,0.182512
68,-0.197632,0.184488
69,-0.186959,0.180861
70,-0.194354,0.180579
71,-0.192039,0.186264
72,-0.198682,0.18192
73,-0.194196,0.185848
74,-0.196424,0.18106
75,-0.198266,0.180272
76,-0.189922,0.182469
77,-0.195854,0.181551
78,-0.197497,0.18402
79,-0.199486,0.181704
80,-0.188209,0.181684
81,-0.200978,0.177047
82,-0.19067,0.17933
83,-0.187087,0.172789
84,-0.189548,0.179037
85,-0.193861,0.177466
86,-0.189458,0.178088
87,-0.187128,0.174625
88,-0.187771,0.177504
89,-0.190424,0.175954
90,-0.183699,0.176989
