ReTr(Lx),ReTr(Ly),ImTr(Lx),ImTr(Ly)
0.365323,-0.0262577,null,null,null
0.351601,null,0.0274435,null,null
0.387167,-0.0470935,null,null,null
0.380487,null,-0.00495401,null,null
0.356146,-0.0136908,null,null,null
0.263355,null,-0.052745,null,null
0.384891,-0.029951,null,null,null
0.206238,null,-0.0225708,null,null
0.316993,0.052687,null,null,null
0.202947,null,-0.0450941,null,null
0.398686,0.061566,null,null,null
0.177125,null,-0.0753005,null,null
0.312154,0.130522,null,null,null
0.211496,null,-0.051373,null,null
0.323597,0.171121,null,null,null
0.175919,null,-0.0729815,null,null
0.324908,0.157379,null,null,null
0.132277,null,-0.106367,null,null
0.33707,0.127508,null,null,null
0.087088,null,-0.077197,null,null
0.278747,0.131839,null,null,null
0.138757,null,-0.055473,null,null
0.32235,0.106476,null,null,null
0.184096,null,-0.0529925,null,null
0.400226,0.0184098,null,null,null
0.162746,null,-0.0170675,null,null
0.40829,0.0400822,null,null,null
0.219413,null,-0.0287927,null,null
0.325171,0.129001,null,null,null
0.228265,null,-0.00840055,null,null
0.328056,0.191516,null,null,null
0.146046,null,-0.086269,null,null
0.35055,0.225876,null,null,null
0.179968,null,-0.0244417,null,null
0.362939,0.201023,null,null,null
0.146323,null,-0.0971175,null,null
0.311711,0.124582,null,null,null
0.126609,null,-0.0487787,null,null
0.472818,0.121807,null,null,null
0.154891,null,-0.036892,null,null
0.458172,0.0742445,null,null,null
0.0893165,null,-0.0531695,null,null
0.335726,0.0595805,null,null,null
0.107684,null,-0.0155136,null,null
0.395168,-0.00658085,null,null,null
0.0445629,null,-0.0511695,null,null
0.432149,0.0246279,null,null,null
0.0441298,null,-0.0359385,null,null
0.457486,0.0395182,null,null,null
0.105701,null,-0.0180825,null,null
0.370132,0.096247,null,null,null
0.189396,null,0.0596,null,null
0.439045,0.130869,null,null,null
0.123658,null,-0.0252401,null,null
0.44329,0.0215035,null,null,null
0.0711875,null,-0.0433221,null,null
0.382968,0.101679,null,null,null
-0.0443216,null,-0.0274145,null,null
0.409421,0.134186,null,null,null
0.00215462,null,-0.102694,null,null
0.417457,0.0338457,null,null,null
0.0265633,null,-0.021328,null,null
0.381304,0.0328948,null,null,null
0.0435362,null,-0.0323904,null,null
0.402529,0.0662525,null,null,null
0.0393958,null,-0.0636415,null,null
0.36153,0.07316,null,null,null
-0.057515,null,-0.118449,null,null
0.26313,0.055741,null,null,null
-0.0185389,null,-0.142514,null,null
0.227719,0.00444993,null,null,null
0.0235026,null,-0.0819345,null,null
0.261572,-0.0182942,null,null,null
-0.039357,null,-0.141306,null,null
0.270083,0.0494182,null,null,null
0.000620595,null,-0.0823715,null,null
0.256804,0.157299,null,null,null
0.027867,null,-0.0391765,null,null
0.260237,0.085776,null,null,null
0.0427683,null,0.00331035,null,null
0.220265,0.086683,null,null,null
0.0106125,null,-0.0454355,null,null
0.245106,0.11261,null,null,null
-0.0867105,null,-0.179852,null,null
0.24558,0.138498,null,null,null
-0.056212,null,-0.120212,null,null
0.254808,0.111932,null,null,null
-0.000383487,null,-0.0578335,null,null
0.254808,0.111932,null,null,null
-0.000383487,null,-0.0578335,null,null
0.254808,0.111932,null,null,null
-0.000383487,null,-0.0578335,null,null
0.254808,0.111932,null,null,null
-0.000383487,null,-0.0578335,null,null
0.352793,0.179199,null,null,null
0.0184908,null,-0.0204093,null,null
0.379963,0.150183,null,null,null
0.0384055,null,0.0798525,null,null
0.313432,0.187536,null,null,null
0.074802,null,0.099242,null,null
0.294728,0.226684,null,null,null
0.0220754,null,0.066641,null,null
0.295668,0.136195,null,null,null
0.0371442,null,0.0295954,null,null
0.295668,0.136195,null,null,null
0.0371442,null,0.0295954,null,null
0.307086,0.0754205,null,null,null
0.0264308,null,0.015601,null,null
0.282506,0.0704745,null,null,null
0.0338261,null,-0.021995,null,null
0.265809,0.0780005,null,null,null
0.0103484,null,-0.0473498,null,null
0.292145,0.0483758,null,null,null
0.0256215,null,-0.0725445,null,null
0.292145,0.0483758,null,null,null
0.0256215,null,-0.0725445,null,null
0.311976,-0.029347,null,null,null
0.114729,null,-0.0061292,null,null
0.323134,-0.0192304,null,null,null
0.057493,null,0.059754,null,null
0.356148,0.0409037,null,null,null
0.0230469,null,0.072736,null,null
0.312146,0.0524675,null,null,null
0.056352,null,0.0578765,null,null
0.315321,0.0812275,null,null,null
-0.0293201,null,0.00391258,null,null
0.355239,0.0217022,null,null,null
-0.0699395,null,-0.0473814,null,null
0.339506,0.0215546,null,null,null
-0.086094,null,-0.108565,null,null
0.340848,0.055557,null,null,null
-0.0662365,null,-0.124897,null,null
0.261989,0.016261,null,null,null
-0.0269245,null,-0.0365325,null,null
0.190738,0.050499,null,null,null
-0.0154202,null,-0.169355,null,null
0.257456,0.0558085,null,null,null
-0.107485,null,-0.120446,null,null
0.253574,0.0269664,null,null,null
-0.0755115,null,-0.0545845,null,null
0.262109,0.0480771,null,null,null
-0.0452965,null,-0.0376859,null,null
0.271471,0.0611065,null,null,null
-0.103527,null,-0.136997,null,null
0.271471,0.0611065,null,null,null
-0.103527,null,-0.136997,null,null
0.293946,0.0969855,null,null,null
-0.0917065,null,-0.0975325,null,null
0.279041,0.124032,null,null,null
-0.124636,null,-0.0865325,null,null
0.284905,0.183241,null,null,null
-0.210711,null,-0.134037,null,null
0.24188,0.132783,null,null,null
-0.23116,null,-0.108411,null,null
0.251146,0.177204,null,null,null
-0.20268,null,-0.095242,null,null
0.291656,0.158725,null,null,null
-0.231712,null,-0.079662,null,null
0.257527,0.154452,null,null,null
-0.27301,null,-0.0860685,null,null
0.218685,0.137889,null,null,null
-0.247076,null,-0.0965935,null,null
0.207251,0.194875,null,null,null
-0.241435,null,-0.0605395,null,null
0.246918,0.188118,null,null,null
-0.363402,null,-0.103722,null,null
0.17889,0.223469,null,null,null
-0.38364,null,-0.118055,null,null
0.199891,0.216128,null,null,null
-0.37298,null,-0.0420485,null,null
0.246836,0.295462,null,null,null
-0.379933,null,0.0060306,null,null
0.215761,0.293109,null,null,null
-0.435837,null,0.0632655,null,null
0.197923,0.26979,null,null,null
-0.354566,null,0.0603705,null,null
0.234078,0.249528,null,null,null
-0.405187,null,0.169059,null,null
0.138715,0.214937,null,null,null
-0.36462,null,0.208606,null,null
0.158258,0.210794,null,null,null
-0.331704,null,0.199628,null,null
0.187648,0.113483,null,null,null
-0.400962,null,0.028205,null,null
0.150311,0.121838,null,null,null
-0.339644,null,0.0419113,null,null
0.134974,0.106618,null,null,null
-0.242521,null,0.0282776,null,null
0.0993695,0.0879815,null,null,null
-0.326553,null,0.0552635,null,null
0.126674,0.0873685,null,null,null
-0.284761,null,0.0131368,null,null
0.164563,0.114212,null,null,null
-0.358503,null,0.0476618,null,null
0.121466,0.05734,null,null,null
-0.409064,null,0.0636,null,null
0.0245879,0.055394,null,null,null
-0.447163,null,0.019585,null,null
0.0913025,0.088054,null,null,null
-0.408668,null,0.0231157,null,null
-0.0430412,0.0400079,null,null,null
-0.413744,null,0.067475,null,null
-0.0983105,-0.0448656,null,null,null
-0.464442,null,0.0536825,null,null
-0.125797,-0.0187848,null,null,null
-0.401388,null,0.011903,null,null
-0.0777725,-0.068901,null,null,null
-0.448925,null,-0.034153,null,null
-0.120901,-0.0336204,null,null,null
-0.448252,null,0.0378011,null,null
-0.096487,-0.0402552,null,null,null
-0.438345,null,-0.138035,null,null
-0.0954465,0.0455441,null,null,null
-0.431488,null,0.064736,null,null
-0.064685,0.00635665,null,null,null
-0.381745,null,0.0164915,null,null
-0.0165024,-0.00814555,null,null,null
-0.412789,null,0.100142,null,null
0.0663265,0.031442,null,null,null
-0.385896,null,0.0952435,null,null
0.0528695,0.0296333,null,null,null
-0.364573,null,0.227358,null,null
0.069199,0.0256682,null,null,null
-0.33089,null,0.081707,null,null
0.133421,0.063017,null,null,null
-0.357137,null,0.0891675,null,null
0.19547,0.0651405,null,null,null
-0.393688,null,0.0281506,null,null
0.161945,0.0228945,null,null,null
-0.372877,null,0.0288136,null,null
0.136946,0.0674565,null,null,null
-0.37169,null,0.100505,null,null
0.0765955,0.0426998,null,null,null
-0.335979,null,0.162462,null,null
0.15846,0.065026,null,null,null
-0.324716,null,0.166756,null,null
0.218767,0.133405,null,null,null
-0.314837,null,0.143946,null,null
0.220279,0.184521,null,null,null
-0.447719,null,0.0642685,null,null
0.282602,0.147226,null,null,null
-0.392892,null,0.122794,null,null
0.234425,0.213314,null,null,null
-0.426411,null,0.188772,null,null
0.301276,0.195937,null,null,null
-0.366789,null,0.167535,null,null
0.311515,0.223004,null,null,null
-0.43534,null,0.141486,null,null
0.257506,0.18975,null,null,null
-0.471614,null,0.206898,null,null
0.251269,0.193074,null,null,null
-0.472887,null,0.223433,null,null
0.264004,0.158621,null,null,null
-0.481575,null,0.20423,null,null
0.230434,0.107287,null,null,null
-0.41574,null,0.26468,null,null
0.277284,0.132519,null,null,null
-0.367216,null,0.281871,null,null
0.290461,0.0998055,null,null,null
-0.279204,null,0.359609,null,null
0.319636,0.0727055,null,null,null
-0.286912,null,0.364708,null,null
0.254086,0.115693,null,null,null
-0.201761,null,0.374895,null,null
0.230419,0.0952755,null,null,null
-0.230978,null,0.44352,null,null
0.22269,0.189368,null,null,null
-0.254295,null,0.380966,null,null
0.296846,0.154224,null,null,null
-0.266324,null,0.31971,null,null
0.305127,0.234351,null,null,null
-0.263656,null,0.310989,null,null
0.295,0.23717,null,null,null
-0.197944,null,0.358439,null,null
0.248941,0.277201,null,null,null
-0.150973,null,0.29849,null,null
0.247026,0.344456,null,null,null
-0.197841,null,0.404035,null,null
0.254248,0.357374,null,null,null
-0.191828,null,0.392464,null,null
0.221054,0.406726,null,null,null
-0.171014,null,0.368794,null,null
0.196191,0.394695,null,null,null
-0.244745,null,0.298563,null,null
0.267316,0.331185,null,null,null
-0.226622,null,0.358646,null,null
0.325711,0.293542,null,null,null
-0.176224,null,0.355612,null,null
0.325352,0.326477,null,null,null
-0.208188,null,0.384173,null,null
0.353961,0.282741,null,null,null
-0.219197,null,0.415988,null,null
0.389234,0.266788,null,null,null
-0.182951,null,0.413507,null,null
0.375547,0.253026,null,null,null
-0.219612,null,0.408075,null,null
0.336525,0.2817,null,null,null
-0.250782,null,0.422127,null,null
0.302549,0.245026,null,null,null
-0.23813,null,0.365094,null,null
0.282334,0.308453,null,null,null
-0.272448,null,0.318443,null,null
0.325217,0.316654,null,null,null
-0.280282,null,0.235873,null,null
0.330782,0.32474,null,null,null
-0.218047,null,0.219919,null,null
0.346485,0.247499,null,null,null
-0.260286,null,0.214899,null,null
0.346485,0.247499,null,null,null
-0.260286,null,0.214899,null,null
0.377816,0.312349,null,null,null
-0.191548,null,0.184817,null,null
0.346706,0.279321,null,null,null
-0.199803,null,0.137128,null,null
0.354105,0.204594,null,null,null
-0.229478,null,0.0843945,null,null
0.30988,0.191589,null,null,null
-0.272745,null,0.0751455,null,null
0.324501,0.197716,null,null,null
-0.353158,null,0.109946,null,null
0.297063,0.218609,null,null,null
-0.361308,null,0.0453344,null,null
0.378111,0.19986,null,null,null
-0.357059,null,-0.0321688,null,null
0.359567,0.237295,null,null,null
-0.378468,null,-0.0360767,null,null
0.305876,0.176461,null,null,null
-0.378592,null,-0.0254156,null,null
0.319619,0.14129,null,null,null
-0.400533,null,0.00287022,null,null
0.349807,0.2009,null,null,null
-0.370538,null,-0.099351,null,null
0.337662,0.214436,null,null,null
-0.383725,null,-0.051718,null,null
0.361172,0.22984,null,null,null
-0.306695,null,0.0181204,null,null
0.342062,0.187337,null,null,null
-0.281295,null,0.0740355,null,null
0.410015,0.0902395,null,null,null
-0.288926,null,0.028938,null,null
0.48499,0.072256,null,null,null
-0.250078,null,0.0178549,null,null
0.421523,0.004486,null,null,null
-0.209038,null,0.0803715,null,null
0.389443,0.0137787,null,null,null
-0.28933,null,0.19789,null,null
0.414413,-0.0391929,null,null,null
-0.21744,null,0.158146,null,null
0.388919,-0.07087,null,null,null
-0.169596,null,0.184112,null,null
0.380454,-0.0523025,null,null,null
-0.196432,null,0.220653,null,null
0.441037,-0.0264958,null,null,null
-0.184915,null,0.224009,null,null
0.465155,0.087345,null,null,null
-0.198009,null,0.273151,null,null
0.457929,0.0384784,null,null,null
-0.182429,null,0.244824,null,null
0.428961,-0.0142815,null,null,null
-0.290573,null,0.210741,null,null
0.380873,0.00744475,null,null,null
-0.246389,null,0.164184,null,null
0.428051,-0.00490666,null,null,null
-0.262529,null,0.169677,null,null
0.428051,-0.00490666,null,null,null
-0.262529,null,0.169677,null,null
0.473706,0.0183952,null,null,null
-0.321642,null,0.138716,null,null
0.384868,-0.091646,null,null,null
-0.296984,null,0.182473,null,null
0.320725,-0.157529,null,null,null
-0.320118,null,0.227235,null,null
0.271218,-0.210409,null,null,null
-0.265383,null,0.121283,null,null
0.280894,-0.196961,null,null,null
-0.255804,null,0.092079,null,null
0.275566,-0.225048,null,null,null
-0.158454,null,0.0231872,null,null
0.343723,-0.26139,null,null,null
-0.150745,null,-0.00427644,null,null
0.405581,-0.192638,null,null,null
-0.128472,null,0.0811195,null,null
0.381791,-0.19458,null,null,null
-0.207958,null,0.060371,null,null
0.394178,-0.1343,null,null,null
-0.255952,null,0.101807,null,null
0.413244,-0.199221,null,null,null
-0.340368,null,0.123848,null,null
0.300191,-0.202829,null,null,null
-0.24414,null,0.117701,null,null
0.323422,-0.134328,null,null,null
-0.294935,null,0.0931765,null,null
0.341537,-0.054795,null,null,null
-0.251561,null,0.0337799,null,null
0.341537,-0.054795,null,null,null
-0.251561,null,0.0337799,null,null
0.357158,-0.052645,null,null,null
-0.274965,null,0.0068631,null,null
0.382213,-0.0479489,null,null,null
-0.226021,null,-0.0327694,null,null
0.366731,-0.0426067,null,null,null
-0.242497,null,-0.050935,null,null
0.354365,-0.0470071,null,null,null
-0.214198,null,-0.0276359,null,null
0.343896,-0.0645925,null,null,null
-0.200315,null,-0.018746,null,null
0.362245,-0.0407028,null,null,null
-0.197413,null,-0.0118456,null,null
0.393842,-0.102544,null,null,null
-0.236637,null,-0.0270083,null,null
0.402751,-0.176731,null,null,null
-0.180456,null,-0.0260755,null,null
0.378705,-0.105528,null,null,null
-0.120667,null,0.0115511,null,null
0.418389,-0.0175029,null,null,null
-0.174802,null,-0.0266088,null,null
0.400801,-0.0924135,null,null,null
-0.173906,null,0.018128,null,null
0.485833,-0.0210238,null,null,null
-0.069957,null,-0.0028687,null,null
0.44268,0.036791,null,null,null
-0.178262,null,0.0085598,null,null
0.457487,-0.0265524,null,null,null
-0.124485,null,0.0145468,null,null
0.397452,-0.0316061,null,null,null
-0.125986,null,0.064101,null,null
0.377046,-0.0956435,null,null,null
-0.0537675,null,0.0292391,null,null
0.339973,-0.0847315,null,null,null
-0.064985,null,0.0480657,null,null
0.393724,-0.133493,null,null,null
-0.176371,null,0.0970045,null,null
0.414747,-0.105792,null,null,null
-0.101191,null,0.107538,null,null
0.310475,-0.090131,null,null,null
-0.219039,null,0.0614735,null,null
0.410077,-0.120607,null,null,null
-0.134163,null,-0.0188112,null,null
0.393402,-0.136258,null,null,null
-0.127124,null,0.00332556,null,null
0.422106,-0.162829,null,null,null
-0.164064,null,0.0553935,null,null
0.41144,-0.083956,null,null,null
-0.110212,null,0.039538,null,null
0.431437,-0.0467877,null,null,null
-0.118896,null,0.0478375,null,null
0.376084,-0.114946,null,null,null
-0.110786,null,0.0843495,null,null
0.350485,-0.172006,null,null,null
-0.101395,null,0.06184,null,null
0.404062,-0.063449,null,null,null
-0.09925,null,0.0650255,null,null
0.33695,-0.111818,null,null,null
-0.0630995,null,0.0299004,null,null
0.402709,-0.209194,null,null,null
-0.107399,null,0.0139594,null,null
0.399399,-0.200687,null,null,null
-0.0637335,null,0.0042342,null,null
0.392498,-0.210884,null,null,null
-0.062906,null,0.0406626,null,null
0.353855,-0.221605,null,null,null
-0.105142,null,0.085106,null,null
0.347062,-0.254785,null,null,null
-0.162757,null,0.190954,null,null
0.331913,-0.215739,null,null,null
-0.0691415,null,0.155095,null,null
0.339797,-0.135202,null,null,null
-0.0397142,null,0.093654,null,null
0.374626,-0.117654,null,null,null
-0.0437649,null,0.053451,null,null
0.361454,-0.178288,null,null,null
-0.11023,null,0.0312156,null,null
0.361454,-0.178288,null,null,null
-0.11023,null,0.0312156,null,null
0.344888,-0.101866,null,null,null
-0.115844,null,0.0786035,null,null
0.398788,-0.0475722,null,null,null
-0.0934875,null,0.120343,null,null
0.398023,-0.059039,null,null,null
-0.0790375,null,0.147907,null,null
0.360519,-0.0131615,null,null,null
-0.053335,null,0.173175,null,null
0.375895,-0.055714,null,null,null
-0.149559,null,0.241017,null,null
0.375895,-0.055714,null,null,null
-0.149559,null,0.241017,null,null
0.423243,-0.078637,null,null,null
-0.12337,null,0.224646,null,null
0.386811,-0.149482,null,null,null
-0.184047,null,0.230147,null,null
0.418803,-0.19896,null,null,null
-0.13278,null,0.220564,null,null
0.255286,-0.19589,null,null,null
-0.0627395,null,0.185731,null,null
0.219542,-0.195591,null,null,null
-0.0194271,null,0.205304,null,null
0.224679,-0.226097,null,null,null
-0.0211881,null,0.148674,null,null
0.251953,-0.176377,null,null,null
-0.0452537,null,0.162056,null,null
0.279865,-0.129405,null,null,null
-0.0184672,null,0.130368,null,null
0.322489,-0.151292,null,null,null
0.00208574,null,0.0581195,null,null
0.196801,-0.1745,null,null,null
-0.0402059,null,0.087496,null,null
0.205442,-0.200155,null,null,null
-0.063641,null,0.158067,null,null
0.205442,-0.200155,null,null,null
-0.063641,null,0.158067,null,null
0.237737,-0.207405,null,null,null
-0.132245,null,0.145335,null,null
0.236288,-0.21397,null,null,null
-0.0301407,null,0.0730205,null,null
0.219855,-0.175963,null,null,null
-0.12863,null,0.106141,null,null
0.324786,-0.070218,null,null,null
-0.0306592,null,0.055232,null,null
0.298918,-0.069525,null,null,null
0.00086478,null,0.0163698,null,null
0.314074,-0.0104001,null,null,null
0.0118298,null,-0.0103863,null,null
0.350074,0.0215,null,null,null
-0.0182333,null,-0.0283692,null,null
0.287577,0.069458,null,null,null
-0.0166014,null,-0.0356884,null,null
0.301808,0.095889,null,null,null
0.0132672,null,-0.0488422,null,null
0.355215,0.0293047,null,null,null
-0.033711,null,0.051013,null,null
0.314962,0.0218481,null,null,null
-0.0323331,null,-0.0494723,null,null
0.322084,0.0378385,null,null,null
-0.0392462,null,0.0461087,null,null
0.336238,-0.0317537,null,null,null
-0.0135516,null,0.0302383,null,null
0.273204,-0.024905,null,null,null
0.0455624,null,-0.0214038,null,null
0.278278,-0.000261145,null,null,null
0.0154783,null,-0.0776205,null,null
0.278278,-0.000261145,null,null,null
0.0154783,null,-0.0776205,null,null
0.318588,-0.00708145,null,null,null
0.0090418,null,-0.0119893,null,null
0.214352,-0.00689225,null,null,null
0.0191761,null,0.0259862,null,null
0.187238,-0.0149491,null,null,null
-0.0872605,null,0.064101,null,null
0.171332,-0.0314358,null,null,null
-0.0314108,null,0.0259472,null,null
0.133366,0.0124142,null,null,null
-0.0144997,null,-0.0226706,null,null
0.135508,0.010505,null,null,null
-0.0241011,null,-0.131823,null,null
0.146698,0.0620675,null,null,null
-0.0248653,null,-0.190294,null,null
0.223502,0.099018,null,null,null
-0.0168513,null,-0.204567,null,null
0.223502,0.099018,null,null,null
-0.0168513,null,-0.204567,null,null
0.230398,0.113576,null,null,null
0.00112912,null,-0.089516,null,null
0.22398,0.111505,null,null,null
0.0142293,null,-0.0129114,null,null
0.190832,0.080104,null,null,null
-0.072026,null,-0.0212243,null,null
0.132241,0.136962,null,null,null
-0.078836,null,-0.081903,null,null
0.108169,0.0595305,null,null,null
-0.00493143,null,-0.129782,null,null
0.047952,-0.0192349,null,null,null
-0.053864,null,-0.105405,null,null
-0.0190903,-0.03431,null,null,null
-0.0459964,null,0.0324545,null,null
0.0114195,0.0095819,null,null,null
-0.0650085,null,-0.041491,null,null
0.0374927,0.0287526,null,null,null
-0.02458,null,0.0399899,null,null
0.0464125,0.00550285,null,null,null
-0.00853625,null,0.11617,null,null
0.214376,0.0585495,null,null,null
-0.0257844,null,0.068196,null,null
0.214582,0.0420632,null,null,null
-0.0397056,null,0.00807225,null,null
0.208259,0.0813245,null,null,null
0.0029445,null,-0.00736475,null,null
0.191285,0.093767,null,null,null
-0.0354763,null,0.0906385,null,null
0.211256,0.154815,null,null,null
-0.0382364,null,0.150917,null,null
0.280693,0.126394,null,null,null
-0.081728,null,0.229891,null,null
0.258109,0.151295,null,null,null
-0.061327,null,0.303793,null,null
0.239018,0.0422389,null,null,null
0.00791855,null,0.308078,null,null
0.299766,0.023971,null,null,null
0.0339626,null,0.221052,null,null
0.326495,0.0051042,null,null,null
0.0353799,null,0.237984,null,null
0.269238,-0.0248734,null,null,null
0.0614185,null,0.290193,null,null
0.255634,-0.052606,null,null,null
-0.0167662,null,0.223185,null,null
0.29965,-0.081544,null,null,null
-0.0223471,null,0.168062,null,null
0.318099,-0.142251,null,null,null
-0.0471405,null,0.23907,null,null
0.299582,-0.0904675,null,null,null
-0.0223537,null,0.252134,null,null
0.276758,-0.139414,null,null,null
-0.081424,null,0.20356,null,null
0.17851,-0.185179,null,null,null
-0.0689785,null,0.179749,null,null
0.109383,-0.186702,null,null,null
-0.0575645,null,0.165021,null,null
0.134576,-0.0679145,null,null,null
-0.057302,null,0.123949,null,null
0.162909,-0.057226,null,null,null
-0.0768775,null,0.136011,null,null
0.128043,-0.0386073,null,null,null
-0.0752815,null,0.0681895,null,null
0.164324,-0.0596235,null,null,null
-0.057517,null,0.0731825,null,null
0.154685,-0.09648,null,null,null
-0.0954885,null,0.107177,null,null
0.081224,-0.0418172,null,null,null
-0.069156,null,0.113825,null,null
0.0420417,-0.0557275,null,null,null
-0.0743155,null,0.14179,null,null
0.0115879,-0.0504195,null,null,null
-0.053164,null,0.117974,null,null
-0.00380644,0.00981875,null,null,null
0.0286159,null,0.159271,null,null
0.0702255,-0.0893155,null,null,null
0.0593855,null,0.232288,null,null
0.101347,-0.0645365,null,null,null
0.0194389,null,0.167255,null,null
0.000612405,-0.080937,null,null,null
0.0220614,null,0.172323,null,null
0.0127901,-0.045736,null,null,null
0.065249,null,0.261568,null,null
-0.0287597,-0.0441575,null,null,null
0.0398025,null,0.217405,null,null
0.0176364,-0.0735885,null,null,null
-0.0456368,null,0.149906,null,null
0.0399275,-0.0449418,null,null,null
-0.00920165,null,0.075034,null,null
0.0670295,-0.025721,null,null,null
-0.0113887,null,0.041653,null,null
0.0658485,-0.0266076,null,null,null
-0.0454566,null,0.0136391,null,null
-0.065843,-0.0295193,null,null,null
0.00258913,null,0.093672,null,null
-0.0479567,-0.0389092,null,null,null
-0.0446323,null,0.0964025,null,null
-0.103405,-0.0129195,null,null,null
-0.0470421,null,0.07175,null,null
-0.063443,-0.0497413,null,null,null
-0.0585395,null,0.0750185,null,null
-0.114248,-0.0864425,null,null,null
-0.0897705,null,0.132421,null,null
-0.0938905,-0.099143,null,null,null
-0.086901,null,0.209271,null,null
-0.202731,-0.052066,null,null,null
-0.0649675,null,0.187408,null,null
-0.289868,-0.06673,null,null,null
-0.103193,null,0.186868,null,null
-0.205343,-0.0779295,null,null,null
-0.0914755,null,0.227351,null,null
-0.23557,-0.095222,null,null,null
-0.110121,null,0.249455,null,null
-0.154649,-0.091317,null,null,null
-0.12891,null,0.319447,null,null
-0.158459,-0.0989,null,null,null
-0.0228523,null,0.262508,null,null
-0.162394,-0.115756,null,null,null
2.63919e-05,null,0.311414,null,null
-0.147805,-0.172001,null,null,null
-0.0184849,null,0.262537,null,null
-0.147805,-0.172001,null,null,null
-0.0184849,null,0.262537,null,null
-0.201383,-0.224791,null,null,null
0.0556515,null,0.323889,null,null
-0.111324,-0.253475,null,null,null
0.083525,null,0.26409,null,null
-0.111324,-0.253475,null,null,null
0.083525,null,0.26409,null,null
-0.0499008,-0.31897,null,null,null
-0.0127914,null,0.242592,null,null
-0.112627,-0.222031,null,null,null
-0.073443,null,0.170336,null,null
-0.0959435,-0.278283,null,null,null
-0.0756325,null,0.265994,null,null
-0.00541535,-0.267861,null,null,null
-0.0288586,null,0.3208,null,null
0.00338477,-0.244006,null,null,null
-0.0199158,null,0.355218,null,null
-0.0837895,-0.283311,null,null,null
0.0252323,null,0.330368,null,null
-0.0112924,-0.289208,null,null,null
-0.092332,null,0.221361,null,null
-0.0499289,-0.253148,null,null,null
-0.0283403,null,0.173141,null,null
-0.0565405,-0.290977,null,null,null
-0.0742755,null,0.141701,null,null
-0.00217278,-0.339911,null,null,null
