MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,1.72469,1.72232,0.0903965
2,1.53383,1.44967,-0.501076
3,1.08319,1.0782,0.103894
4,0.85424,0.853652,0.0316933
5,0.838982,0.814283,-0.202075
6,0.806813,0.738361,0.325224
7,0.897194,0.832906,0.333505
8,1.07204,0.994649,0.399922
9,0.893419,0.700937,0.553971
10,0.836418,0.771159,0.323898
11,1.14179,0.979094,0.587417
12,0.775148,0.75972,0.153882
13,0.904927,0.891714,0.154074
14,0.920372,0.912699,-0.118599
15,1.16115,1.15842,0.0795739
16,1.25968,1.2403,0.220169
17,1.40914,1.3959,0.192763
18,1.27156,1.27009,0.0611305
19,1.36101,1.34826,-0.185907
20,0.937163,0.878398,-0.326637
21,1.18351,1.05475,-0.536857
22,0.797157,0.760759,-0.238127
23,0.798421,0.738374,-0.303776
24,1.17112,1.16814,-0.083541
25,1.23079,1.14995,-0.438681
26,1.06047,1.00701,-0.332459
27,1.06047,1.00701,-0.332459
28,0.943051,0.942163,-0.0409081
29,1.22528,1.21719,-0.140581
30,1.00609,0.992602,-0.164219
31,1.00609,0.992602,-0.164219
32,0.911174,0.892454,-0.183751
33,0.972669,0.951565,-0.201514
34,0.73246,0.700351,-0.214491
35,0.893392,0.824788,-0.34333
36,0.697184,0.671363,-0.187982
37,0.69773,0.646363,-0.262759
38,0.78208,0.759021,-0.188513
39,0.763512,0.72783,-0.230682
40,0.828251,0.786176,-0.260626
41,0.703396,0.698337,-0.0842113
42,0.762101,0.747993,-0.145958
43,0.691172,0.686613,-0.0792518
44,0.76859,0.653003,-0.405361
45,0.649823,0.486805,-0.430454
46,0.644031,0.6195,-0.176056
47,0.39427,0.309168,-0.244672
48,0.43418,0.301327,-0.312593
49,0.534047,0.376867,-0.378388
50,0.50355,0.413452,-0.287437
51,0.545688,0.437777,-0.325771
52,0.585355,0.302734,-0.500991
53,0.76653,0.564299,-0.518782
54,0.601924,0.437472,-0.413438
55,0.668676,0.107856,-0.65992
56,0.702496,0.387397,-0.586024
57,0.811617,0.412095,-0.699214
58,0.773784,0.530873,-0.562952
59,0.829605,0.663981,-0.497367
60,0.748067,0.4563,-0.592785
61,0.722934,0.498008,-0.524043
62,0.730373,0.439087,-0.583649
63,0.440966,0.333782,-0.288167
64,0.50313,0.224364,-0.450334
65,0.820859,0.283271,-0.770433
66,0.796132,0.358146,-0.711025
67,0.996878,0.0436336,-0.995923
68,1.24443,0.156314,-1.23457
69,1.17968,0.435845,-1.09622
70,1.06758,0.534602,-0.924078
71,1.57494,0.762309,-1.37816
72,1.23306,0.867956,-0.87583
73,0.914919,0.672772,-0.620045
74,0.765405,0.337521,-0.686968
75,0.918024,0.432859,-0.809569
76,1.1383,0.605189,-0.964088
77,1.39935,0.685518,-1.21993
78,0.963642,0.577871,-0.771149
79,0.977147,0.424635,-0.880058
80,0.752323,0.472549,-0.585395
81,1.26138,0.693418,-1.05368
82,1.44827,0.966496,-1.07859
83,1.25636,0.591181,-1.10857
84,1.37,0.427412,-1.30162
85,1.31734,0.229896,-1.29712
86,1.3303,0.678626,-1.14419
87,0.891726,0.00314967,-0.891721
88,1.38572,-0.00683477,-1.3857
89,1.3384,0.602152,-1.19529
90,1.5933,1.12164,-1.1316
91,1.5933,1.12164,-1.1316
92,1.5933,1.12164,-1.1316
93,1.5933,1.12164,-1.1316
94,1.32851,0.616036,-1.17705
95,1.91267,0.191441,-1.90306
96,1.45822,0.331778,-1.41998
97,1.52028,-0.0324922,-1.51993
98,1.68351,0.252332,-1.6645
99,1.68351,0.252332,-1.6645
100,1.59407,0.0522788,-1.59321
101,1.00035,0.252327,-0.968004
102,1.26292,0.355672,-1.2118
103,1.28327,-0.247627,-1.25916
104,1.28327,-0.247627,-1.25916
105,0.928495,-0.211765,-0.904023
106,1.24704,-0.70611,-1.02788
107,1.0769,-0.539993,-0.931725
108,0.97245,-0.419942,-0.877102
109,0.896885,-0.374683,-0.814871
110,1.14186,-0.518342,-1.01743
111,1.1218,-0.604413,-0.945053
112,1.24671,-1.10451,-0.578239
113,1.03719,-0.640408,-0.815867
114,1.86416,-1.37382,-1.26004
115,1.88446,-0.8312,-1.69124
116,1.82317,-0.790808,-1.64273
117,1.94264,-1.21979,-1.51194
118,2.73357,-1.24335,-2.43444
119,2.73357,-1.24335,-2.43444
120,1.94094,-0.718309,-1.80313
121,1.96605,-0.690013,-1.84099
122,2.30172,-0.65614,-2.20621
123,2.65868,-1.2101,-2.36732
124,2.18995,-1.27386,-1.78134
125,1.91909,-1.03038,-1.61902
126,1.69415,-0.795236,-1.4959
127,1.31412,-0.652362,-1.14076
128,1.56292,0.164678,-1.55422
129,2.39485,-0.343311,-2.37011
130,2.01907,-0.148219,-2.01362
131,1.80784,0.174928,-1.79936
132,1.72013,1.08947,-1.33113
133,1.99744,1.20837,-1.59047
134,2.57899,1.44179,-2.13833
135,3.03626,1.08378,-2.83625
136,2.75746,1.10044,-2.52836
137,2.55326,0.544856,-2.49445
138,2.60822,1.54962,-2.09797
139,2.49643,0.783868,-2.37017
140,2.24525,1.15915,-1.92289
141,2.0568,1.68926,-1.17339
142,1.95888,1.73519,-0.909032
143,1.78471,1.75023,-0.349151
144,2.69473,2.66285,-0.413241
145,1.60825,1.48426,-0.619234
146,1.94221,1.76199,-0.817056
147,1.56958,1.55116,-0.239757
148,2.26411,2.17139,-0.641287
149,2.56769,2.13224,-1.43058
150,2.32735,1.94591,-1.27671
151,2.82009,1.31209,-2.49627
152,1.94968,1.47914,-1.2702
153,2.04601,0.634934,-1.945
154,2.04364,1.16787,-1.67707
155,2.09391,1.06104,-1.80517
156,2.31927,0.697207,-2.21199
157,2.19716,0.978373,-1.96731
158,2.47718,1.4714,-1.99284
159,2.01062,1.72658,-1.03029
160,2.9299,2.7923,-0.887365
161,1.4681,1.37092,-0.525262
162,2.09748,1.66058,-1.28137
163,2.65376,2.11475,-1.60321
164,2.26544,2.06049,-0.941616
165,2.82592,2.68303,-0.887236
166,2.77618,2.76486,-0.250369
167,2.79212,2.69358,-0.735248
168,2.64652,2.56385,-0.656285
169,2.2697,1.98849,-1.09429
170,2.43772,2.4263,-0.235721
171,2.65771,2.30376,-1.32518
172,1.77319,1.5458,-0.868745
173,1.35797,1.10548,-0.78866
174,1.98687,1.3586,-1.44978
175,2.34393,1.96239,-1.28181
176,1.94412,1.56733,-1.15025
177,2.21966,1.63082,-1.50575
178,1.7181,1.20152,-1.22809
179,1.68185,1.10322,-1.26947
180,1.39097,0.928892,-1.03536
181,1.23006,0.717472,-0.999139
182,1.24771,0.806029,-0.952412
183,1.04862,0.253287,-1.01757
184,1.18425,0.351182,-1.13098
185,1.02312,0.241709,-0.994161
186,0.753805,0.253303,-0.709972
187,0.756368,0.262817,-0.709239
188,0.555301,0.316457,-0.456304
189,0.518906,0.421098,-0.303217
190,0.46909,0.407154,-0.232963
191,0.543498,0.311955,-0.445055
192,0.472654,0.389523,-0.267719
193,0.304593,0.164083,-0.256619
194,0.654581,0.305274,-0.579037
195,0.797705,0.480806,-0.636521
196,0.67971,0.514854,-0.443769
197,0.784268,0.60732,-0.496224
198,0.841772,0.640878,-0.54576
199,0.772189,0.332811,-0.696787
200,1.02667,0.518128,-0.886333
201,1.02667,0.518128,-0.886333
202,0.758799,0.404084,-0.642255
203,0.784896,0.34442,-0.705292
204,0.72429,0.362839,-0.626852
205,0.734618,0.243928,-0.692938
206,0.791652,0.0311607,-0.791039
207,0.821345,0.11054,-0.813873
208,0.826875,0.241021,-0.790969
209,0.929145,0.612056,-0.69907
210,0.66473,0.572171,-0.338358
211,0.656637,0.593338,-0.281288
212,0.595149,0.591646,-0.0644698
213,0.710933,0.647591,-0.293347
214,0.752311,0.633431,-0.405878
215,0.775258,0.751668,-0.189788
216,0.79828,0.798263,0.00516516
217,0.642764,0.554051,-0.325841
218,0.800731,0.654771,-0.460918
219,0.683196,0.587553,-0.348624
220,1.01234,0.887144,-0.487658
221,0.847651,0.765193,-0.364681
222,0.90016,0.790259,-0.431021
223,0.902068,0.783134,-0.447693
224,1.17427,0.884146,-0.772782
225,1.3236,1.13074,-0.687992
226,1.39614,0.80518,-1.14057
227,1.16707,0.802124,-0.847726
228,0.892856,0.53144,-0.71747
229,0.892856,0.53144,-0.71747
230,0.921248,0.485667,-0.782832
231,0.752293,0.483002,-0.576762
232,0.954276,0.833491,-0.464687
233,0.936048,0.822366,-0.447101
234,1.1431,0.611759,-0.965619
235,0.860625,0.644507,-0.570339
236,0.879231,0.558799,-0.678816
237,0.733378,0.551587,-0.483316
238,0.767717,0.365088,-0.675352
239,0.673945,0.280765,-0.612676
240,0.671025,0.340085,-0.578461
241,0.586779,0.381421,-0.445901
242,0.521516,0.135026,-0.503733
243,0.513616,0.143128,-0.49327
244,0.513616,0.143128,-0.49327
245,0.523411,0.159295,-0.498582
246,0.558506,0.288444,-0.478257
247,0.626056,0.233303,-0.580961
248,0.852767,0.387322,-0.759733
249,0.504126,0.139381,-0.484475
250,0.570274,0.276084,-0.498989
251,0.675557,-0.0244673,-0.675114
252,0.687396,-0.103891,-0.6795
253,0.771931,-0.0304824,-0.771329
254,0.84685,0.217967,-0.818318
255,0.772467,0.24521,-0.732514
256,0.67356,0.246596,-0.626797
257,0.861599,0.457938,-0.729825
258,0.729298,0.179232,-0.706931
259,0.520952,0.265396,-0.448281
260,0.517601,0.398939,-0.329785
261,0.865937,0.673876,-0.543818
262,0.622718,0.412951,-0.466099
263,0.417779,0.195335,-0.369301
264,0.707561,0.419585,-0.569729
265,0.783488,0.471642,-0.625625
266,0.625915,0.431484,-0.453422
267,0.848052,0.779511,-0.334
268,0.775212,0.670299,-0.389426
269,1.04233,0.82832,-0.632718
270,0.829719,0.441939,-0.702227
271,0.577733,0.442175,-0.37183
272,0.720552,0.378754,-0.612977
273,1.02428,0.654026,-0.788293
274,0.694787,0.313561,-0.620007
275,0.729926,0.0601397,-0.727444
276,0.697984,0.141964,-0.683394
277,0.925703,0.188533,-0.906301
278,0.932726,0.014831,-0.932608
279,1.11775,-0.172447,-1.10437
280,1.05193,-0.131494,-1.04368
281,1.08304,-0.194261,-1.06547
282,0.843757,0.0796738,-0.839986
283,0.843757,0.0796738,-0.839986
284,0.825924,-0.329866,-0.757192
285,0.865109,-0.614584,-0.608852
286,0.904528,-0.622638,-0.65612
287,0.982763,-0.833097,-0.521318
288,1.05034,-0.474917,-0.936842
289,1.05034,-0.474917,-0.936842
290,0.858487,-0.417858,-0.74993
291,0.91526,-0.0718764,-0.912433
292,0.810308,-0.189602,-0.787813
293,0.847583,-0.184209,-0.827324
294,1.06695,-0.25853,-1.03515
295,1.33696,-0.243226,-1.31465
296,1.16355,-0.271303,-1.13148
297,1.00082,0.0129501,-1.00074
298,0.875666,-0.18737,-0.855386
299,0.721928,-0.247828,-0.678057
300,0.812438,-0.0739752,-0.809063
301,0.812438,-0.0739752,-0.809063
302,1.01431,-0.523262,-0.868915
303,1.04972,-0.649656,-0.824538
304,1.1207,-0.270973,-1.08745
305,0.944146,0.049166,-0.942865
306,1.19283,0.0434046,-1.19204
307,1.13609,-0.231253,-1.1123
308,1.33467,-0.374927,-1.28093
309,1.30132,-0.106192,-1.29698
310,1.19134,-0.161302,-1.18037
311,0.978284,-0.149064,-0.966861
312,1.25957,0.0322918,-1.25915
313,1.15821,-0.174073,-1.14505
314,1.00924,-0.277022,-0.97048
315,1.13785,-0.124234,-1.13105
316,1.06374,-0.256906,-1.03225
317,1.06374,-0.256906,-1.03225
318,0.80981,-0.163751,-0.793081
319,1.18303,-0.347791,-1.13075
320,1.21884,-0.273602,-1.18774
321,0.711044,-0.166625,-0.691245
322,1.09931,-0.333948,-1.04736
323,0.999874,-0.0056724,-0.999858
324,0.86841,0.421014,-0.759528
325,0.646511,0.415276,-0.495502
326,0.646511,0.415276,-0.495502
327,0.899278,0.487389,-0.755747
328,1.07094,0.415632,-0.986999
329,0.75954,0.223359,-0.725956
330,0.842916,0.265861,-0.799891
331,1.0018,0.493037,-0.872082
332,0.883513,0.609814,-0.639314
333,1.03978,0.44318,-0.940603
334,1.04887,0.279595,-1.01091
335,0.939424,0.468131,-0.814476
336,0.907927,0.267302,-0.867687
337,0.98249,0.0152233,-0.982372
338,0.999628,0.224961,-0.973986
339,1.35206,0.366556,-1.30143
340,1.13458,0.583867,-0.972816
341,1.14979,0.916691,-0.694035
342,1.43409,1.11569,-0.901033
343,1.31004,0.630048,-1.14859
344,1.51315,0.675731,-1.35388
345,1.6403,0.839851,-1.40898
346,1.78251,1.01102,-1.46805
347,1.23908,0.856034,-0.895843
348,1.13931,0.671772,-0.920191
349,1.06963,0.996499,-0.388704
350,1.16978,1.00823,-0.593177
351,1.04015,0.990373,-0.31791
352,1.04338,0.923636,-0.485321
353,1.12595,0.879868,-0.70257
354,1.43231,0.891244,-1.12125
355,0.872528,0.758381,-0.431466
356,1.32321,1.02479,-0.837068
357,0.978541,0.653403,-0.728428
358,1.14744,0.374456,-1.08462
359,1.00605,0.207538,-0.984416
360,1.07626,0.187018,-1.05988
361,1.09542,0.503278,-0.972959
362,1.61444,0.212087,-1.60045
363,1.25017,0.290824,-1.21588
364,1.28643,-0.0683965,-1.28461
365,1.21074,0.0613585,-1.20918
366,1.28995,0.177788,-1.27764
367,1.40952,0.118043,-1.40457
368,1.07579,0.43718,-0.982957
369,1.01369,0.492206,-0.886174
370,1.4013,0.706536,-1.21014
371,1.47687,0.552581,-1.3696
372,1.78822,0.934323,-1.52472
373,1.551,0.978265,-1.20357
374,1.43627,0.873484,-1.14013
375,1.42325,0.742002,-1.21453
376,1.25058,0.650741,-1.06793
377,0.825269,0.224381,-0.794181
378,0.803487,0.104914,-0.796608
379,0.99044,0.568462,-0.811062
380,0.818524,0.0120276,-0.818436
381,0.96639,0.284806,-0.923469
382,0.965629,0.327262,-0.908482
383,0.916982,-0.0623817,-0.914858
384,0.856302,0.201382,-0.832286
385,0.795829,0.0280091,-0.795336
386,0.905605,0.4558,-0.782539
387,0.905605,0.4558,-0.782539
388,0.811296,0.474947,-0.657744
389,0.554138,0.35696,-0.423849
390,0.554138,0.35696,-0.423849
391,0.585015,0.18458,-0.555133
392,0.664651,0.324356,-0.580132
393,0.708317,0.270417,-0.654666
394,0.66108,0.254001,-0.610337
395,0.520105,0.242734,-0.459989
396,0.708629,0.441472,-0.554308
397,0.70027,0.413413,-0.565215
398,0.540736,0.396267,-0.367923
399,0.634141,0.421046,-0.474189
400,0.785501,0.470106,-0.629295
401,0.573202,0.245514,-0.517961
402,0.408402,0.323376,-0.24944
403,0.377191,0.249576,-0.282816
404,0.408909,0.327097,-0.245385
405,0.477063,0.43147,-0.203525
406,0.370968,0.33459,-0.160209
407,0.633133,0.598054,-0.20782
408,0.316173,0.294671,-0.114605
409,0.388803,0.367081,-0.128139
410,0.65034,0.620792,-0.193803
411,0.576681,0.567431,-0.102874
412,0.585729,0.544461,-0.215965
413,0.638938,0.55448,-0.317482
414,0.508572,0.406689,-0.305368
415,0.533396,0.382089,-0.372182
416,0.765552,0.630822,-0.433743
417,0.914108,0.797316,-0.44708
418,1.01882,0.980033,-0.278425
419,0.708056,0.704227,-0.0735391
420,0.657294,0.657236,-0.00872669
421,0.63202,0.615445,-0.143793
422,0.610856,0.603498,0.0945278
423,0.924409,0.914295,0.136372
424,0.804278,0.804169,-0.0132424
425,0.923638,0.91431,-0.13094
426,1.0282,1.02753,-0.0370789
427,0.941019,0.940143,-0.0405985
428,0.997038,0.991176,-0.107951
429,1.15585,1.1017,-0.349629
430,1.42145,1.27375,-0.630931
431,1.43765,1.21425,-0.769708
432,1.10641,1.0318,-0.399418
433,1.10641,1.0318,-0.399418
434,1.3445,1.27563,-0.424765
435,1.00209,0.907929,-0.424087
436,1.37884,1.32821,-0.370212
437,0.889388,0.847729,-0.269008
438,1.09326,1.03202,-0.360759
439,1.08166,1.07302,-0.136451
440,0.938792,0.927697,-0.143906
441,0.814759,0.710218,-0.399279
442,0.919679,0.905419,-0.161328
443,0.881455,0.881034,0.0272602
444,0.786865,0.783975,-0.0673741
445,0.543657,0.537359,-0.0825111
446,0.695845,0.694158,-0.0484217
447,0.737572,0.719709,-0.161341
448,0.829062,0.721254,-0.408822
449,1.01965,0.919983,-0.439681
450,0.749956,0.713779,-0.230116
451,1.16119,1.02838,-0.53926
452,1.31044,1.27272,-0.312128
453,1.32285,1.18861,-0.580637
454,1.34411,1.03216,-0.86097
455,1.27608,1.04023,-0.739127
456,1.25704,1.02172,-0.73229
457,1.20941,0.571322,-1.06595
458,1.01346,0.68003,-0.751445
459,1.21925,0.607554,-1.0571
460,1.21925,0.607554,-1.0571
461,1.0737,0.266849,-1.04001
462,0.875799,0.342488,-0.806056
463,1.15681,0.657382,-0.951876
464,1.0205,0.464767,-0.908522
465,1.24278,0.539999,-1.11933
466,1.44505,0.823791,-1.18724
467,1.4579,0.278185,-1.43111
468,1.0954,0.154196,-1.08449
469,1.36288,0.26152,-1.33755
470,1.17827,0.29817,-1.13992
471,1.31583,-0.0424027,-1.31515
472,1.04304,-0.126882,-1.0353
473,0.87506,0.0599951,-0.873001
474,0.95543,0.122453,-0.94755
475,1.09113,0.565297,-0.93328
476,1.32429,0.67111,-1.14165
477,1.24529,0.0957511,-1.24161
478,1.09371,0.341911,-1.03889
479,1.03083,0.201662,-1.01091
480,0.763651,0.178307,-0.742543
481,0.892495,0.132373,-0.882624
482,0.879253,-0.12176,-0.870781
483,0.933963,-0.275549,-0.89239
484,0.787782,-0.0308233,-0.787179
485,0.787782,-0.0308233,-0.787179
486,0.898878,0.332486,-0.835126
487,1.25127,0.166758,-1.2401
488,1.18511,0.0326739,-1.18466
489,1.17811,-0.565427,-1.03355
490,0.805706,-0.153779,-0.790895
491,1.0748,-0.303689,-1.03101
492,1.20005,0.0474489,-1.19911
493,1.20005,0.0474489,-1.19911
494,1.1681,0.169131,-1.15579
495,1.65391,0.158229,-1.64632
496,1.57342,-0.426282,-1.51457
497,1.73835,0.0126932,-1.7383
498,1.63651,-0.516092,-1.553
499,1.40451,0.0751417,-1.4025
500,1.87131,-0.0223912,-1.87118
501,1.31312,0.322612,-1.27288
502,1.5524,0.186876,-1.54111
503,1.58291,0.251475,-1.5628
504,1.25907,0.144865,-1.25071
505,1.33574,0.34033,-1.29166
506,1.92094,0.238411,-1.90609
507,1.93863,-0.207108,-1.92753
508,2.50921,-1.31579,-2.13655
509,2.11298,-0.409791,-2.07286
510,2.30189,-1.01697,-2.06506
511,1.72239,-0.756132,-1.54754
512,2.24922,-0.245759,-2.23576
513,1.62506,-0.611698,-1.50553
514,2.17986,-0.77668,-2.0368
515,2.18543,-1.15208,-1.8571
516,2.77974,-1.30015,-2.45694
517,3.21884,-1.49158,-2.85238
518,3.17187,-1.70659,-2.67363
519,2.66104,-1.14695,-2.40118
520,2.59311,-0.882683,-2.43825
521,1.95111,-0.0950485,-1.9488
522,2.0731,-0.309083,-2.04993
523,2.05191,-0.946567,-1.82053
524,2.05191,-0.946567,-1.82053
525,1.49135,-0.509138,-1.40175
526,1.16646,0.310802,-1.12429
527,1.23231,-0.406236,-1.16343
528,0.700324,0.0413467,-0.699102
529,0.689277,0.15059,-0.672626
530,0.94777,0.183916,-0.929754
531,0.680627,0.044283,-0.679185
532,0.642914,0.264345,-0.586054
533,0.765915,0.200179,-0.739293
534,0.404101,0.106231,-0.389888
535,0.592775,0.155461,-0.572027
536,0.722476,0.451547,-0.563982
537,0.472195,0.357753,-0.308188
538,0.497203,0.49608,0.033399
539,0.497203,0.49608,0.033399
540,0.497203,0.49608,0.033399
541,0.656651,0.594848,-0.278112
542,0.779273,0.614734,-0.478924
543,0.829027,0.599048,-0.573086
544,0.688073,0.435815,-0.532456
545,0.985812,0.930883,-0.324472
546,0.811852,0.807592,-0.0830606
547,0.945246,0.938992,-0.108557
548,0.901691,0.897742,-0.0843019
549,0.890964,0.853174,-0.25673
550,0.817468,0.805903,-0.137021
551,0.721494,0.662389,-0.285996
552,0.815704,0.799675,-0.160913
553,0.735306,0.662987,-0.317999
554,0.503182,0.386541,-0.322146
555,0.740321,0.678729,-0.295639
556,0.887853,0.80788,-0.368258
557,0.887853,0.80788,-0.368258
558,0.66484,0.619718,-0.240752
559,0.521281,0.502115,-0.140054
560,0.541783,0.514454,-0.169899
