MDTU,min_width,max_width
1,0.11299,0.0787349
2,0.132158,0.0891021
3,0.143135,0.0950008
4,0.151929,0.0981666
5,0.160615,0.103673
6,0.165976,0.103527
7,0.164054,0.103624
8,0.166752,0.102633
9,0.16204,0.101083
10,0.168825,0.102454
11,0.168885,0.103685
12,0.168885,0.103685
13,0.168885,0.103685
14,0.166997,0.103573
15,0.170334,0.104706
16,0.169175,0.10402
17,0.16875,0.103004
18,0.168187,0.102797
19,0.172026,0.105823
20,0.172681,0.106253
21,0.175631,0.105341
22,0.178208,0.109206
23,0.180102,0.110331
24,0.177963,0.110954
25,0.174227,0.110003
26,0.179959,0.107691
27,0.179375,0.109803
28,0.171966,0.106333
29,0.176703,0.106788
30,0.172057,0.107105
31,0.172057,0.107105
32,0.172057,0.107105
33,0.172057,0.107105
34,0.173779,0.104386
35,0.171092,0.103819
36,0.169241,0.106358
37,0.171643,0.104652
38,0.173943,0.106016
39,0.172967,0.104651
40,0.170264,0.104937
41,0.170204,0.103433
42,0.171104,0.105928
43,0.168348,0.105357
44,0.168594,0.104375
45,0.169156,0.106683
46,0.17221,0.107214
47,0.168667,0.106999
48,0.169059,0.108063
49,0.171044,0.10771
50,0.17324,0.109647
51,0.17786,0.113002
52,0.174898,0.109091
53,0.178694,0.111259
54,0.176041,0.108313
55,0.180585,0.111242
56,0.182725,0.112265
57,0.174363,0.11119
58,0.174994,0.107722
59,0.1748,0.108182
60,0.175598,0.109323
61,0.176283,0.108763
62,0.17405,0.108897
63,0.173311,0.106446
64,0.178127,0.106882
65,0.1762,0.108213
66,0.175999,0.106846
67,0.175141,0.107623
68,0.173652,0.106555
69,0.176458,0.108544
70,0.177303,0.106435
71,0.178853,0.106359
72,0.169941,0.104782
73,0.169941,0.104782
74,0.177806,0.108063
75,0.174473,0.107367
76,0.176896,0.108521
77,0.171085,0.107312
78,0.16691,0.10421
79,0.169037,0.106182
80,0.176478,0.107731
81,0.174947,0.108702
82,0.174947,0.108702
83,0.17238,0.109088
84,0.174836,0.107841
85,0.172308,0.107741
86,0.173404,0.108653
87,0.172265,0.110128
88,0.173317,0.111934
89,0.174813,0.11033
90,0.17386,0.108239
91,0.172134,0.108728
92,0.170737,0.106176
93,0.174219,0.106104
94,0.170938,0.10836
95,0.172659,0.107009
96,0.171405,0.106489
97,0.171099,0.104799
98,0.170564,0.105724
99,0.177643,0.104725
100,0.175109,0.108154
101,0.178285,0.10882
102,0.176286,0.110545
103,0.183429,0.114594
104,0.183545,0.112796
105,0.188276,0.115125
106,0.18263,0.115659
107,0.181974,0.110846
108,0.178887,0.108886
109,0.177034,0.106618
110,0.177732,0.107518
111,0.175963,0.109498
112,0.173479,0.104449
113,0.178083,0.10564
114,0.175272,0.106955
115,0.176664,0.105501
116,0.178862,0.107648
117,0.179304,0.10659
118,0.18249,0.106054
119,0.18249,0.106054
120,0.178566,0.105913
121,0.183325,0.109181
122,0.180896,0.108027
123,0.181433,0.10845
124,0.180409,0.110207
125,0.177599,0.109724
126,0.17844,0.108882
127,0.188868,0.110308
128,0.184191,0.111249
129,0.183055,0.112426
130,0.177382,0.109536
131,0.176169,0.110087
132,0.182457,0.112811
133,0.184743,0.111834
134,0.181245,0.115902
135,0.17834,0.114629
136,0.181889,0.113421
137,0.177468,0.113079
138,0.181488,0.112793
139,0.180823,0.111337
140,0.181425,0.111132
141,0.18142,0.111647
142,0.179839,0.109098
143,0.181459,0.111265
144,0.180762,0.111627
145,0.178939,0.113797
146,0.178939,0.113797
147,0.174292,0.108468
148,0.175602,0.109951
149,0.176072,0.109308
150,0.174944,0.111493
151,0.176011,0.110438
152,0.176655,0.110423
153,0.180229,0.111312
154,0.178346,0.110052
155,0.178527,0.110379
156,0.185782,0.112107
157,0.180958,0.109739
158,0.176776,0.108489
159,0.177436,0.109999
160,0.181684,0.112454
161,0.178881,0.111157
162,0.178881,0.111157
163,0.184571,0.112925
164,0.188982,0.11604
165,0.184012,0.114807
166,0.185308,0.114254
167,0.182257,0.113618
168,0.181539,0.113282
169,0.185272,0.112421
170,0.185166,0.113413
171,0.189713,0.114536
172,0.183781,0.112964
173,0.186315,0.111076
174,0.188657,0.114764
175,0.195466,0.113331
176,0.189858,0.112729
177,0.186964,0.110679
178,0.186964,0.110679
179,0.190609,0.11006
180,0.187897,0.109732
181,0.187424,0.109338
182,0.18287,0.109977
183,0.186357,0.110553
184,0.185503,0.109101
185,0.185967,0.108565
186,0.192891,0.110274
187,0.189547,0.109433
188,0.18795,0.108985
189,0.189497,0.108372
190,0.193033,0.105258
191,0.191117,0.107813
192,0.189874,0.10844
193,0.190489,0.106873
194,0.189631,0.106354
195,0.19204,0.107282
196,0.188646,0.105791
197,0.189562,0.107865
198,0.185406,0.106256
199,0.189654,0.107009
200,0.187299,0.107051
201,0.187299,0.107051
202,0.186823,0.107733
203,0.188712,0.108996
204,0.186129,0.107982
205,0.188346,0.109137
206,0.192581,0.109146
207,0.191799,0.106285
208,0.189944,0.108602
209,0.184454,0.106742
210,0.185717,0.108005
211,0.187238,0.10824
212,0.190154,0.107579
213,0.188553,0.109758
214,0.191905,0.110973
215,0.194427,0.109667
216,0.194915,0.111743
217,0.190123,0.109795
218,0.190793,0.112077
219,0.188118,0.112495
220,0.186128,0.112152
221,0.189529,0.111249
222,0.190038,0.112757
223,0.182128,0.111559
224,0.192869,0.112412
225,0.189143,0.11253
226,0.187593,0.110941
227,0.187593,0.110941
228,0.189995,0.109517
229,0.189995,0.109517
230,0.187207,0.109534
231,0.17882,0.108154
232,0.180695,0.109778
233,0.179584,0.107182
234,0.175143,0.105836
235,0.178405,0.106659
236,0.17608,0.107421
237,0.17949,0.107906
238,0.180497,0.109434
239,0.189304,0.11046
240,0.187985,0.111829
241,0.190138,0.109948
242,0.183497,0.109225
243,0.183497,0.109225
244,0.183497,0.109225
245,0.188117,0.110811
246,0.188662,0.11335
247,0.188546,0.113961
248,0.187821,0.111742
249,0.187821,0.111742
250,0.192804,0.113925
251,0.189823,0.110868
252,0.191445,0.1143
253,0.192947,0.11512
254,0.18969,0.115562
255,0.191953,0.115928
256,0.189578,0.115853
257,0.194611,0.116534
258,0.192265,0.11479
259,0.193215,0.113682
260,0.187214,0.115995
261,0.186879,0.115295
262,0.191086,0.113539
263,0.191086,0.113539
264,0.192104,0.114576
265,0.187518,0.114552
266,0.187802,0.111506
267,0.187135,0.114392
268,0.190055,0.114086
269,0.187882,0.11431
270,0.187166,0.11414
271,0.186883,0.108994
272,0.183485,0.110221
273,0.181784,0.108885
274,0.180304,0.108425
275,0.183537,0.112623
276,0.183556,0.112379
277,0.182059,0.11105
278,0.182505,0.108259
279,0.18337,0.108996
280,0.182163,0.108534
281,0.182163,0.108534
282,0.179975,0.108559
283,0.179975,0.108559
284,0.180451,0.112922
285,0.177279,0.10793
286,0.175089,0.111738
287,0.17553,0.108592
288,0.175227,0.107776
289,0.177751,0.107787
290,0.174787,0.106474
291,0.178498,0.107672
292,0.176378,0.106083
293,0.183756,0.107068
294,0.181367,0.107754
295,0.180486,0.109407
296,0.184985,0.109898
297,0.180449,0.107346
298,0.181317,0.106862
299,0.175707,0.106587
300,0.174003,0.10576
301,0.174003,0.10576
302,0.175574,0.106885
303,0.176169,0.108812
304,0.172445,0.106362
305,0.176833,0.108346
306,0.178556,0.106103
307,0.178531,0.107095
308,0.176618,0.10565
309,0.179894,0.107533
310,0.180167,0.108342
311,0.179501,0.107291
312,0.17946,0.106273
313,0.175921,0.10679
314,0.177365,0.107913
315,0.173133,0.10682
316,0.173133,0.10682
317,0.173133,0.10682
318,0.173422,0.107132
319,0.172614,0.106748
320,0.170273,0.104269
321,0.174205,0.106753
322,0.170482,0.106661
323,0.173998,0.107362
324,0.17817,0.108591
325,0.17256,0.104106
326,0.173971,0.105779
327,0.171385,0.106384
328,0.171592,0.10735
329,0.169166,0.10508
330,0.170639,0.104781
331,0.168935,0.107888
332,0.172626,0.107397
333,0.171563,0.105933
334,0.173458,0.106553
335,0.169421,0.107052
336,0.171709,0.107702
337,0.168159,0.106253
338,0.171773,0.106706
339,0.176606,0.105868
340,0.179072,0.106519
341,0.176383,0.108183
342,0.184421,0.109302
343,0.178022,0.107247
344,0.179694,0.108191
345,0.17619,0.106469
346,0.178836,0.106087
347,0.17136,0.104256
348,0.175311,0.106356
349,0.168976,0.104704
350,0.171746,0.105985
351,0.168793,0.104732
352,0.167275,0.102558
353,0.164713,0.103196
354,0.175228,0.1052
355,0.175228,0.1052
356,0.171473,0.105329
357,0.171677,0.103769
358,0.167703,0.104618
359,0.174806,0.106475
360,0.177848,0.106295
361,0.171687,0.10599
362,0.171687,0.10599
363,0.173741,0.104798
364,0.175111,0.107342
365,0.178618,0.107175
366,0.179393,0.107908
367,0.185077,0.107233
368,0.178573,0.106547
369,0.182291,0.106836
370,0.190462,0.110185
371,0.200036,0.114495
372,0.189944,0.111556
373,0.193647,0.111397
374,0.191012,0.112855
375,0.189059,0.110483
376,0.187955,0.111863
377,0.188065,0.11062
378,0.181096,0.107965
379,0.186299,0.109182
380,0.184282,0.113366
381,0.193386,0.112658
382,0.192061,0.111639
383,0.188716,0.111915
384,0.19435,0.110804
385,0.188826,0.110352
386,0.18965,0.109715
387,0.196194,0.11117
388,0.19422,0.110636
389,0.196284,0.113211
390,0.196027,0.110868
391,0.191884,0.112222
392,0.189659,0.109391
393,0.189333,0.107662
394,0.189776,0.109949
395,0.182246,0.107694
396,0.184729,0.106882
397,0.193202,0.108247
398,0.198429,0.10982
399,0.195796,0.108699
400,0.187895,0.106505
401,0.187968,0.108298
402,0.190971,0.109079
403,0.191291,0.108549
404,0.191685,0.10797
405,0.193884,0.108981
406,0.189707,0.109937
407,0.190501,0.105529
408,0.18962,0.105148
409,0.190952,0.105892
410,0.188732,0.107472
411,0.186374,0.105407
412,0.187388,0.106605
413,0.187388,0.106605
414,0.191211,0.10731
415,0.192151,0.107613
416,0.199682,0.112494
417,0.192704,0.108718
418,0.186583,0.106195
419,0.187262,0.105311
420,0.185119,0.103393
421,0.187962,0.106105
422,0.184341,0.105618
423,0.190768,0.105461
424,0.190768,0.105461
425,0.188225,0.107971
426,0.185706,0.104746
427,0.185398,0.106902
428,0.187933,0.107248
429,0.186673,0.109599
430,0.186294,0.109242
431,0.187043,0.107471
432,0.188398,0.10586
433,0.190595,0.106578
434,0.18382,0.108901
435,0.18849,0.112972
436,0.183721,0.111638
437,0.187737,0.111279
438,0.187737,0.111279
439,0.186331,0.10947
440,0.182846,0.108813
441,0.19044,0.108881
442,0.182251,0.110627
443,0.191422,0.111562
444,0.191422,0.111562
445,0.19455,0.113597
446,0.194265,0.112911
447,0.194419,0.113582
448,0.189337,0.111849
449,0.193264,0.110933
450,0.186082,0.107857
451,0.183728,0.106999
452,0.188093,0.109081
453,0.186716,0.108871
454,0.196839,0.107741
