MDTU,min_min,min_max,max_min,max_max5
1,-0.733628,0.211721,-0.169856,0.44579
2,-0.943573,0.222337,-0.233485,0.448433
3,-1.16786,0.241268,-0.321136,0.466972
4,-1.15231,0.24462,-0.250548,0.49809
5,-1.39979,0.265846,-0.295098,0.476933
6,-1.65103,0.256809,-0.407397,0.533322
7,-1.16576,0.335334,-0.237084,0.556332
8,-2.10932,0.301715,-0.323682,0.51771
9,-1.2492,0.275139,-0.227534,0.520601
10,-1.33682,0.281701,-0.35611,0.533729
11,-1.39527,0.264226,-0.341831,0.531602
12,-1.39527,0.264226,-0.341831,0.531602
13,-1.39527,0.264226,-0.341831,0.531602
14,-1.37326,0.297189,-0.342671,0.517215
15,-1.73933,0.273913,-0.32104,0.596906
16,-1.77693,0.240506,-0.266952,0.525241
17,-1.34496,0.292727,-0.395748,0.555455
18,-1.35567,0.269583,-0.393284,0.510076
19,-1.54772,0.284596,-0.313208,0.568962
20,-1.32845,0.27775,-0.360358,0.510235
21,-1.70416,0.279896,-0.281712,0.572413
22,-1.5148,0.269018,-0.365738,0.558634
23,-1.66379,0.283236,-0.308695,0.526753
24,-1.37193,0.324247,-0.35121,0.583648
25,-1.37902,0.266988,-0.319863,0.536484
26,-1.92266,0.271943,-0.303548,0.524737
27,-1.79798,0.311865,-0.370981,0.522082
28,-1.50584,0.318772,-0.322919,0.532506
29,-1.4608,0.283034,-0.339543,0.534528
30,-1.31421,0.295611,-0.314518,0.557441
31,-1.31421,0.295611,-0.314518,0.557441
32,-1.31421,0.295611,-0.314518,0.557441
33,-1.31421,0.295611,-0.314518,0.557441
34,-2.02123,0.265213,-0.350357,0.485671
35,-1.35503,0.241768,-0.36329,0.533122
36,-1.44096,0.23136,-0.282078,0.531202
37,-1.66067,0.28113,-0.25701,0.517302
38,-1.75198,0.273856,-0.384316,0.508271
39,-1.40445,0.2719,-0.284342,0.542209
40,-1.27193,0.271446,-0.335571,0.528715
41,-2.21565,0.264345,-0.318711,0.534894
42,-1.26922,0.304223,-0.324977,0.560614
43,-1.55134,0.252008,-0.323846,0.533358
44,-1.32076,0.331476,-0.323032,0.51048
45,-1.3924,0.317777,-0.49116,0.50107
46,-1.24545,0.240952,-0.29417,0.532915
47,-1.34368,0.270537,-0.354317,0.548135
48,-1.08799,0.236218,-0.326226,0.541608
49,-1.35573,0.290846,-0.296867,0.544862
50,-1.23408,0.281887,-0.294967,0.54861
51,-1.55618,0.300979,-0.378361,0.529233
52,-1.72094,0.306195,-0.296194,0.520855
53,-1.33731,0.290879,-0.361413,0.549238
54,-1.41313,0.277828,-0.275561,0.549494
55,-1.5445,0.244471,-0.394583,0.548225
56,-1.46599,0.339462,-0.443604,0.549325
57,-2.84801,0.245322,-0.367766,0.55183
58,-1.36394,0.242964,-0.332553,0.544699
59,-1.63549,0.328933,-0.492819,0.528757
60,-2.25015,0.255944,-0.379939,0.53888
61,-1.26469,0.283135,-0.358571,0.518271
62,-1.63826,0.273479,-0.265639,0.555329
63,-1.32301,0.279751,-0.27426,0.544223
64,-1.19876,0.30033,-0.308798,0.52072
65,-1.39597,0.268234,-0.3731,0.58355
66,-1.80149,0.270824,-0.337509,0.519475
67,-1.8451,0.230479,-0.379265,0.528679
68,-1.83132,0.250654,-0.335679,0.527751
69,-1.42446,0.243018,-0.419123,0.544238
70,-1.23186,0.261581,-0.395198,0.569021
71,-1.37006,0.303184,-0.400278,0.518144
72,-1.21751,0.28863,-0.380043,0.516184
73,-1.21751,0.28863,-0.380043,0.516184
74,-2.15556,0.276624,-0.345816,0.536112
75,-1.40779,0.260586,-0.388084,0.576078
76,-1.94117,0.269919,-0.299843,0.561588
