t,walltime
10,39.75
20,25.69
30,23.94
40,22.98
50,24.6
60,22.82
70,22.13
80,22.86
90,21.57
100,23.04
110,23.42
120,20.36
130,20.23
140,19.84
150,21.57
160,22.99
170,23.63
180,24.39
190,23.79
200,21.76
210,22.09
220,24
230,24.21
240,24.45
250,24.27
260,24.03
270,21.78
280,21.23
290,21.2
300,22.06
310,21.33
320,22.56
330,21.67
340,22.09
350,22.11
360,23.48
370,20.94
380,24.25
390,24.04
400,21.36
410,19.99
420,19.91
430,20.17
440,20.34
450,21.04
460,20.63
470,20.68
480,21.06
490,21.11
500,21.11
510,20.69
520,21.02
530,20.91
540,20.96
550,21.37
560,21.87
570,22.06
580,23.95
590,24.68
600,23.28
610,22.87
620,23.35
630,22.54
640,23.93
650,25.98
660,29.73
670,25.49
680,25.65
690,26.54
700,26.9
710,27.95
720,28.5
730,29.42
740,25.12
750,23.94
760,24.51
770,24.66
780,22.85
790,24.7
800,22.9
810,23.41
820,23.78
830,22.81
840,22.75
850,22.87
860,23.13
870,23.92
880,25.89
890,30.81
900,27.06
910,27.24
920,26.14
930,25.05
940,25.97
950,27.86
960,27.86
970,24.27
980,26.93
990,27.89
1000,29.6
1010,30.69
1020,30.21
1030,27.44
1040,26.15
1050,23.85
1060,24.36
1070,28.54
1080,27.16
1090,29.64
1100,23.56
1110,22.87
1120,22.77
1130,21.89
1140,22.54
1150,24.74
1160,26.51
1170,26.4
1180,24.65
1190,27.6
1200,25.99
1210,25.26
1220,29.21
1230,27.25
1240,27.79
1250,26.86
1260,26.05
1270,25.81
1280,26.52
1290,26.02
1300,28.57
1310,26.02
1320,26.05
1330,27.72
1340,40.06
1350,28.63
1360,28.44
1370,31.17
1380,33.99
1390,33.45
1400,25.37
1410,24.12
1420,27.82
1430,26.58
1440,23.97
1450,24.26
1460,24.43
1470,25.61
1480,27.27
1490,26.35
1500,26.61
1510,25.99
1520,24.18
1530,23.57
1540,23.57
1550,22.71
1560,24.55
1570,25.84
1580,26.24
1590,25.8
1600,25.08
1610,23.39
1620,22.54
1630,24.62
1640,22.43
1650,23.65
1660,23.03
1670,25.35
1680,24.15
1690,24.19
1700,24.39
1710,22.89
1720,23.07
1730,21.4
1740,20.53
1750,20.56
1760,20.46
1770,19.97
1780,20.22
1790,20.87
1800,22.36
1810,21.02
1820,22.16
1830,22.72
1840,20.55
1850,21.3
1860,22.41
1870,22.31
1880,22
1890,22.56
1900,22.86
1910,22.7
1920,24.33
1930,24.65
1940,23.34
1950,22.43
1960,22.82
1970,24.77
1980,24.97
1990,24.12
2000,24.93
2010,23.53
2020,22.7
2030,23.62
2040,22.57
2050,21.64
2060,21.71
2070,21.16
2080,20.88
2090,21.5
2100,23.3
2110,20.85
2120,21.02
2130,19.64
2140,19.72
2150,19.9
2160,19.97
2170,19.78
2180,19.83
2190,19.99
2200,19.99
2210,20.91
2220,20.34
2230,20.38
2240,20.33
2250,20.34
2260,20.07
2270,19.83
2280,19.64
2290,19.61
2300,20.39
2310,20.2
2320,20.53
2330,19.53
2340,19.77
2350,19.79
2360,18.65
2370,19.75
2380,19.82
2390,20.43
2400,20.75
2410,20.27
2420,20.36
2430,20.74
2440,21.33
2450,21.24
2460,20.21
2470,20.4
2480,20.78
2490,21.31
2500,20.97
2510,20.26
2520,20.5
2530,20.72
2540,19.67
2550,19.45
2560,19.62
2570,19.41
2580,19.4
2590,20.22
2600,20.67
2610,20.89
2620,21.82
2630,21.33
2640,21.23
2650,20.95
2660,21.29
2670,20.62
2680,20.93
2690,20.07
2700,19.52
2710,19.66
2720,18.94
2730,18.93
2740,18.77
2750,18.26
2760,18.26
2770,18.74
2780,19.23
2790,20.06
2800,20.43
2810,20.39
2820,21.76
2830,22.69
2840,21.72
2850,23.16
2860,22.29
2870,21.81
2880,23.42
2890,24.02
2900,23.95
2910,23.4
2920,22.52
2930,21.38
2940,22.67
2950,21.34
2960,20.95
2970,21.05
2980,21.72
2990,21.23
3000,21.43
3010,21.78
3020,21.07
3030,21.12
3040,20.4
3050,20.65
3060,20.48
3070,21.29
3080,21.41
3090,21.88
3100,22.62
3110,23.71
3120,22.98
3130,22.97
3140,23.39
3150,23.95
3160,22.95
3170,22.92
3180,22.68
3190,22.95
3200,23.18
3210,23.91
3220,25.01
3230,25.13
3240,24.45
3250,23.45
3260,23.02
3270,24.17
3280,25.05
3290,24.85
3300,24.65
3310,24.94
3320,25.32
3330,25.3
3340,24.95
3350,23.63
3360,23.58
3370,23.23
3380,22.66
3390,22.69
3400,22.13
3410,21.59
3420,21.89
3430,21.6
3440,21.83
3450,22.5
3460,22.39
3470,23.41
3480,22.89
3490,22.93
3500,23.47
3510,23.91
3520,22.16
3530,22.32
3540,21.73
3550,21.16
3560,20.52
3570,19.99
3580,19.73
3590,19.62
3600,19.85
3610,20.05
3620,19.43
3630,18.96
3640,18.68
3650,18.49
3660,19.11
3670,19.38
3680,19.5
3690,19.56
3700,19.71
3710,19.56
3720,20.06
3730,19.42
3740,19.23
3750,18.88
3760,19.14
3770,19.5
3780,18.89
3790,18.9
3800,19
3810,18.58
3820,18.55
3830,18.79
3840,19.16
3850,19.22
3860,18.88
3870,19.19
3880,19.18
3890,18.83
3900,19.17
3910,19.35
3920,19.88
3930,19.09
3940,19.22
3950,19.23
3960,19.32
3970,19.56
3980,19.11
3990,18.64
4000,18.41
4010,18.86
