MDTU,0,2,4,6,8,10
10,15.775907,15.709076,15.62585,15.558833,15.497124,15.394324
20,15.427116,15.347431,15.338446,15.278021,15.117251,15.105064
30,15.726798,15.554457,15.232007,15.218379,15.20361,15.194829
40,15.455071,15.331633,15.057482,14.981219,14.961989,14.934106
50,15.486724,15.22213,15.109769,15.006137,14.953647,14.911312
60,15.531366,15.435088,15.215231,15.166531,15.062954,14.949643
70,15.448544,15.346883,14.879294,14.817215,14.810086,14.783544
80,15.315538,15.202962,15.170001,15.125948,15.118258,15.054554
90,15.612522,15.372407,15.314318,15.203975,15.061378,14.998175
100,15.370922,15.317944,15.192565,15.148602,15.101284,15.07733
110,15.538373,15.504886,15.450637,15.426012,15.406216,15.391306
120,15.75107,15.68129,15.647975,15.563989,15.466351,15.43861
130,15.573765,15.414099,15.276735,15.268596,15.22106,15.185564
140,15.263654,15.131708,15.095045,15.005007,14.997708,14.834123
150,15.255396,15.168799,15.078759,15.030987,14.922099,14.876894
160,15.566096,15.484347,15.443563,15.264922,15.215456,15.097505
170,15.804826,15.685649,15.441267,15.39364,15.365145,15.310504
180,15.76469,15.735882,15.434456,15.330471,15.271978,15.214637
190,15.989781,15.934845,15.638281,15.615496,15.585141,15.573558
200,15.946697,15.893342,15.65814,15.618806,15.482937,15.423327
210,15.954198,15.903357,15.836676,15.65874,15.642556,15.610755
220,15.421008,15.35493,15.245419,15.215053,15.168797,15.116813
230,15.838466,15.777549,15.712471,15.662073,15.59954,15.591866
240,16.300007,16.168197,15.829007,15.737501,15.581508,15.551353
250,16.101255,15.997498,15.532386,15.515849,15.383344,15.345781
260,16.090771,15.759894,15.366084,15.26873,15.243774,15.223573
270,16.60768,16.204488,16.006934,16.001981,15.899406,15.775039
280,15.930016,15.847794,15.638586,15.550912,15.459472,15.433204
290,15.207333,15.120528,15.110171,15.071579,15.065815,15.054084
300,15.291764,15.206236,15.164092,15.110519,15.075931,14.97306
310,15.799607,15.713186,15.465112,15.356716,15.258682,15.18792
320,14.888844,14.881049,14.836212,14.817607,14.788557,14.774967
330,15.28705,15.178758,15.026263,14.969362,14.914769,14.904097
340,15.660776,15.503587,15.440293,15.391487,15.363951,15.287314
350,15.848154,15.740517,15.491946,15.375503,15.339062,15.217164
360,15.543973,15.454004,15.121162,15.045726,14.950118,14.932894
370,15.35419,15.253543,15.17834,15.164571,15.129945,15.115537
380,15.572922,15.431027,15.212809,15.179169,15.146587,15.083969
390,15.541819,15.451573,15.323461,15.301583,15.196687,15.171362
400,15.854897,15.756001,15.724944,15.696478,15.631116,15.5976
410,16.149979,16.097044,15.923528,15.848552,15.844322,15.785512
420,16.14525,16.057353,15.708595,15.693203,15.657283,15.622774
430,17.05997,16.886073,16.35894,16.246809,16.166395,16.064001
440,16.426048,16.373574,16.251096,16.16094,16.119737,16.10858
450,16.743724,16.672357,16.440095,16.36515,16.303161,16.281414
460,16.90348,16.836876,16.777627,16.727567,16.526747,16.455848
470,16.997016,16.87978,16.795662,16.708778,16.617733,16.588826
480,17.31046,17.24933,17.157475,17.119505,16.909958,16.868018
490,17.610792,17.53495,17.227772,17.15555,17.132122,17.086429
500,17.47677,17.418746,17.375797,17.277191,17.142956,17.104045
510,17.331488,17.215637,17.164636,17.121638,17.116222,16.974863
520,17.709545,17.596469,17.553407,17.510134,17.410696,17.377965
530,17.566597,17.344292,16.982333,16.907283,16.797985,16.786076
540,17.552347,17.354725,17.274788,17.125723,17.009536,16.830547
550,16.504387,16.471593,16.428289,16.40085,16.392053,16.320079
560,16.308361,16.192829,16.119064,16.077836,16.048473,16.016366
570,15.862935,15.856776,15.839614,15.734679,15.680894,15.67529
