MDTU,S_B
1,0.51904
2,0.695037
3,0.796135
4,0.856558
5,0.906063
6,0.929841
7,0.961214
8,0.970111
9,0.979697
10,0.984476
11,0.999333
12,0.999333
13,0.999333
14,0.993797
15,0.991756
16,0.997651
17,0.996522
18,0.993066
19,0.99695
20,0.990766
21,0.996957
22,0.99792
23,0.997766
24,0.999386
25,0.999658
26,0.99596
27,1.00273
28,0.995036
29,0.998535
30,0.998867
31,0.998867
32,0.998867
33,0.998867
34,1.0001
35,0.994668
36,0.988999
37,0.989309
38,0.99068
39,0.988176
40,0.98732
41,0.994652
42,1.00017
43,0.991603
44,1.00086
45,1.00098
46,0.999028
47,0.994931
48,0.995419
49,0.999252
50,0.994124
51,0.998469
52,0.994204
53,1.00235
54,1.00491
55,1.0021
56,1.00876
57,1.00687
58,1.00039
59,1.00496
60,1.00288
61,1.00448
62,1.0042
63,1.0062
64,1.00942
65,1.00471
66,1.00666
67,1.00042
68,1.00552
69,0.99816
70,1.00463
71,1.00291
72,0.998076
73,0.998076
74,0.997061
75,1.00149
76,0.999149
77,1.00027
78,1.00439
79,1.00987
80,1.00622
81,1.00832
82,1.00832
83,1.00093
84,1.005
85,1.00364
86,1.00377
87,0.995162
88,1.00119
89,0.993466
90,0.99971
91,1.00565
92,1.00668
93,0.999063
94,0.999977
95,1.00309
96,0.997447
97,1.003
98,0.999402
99,1.00768
100,1.00457
101,1.00293
102,1.00298
103,0.99611
104,1.0021
105,1.00119
106,0.999385
107,1.00011
108,0.998851
109,0.995747
110,0.990697
111,0.989469
112,0.995556
113,1.00064
114,0.999799
115,0.998387
116,0.997059
117,1.00035
118,0.997509
119,0.997509
120,0.999379
121,0.999006
122,0.996219
123,1.0077
124,1.00356
125,0.998433
126,0.999428
127,1.00357
128,1.0035
129,0.999434
130,1.00494
131,0.997439
132,1.00283
133,1.00104
134,1.00268
135,0.995088
136,0.997332
137,0.996183
138,0.998062
139,0.999944
140,1.00204
141,1.00499
142,1.00704
143,1.00471
144,1.00708
145,0.998979
146,0.998979
147,0.999245
148,1.00289
149,1.00223
150,1.0056
151,1.00286
152,1.00244
153,1.00103
154,1.00503
155,1.00401
156,0.998552
157,0.997727
158,0.997988
159,0.994269
160,1.00326
161,1.00227
162,1.00227
163,1.00278
164,1.00187
165,1.00419
166,1.00026
167,1.00042
168,0.992607
169,0.990745
170,0.999078
171,0.994818
172,0.997832
173,0.991829
174,0.994872
175,0.998853
176,0.992625
177,1.00126
178,1.00126
179,0.990087
180,0.990281
181,0.992868
182,1.00134
183,1.00392
184,1.00459
185,1.00357
186,1.00521
187,1.00219
188,0.995137
189,0.999449
190,1.00542
191,1.01268
192,1.00533
193,1.00563
194,1.00417
195,1.0011
196,1.00177
197,0.999486
198,0.993928
199,0.990389
200,0.991705
201,0.991705
202,0.993212
203,0.995802
204,1.0066
205,1.00187
206,1.00294
207,0.999127
208,1.00174
209,1.00214
210,0.998911
211,1.00169
212,0.999874
213,1.00532
214,0.994849
215,1.00181
216,0.997046
217,0.98994
218,0.9984
219,0.997841
220,0.995208
221,0.995836
222,0.996078
223,0.990587
224,0.998185
225,0.993497
226,0.995563
227,0.995563
228,0.99509
229,0.99509
230,0.995258
231,0.998314
232,0.993841
233,1.00017
234,0.998222
235,0.995728
236,0.997379
237,0.999466
238,1.00133
239,1.00503
240,0.997806
241,1.00013
242,0.999899
243,0.999899
244,0.999899
245,1.00594
246,1.00875
247,1.00247
248,1.00142
249,1.00142
250,0.997899
251,0.993739
252,1.00669
253,1.00801
254,1.00386
255,0.995595
256,1.00396
257,1.00249
258,1.00144
259,1.00114
260,1.00355
261,1.0087
262,1.00041
263,1.00041
264,1.0028
265,0.995935
266,0.993932
267,1.00408
268,0.99287
269,0.997356
270,0.996158
271,0.995765
272,1.00081
273,0.995549
274,1.00049
275,0.996241
276,0.997417
277,1.00052
278,0.995094
279,1.00146
280,0.995112
281,0.995112
282,1.00238
283,1.00238
284,0.9987
285,0.995764
286,0.998881
287,0.993237
288,0.994667
289,0.9901
290,0.997141
291,0.994143
292,0.998363
293,0.994167
294,1.00595
295,1.00011
296,1.00799
297,0.996574
298,0.999728
299,0.995002
300,0.997077
301,0.997077
302,0.991212
303,0.99564
304,0.990063
305,0.98693
306,0.999633
307,0.99216
308,0.988573
309,0.994141
310,0.990362
311,0.996578
312,0.990861
313,1.00315
314,0.995542
315,1.00377
316,1.00377
317,1.00377
318,1.00396
319,1.00277
320,1.00299
321,1.00208
322,0.997577
323,1.0021
324,1.00183
325,1.00357
326,1.00247
327,0.995247
328,0.990235
329,0.995079
330,0.996828
331,0.994876
332,0.996994
333,0.988056
334,1.00069
335,0.992513
336,0.992071
337,0.998216
338,0.998369
339,0.997097
340,1.00013
341,1.00743
342,1.00014
343,1.0089
344,1.00583
345,1.00692
346,0.99616
347,1.0007
348,0.998932
349,0.998075
350,0.995991
351,0.997963
352,0.98529
353,0.990166
354,0.989623
355,0.989623
356,0.995467
357,0.994549
358,0.998974
359,1.00264
360,1.00047
361,1.00301
362,1.00301
363,0.995626
364,0.994487
365,1.00154
366,1.00203
367,1.00354
368,1.00299
369,0.994628
370,0.994573
371,0.994493
372,1.00033
373,0.989488
